window,source,target,source_family,target_family,sample_status,main_surrogate_mode,audit_surrogate_mode,T_pos_obs,T_pos_main_null95,p_pos_main_surrogate,T_pos_audit_null90,T_pos_audit_null95,T_pos_audit_null99,p_pos_audit_surrogate,audit_strength_excess,audit_strength_ratio,delta_p_audit_minus_main,delta_null95_audit_minus_main,q_pos_audit_global,q_pos_audit_within_window,main_p_supported,audit_p_supported,audit_support_shift
S1,V_strength,P_main_band_share,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.7008638404837266,0.1749737179581525,0.000999000999000999,0.2722499873240356,0.3024401349690511,0.3561554841573456,0.000999000999000999,0.39842370551467554,2.317363866258843,0.0,0.12746641701089859,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_strength,P_south_band_share_18_24,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.33759732622226163,0.17203512362406054,0.000999000999000999,0.14472382807409204,0.1692320307225837,0.2216862863520803,0.000999000999000999,0.16836529549967794,1.9948784209513708,0.0,-0.0028030929014768446,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_strength,P_main_minus_south,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.6279248840291017,0.16661502122116092,0.000999000999000999,0.22021449914833777,0.24901060479333942,0.29797490129578935,0.000999000999000999,0.3789142792357623,2.5216792857084678,0.0,0.0823955835721785,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_strength,P_spread_lat,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.4464681886117549,0.15565448430362477,0.000999000999000999,0.25289270760043714,0.2821976985641539,0.32662488277949364,0.000999000999000999,0.16427049004760103,1.5821113739886021,0.0,0.1265432142605291,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_strength,P_north_band_share_35_45,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.25248909337124065,0.15445690871003231,0.000999000999000999,0.16139816975406415,0.1877076020157324,0.23525008460829824,0.006993006993006993,0.06478149135550826,1.3451191675768077,0.005994005994005994,0.033250693305700074,0.02177068214804064,0.012274959083469721,True,True,same_p_support_flag
S1,V_strength,P_north_minus_main_35_45,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.5526002177848343,0.16206814718854243,0.000999000999000999,0.23137315121248922,0.2588235155670628,0.3021769559650391,0.000999000999000999,0.29377670221777147,2.1350464101924005,0.0,0.09675536837852036,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_strength,P_total_centroid_lat_10_50,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.6341974119223507,0.1735210993990722,0.000999000999000999,0.2694229827558788,0.3000715929001516,0.3472292830470899,0.000999000999000999,0.33412581902219907,2.113487004194292,0.0,0.12655049350107941,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_strength,P_main_28_35_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.6855415769753809,0.15180307113923894,0.000999000999000999,0.21274037088851253,0.22950474492156225,0.2769061821352751,0.000999000999000999,0.4560368320538186,2.9870475105413536,0.0,0.07770167378232332,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_strength,P_south_10_25_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.26122037991917274,0.18382787336304648,0.001998001998001998,0.22469925807568084,0.25381325086106366,0.32580408682581274,0.04195804195804196,0.007407129058109085,1.029183382006181,0.03996003996003996,0.06998537749801717,0.09069533087000337,0.06126616746085773,True,True,same_p_support_flag
S1,V_strength,P_scs_10_20_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.4132258381934863,0.17869387181442822,0.000999000999000999,0.26905561845227616,0.3007192379151099,0.3655169723416244,0.003996003996003996,0.11250660027837639,1.3741250511885639,0.002997002997002997,0.12202536610068168,0.014230373942604159,0.00757862826828344,True,True,same_p_support_flag
S1,V_strength,P_highlat_40_60_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.2973512454544128,0.1603331005167164,0.000999000999000999,0.19677059419532808,0.22579767306098417,0.28109373425451695,0.003996003996003996,0.07155357239342866,1.316892425964475,0.002997002997002997,0.06546457254426777,0.014230373942604159,0.00757862826828344,True,True,same_p_support_flag
S1,V_strength,P_highlat_35_60_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.46716640784243574,0.15871424555689864,0.000999000999000999,0.20337762559389494,0.23441443828236663,0.27537740413381134,0.000999000999000999,0.2327519695600691,1.9929079934901663,0.0,0.07570019272546799,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_strength,P_highlat_minus_main,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.6187275603854288,0.15146247646196237,0.000999000999000999,0.1871396904456165,0.21694211884102457,0.2647802190702023,0.000999000999000999,0.4017854415444042,2.85203981454073,0.0,0.0654796423790622,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_strength,P_south_minus_main,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.623526361127979,0.16925523782511676,0.000999000999000999,0.24488364156768594,0.28294976464911464,0.3203748603632014,0.000999000999000999,0.34057659647886435,2.203664533530228,0.0,0.11369452682399789,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_strength,P_south_plus_highlat_minus_main,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.5799934982851697,0.17426709432484744,0.000999000999000999,0.23313317683307405,0.26202533716838666,0.3305908813828753,0.000999000999000999,0.317968161116783,2.213501581766673,0.0,0.08775824284353922,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_pos_centroid_lat,P_main_band_share,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.32439999898942334,0.14607423442801992,0.000999000999000999,0.1791566855864846,0.20809386444410893,0.2664474766551005,0.001998001998001998,0.11630613454531441,1.5589118874600583,0.000999000999000999,0.06201963001608901,0.008196223665836926,0.004395604395604396,True,True,same_p_support_flag
S1,V_pos_centroid_lat,P_south_band_share_18_24,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.5341915605858785,0.14224530859492232,0.000999000999000999,0.15941906424844254,0.1878619329655277,0.24061859263573496,0.000999000999000999,0.3463296276203508,2.84353275915617,0.0,0.045616624370605374,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_pos_centroid_lat,P_main_minus_south,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.4407617881104784,0.13870938290152943,0.000999000999000999,0.17822392971982373,0.19924912892932617,0.2436215355991676,0.000999000999000999,0.24151265918115222,2.2121140026003174,0.0,0.06053974602779674,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_pos_centroid_lat,P_spread_lat,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.38061075261463945,0.14328832277578146,0.000999000999000999,0.14523473941940931,0.16216281795792709,0.20738549696246725,0.000999000999000999,0.21844793465671236,2.3470901493176344,0.0,0.018874495182145623,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_pos_centroid_lat,P_north_band_share_35_45,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.32942381869626475,0.1383313099894741,0.000999000999000999,0.17370456351425065,0.19397102545391517,0.22993816213079266,0.000999000999000999,0.13545279324234957,1.698314570051759,0.0,0.055639715464441075,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_pos_centroid_lat,P_north_minus_main_35_45,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.20141785987454489,0.13952463123821818,0.003996003996003996,0.13483639424345126,0.15629105037686644,0.20288545481546688,0.011988011988011988,0.045126809497678444,1.2887357234394652,0.007992007992007992,0.016766419138648264,0.03302819629350242,0.019392372333548805,True,True,same_p_support_flag
S1,V_pos_centroid_lat,P_total_centroid_lat_10_50,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.3426794475018591,0.15061426778919806,0.000999000999000999,0.21556182940296395,0.23991236409342703,0.27880357520360666,0.002997002997002997,0.10276708340843205,1.4283525936512897,0.001998001998001998,0.08929809630422897,0.01138247941316995,0.006105006105006105,True,True,same_p_support_flag
S1,V_pos_centroid_lat,P_main_28_35_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.30160544500835285,0.1358769601662652,0.000999000999000999,0.14025799822860743,0.16531491831227724,0.20878521819774373,0.000999000999000999,0.1362905266960756,1.8244296890291836,0.0,0.02943795814601205,0.004709576138147567,0.002388915432393693,True,True,same_p_support_flag
S1,V_pos_centroid_lat,P_south_10_25_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.3741598670967096,0.15703877657358326,0.000999000999000999,0.24507457695730833,0.2698729948068256,0.3424040083210957,0.003996003996003996,0.10428687228988404,1.3864294475426573,0.002997002997002997,0.11283421823324233,0.014230373942604159,0.00757862826828344,True,True,same_p_support_flag
S1,V_pos_centroid_lat,P_scs_10_20_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.1570872503605814,0.1589400637054878,0.05194805194805195,0.22107897603375334,0.2625268435701538,0.31634828511646335,0.2787212787212787,-0.10543959320957241,0.5983664307402672,0.22677322677322675,0.10358677986466602,0.3790303103489917,0.326163198503624,False,False,same_p_support_flag
S1,V_pos_centroid_lat,P_highlat_40_60_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.0730424104655314,0.14417497751023706,0.3596403596403596,0.12608373246543172,0.14886448288176393,0.18326659695699377,0.38461538461538464,-0.07582207241623254,0.4906637839433168,0.024975024975025018,0.004689505371526875,0.47875427171319884,0.425916365513681,False,False,same_p_support_flag
S1,V_pos_centroid_lat,P_highlat_35_60_mean,V,P,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.19360992395543078,0.14007394246953742,0.008991008991008992,0.13416382620787606,0.15637151075861516,0.19479066369426026,0.013986013986013986,0.03723841319681562,1.238140649893056,0.004995004995004994,0.016297568289077746,0.03715425897894592,0.02177068214804064,True,True,same_p_support_flag
