window,source,target,source_family,target_family,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,p_pos_surrogate,q_pos_within_window,q_pos_global,T_pos_null95,strength_excess,strength_ratio,statistical_support,strength_tier,same_day_coupling_flag,direction_label,lead_lag_label,lead_lag_group,failure_reason,risk_note,suggested_reverse_direction,sample_status
S1,V_strength,P_main_band_share,V,P,1,0.7008638404837266,0.7008638404837266,-1,0.4968086503090844,0.4968086503090844,0.6394357292102134,0.6394357292102134,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.1749737179581525,0.5258901225255741,4.005537795403927,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,V_strength,P_south_band_share_18_24,V,P,1,-0.33759732622226163,0.33759732622226163,-1,-0.3085772196205858,0.3085772196205858,-0.3654287782428007,0.3654287782428007,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.17203512362406054,0.1655622025982011,1.9623744216326173,supported,strong_above_null,True,same_day_dominant,lead_lag_ambiguous_same_day_dominant,lead_lag_ambiguous,same_day_exceeds_positive_lag,same_day_dominant,,ok
S1,V_strength,P_main_minus_south,V,P,1,0.6279248840291017,0.6279248840291017,-1,0.47558479211803584,0.47558479211803584,0.5982293098780112,0.5982293098780112,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.16661502122116092,0.46130986280794084,3.7687171266245483,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,V_strength,P_spread_lat,V,P,3,-0.4464681886117549,0.4464681886117549,-1,-0.1611549153782945,0.1611549153782945,-0.24120057371492767,0.24120057371492767,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.15565448430362477,0.29081370430813014,2.868328468718314,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,V_strength,P_north_band_share_35_45,V,P,1,0.25248909337124065,0.25248909337124065,-1,0.26617231001363134,0.26617231001363134,0.2936558918249923,0.2936558918249923,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.15445690871003231,0.09803218466120833,1.6346895420861218,supported,strong_above_null,True,same_day_dominant,lead_lag_ambiguous_same_day_dominant,lead_lag_ambiguous,same_day_exceeds_positive_lag,same_day_dominant,,ok
S1,V_strength,P_north_minus_main_35_45,V,P,2,-0.5526002177848343,0.5526002177848343,-1,-0.34030080312333705,0.34030080312333705,-0.4665293964668331,0.4665293964668331,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.16206814718854243,0.3905320705962918,3.4096781346057177,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,V_strength,P_total_centroid_lat_10_50,V,P,1,0.6341974119223507,0.6341974119223507,-1,0.5084801458346434,0.5084801458346434,0.6171585562180889,0.6171585562180889,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.1735210993990722,0.46067631252327845,3.6548720248930238,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,V_strength,P_main_28_35_mean,V,P,1,0.6855415769753809,0.6855415769753809,-1,0.4319012600989562,0.4319012600989562,0.6221104695502674,0.6221104695502674,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.15180307113923894,0.5337385058361419,4.5159928045630835,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,V_strength,P_south_10_25_mean,V,P,1,-0.26122037991917274,0.26122037991917274,-1,-0.2637538890370308,0.2637538890370308,-0.27825492708490285,0.27825492708490285,0.001998001998001998,0.0032967032967032967,0.0059459578497654654,0.18382787336304648,0.07739250655612626,1.4210052868494092,supported,strong_above_null,True,same_day_dominant,lead_lag_ambiguous_same_day_dominant,lead_lag_ambiguous,same_day_exceeds_positive_lag,same_day_dominant,,ok
S1,V_strength,P_scs_10_20_mean,V,P,1,-0.4132258381934863,0.4132258381934863,-1,-0.34346839336688145,0.34346839336688145,-0.39352082444174163,0.39352082444174163,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.17869387181442822,0.23453196637905807,2.3124790682392127,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,V_strength,P_highlat_40_60_mean,V,P,1,0.2973512454544128,0.2973512454544128,-1,0.3023963324671668,0.3023963324671668,0.3241059183332712,0.3241059183332712,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.1603331005167164,0.13701814493769643,1.8545842654830396,supported,strong_above_null,True,same_day_dominant,lead_lag_ambiguous_same_day_dominant,lead_lag_ambiguous,same_day_exceeds_positive_lag,same_day_dominant,,ok
S1,V_strength,P_highlat_35_60_mean,V,P,1,0.46716640784243574,0.46716640784243574,-1,0.3680819793277741,0.3680819793277741,0.4533541324406362,0.4533541324406362,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.15871424555689864,0.30845216228553707,2.9434434584194764,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,V_strength,P_highlat_minus_main,V,P,1,-0.6187275603854288,0.6187275603854288,-1,-0.3635127548011316,0.3635127548011316,-0.5500258665252096,0.5500258665252096,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.15146247646196237,0.4672650839234664,4.085022078328511,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,V_strength,P_south_minus_main,V,P,1,-0.623526361127979,0.623526361127979,-1,-0.44787578382036114,0.44787578382036114,-0.588893453193403,0.588893453193403,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.16925523782511676,0.45427112330286223,3.683941301552148,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,V_strength,P_south_plus_highlat_minus_main,V,P,1,-0.5799934982851697,0.5799934982851697,-1,-0.4024757830965555,0.4024757830965555,-0.5414211394240653,0.5414211394240653,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.17426709432484744,0.4057264039603222,3.3281871172076616,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,V_pos_centroid_lat,P_main_band_share,V,P,3,0.32439999898942334,0.32439999898942334,-3,-0.12117935459400399,0.12117935459400399,0.09768959817235516,0.09768959817235516,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.14607423442801992,0.17832576456140342,2.220788630244548,supported,strong_above_null,False,clear_X_leads_Y_strong,lead_lag_yes_clear,lead_lag_yes,,,,ok
S1,V_pos_centroid_lat,P_south_band_share_18_24,V,P,1,-0.5341915605858785,0.5341915605858785,-1,-0.3007483814336925,0.3007483814336925,-0.4587674217311616,0.4587674217311616,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.14224530859492232,0.3919462519909561,3.7554248070642333,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,V_pos_centroid_lat,P_main_minus_south,V,P,2,0.4407617881104784,0.4407617881104784,-1,0.10819392241877449,0.10819392241877449,0.26946531999557194,0.26946531999557194,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.13870938290152943,0.30205240520894894,3.177591730931264,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,V_pos_centroid_lat,P_spread_lat,V,P,1,0.38061075261463945,0.38061075261463945,-1,0.2938775347797906,0.2938775347797906,0.39150410942021796,0.39150410942021796,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.14328832277578146,0.23732242983885798,2.65625799256665,supported,strong_above_null,True,same_day_dominant,lead_lag_ambiguous_same_day_dominant,lead_lag_ambiguous,same_day_exceeds_positive_lag,same_day_dominant,,ok
S1,V_pos_centroid_lat,P_north_band_share_35_45,V,P,1,0.32942381869626475,0.32942381869626475,-1,0.22602568110403748,0.22602568110403748,0.31250642867378814,0.31250642867378814,0.000999000999000999,0.001717032967032967,0.0033563721346526777,0.1383313099894741,0.19109250870679065,2.381411834539348,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,V_pos_centroid_lat,P_north_minus_main_35_45,V,P,3,-0.20141785987454489,0.20141785987454489,-2,0.1655282877661418,0.1655282877661418,0.06182187896301522,0.06182187896301522,0.003996003996003996,0.006220194899440182,0.01067278045695312,0.13952463123821818,0.06189322863632671,1.443600732623711,supported,strong_above_null,False,bidirectional_close,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like,,ok
