mode,domain,n_years,h35_independence_status_gate,pearson_r,spearman_r,slope,bootstrap_slope_ci_low,bootstrap_slope_ci_high,permutation_p_spearman_abs,loo_slope_sign_stability,h18_precursor_to_h35_status
anomaly,object_domain_spatial,45,not_independent,-0.11057399765063118,-0.0914361001317523,-0.08977170811435038,-0.42019781438486425,0.13978571563108058,0.5357321339330335,1.0,not_tested_because_H35_not_independent
anomaly,profile,45,not_independent,-0.15476419907281472,-0.06284584980237154,-0.11241287507828308,-0.367719255080662,0.08395493780448395,0.6661669165417291,1.0,not_tested_because_H35_not_independent
local_background_removed,object_domain_spatial,45,not_independent,0.0300932121176847,-0.03241106719367589,0.012231193442870868,-0.1575950867889573,0.1137329130503294,0.8285857071464268,0.9333333333333333,not_tested_because_H35_not_independent
local_background_removed,profile,45,not_independent,-0.17998090382085274,-0.13913043478260867,-0.07510400053496322,-0.20489635233513004,0.05324455748341025,0.3458270864567716,1.0,not_tested_because_H35_not_independent
raw,object_domain_spatial,45,not_independent,0.07248148389945476,-0.034519104084321475,0.03293553624005655,-0.18122220640119294,0.15097780309753395,0.824087956021989,0.9777777777777777,not_tested_because_H35_not_independent
raw,profile,45,not_independent,-0.169514778821415,-0.1678524374176548,-0.07437085421783315,-0.20761810890909882,0.03298136448401823,0.26786606696651677,1.0,not_tested_because_H35_not_independent
