year,mode,event_id,domain,diff_norm,diff_abs_mean,diff_mean,diff_max,diff_min
2012,raw,H18,object_domain_spatial,1659.9118772222212,10.872300911898956,6.85107900834463,57.65401204426871,-11.394639756944343
2013,raw,H18,object_domain_spatial,1863.5943231197436,17.083589643763336,17.083589643763336,28.64713541666697,0.9629991319443434
2014,raw,H18,object_domain_spatial,811.14569609386,6.542595189297395,4.0341113240287285,25.02205403645712,-8.751166449652374
2015,raw,H18,object_domain_spatial,2790.386461446087,21.78930771589661,19.72815150925067,61.68581814236131,-12.278876410590783
2016,raw,H18,object_domain_spatial,1114.8545228919638,9.575721939568332,5.023748239654457,21.369845920138687,-10.79496256510447
2017,raw,H18,object_domain_spatial,1008.4667639935394,9.219834142247564,-8.9729228536992,11.036282009547904,-17.550835503471717
2018,raw,H18,object_domain_spatial,1283.0346840957409,9.584973742504049,6.001119521035879,34.40275065104197,-9.357177734375
2019,raw,H18,object_domain_spatial,2319.619704510467,17.72386366929988,16.896519535135916,63.83052571614553,-5.187527126736313
2020,raw,H18,object_domain_spatial,2394.3463870614705,19.879481011041158,19.34412657063276,60.892578125,-17.334296332464874
2021,raw,H18,object_domain_spatial,2248.3248203024527,18.611077323780115,-5.818608784040692,53.46561686197856,-46.96222601996578
2022,raw,H18,object_domain_spatial,2793.858852473621,24.858862207539413,24.858862207539413,56.74475097656341,1.4420030381943434
2023,raw,H18,object_domain_spatial,1361.9814157762662,9.63132061669807,6.312897804825133,42.74502224392381,-7.3828124999990905
1979,raw,H18,profile,111.6788251086733,10.72192585273549,10.72192585273549,32.71091452074004,5.723430931294455
1980,raw,H18,profile,262.2348733591318,28.087124494674935,28.087124494674935,41.141752328863944,15.222306741061251
1981,raw,H18,profile,71.1926335451187,6.257452885999087,6.257452885999087,21.865479300282633,1.2352169376649689
1982,raw,H18,profile,164.11823753988463,12.961388455348247,12.961388455348247,47.30163181889913,2.764871728650223
1983,raw,H18,profile,106.4134079881746,11.452778689198475,11.452778689198475,14.736346396314053,4.844239850565324
1984,raw,H18,profile,31.582376595303163,2.746856949275842,2.736344177960872,6.866392753888301,-0.12246947905905396
1985,raw,H18,profile,109.90454318806543,10.2220706905749,4.018029573008068,22.604622776952816,-8.247037693160257
1986,raw,H18,profile,121.17778108518979,11.05603258174257,0.8011367829507703,33.01183398258147,-9.551412899413151
1987,raw,H18,profile,231.46852299579348,20.356877999301993,20.353979742392266,40.60444522013453,-0.10377859740884177
1988,raw,H18,profile,172.2063458298514,15.310076301826484,-15.310076301826484,-0.6981487011449373,-33.88133924920368
1989,raw,H18,profile,23.909206313813236,2.036007616011765,-1.1003989924674686,3.8343013766930536,-5.2591594209136305
1990,raw,H18,profile,268.81964293431605,28.990346030262216,28.990346030262216,36.91866384458934,12.929371170870665
1991,raw,H18,profile,57.02807843784509,5.180893041380235,-4.7164292843381865,1.3357564682693153,-9.661058382116652
1992,raw,H18,profile,431.20221571814426,45.253913843327275,45.253913843327275,63.737588509383585,14.403552571166276
1993,raw,H18,profile,122.19302288540543,9.167669234963268,8.66794442146102,26.914328386851512,-0.8853184723656273
1994,raw,H18,profile,90.84009111946958,8.948678740851364,-7.294685264043972,11.837073572192121,-15.495322431524073
1995,raw,H18,profile,102.42417062181323,9.448312470407195,9.399611371379425,17.1236126131699,-0.613468446897946
1996,raw,H18,profile,192.44058178029113,16.570095465352967,2.127941238712445,59.56615941912017,-13.736497050583976
1997,raw,H18,profile,163.6792139814696,13.293749795739906,10.960449705874323,38.43393014394662,-4.124787918244895
1998,raw,H18,profile,240.31459302762835,24.871040267346668,24.871040267346668,43.678841751140666,9.30219004677462
1999,raw,H18,profile,149.1651172026128,14.31557089820059,-4.604149871948309,37.571569297377174,-20.486518348434636
2000,raw,H18,profile,110.71126161323193,11.42634771608879,11.42634771608879,18.17448611649156,1.2874630314149313
2001,raw,H18,profile,115.25807700923504,10.676782311255707,8.391131245343528,21.193510477645766,-4.9727672230113935
2002,raw,H18,profile,119.17404650700914,8.564549179828763,6.3521433680856605,37.53831752360246,-3.784545786343631
2003,raw,H18,profile,109.17905405939574,11.04525916154656,4.2035616903550945,18.21383658585135,-10.586917537412443
2004,raw,H18,profile,140.6874371399679,14.89806518478575,14.89806518478575,20.876880824401713,0.36249950678658693
2005,raw,H18,profile,37.126161921891196,2.788773397245814,2.1892159701807303,9.001868381973125,-1.272555208512657
2006,raw,H18,profile,31.956226780227315,2.841251508867605,-0.7822637306399034,5.287551249354301,-11.054406256277368
2007,raw,H18,profile,300.53010862191013,29.865564335307326,29.865564335307326,52.76091593312381,3.947753009498439
2008,raw,H18,profile,76.40095731409255,7.811137545078934,-7.227738887265881,4.565297416637909,-14.58271591985191
2009,raw,H18,profile,166.6552100888193,16.000470548263745,14.127459795193447,29.604840799687164,-14.687201830090668
2010,raw,H18,profile,65.22873846557766,6.475671177338325,-6.475671177338325,-0.19171316323759544,-11.022498937349358
2011,raw,H18,profile,97.51003094950352,8.130618057481925,-8.130618057481925,-0.5724945208477482,-29.811379284679187
2012,raw,H18,profile,109.94192797330182,8.595583797529613,6.851079008344631,28.85116535113204,-2.937379611096776
2013,raw,H18,profile,168.23945145451134,17.083589643763336,17.083589643763336,27.710987605996106,5.148136191460058
2014,raw,H18,profile,36.81262257670478,4.0341113240287285,4.0341113240287285,5.651275718836151,2.438584284786832
2015,raw,H18,profile,236.5366469416844,21.09635089933558,19.72815150925067,45.69986261765381,-5.625718746412944
2016,raw,H18,profile,88.37915441036476,8.585257774736798,5.023748239654456,17.685608078297292,-8.317424511449651
2017,raw,H18,profile,84.65781902292163,8.986748269734377,-8.9729228536992,0.559929349424696,-12.202443132496905
2018,raw,H18,profile,110.86507833883348,8.904438668312345,6.001119521035879,31.10339579656649,-4.404425670949625
2019,raw,H18,profile,202.16932514597102,17.673857414734197,16.896519535135916,44.435725104381824,-3.432450503795059
2020,raw,H18,profile,196.07554858686072,19.6324575205996,19.344126570632763,32.9031745903638,-6.313796702823649
2021,raw,H18,profile,166.04162297389996,16.32528462370133,-5.818608784040692,39.574106207673196,-23.693611138013665
2022,raw,H18,profile,226.58984970966543,24.858862207539417,24.858862207539417,29.964613284836854,15.86038339718206
2023,raw,H18,profile,112.98958455405432,9.131489626698464,6.312897804825133,30.94194743959475,-4.157041831668864
1979,raw,H35,object_domain_spatial,1043.7474356729244,9.201283058360511,8.97976470034946,23.762966579860404,-7.032931857638687
1980,raw,H35,object_domain_spatial,1347.5031136960372,10.51951635672716,5.83121257390561,29.82926432291788,-24.3929443359375
1981,raw,H35,object_domain_spatial,1661.5223716501227,15.452954633801188,-12.283350546535788,28.438856336804747,-26.177761501736313
1982,raw,H35,object_domain_spatial,3757.1815506772928,29.144648366036655,27.64956902477576,94.82614474826369,-11.903455946180657
1983,raw,H35,object_domain_spatial,2401.6817114433516,20.322536056500045,-17.349471837106154,28.110744900173813,-55.27658420138778
1984,raw,H35,object_domain_spatial,1649.0137821287044,12.382218619328897,12.28602962655853,56.32862684461725,-3.143405490451187
1985,raw,H35,object_domain_spatial,2338.6514911312966,21.57732137078867,21.117445422645446,49.86047363281159,-16.45890299479106
1986,raw,H35,object_domain_spatial,1275.7521257469257,9.975173189582502,-5.498744698592713,21.327419704861313,-27.734239366320253
1987,raw,H35,object_domain_spatial,1594.2384543620597,11.676916558292575,11.670551827781265,37.74211968315922,-0.45598687066012644
1988,raw,H35,object_domain_spatial,929.1341874019645,7.9318659490638845,4.5110614296882074,19.006089952256843,-21.46407063802144
1989,raw,H35,object_domain_spatial,1964.7493008987926,17.651995035405978,17.615617957732145,33.98707411024316,-4.62666829427053
1990,raw,H35,object_domain_spatial,1545.212896839664,12.7914271592583,6.425833098295843,49.17633734809078,-22.971286349825277
1991,raw,H35,object_domain_spatial,3996.863335869847,28.350043463668317,26.00654946964559,121.37871636284672,-22.917426215278283
1992,raw,H35,object_domain_spatial,2695.079151371722,15.027717525203363,12.119782094396824,129.0942382812509,-10.951972113714874
1993,raw,H35,object_domain_spatial,1214.0326103526397,9.903521961214363,8.586950434911243,23.32967122395803,-8.148952907986313
1994,raw,H35,object_domain_spatial,1284.4755556927041,11.095516300364675,9.719304346103339,24.431884765625,-13.179904513888687
1995,raw,H35,object_domain_spatial,2183.576618476797,19.09711671413693,-18.495355525533192,10.145073784721717,-41.33962673611131
1996,raw,H35,object_domain_spatial,1226.4483418776076,8.629924546046624,-2.3544347691035115,15.898627387153283,-50.312798394097626
1997,raw,H35,object_domain_spatial,1297.4315897900317,10.887493108851398,4.346308758929438,25.855984157985404,-24.851874457465783
1998,raw,H35,object_domain_spatial,616.8776156193973,5.324700038524889,-0.7967881188848176,10.96187337239644,-17.001410590277374
1999,raw,H35,object_domain_spatial,1502.2660662773328,10.98035810358336,-9.03823823027908,14.436455620660126,-38.56677246093841
2000,raw,H35,object_domain_spatial,1851.123686706662,16.79203993537145,-11.691577212649353,47.8658447265625,-35.44630262586816
2001,raw,H35,object_domain_spatial,951.6356313513315,7.44288101198883,1.8905070148892695,28.46061197916697,-17.84464518229288
2002,raw,H35,object_domain_spatial,1263.3911125358572,11.007132431535572,4.266014814325479,28.381578233507753,-19.764417860242247
2003,raw,H35,object_domain_spatial,1734.5682252858103,15.65311396967847,15.652173523572664,31.106214735244066,-0.7041422526044698
2004,raw,H35,object_domain_spatial,704.0367739269487,6.074672751259164,1.0326421030791375,18.587782118055657,-10.099378797743157
2005,raw,H35,object_domain_spatial,1442.2079612338723,9.72658471536041,-7.89228771171529,12.697048611111313,-50.25454372829881
2006,raw,H35,object_domain_spatial,2597.9560619658632,20.290359719009412,15.124574163383892,81.1118435329854,-17.966824001736313
2007,raw,H35,object_domain_spatial,2228.605844147561,16.300247370037894,15.539619618006856,53.67163085937409,-4.732150607638687
2008,raw,H35,object_domain_spatial,1807.2888221355877,12.934156263739121,-10.99725965578954,13.611260308160126,-63.09909396701369
2009,raw,H35,object_domain_spatial,2021.4267202637222,15.10535586032047,12.355388799335522,46.71016438802144,-12.295030381945253
2010,raw,H35,object_domain_spatial,882.3619855545647,7.7400966239892615,3.913534036528306,16.778103298610404,-16.728908962672904
2011,raw,H35,object_domain_spatial,1712.2731729062752,13.570839434288796,10.19479805657542,38.62680392795028,-13.40128580729197
2012,raw,H35,object_domain_spatial,1213.668419654038,8.912700918304637,6.28775084301293,26.902275933159217,-42.123467339410126
2013,raw,H35,object_domain_spatial,2258.986742990342,15.399337600586747,15.173487876958951,81.0842013888896,-4.258856879339874
2014,raw,H35,object_domain_spatial,1555.8055102681747,10.6131206650363,10.519583004192274,44.47287326388869,-4.157185872397349
2015,raw,H35,object_domain_spatial,2023.750042510795,15.600926355757778,12.910616243441964,46.85945638020985,-27.64790852864644
2016,raw,H35,object_domain_spatial,1651.401686483225,12.347157290763274,11.624093198685975,39.23961046007025,-3.519517686632753
2017,raw,H35,object_domain_spatial,1574.9795093612609,12.095610009523716,10.327684390508265,37.73078070746578,-19.46651204427144
2018,raw,H35,object_domain_spatial,1240.9765463007827,10.379605536349574,0.6497128108694662,41.820258246527374,-12.971164279512777
2019,raw,H35,object_domain_spatial,1134.1188032897112,10.331888453377605,9.7870223458101,19.933987087672904,-13.853990342881843
2020,raw,H35,object_domain_spatial,1261.660141961949,10.268473791648244,6.415000590748954,29.628282335068434,-21.486070421006843
2021,raw,H35,object_domain_spatial,2449.331638273626,16.79985058236157,14.58426620410226,73.18901909722354,-10.3485107421875
2022,raw,H35,object_domain_spatial,1992.9967278697923,13.446510355333295,13.149877946017238,62.74198404947947,-3.763400607638687
2023,raw,H35,object_domain_spatial,1527.8163662313734,11.799699655468027,-8.418057294534057,14.229844835069343,-35.60172526041606
1979,raw,H35,profile,85.90675713069027,8.97976470034946,8.97976470034946,16.14823987836464,2.259053155848231
1980,raw,H35,profile,72.05691908242707,7.053642574028714,5.831212573905609,12.792275448913912,-4.629093895273745
1981,raw,H35,profile,138.38871022079255,13.872765862384544,-12.283350546535786,8.864732418288042,-22.108886830843968
1982,raw,H35,profile,326.358017763585,28.75126144858421,27.64956902477576,72.3300946028107,-7.132571498005587
1983,raw,H35,profile,179.1090294762191,18.208429789486118,-17.34947183710615,11.246700850837847,-28.29447473222993
1984,raw,H35,profile,142.1890756177311,12.359260236552446,12.286029626558529,37.812870134225804,-1.2762209048941267
1985,raw,H35,profile,203.57117022196647,21.117445422645446,21.117445422645446,31.915283315218833,5.768606026529559
1986,raw,H35,profile,79.3104592218998,7.782674596486132,-5.498744698592713,4.799415609396547,-13.67086828422717
1987,raw,H35,profile,143.4218765324566,11.670566505169454,11.670551827781267,33.46751595769487,-0.0005944342215755095
1988,raw,H35,profile,53.79756638934202,5.130092078067516,4.511061429688208,9.977436048159214,-3.5095304518910915
1989,raw,H35,profile,175.70625961607263,17.615617957732145,17.615617957732145,28.365373259405196,2.7807407571811735
1990,raw,H35,profile,81.45984293869137,6.425833098295843,6.425833098295843,22.841361726282575,0.9815984328367847
1991,raw,H35,profile,323.9346964261323,28.19328020899317,26.006549469645595,69.06889776224602,-8.120297322479093
1992,raw,H35,profile,184.93956417343097,14.884586334185265,12.119782094396825,47.501080921968274,-6.051469058482514
1993,raw,H35,profile,96.88580985811579,8.997904027174183,8.586950434911243,18.213724379806553,-1.67122093179671
1994,raw,H35,profile,110.30527081978022,10.891232935315118,9.719304346103339,18.56410395234294,-6.0353990454976625
1995,raw,H35,profile,175.00895418615912,18.495355525533196,-18.495355525533196,-2.4850983422649793,-24.973251356785187
1996,raw,H35,profile,100.19026130701559,8.225361756517636,-2.354434769103511,9.127321802004415,-28.712579340098515
1997,raw,H35,profile,61.20704903350955,5.862432250416092,4.346308758929439,10.581724336762518,-4.333149947629811
1998,raw,H35,profile,48.55972052161025,4.757355573227099,-0.7967881188848177,6.717647331805239,-12.359288575563752
1999,raw,H35,profile,113.41865123489265,9.336405302653887,-9.03823823027908,5.495369286795556,-23.50668730092114
2000,raw,H35,profile,137.2899547610788,12.219735262928015,-11.691577212649353,2.265727229683153,-23.859601093498814
2001,raw,H35,profile,41.02329583761214,3.9308012807185095,1.8905070148892693,7.555693543209089,-5.218814229833923
2002,raw,H35,profile,84.61913924293633,8.523595700545464,4.266014814325479,13.331496449760357,-10.34534094944471
2003,raw,H35,profile,152.77744342988007,15.652173523572666,15.652173523572666,24.08006119881345,1.8473964162219112
2004,raw,H35,profile,18.992652394083457,1.8792937836979235,1.0326421030791377,2.752738231031942,-3.9578088457371474
2005,raw,H35,profile,121.07050662848019,8.574714345034323,-7.89228771171529,1.2376336832458563,-36.77851658900805
2006,raw,H35,profile,208.35363514110784,19.978045119636406,15.12457416338389,33.91778581267221,-13.310008711941865
2007,raw,H35,profile,188.2577677689373,16.028001287580324,15.539619618006855,36.653326029291634,-1.4858137258594475
2008,raw,H35,profile,143.8746520122587,11.638860017085225,-10.99725965578954,2.5283351089015427,-45.67254061388025
2009,raw,H35,profile,174.01815280489268,14.113422448245698,12.355388799335522,34.252501152325735,-3.077805532239979
2010,raw,H35,profile,45.094146062165855,4.380469910795143,3.913534036528306,7.999108516808662,-2.947805245279461
2011,raw,H35,profile,151.77682878629386,13.144871463444161,10.19479805657542,32.60742781597944,-5.185955345356963
2012,raw,H35,profile,71.05173759055656,6.28775084301293,6.28775084301293,14.031719673654175,0.9121054517117353
2013,raw,H35,profile,162.1558418754595,15.173487876958953,15.173487876958953,38.99038996140385,4.5081334249813105
2014,raw,H35,profile,124.82983617204563,10.519583004192278,10.519583004192278,27.500811336016483,1.8218264409003744
2015,raw,H35,profile,145.21019487277212,14.071802523372655,12.910616243441963,24.892492261033677,-13.26338121538532
2016,raw,H35,profile,145.6646565488972,11.93999845791937,11.624093198685975,32.310622314229036,-1.2215901244332472
2017,raw,H35,profile,119.20520876586376,11.044679826795415,10.327684390508265,21.65247299432532,-8.290051168646746
2018,raw,H35,profile,105.83163614754662,10.370441565251813,0.649712810869466,24.117991998285376,-10.989464850027135
2019,raw,H35,profile,91.90985189115247,9.787022345810099,9.787022345810099,13.37613584800419,3.819186852545409
2020,raw,H35,profile,107.79368781768544,9.788569225725618,6.415000590748954,21.485065835019203,-11.105532419364058
2021,raw,H35,profile,198.81951610191274,16.33574796158397,14.584266204102262,55.278295203454945,-6.281430471260829
2022,raw,H35,profile,169.69038538292273,13.149877946017238,13.149877946017238,38.67067682775907,1.0676177614210052
2023,raw,H35,profile,92.913174185696,8.83268985178091,-8.418057294534059,3.138913549558055,-16.613895300662833
1979,raw,H45,object_domain_spatial,726.9889043929167,5.76950026640166,-2.201610506933024,16.755750868056566,-21.19677734375
1980,raw,H45,object_domain_spatial,1383.359668040077,12.157274725534235,-4.628769629615897,29.585517035590783,-26.45556640624909
1981,raw,H45,object_domain_spatial,1865.9426282633362,15.49804545514329,-3.378378777383482,17.941026475694343,-50.77920193142381
1982,raw,H45,object_domain_spatial,2343.3929002952996,17.228175645430877,-15.299872212342446,13.333875868055657,-76.40421549479106
1983,raw,H45,object_domain_spatial,950.9223780985955,7.67809124615881,2.9285827269299713,27.55220540364462,-13.951877170138687
1984,raw,H45,object_domain_spatial,1680.8125940237906,11.492861714669221,-11.491274195852936,0.6584743923613132,-45.40635850694525
1985,raw,H45,object_domain_spatial,993.5432932441528,8.665003693398827,-5.901066255374323,35.584120008681566,-22.014743381077096
1986,raw,H45,object_domain_spatial,1335.3022435235835,11.473323828984112,8.576836318121238,22.773451063368157,-22.456108940971717
1987,raw,H45,object_domain_spatial,1220.0736471440214,10.72665878316829,-4.896762219923451,26.677232530382753,-21.277601453993157
1988,raw,H45,object_domain_spatial,1047.6273222723398,8.01698822573996,1.342452508367031,40.94544813368066,-12.58264160156159
1989,raw,H45,object_domain_spatial,1890.4130563847516,15.825021523975995,9.05094712275365,41.60702853732619,-24.991400824651464
1990,raw,H45,object_domain_spatial,1326.4649081000857,12.335585365848535,7.615623668988135,23.887586805554747,-29.316107855902374
1991,raw,H45,object_domain_spatial,1183.9688106989684,9.89400614934683,7.623450728746851,33.96122233072947,-20.712917751735404
1992,raw,H45,object_domain_spatial,3380.8110633766073,24.2653292214283,-23.340224274366307,6.949679904513687,-85.74291992187409
1993,raw,H45,object_domain_spatial,592.1943502334677,4.629545733534839,-4.251112439742717,6.198432074653283,-22.361111111111313
1994,raw,H45,object_domain_spatial,1400.822080117702,12.23295093215448,12.221939553107273,30.849338107638687,-3.027492947048813
1995,raw,H45,object_domain_spatial,2344.2368342302243,21.077611344000818,20.910822553050494,44.35378689236131,-4.279147677951187
1996,raw,H45,object_domain_spatial,1415.770556810347,11.51548076691437,-1.21874910048065,47.40835232204881,-22.3646240234375
1997,raw,H45,object_domain_spatial,3301.272415963631,24.320248771129236,-23.586000761120694,13.073757595486313,-92.25703938802144
1998,raw,H45,object_domain_spatial,947.0227825008996,7.885391831629105,1.5151702140831578,22.39253743489553,-19.2628173828125
1999,raw,H45,object_domain_spatial,1695.7050606588105,13.653929609549035,12.764680619534907,36.04348415798631,-12.403211805555657
2000,raw,H45,object_domain_spatial,1579.452224755622,12.744546362202014,11.90302341714042,37.03176540798631,-19.357855902777374
2001,raw,H45,object_domain_spatial,697.6484531533072,5.485431286208824,-1.0227583116806553,25.804823133679747,-14.844997829860404
2002,raw,H45,object_domain_spatial,2474.66147368644,20.590229206500148,-20.590229206500148,-1.1612955729160603,-64.5279269748271
2003,raw,H45,object_domain_spatial,1211.479087890113,8.648439643623826,-8.345303432568093,4.017401801214874,-30.61405436197947
2004,raw,H45,object_domain_spatial,2161.017340332025,18.529684003222286,-18.458836709902055,3.7983940972208075,-54.89632161458394
2005,raw,H45,object_domain_spatial,2277.61597382635,18.760350077324347,17.771147226841048,47.983100043402374,-6.095187717012777
2006,raw,H45,object_domain_spatial,1673.5522383629736,14.266222751372093,-9.708627622854523,18.295111762153283,-33.49131944444434
2007,raw,H45,object_domain_spatial,1826.3424344837047,15.336152284464749,-14.943654418733573,5.86832682291697,-36.97748480902828
2008,raw,H45,object_domain_spatial,1644.1366293672736,13.907124024212472,13.759834117171737,39.91440158420119,-3.09847005208303
2009,raw,H45,object_domain_spatial,1774.270406846565,16.021488428372624,4.895453626837698,25.639987521700277,-38.566338433161036
2010,raw,H45,object_domain_spatial,2363.3192134432456,17.39207107424068,17.39207107424068,77.26178656684078,1.2248535156240905
2011,raw,H45,object_domain_spatial,992.8078673760082,8.422512941897061,-7.5146580139214905,10.94722493489644,-19.441623263888687
2012,raw,H45,object_domain_spatial,1196.137750690688,7.677213614181779,2.8058551923733708,46.757093641494066,-16.11413574218659
2013,raw,H45,object_domain_spatial,1019.2734923413507,9.701174768684579,9.701174768684579,17.20743815104106,4.345323350694343
2014,raw,H45,object_domain_spatial,1124.3707319112011,8.652745321735436,-1.9122232472314489,26.644422743054747,-33.02086046007025
2015,raw,H45,object_domain_spatial,1266.1587471456005,9.525978466436513,-2.000260397015612,38.72261555989644,-33.55821397569434
2016,raw,H45,object_domain_spatial,710.3631226019276,5.908281348587325,-2.8966924255244515,28.737982855902374,-14.911309136285126
2017,raw,H45,object_domain_spatial,1705.0434137476998,14.348999304364321,-7.798269719988545,42.514865451389596,-35.23368326822947
2018,raw,H45,object_domain_spatial,831.2101742666226,7.362827174011529,0.43517937429012465,20.392890082465783,-14.275770399305657
2019,raw,H45,object_domain_spatial,1292.5163253653755,10.600763697747949,4.2373896810084055,45.12788899739462,-18.689059787326187
2020,raw,H45,object_domain_spatial,1950.9138635094587,17.04407423161451,-15.301946863791715,12.07385253906159,-30.9710693359375
2021,raw,H45,object_domain_spatial,1289.6496790336269,9.90601911690647,7.7572953510979525,42.06161838107619,-17.45666503906341
2022,raw,H45,object_domain_spatial,976.7505297673397,6.70743184471902,-4.931997007650592,8.659518771700277,-29.41300455729197
2023,raw,H45,object_domain_spatial,1445.6224180093989,11.792680650555877,11.757304820961005,34.25254991319434,-1.5610622829863132
1979,raw,H45,profile,38.803424185146085,2.8537514997340376,-2.201610506933024,3.017154746147648,-10.08232684174845
1980,raw,H45,profile,111.54824459936492,11.274191616898062,-4.628769629615897,18.59058457892137,-17.057794520130248
1981,raw,H45,profile,161.39038147305197,15.222604537324,-3.3783787773834812,13.407124332816727,-34.2369230075973
1982,raw,H45,profile,172.39969600675505,15.299872212342448,-15.299872212342448,-2.7794524614037672,-41.81144732570728
1983,raw,H45,profile,46.27270008002445,3.7134093736626266,2.9285827269299713,10.031196867467372,-7.031138914894715
1984,raw,H45,profile,136.49022016807564,11.491274195852935,-11.491274195852935,-1.1898502738679082,-28.976609467365403
1985,raw,H45,profile,55.69460316507199,5.901066255374324,-5.901066255374324,-2.3237311413136954,-8.138337722932478
1986,raw,H45,profile,109.81005641691438,10.448442093914565,8.576836318121238,19.751837107760817,-4.88073450233867
1987,raw,H45,profile,64.16941255652335,6.20949866343048,-4.89676221992345,5.802582936072295,-10.747244954875407
1988,raw,H45,profile,85.06408350743315,7.002464489300618,1.3424525083670307,27.93125177108443,-5.828836011930337
1989,raw,H45,profile,158.2931675051386,14.820864332984641,9.05094712275365,32.37170679181725,-10.893350564415458
1990,raw,H45,profile,116.336093148486,12.118232975370026,7.615623668988136,16.17937117087065,-22.66959343972385
1991,raw,H45,profile,74.88651409898179,7.623450728746852,7.623450728746852,19.78679853847417,4.314371968979557
1992,raw,H45,profile,294.0953247860452,23.87245931172255,-23.340224274366307,3.07190961461206,-60.24875463620589
1993,raw,H45,profile,38.935648757494874,4.251112439742718,-4.251112439742718,-3.3481722184558538,-6.005245436431015
1994,raw,H45,profile,121.0152303354508,12.221939553107273,12.221939553107273,22.064798710650535,6.876865355436512
1995,raw,H45,profile,198.88722036122903,20.910822553050494,20.910822553050494,30.504420985422378,4.846110474417461
1996,raw,H45,profile,116.47033641626415,10.576865653523335,-1.21874910048065,35.32982759501977,-12.695959170002606
