year,mode,domain,pseudo_event_id,pseudo_pattern_corr,pseudo_pattern_cosine
1986,raw,profile,PSEUDO_48_56,0.25603692322018123,0.3090023730260605
1987,raw,profile,PSEUDO_48_56,-0.8132510201955534,-0.8475275981578357
1988,raw,profile,PSEUDO_48_56,0.5846735911293671,0.6628282891110648
1989,raw,profile,PSEUDO_48_56,-0.23242992391260298,-0.39781938211805595
1990,raw,profile,PSEUDO_48_56,0.6971206298703552,0.7465614813810073
1991,raw,profile,PSEUDO_48_56,0.27316891988117675,0.3312261291202263
1992,raw,profile,PSEUDO_48_56,0.479516839720103,0.5726667024350627
1993,raw,profile,PSEUDO_48_56,0.2896323443044451,0.3305203250969962
1994,raw,profile,PSEUDO_48_56,0.7139413083129432,0.7614803453341669
1995,raw,profile,PSEUDO_48_56,-0.5685733438792245,-0.5227977545923459
1996,raw,profile,PSEUDO_48_56,-0.6527907991385173,-0.7400277790704599
1997,raw,profile,PSEUDO_48_56,0.5604383722628609,0.6418747576016274
1998,raw,profile,PSEUDO_48_56,-0.6400725860550723,-0.6978158402384012
1999,raw,profile,PSEUDO_48_56,0.46498534382964357,0.38470740220074867
2000,raw,profile,PSEUDO_48_56,-0.6618962352931415,-0.7369841465088358
2001,raw,profile,PSEUDO_48_56,-0.6822748963016985,-0.6375139623780497
2002,raw,profile,PSEUDO_48_56,-0.5493278042256964,-0.6622466620529887
2003,raw,profile,PSEUDO_48_56,0.18098592343735495,0.21299847909162203
2004,raw,profile,PSEUDO_48_56,-0.20671247147808486,-0.36622110615057235
2005,raw,profile,PSEUDO_48_56,0.7319548708446385,0.7756461970523941
2006,raw,profile,PSEUDO_48_56,-0.6903344773045869,-0.7712804002877564
2007,raw,profile,PSEUDO_48_56,0.2776044768821805,0.4018557240576912
2008,raw,profile,PSEUDO_48_56,0.1343809184265246,0.18499316117551515
2009,raw,profile,PSEUDO_48_56,0.4295941360391105,0.4916539721329593
2010,raw,profile,PSEUDO_48_56,-0.20607951279235937,-0.08890678397278054
2011,raw,profile,PSEUDO_48_56,-0.3628422799051345,-0.34157925133492134
2012,raw,profile,PSEUDO_48_56,-0.2134978117188724,-0.07344271769422596
2013,raw,profile,PSEUDO_48_56,-0.42050757951306467,-0.31990224703161085
2014,raw,profile,PSEUDO_48_56,-0.2177099259940652,-0.09276498723405674
2015,raw,profile,PSEUDO_48_56,0.9443859028381726,0.9467716193891963
2016,raw,profile,PSEUDO_48_56,-0.8950064372756018,-0.9179348380799215
2017,raw,profile,PSEUDO_48_56,-0.7082849074781634,-0.7654583479945636
2018,raw,profile,PSEUDO_48_56,-0.8660279690473147,-0.8968325128314704
2019,raw,profile,PSEUDO_48_56,-0.3246890553818406,-0.21785145276599027
2020,raw,profile,PSEUDO_48_56,-0.744194150120127,-0.8132603786250895
2021,raw,profile,PSEUDO_48_56,-0.7206584443538235,-0.7870990329910437
2022,raw,profile,PSEUDO_48_56,0.2774299109217147,0.407660441806528
2023,raw,profile,PSEUDO_48_56,-0.33858631905727493,-0.2020755875753406
1979,raw,object_domain_spatial,PSEUDO_60_68,0.6183268170963535,0.5111007010189382
1980,raw,object_domain_spatial,PSEUDO_60_68,-0.8083845730069793,-0.8105838445185054
1981,raw,object_domain_spatial,PSEUDO_60_68,0.19058486093366747,0.21670335733942755
1982,raw,object_domain_spatial,PSEUDO_60_68,-0.5991968802102898,-0.6149604302742283
1983,raw,object_domain_spatial,PSEUDO_60_68,0.08629817973989123,0.03512388608946719
1984,raw,object_domain_spatial,PSEUDO_60_68,-0.2974191555191873,-0.2218268549647398
1985,raw,object_domain_spatial,PSEUDO_60_68,-0.4525503000600884,-0.4388462888008988
1986,raw,object_domain_spatial,PSEUDO_60_68,0.35200764496371745,0.3793830266834726
1987,raw,object_domain_spatial,PSEUDO_60_68,-0.1950160589544511,-0.10909223435194905
1988,raw,object_domain_spatial,PSEUDO_60_68,-0.6831269237125165,-0.6836773173285854
1989,raw,object_domain_spatial,PSEUDO_60_68,0.32712027194483,0.3525300640303226
1990,raw,object_domain_spatial,PSEUDO_60_68,0.020540809603597342,-0.04289376745939659
1991,raw,object_domain_spatial,PSEUDO_60_68,0.9046935574814428,0.8920089879542928
1992,raw,object_domain_spatial,PSEUDO_60_68,0.5821426363606325,0.473248581643785
1993,raw,object_domain_spatial,PSEUDO_60_68,-0.5388379906369265,-0.5372817215806663
1994,raw,object_domain_spatial,PSEUDO_60_68,0.30137891842390596,0.2032565676245349
1995,raw,object_domain_spatial,PSEUDO_60_68,0.7098400718840668,0.7175700023854256
1996,raw,object_domain_spatial,PSEUDO_60_68,-0.20723648496084388,-0.14216302381666931
1997,raw,object_domain_spatial,PSEUDO_60_68,-0.7019642845691547,-0.7131182215500247
1998,raw,object_domain_spatial,PSEUDO_60_68,0.16369668234466372,0.1969409816607407
1999,raw,object_domain_spatial,PSEUDO_60_68,0.131075322881698,0.11961820188536501
