window,source_variable,target_variable,source_family,target_family,source_index_type,target_index_type,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,lag0_signed_r,lag0_abs_r,p_pos_surrogate,q_pos_within_window,q_pos_global,evidence_tier,lead_lag_label,lead_lag_group,lag_vs_tau0_label,forward_vs_reverse_label,v1_stability_judgement,v1_stability_use_class,v1_stability_interpretation_guardrail,D_pos_0_used,D_pos_neg_used,same_day_coupling_detected,failure_reason,risk_note
T3_expand17,V_strength,P_main_band_share,V,P,old_v1,old_v1,3,0.1381096118965512,0.1381096118965512,0.0672144896989821,0.0672144896989821,0.3046953046953047,0.4224766829808847,0.4224766829808847,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0553560071753428,0.0530226334136043,False,positive_lag_not_supported,
T3_expand17,V_strength,P_south_band_share_18_24,V,P,old_v1,old_v1,4,-0.2565739412697878,0.2565739412697878,-0.0270783543855292,0.0270783543855292,0.0399600399600399,0.1402852466682254,0.1402852466682254,Tier4d_ambiguous_marginal_statistical_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,stable_lag_dominant,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.209576019425592,0.1642158742170009,False,marginal_statistical_support,marginal
T3_expand17,V_strength,P_main_minus_south,V,P,old_v1,old_v1,4,0.2025816876463601,0.2025816876463601,0.0564511553691337,0.0564511553691337,0.0969030969030969,0.2447552447552447,0.2447552447552447,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,stable_lag_dominant,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1392821964861113,0.1262953924020771,False,positive_lag_not_supported,
T3_expand17,V_strength,P_spread_lat,V,P,old_v1,old_v1,4,0.2488881332286265,0.2488881332286265,0.045676414375584,0.045676414375584,0.0339660339660339,0.1245421245421245,0.1245421245421245,Tier4d_ambiguous_marginal_statistical_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,stable_lag_dominant,stable_forward_over_reverse,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1929422493734423,0.1946274431097564,False,marginal_statistical_support,marginal
T3_expand17,V_strength,P_north_band_share_35_45,V,P,old_v1,old_v1,4,0.2629551276075821,0.2629551276075821,0.1224590625644249,0.1224590625644249,0.0229770229770229,0.1069201069201069,0.1069201069201069,Tier4d_ambiguous_marginal_statistical_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,stable_lag_dominant,stable_forward_over_reverse,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1257134504557736,0.1915660863693733,False,marginal_statistical_support,marginal
T3_expand17,V_strength,P_north_minus_main_35_45,V,P,old_v1,old_v1,5,0.0769429554408339,0.0769429554408339,0.0165155222789853,0.0165155222789853,0.5844155844155844,0.6272299129441987,0.6272299129441987,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0471584719458598,0.0510022422321329,False,positive_lag_not_supported,
T3_expand17,V_strength,P_total_centroid_lat_10_50,V,P,old_v1,old_v1,3,0.2996006727033443,0.2996006727033443,0.1281406452078921,0.1281406452078921,0.0079920079920079,0.0659340659340659,0.0659340659340659,Tier2_main_supported_audit_moderate,lead_lag_yes_clear,lead_lag_yes,stable_lag_dominant,stable_forward_over_reverse,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.1623325313902384,0.2069685268534683,False,,
T3_expand17,V_strength,P_main_28_35_mean,V,P,old_v1,new_v1_1,1,0.19600131748769,0.19600131748769,0.1871109463111311,0.1871109463111311,0.0979020979020979,0.2447552447552447,0.2447552447552447,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0013546956684013,0.0512339459660282,False,positive_lag_not_supported,
T3_expand17,V_strength,P_south_10_25_mean,V,P,old_v1,new_v1_1,4,-0.3179478000992772,0.3179478000992772,-0.0953057716522594,0.0953057716522594,0.0069930069930069,0.0607287449392712,0.0607287449392712,Tier4c_ambiguous_direction_uncertain,lead_lag_ambiguous_direction_uncertain,lead_lag_ambiguous,stable_lag_dominant,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.2086058817648806,0.1656440543481232,False,direction_difference_not_stable,direction_uncertain
T3_expand17,V_strength,P_scs_10_20_mean,V,P,old_v1,new_v1_1,3,-0.2602202600525895,0.2602202600525895,-0.102399070764087,0.102399070764087,0.0239760239760239,0.1069201069201069,0.1069201069201069,Tier4d_ambiguous_marginal_statistical_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,stable_lag_dominant,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1396712788423996,0.1119368221614751,False,marginal_statistical_support,marginal
T3_expand17,V_strength,P_highlat_40_60_mean,V,P,old_v1,new_v1_1,1,0.1901864494455335,0.1901864494455335,0.175038613199911,0.175038613199911,0.1108891108891109,0.2564102564102564,0.2564102564102564,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0006990496652187,0.0444959931943709,False,positive_lag_not_supported,
T3_expand17,V_strength,P_highlat_35_60_mean,V,P,old_v1,new_v1_1,1,0.2883968579714894,0.2883968579714894,0.2838598168380191,0.2838598168380191,0.0109890109890109,0.0755494505494505,0.0755494505494505,Tier4a_ambiguous_bidirectional_close,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0137862422464846,0.0267091804206125,True,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like
T3_expand17,V_strength,P_highlat_minus_main,V,P,old_v1,new_v1_1,1,-0.112251357751455,0.112251357751455,-0.1093180338321018,0.1093180338321018,0.3676323676323676,0.4475816154648271,0.4475816154648271,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0111080821310935,0.0262720337098347,False,positive_lag_not_supported,
T3_expand17,V_strength,P_south_minus_main,V,P,old_v1,new_v1_1,3,-0.2949507068204798,0.2949507068204798,-0.1586169668865607,0.1586169668865607,0.0059940059940059,0.0549450549450549,0.0549450549450549,Tier2_main_supported_audit_moderate,lead_lag_yes_clear,lead_lag_yes,stable_lag_dominant,stable_forward_over_reverse,stable_lag_dominant,core_stable_lag_candidate,"Positive-lag band is stably stronger than both lag0 and reverse. Still temporal eligibility, not causal proof.",0.1162929898664254,0.2123192236800503,False,,
T3_expand17,V_strength,P_south_plus_highlat_minus_main,V,P,old_v1,new_v1_1,3,-0.2552069350450955,0.2552069350450955,-0.1216868705539749,0.1216868705539749,0.0399600399600399,0.1402852466682254,0.1402852466682254,Tier4d_ambiguous_marginal_statistical_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,stable_lag_dominant,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1172490351671885,0.1660823231735173,False,marginal_statistical_support,marginal
T3_expand17,V_pos_centroid_lat,P_main_band_share,V,P,old_v1,old_v1,5,-0.1616151491381288,0.1616151491381288,0.045707440613009,0.045707440613009,0.1788211788211788,0.3352897102897103,0.3352897102897103,Tier5a_no_not_supported,lead_lag_no_not_supported,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0992537338167157,0.0337774015551526,False,positive_lag_not_supported,
T3_expand17,V_pos_centroid_lat,P_south_band_share_18_24,V,P,old_v1,old_v1,1,-0.3952157198745664,0.3952157198745664,-0.3925725450756268,0.3925725450756268,0.0009990009990009,0.0164835164835164,0.0164835164835164,Tier4a_ambiguous_bidirectional_close,lead_lag_ambiguous_bidirectional_close,lead_lag_ambiguous,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0020485155145286,0.0617274367734267,True,positive_and_negative_supported_but_direction_difference_uncertain,bidirectional_or_feedback_like
T3_expand17,V_pos_centroid_lat,P_main_minus_south,V,P,old_v1,old_v1,1,0.1848207680302129,0.1848207680302129,0.2206324127752413,0.2206324127752413,0.1048951048951049,0.2472527472527472,0.2472527472527472,Tier5c_no_same_day_only,lead_lag_no_same_day_only,lead_lag_no,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0512590988615404,-0.0437501799328871,True,same_day_only_without_positive_lag_support,same_day_coupling
