window,source,target,D_pos_neg,D_pos_0,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0_bootstrap_mean,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,LOO_direction_retained_fraction,LOO_flip_years
T3_expand17,V_strength,P_main_band_share,0.053022633413604386,0.05535600717534281,0.019901706578622343,-0.12967529319608923,0.14575282219923227,-0.15254978940906117,0.1590002520945602,0.632,0.05601307502594238,-0.01718558671682842,0.1479638977971421,-0.03320241331498198,0.16860474310342935,0.879,0.9777777777777777,1
T3_expand17,V_strength,P_south_band_share_18_24,0.16421587421700096,0.20957601942559206,0.1390611752420392,-0.017868002728532756,0.2751668941510966,-0.06014685230933322,0.29716268707101656,0.93,0.18524716227254787,0.07144046833618617,0.293743900414242,0.029427543730936288,0.31156229968551014,0.987,1.0,0
T3_expand17,V_strength,P_main_minus_south,0.12629539240207713,0.13928219648611137,0.09635963914835241,-0.07162899260171356,0.23123764452600343,-0.09500315444277481,0.2500505380527211,0.842,0.13274958673901796,0.02721159959117745,0.23342662731303906,0.0032655491673590944,0.2452109387011181,0.976,1.0,0
T3_expand17,V_strength,P_spread_lat,0.19462744310975644,0.19294224937344231,0.15498740671465966,0.02084176396393696,0.2801436942006487,-0.0031212638153163205,0.3095346836088123,0.971,0.1818898623953959,0.041400360221082524,0.30183151958465765,0.018189436553745806,0.31725608397429694,0.988,1.0,0
T3_expand17,V_strength,P_north_band_share_35_45,0.19156608636937333,0.1257134504557736,0.15178111192223773,0.03516833941597536,0.25920493604139294,0.008490066356832662,0.2720048215863034,0.983,0.13936818873091644,0.03231766867034046,0.25554317827516243,0.01413737503462726,0.27244778380619367,0.992,1.0,0
T3_expand17,V_strength,P_north_minus_main_35_45,0.05100224223213298,0.04715847194585987,0.005548976948790627,-0.12757083499687183,0.13709618067452653,-0.14648054717836978,0.16103175286126814,0.525,0.03691060569287401,-0.042980554888549606,0.14751967875801777,-0.05110591266673001,0.17090556615187072,0.671,1.0,0
T3_expand17,V_strength,P_total_centroid_lat_10_50,0.20696852685346834,0.1623325313902384,0.17142167568973374,0.009052057776894164,0.3046711995825856,-0.02478824811826481,0.31900297435535935,0.959,0.1677947262312969,0.07614495128450585,0.2613942601920528,0.06276111447245644,0.275185902628436,0.999,1.0,0
T3_expand17,V_strength,P_main_28_35_mean,0.05123394596602829,0.0013546956684013234,0.04947439015779659,-0.029778306761077157,0.1368717887666019,-0.04854584664860024,0.15836073735841483,0.842,0.007799593786370625,-0.036943237329625005,0.07104792568077775,-0.04174683451565868,0.08827760347747898,0.54,1.0,0
T3_expand17,V_strength,P_south_10_25_mean,0.1656440543481232,0.20860588176488065,0.1534997817362665,-0.0028630180473709706,0.28606216131774326,-0.03563791752241376,0.31139479470615017,0.948,0.214541751233594,0.11345713708747296,0.3155137955546912,0.09741387596726843,0.33044078868580934,1.0,1.0,0
T3_expand17,V_strength,P_scs_10_20_mean,0.11193682216147516,0.1396712788423996,0.0976792013533802,-0.0578226624547083,0.22706577616087464,-0.08291316528110879,0.24533396512142397,0.847,0.144431107577805,0.05776505250309495,0.25107741639839454,0.04473255398987755,0.2710655620335619,0.998,1.0,0
T3_expand17,V_strength,P_highlat_40_60_mean,0.044495993194370975,-0.0006990496652187206,0.04654704203285905,-0.014859682443748318,0.12393615618407636,-0.029391141086574243,0.14552275795614436,0.878,0.00799226593765457,-0.029647728348446978,0.07088294273583434,-0.03376865682227382,0.08654970855478654,0.519,1.0,0
T3_expand17,V_strength,P_highlat_35_60_mean,0.026709180420612544,-0.013786242246484642,0.028143489126040772,-0.02619141170937291,0.0917828125385906,-0.03804479928089728,0.10550997944157242,0.79,-0.012231326382578333,-0.03976299218205891,0.024443366433950224,-0.04552487278731804,0.03547141529457402,0.223,1.0,0
T3_expand17,V_strength,P_highlat_minus_main,0.026272033709834774,-0.011108082131093544,0.020256448345329133,-0.06691513896202322,0.11529404567504968,-0.09778042817073544,0.13226107954454988,0.66,0.006425569590040709,-0.044341839199964275,0.08525126482544378,-0.051568184621168515,0.11088930098719878,0.469,0.9777777777777777,1
T3_expand17,V_strength,P_south_minus_main,0.21231922368005032,0.11629298986642544,0.16042272501993618,0.03546860368024416,0.2683084471822251,0.0023944236922799934,0.2901923674963611,0.976,0.12343503401664369,0.039418778315852825,0.21742266443384028,0.02344079826518581,0.24372861534836024,0.995,1.0,0
T3_expand17,V_strength,P_south_plus_highlat_minus_main,0.16608232317351732,0.11724903516718853,0.1261063948425541,-0.015167863015410989,0.2444682990838965,-0.04316168344007572,0.26032906677965556,0.932,0.12214208535816855,0.03560691497082225,0.22032496586272604,0.02247506325060263,0.2456150188236877,0.994,1.0,0
T3_expand17,V_pos_centroid_lat,P_main_band_share,0.03377740155515266,0.09925373381671579,0.02794903595532625,-0.1287217030268981,0.18590493427977356,-0.15219267406021608,0.21121367805213104,0.598,0.08487989324798743,-0.06224520090706716,0.21339504792584418,-0.07565893847324784,0.22749696149571613,0.808,0.9555555555555556,2
T3_expand17,V_pos_centroid_lat,P_south_band_share_18_24,0.06172743677342671,-0.0020485155145286427,0.06297146568103122,-0.0012359943912376309,0.12455311110912834,-0.016061203575357823,0.13440058356668053,0.948,-0.001770513439872387,-0.034235638135642385,0.028884028035831812,-0.04053903999084638,0.033842377210831213,0.463,1.0,0
T3_expand17,V_pos_centroid_lat,P_main_minus_south,-0.04375017993288713,-0.05125909886154048,-0.03343848679192178,-0.09085654042759353,0.033855333052209405,-0.10666406586117108,0.05132239085287607,0.159,-0.04026238695683652,-0.07477971751849821,0.02535222160428965,-0.08251879441386126,0.05410051440185678,0.084,0.0,45
T3_expand17,V_pos_centroid_lat,P_spread_lat,0.09046256045451906,0.0015797369923955529,0.09194437398028635,0.031726594458172865,0.14740411541412687,0.023213219610318924,0.15932233106314606,0.998,0.0020976256750881157,-0.02728291338012263,0.03170711636551112,-0.03410171913721756,0.035958530128778025,0.563,1.0,0
T3_expand17,V_pos_centroid_lat,P_north_band_share_35_45,-0.025258628897326107,-0.051727945253678465,-0.02386050430039866,-0.061851219482995434,0.014326076277557175,-0.06785841122276191,0.019828788698238276,0.156,-0.05132141441910991,-0.07031399900691733,-0.03255939003391233,-0.07313995704131213,-0.02899024326329706,0.0,0.0,45
T3_expand17,V_pos_centroid_lat,P_north_minus_main_35_45,0.06853298058934282,0.007070148242679375,0.07042419503105153,0.012351537007214435,0.13149414682684216,-0.0019263177217818664,0.1542534643128345,0.973,0.016844435941546342,-0.0168708519766307,0.07317822395908348,-0.021533973906660422,0.09487388459961899,0.666,1.0,0
T3_expand17,V_pos_centroid_lat,P_total_centroid_lat_10_50,-0.09964799897227786,-0.08213645024793248,-0.10136734125280919,-0.1677140827275069,-0.04285032969882403,-0.18020493578279673,-0.03163713952593141,0.004,-0.08014380173760378,-0.10754394356753309,-0.05205767832103917,-0.11263196903734492,-0.04107301012454581,0.008,0.0,45
T3_expand17,V_pos_centroid_lat,P_main_28_35_mean,0.08307812597007408,0.055993342369931226,0.03218469498140635,-0.061890077774710256,0.13516010816355498,-0.08691064791542158,0.16212214850471934,0.714,0.03384382289542968,-0.03276282518558925,0.12732494036712902,-0.04214324793022487,0.155444422148336,0.685,1.0,0
T3_expand17,V_pos_centroid_lat,P_south_10_25_mean,-0.1411813018246983,-0.10375982329280778,-0.14677281179999097,-0.21496311818913535,-0.08572650851322212,-0.22871315485918958,-0.07631516863313433,0.0,-0.10347491937195076,-0.1334608015083886,-0.07325143327141026,-0.14040666619369355,-0.0635081882352892,0.0,0.0,45
T3_expand17,V_pos_centroid_lat,P_scs_10_20_mean,-0.22986129846113396,-0.11529441051882576,-0.19169241708727375,-0.28521422320904594,-0.0733088714185263,-0.29633827672899854,-0.043364001726332,0.002,-0.07324364149716678,-0.13396142701678504,0.058397835969625486,-0.13891300037656407,0.08054415291175351,0.135,0.0,45
T3_expand17,V_pos_centroid_lat,P_highlat_40_60_mean,0.043831826202593835,0.008021470761848615,0.03639679859534373,-0.04852155086209691,0.1317065642885578,-0.06436370486675337,0.14974614332003688,0.753,0.02138375657865124,-0.03602971781514296,0.11092641881420227,-0.04384807863344668,0.12741015743323478,0.604,1.0,0
T3_expand17,V_pos_centroid_lat,P_highlat_35_60_mean,0.044586347627290523,0.00905004350239505,0.055464264510401144,-0.02738523646388736,0.15333370991447293,-0.0414525792031944,0.16839676222624592,0.845,0.02601885959670044,-0.030259777608484667,0.11739284610871677,-0.035088293270631274,0.13514157816849182,0.646,1.0,0
T3_expand17,V_pos_centroid_lat,P_highlat_minus_main,0.08623968824506466,0.07634497679926545,0.03932603049417885,-0.053026019017664835,0.1421609881858011,-0.0691400574215232,0.1627701826424926,0.762,0.049091030548441356,-0.024210894847603373,0.14477436724047152,-0.03040416143426174,0.15588593341037765,0.797,1.0,0
T3_expand17,V_pos_centroid_lat,P_south_minus_main,-0.09513003266289871,-0.07777155622696255,-0.08967262338188657,-0.1644604782793004,-0.006640632661562355,-0.18042297740389007,0.018244807725252585,0.041,-0.0649964875927418,-0.10486230152705957,0.013838843647644025,-0.11133032198769181,0.05139447899299463,0.065,0.0,45
T3_expand17,V_pos_centroid_lat,P_south_plus_highlat_minus_main,-0.09695364559748296,-0.0798482750220699,-0.08099777992398875,-0.15966635106275487,0.022061749098563656,-0.17365323886172007,0.056861936154851224,0.069,-0.05789915561036609,-0.1022255820631205,0.04167026748213125,-0.10830207846340231,0.08433963434489083,0.115,0.0,45
T3_expand17,V_NS_diff,P_main_band_share,0.023784092872623952,-0.013515311074730196,0.011909804691979702,-0.059718443356443184,0.07778833692247836,-0.08843110547107288,0.08956524138433286,0.641,-0.007784084280060462,-0.04293531545636971,0.04128391282029007,-0.04941073306942175,0.06223733456443076,0.317,0.9777777777777777,1
T3_expand17,V_NS_diff,P_south_band_share_18_24,0.2489242894696711,0.12734109351175726,0.22702951996341636,0.12501366386369522,0.3246930615185165,0.09137755855588878,0.3473340446751723,0.998,0.1353027033853741,0.06312841675643838,0.21752947464226197,0.052170917097184605,0.23282192153925377,1.0,1.0,0
