window,source_variable,target_variable,source_index_type,target_index_type,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,p_pos_surrogate,q_pos_within_window,v1_stability_judgement,is_new_source,is_new_target,interpretation_tag_derived_not_claim
T3_expand17,V_strength,P_total_centroid_lat_10_50,old_v1,old_v1,3,0.2996006727033443,0.2996006727033443,0.0079920079920079,0.0659340659340659,stable_lag_dominant,False,False,old_or_unlabeled
T3_expand17,V_strength,P_south_minus_main,old_v1,new_v1_1,3,-0.2949507068204798,0.2949507068204798,0.0059940059940059,0.0549450549450549,stable_lag_dominant,False,True,south_p_target;main_p_target
T3_expand17,V_NS_diff,P_south_band_share_18_24,old_v1,old_v1,3,-0.3905999872749343,0.3905999872749343,0.0009990009990009,0.0164835164835164,stable_lag_dominant,False,False,south_p_target
T3_expand17,V_NS_diff,P_spread_lat,old_v1,old_v1,3,0.4188214441831462,0.4188214441831462,0.0009990009990009,0.0164835164835164,stable_lag_dominant,False,False,old_or_unlabeled
T3_expand17,V_pos_north_edge_lat,P_highlat_40_60_mean,new_v1_1,new_v1_1,3,0.2656237104453431,0.2656237104453431,0.0029970029970029,0.0329670329670329,stable_lag_dominant,True,True,boundary_or_latband_v;highlat_p_target
T3_expand17,V_pos_south_edge_lat,P_spread_lat,new_v1_1,old_v1,2,0.2276294654465628,0.2276294654465628,0.0019980019980019,0.0253592561284869,stable_lag_dominant,True,False,old_or_unlabeled
T3_expand17,V_pos_band_width,P_highlat_40_60_mean,new_v1_1,new_v1_1,3,0.2719714098609372,0.2719714098609372,0.0019980019980019,0.0253592561284869,stable_lag_dominant,True,True,boundary_or_latband_v;highlat_p_target
T3_expand17,V_pos_centroid_lat_recomputed,P_highlat_40_60_mean,new_v1_1,new_v1_1,3,0.3023606146852591,0.3023606146852591,0.0039960039960039,0.0387847446670976,stable_lag_dominant,True,True,highlat_p_target
T3_expand17,V_highlat_35_55_mean,P_north_minus_main_35_45,new_v1_1,old_v1,3,0.2805511310904348,0.2805511310904348,0.0099900099900099,0.0716674629718108,stable_lag_dominant,True,False,main_p_target
T3_expand17,V_highlat_35_55_mean,P_highlat_40_60_mean,new_v1_1,new_v1_1,3,0.4850191939963287,0.4850191939963287,0.0009990009990009,0.0164835164835164,stable_lag_dominant,True,True,highlat_p_target
T3_expand17,V_highlat_35_55_mean,P_highlat_35_60_mean,new_v1_1,new_v1_1,3,0.399931697481001,0.399931697481001,0.0009990009990009,0.0164835164835164,stable_lag_dominant,True,True,highlat_p_target
