window,year,variable,audit_surrogate_mode,year_n_finite,year_nan_fraction,year_mean,year_std,pooled_raw_phi_before_clip,pooled_phi_used,pooled_phi_clip_amount,pooled_phi_clip_severity,fallback_to_pooled_scale
T3_expand17,1979,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,-0.0707359357563527,0.7841468822812557,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1980,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.34404083547459613,0.860447753467554,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1981,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,-0.10364867689858166,1.0264573916372421,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1982,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.32860927511308147,0.8664073644498086,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1983,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.8595372447654419,0.9953302530409679,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1984,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.021136887389994245,0.7817013357661199,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1985,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,-0.08370821544024147,0.8695609995810262,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1986,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,-0.5586347317470705,1.604602481681252,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1987,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.22325419881665973,1.7167523161378384,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1988,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,-0.20182673638765622,0.870206031465086,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1989,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,-0.9511929862624287,1.5352112697732732,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1990,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.07414923585156163,0.5285262189093046,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1991,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.906072539909071,1.0586840633953702,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1992,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.13961556073113807,0.8186538255355288,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1993,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.5671349640217596,0.8955125872583596,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1994,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.02702829306926354,1.1790257496302678,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1995,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,1.1544626634646988,1.07750064742272,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1996,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.2692882064878581,0.932810973289443,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1997,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,0.5207584778137008,1.4300356743130458,0.9420285981806242,0.9420285981806242,0.0,none,False
T3_expand17,1998,V_strength,pooled_phi_yearwise_scale_ar1,37,0.0,1.1630054249474642,0.665160095099619,0.9420285981806242,0.9420285981806242,0.0,none,False
