scope,object,config_id,window_id,start_day,end_day,center_day,main_peak_day,n_member_points,member_candidate_ids,max_member_bootstrap_match_fraction,merge_reason,protected_split_flag,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
Je_only,Je,SMOOTH5_DET_PEN_3,W001,16,20,18,18,1,CP001,,non_overlap,False,smooth5_detector_penalty,detector_penalty,3.0,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_DET_PEN_3,W002,24,28,26,26,1,CP002,,non_overlap,False,smooth5_detector_penalty,detector_penalty,3.0,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_DET_PEN_3,W003,31,36,34,34,1,CP003,,non_overlap,False,smooth5_detector_penalty,detector_penalty,3.0,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_DET_PEN_3,W004,43,49,46,46,1,CP004,,non_overlap,False,smooth5_detector_penalty,detector_penalty,3.0,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_DET_PEN_3,W005,76,80,78,78,1,CP005,,non_overlap,False,smooth5_detector_penalty,detector_penalty,3.0,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_DET_PEN_3,W006,82,86,84,84,1,CP006,,non_overlap,False,smooth5_detector_penalty,detector_penalty,3.0,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_DET_PEN_3,W007,89,93,91,91,1,CP007,,non_overlap,False,smooth5_detector_penalty,detector_penalty,3.0,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_DET_PEN_3,W008,96,100,98,98,1,CP008,,non_overlap,False,smooth5_detector_penalty,detector_penalty,3.0,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_DET_PEN_3,W009,104,117,110,111,1,CP009,,non_overlap,False,smooth5_detector_penalty,detector_penalty,3.0,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_DET_PEN_3,W010,132,144,138,135,1,CP010,,non_overlap,False,smooth5_detector_penalty,detector_penalty,3.0,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
Je_only,Je,SMOOTH5_DET_PEN_3,W011,158,165,162,162,1,CP011,,final_group,False,smooth5_detector_penalty,detector_penalty,3.0,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,not_run_by_mode
