window_id,year,method,k,cluster_id,cluster_size,medoid_year,medoid_year_flag,distance_to_medoid,small_cluster_warning,feature_source
W113,1979,kmedoids_behavior_pca,2,1,18,1996,False,6.137548110090372,False,whole_window_behavior_features_not_single_year_peak
W113,1980,kmedoids_behavior_pca,2,1,18,1996,False,5.47061383395931,False,whole_window_behavior_features_not_single_year_peak
W113,1981,kmedoids_behavior_pca,2,1,18,1996,False,6.013786428309387,False,whole_window_behavior_features_not_single_year_peak
W113,1982,kmedoids_behavior_pca,2,1,18,1996,False,4.0108461016203885,False,whole_window_behavior_features_not_single_year_peak
W113,1983,kmedoids_behavior_pca,2,0,27,1997,False,8.152840743851185,False,whole_window_behavior_features_not_single_year_peak
W113,1984,kmedoids_behavior_pca,2,0,27,1997,False,7.006154608563714,False,whole_window_behavior_features_not_single_year_peak
W113,1985,kmedoids_behavior_pca,2,0,27,1997,False,6.711346352929066,False,whole_window_behavior_features_not_single_year_peak
W113,1986,kmedoids_behavior_pca,2,0,27,1997,False,6.497738584574531,False,whole_window_behavior_features_not_single_year_peak
W113,1987,kmedoids_behavior_pca,2,1,18,1996,False,6.319040469727861,False,whole_window_behavior_features_not_single_year_peak
W113,1988,kmedoids_behavior_pca,2,0,27,1997,False,6.360452273393074,False,whole_window_behavior_features_not_single_year_peak
W113,1989,kmedoids_behavior_pca,2,0,27,1997,False,5.32830342910207,False,whole_window_behavior_features_not_single_year_peak
W113,1990,kmedoids_behavior_pca,2,0,27,1997,False,6.3296119516488965,False,whole_window_behavior_features_not_single_year_peak
W113,1991,kmedoids_behavior_pca,2,1,18,1996,False,7.0906329239545105,False,whole_window_behavior_features_not_single_year_peak
W113,1992,kmedoids_behavior_pca,2,0,27,1997,False,4.00419790905959,False,whole_window_behavior_features_not_single_year_peak
W113,1993,kmedoids_behavior_pca,2,1,18,1996,False,5.811105628829393,False,whole_window_behavior_features_not_single_year_peak
W113,1994,kmedoids_behavior_pca,2,0,27,1997,False,6.736514611091377,False,whole_window_behavior_features_not_single_year_peak
W113,1995,kmedoids_behavior_pca,2,0,27,1997,False,7.7774851180559725,False,whole_window_behavior_features_not_single_year_peak
W113,1996,kmedoids_behavior_pca,2,1,18,1996,True,0.0,False,whole_window_behavior_features_not_single_year_peak
W113,1997,kmedoids_behavior_pca,2,0,27,1997,True,0.0,False,whole_window_behavior_features_not_single_year_peak
W113,1998,kmedoids_behavior_pca,2,0,27,1997,False,6.763518762525205,False,whole_window_behavior_features_not_single_year_peak
W113,1999,kmedoids_behavior_pca,2,1,18,1996,False,6.26529034997365,False,whole_window_behavior_features_not_single_year_peak
W113,2000,kmedoids_behavior_pca,2,0,27,1997,False,7.252409769429356,False,whole_window_behavior_features_not_single_year_peak
W113,2001,kmedoids_behavior_pca,2,0,27,1997,False,6.329338687335753,False,whole_window_behavior_features_not_single_year_peak
W113,2002,kmedoids_behavior_pca,2,1,18,1996,False,4.583377762983995,False,whole_window_behavior_features_not_single_year_peak
W113,2003,kmedoids_behavior_pca,2,0,27,1997,False,5.972811941558588,False,whole_window_behavior_features_not_single_year_peak
W113,2004,kmedoids_behavior_pca,2,0,27,1997,False,5.208244881571204,False,whole_window_behavior_features_not_single_year_peak
W113,2005,kmedoids_behavior_pca,2,1,18,1996,False,3.705267050735964,False,whole_window_behavior_features_not_single_year_peak
W113,2006,kmedoids_behavior_pca,2,0,27,1997,False,2.553430886589422,False,whole_window_behavior_features_not_single_year_peak
W113,2007,kmedoids_behavior_pca,2,0,27,1997,False,6.6254118551817855,False,whole_window_behavior_features_not_single_year_peak
W113,2008,kmedoids_behavior_pca,2,1,18,1996,False,6.588970523514435,False,whole_window_behavior_features_not_single_year_peak
W113,2009,kmedoids_behavior_pca,2,1,18,1996,False,5.348210776411271,False,whole_window_behavior_features_not_single_year_peak
W113,2010,kmedoids_behavior_pca,2,0,27,1997,False,6.972488465046736,False,whole_window_behavior_features_not_single_year_peak
W113,2011,kmedoids_behavior_pca,2,1,18,1996,False,6.854395853564234,False,whole_window_behavior_features_not_single_year_peak
W113,2012,kmedoids_behavior_pca,2,0,27,1997,False,4.985297640284156,False,whole_window_behavior_features_not_single_year_peak
W113,2013,kmedoids_behavior_pca,2,0,27,1997,False,6.488182549660612,False,whole_window_behavior_features_not_single_year_peak
W113,2014,kmedoids_behavior_pca,2,1,18,1996,False,6.438166725284253,False,whole_window_behavior_features_not_single_year_peak
W113,2015,kmedoids_behavior_pca,2,1,18,1996,False,7.566146411546064,False,whole_window_behavior_features_not_single_year_peak
W113,2016,kmedoids_behavior_pca,2,0,27,1997,False,6.015757699765557,False,whole_window_behavior_features_not_single_year_peak
W113,2017,kmedoids_behavior_pca,2,0,27,1997,False,6.387327953015599,False,whole_window_behavior_features_not_single_year_peak
W113,2018,kmedoids_behavior_pca,2,0,27,1997,False,6.162078966147974,False,whole_window_behavior_features_not_single_year_peak
W113,2019,kmedoids_behavior_pca,2,0,27,1997,False,5.67947523725052,False,whole_window_behavior_features_not_single_year_peak
W113,2020,kmedoids_behavior_pca,2,1,18,1996,False,10.190436197752648,False,whole_window_behavior_features_not_single_year_peak
W113,2021,kmedoids_behavior_pca,2,1,18,1996,False,7.6276596488114,False,whole_window_behavior_features_not_single_year_peak
W113,2022,kmedoids_behavior_pca,2,0,27,1997,False,8.846196796043454,False,whole_window_behavior_features_not_single_year_peak
W113,2023,kmedoids_behavior_pca,2,0,27,1997,False,4.667213792371017,False,whole_window_behavior_features_not_single_year_peak
W113,1979,kmedoids_behavior_pca,3,0,13,2023,False,6.23193612744874,False,whole_window_behavior_features_not_single_year_peak
W113,1980,kmedoids_behavior_pca,3,1,19,2006,False,6.0726752480080926,False,whole_window_behavior_features_not_single_year_peak
W113,1981,kmedoids_behavior_pca,3,2,13,2005,False,5.026106512341295,False,whole_window_behavior_features_not_single_year_peak
W113,1982,kmedoids_behavior_pca,3,1,19,2006,False,3.52549915669622,False,whole_window_behavior_features_not_single_year_peak
W113,1983,kmedoids_behavior_pca,3,1,19,2006,False,8.420311616415479,False,whole_window_behavior_features_not_single_year_peak
W113,1984,kmedoids_behavior_pca,3,0,13,2023,False,7.097723528615028,False,whole_window_behavior_features_not_single_year_peak
W113,1985,kmedoids_behavior_pca,3,0,13,2023,False,4.514395632479028,False,whole_window_behavior_features_not_single_year_peak
W113,1986,kmedoids_behavior_pca,3,1,19,2006,False,7.272361766394081,False,whole_window_behavior_features_not_single_year_peak
W113,1987,kmedoids_behavior_pca,3,0,13,2023,False,7.330394551095242,False,whole_window_behavior_features_not_single_year_peak
W113,1988,kmedoids_behavior_pca,3,1,19,2006,False,6.251487225775061,False,whole_window_behavior_features_not_single_year_peak
W113,1989,kmedoids_behavior_pca,3,1,19,2006,False,6.539544760370836,False,whole_window_behavior_features_not_single_year_peak
W113,1990,kmedoids_behavior_pca,3,2,13,2005,False,6.574198030507899,False,whole_window_behavior_features_not_single_year_peak
W113,1991,kmedoids_behavior_pca,3,1,19,2006,False,7.236892730390632,False,whole_window_behavior_features_not_single_year_peak
W113,1992,kmedoids_behavior_pca,3,1,19,2006,False,3.400773096104529,False,whole_window_behavior_features_not_single_year_peak
W113,1993,kmedoids_behavior_pca,3,2,13,2005,False,6.1918467869676705,False,whole_window_behavior_features_not_single_year_peak
W113,1994,kmedoids_behavior_pca,3,2,13,2005,False,4.663936899523698,False,whole_window_behavior_features_not_single_year_peak
W113,1995,kmedoids_behavior_pca,3,1,19,2006,False,6.902132230489524,False,whole_window_behavior_features_not_single_year_peak
W113,1996,kmedoids_behavior_pca,3,2,13,2005,False,3.705267050735964,False,whole_window_behavior_features_not_single_year_peak
W113,1997,kmedoids_behavior_pca,3,1,19,2006,False,2.553430886589422,False,whole_window_behavior_features_not_single_year_peak
W113,1998,kmedoids_behavior_pca,3,1,19,2006,False,7.3525023994467045,False,whole_window_behavior_features_not_single_year_peak
W113,1999,kmedoids_behavior_pca,3,0,13,2023,False,6.635173987808389,False,whole_window_behavior_features_not_single_year_peak
W113,2000,kmedoids_behavior_pca,3,1,19,2006,False,6.593489196835329,False,whole_window_behavior_features_not_single_year_peak
W113,2001,kmedoids_behavior_pca,3,0,13,2023,False,5.667177076498947,False,whole_window_behavior_features_not_single_year_peak
W113,2002,kmedoids_behavior_pca,3,2,13,2005,False,7.6527348223396645,False,whole_window_behavior_features_not_single_year_peak
W113,2003,kmedoids_behavior_pca,3,0,13,2023,False,5.281157623449221,False,whole_window_behavior_features_not_single_year_peak
W113,2004,kmedoids_behavior_pca,3,1,19,2006,False,4.225872798186099,False,whole_window_behavior_features_not_single_year_peak
W113,2005,kmedoids_behavior_pca,3,2,13,2005,True,8.429369702178807e-08,False,whole_window_behavior_features_not_single_year_peak
W113,2006,kmedoids_behavior_pca,3,1,19,2006,True,0.0,False,whole_window_behavior_features_not_single_year_peak
W113,2007,kmedoids_behavior_pca,3,0,13,2023,False,4.462134969314613,False,whole_window_behavior_features_not_single_year_peak
W113,2008,kmedoids_behavior_pca,3,0,13,2023,False,4.173652413179339,False,whole_window_behavior_features_not_single_year_peak
W113,2009,kmedoids_behavior_pca,3,2,13,2005,False,4.325186197303589,False,whole_window_behavior_features_not_single_year_peak
W113,2010,kmedoids_behavior_pca,3,1,19,2006,False,7.239514400314796,False,whole_window_behavior_features_not_single_year_peak
W113,2011,kmedoids_behavior_pca,3,1,19,2006,False,8.105704371336554,False,whole_window_behavior_features_not_single_year_peak
W113,2012,kmedoids_behavior_pca,3,2,13,2005,False,4.616259980276031,False,whole_window_behavior_features_not_single_year_peak
W113,2013,kmedoids_behavior_pca,3,0,13,2023,False,4.261864761962943,False,whole_window_behavior_features_not_single_year_peak
W113,2014,kmedoids_behavior_pca,3,1,19,2006,False,5.676143392551428,False,whole_window_behavior_features_not_single_year_peak
W113,2015,kmedoids_behavior_pca,3,1,19,2006,False,8.590474747750502,False,whole_window_behavior_features_not_single_year_peak
W113,2016,kmedoids_behavior_pca,3,0,13,2023,False,3.8486773258721585,False,whole_window_behavior_features_not_single_year_peak
W113,2017,kmedoids_behavior_pca,3,1,19,2006,False,5.997714220991514,False,whole_window_behavior_features_not_single_year_peak
W113,2018,kmedoids_behavior_pca,3,2,13,2005,False,6.000377898150595,False,whole_window_behavior_features_not_single_year_peak
W113,2019,kmedoids_behavior_pca,3,2,13,2005,False,5.435529672171594,False,whole_window_behavior_features_not_single_year_peak
W113,2020,kmedoids_behavior_pca,3,2,13,2005,False,9.665684925898276,False,whole_window_behavior_features_not_single_year_peak
W113,2021,kmedoids_behavior_pca,3,2,13,2005,False,6.738378943739073,False,whole_window_behavior_features_not_single_year_peak
W113,2022,kmedoids_behavior_pca,3,0,13,2023,False,7.494959987167254,False,whole_window_behavior_features_not_single_year_peak
W113,2023,kmedoids_behavior_pca,3,0,13,2023,True,0.0,False,whole_window_behavior_features_not_single_year_peak
W113,1979,kmedoids_behavior_pca,4,1,11,2008,False,4.895526807337092,False,whole_window_behavior_features_not_single_year_peak
W113,1980,kmedoids_behavior_pca,4,0,16,2006,False,6.0726752480080926,False,whole_window_behavior_features_not_single_year_peak
W113,1981,kmedoids_behavior_pca,4,3,13,2005,False,5.026106512341295,False,whole_window_behavior_features_not_single_year_peak
W113,1982,kmedoids_behavior_pca,4,0,16,2006,False,3.52549915669622,False,whole_window_behavior_features_not_single_year_peak
W113,1983,kmedoids_behavior_pca,4,0,16,2006,False,8.420311616415479,False,whole_window_behavior_features_not_single_year_peak
W113,1984,kmedoids_behavior_pca,4,2,5,1985,False,7.385473321090891,True,whole_window_behavior_features_not_single_year_peak
W113,1985,kmedoids_behavior_pca,4,2,5,1985,True,0.0,True,whole_window_behavior_features_not_single_year_peak
W113,1986,kmedoids_behavior_pca,4,0,16,2006,False,7.272361766394081,False,whole_window_behavior_features_not_single_year_peak
W113,1987,kmedoids_behavior_pca,4,1,11,2008,False,6.829424394976552,False,whole_window_behavior_features_not_single_year_peak
W113,1988,kmedoids_behavior_pca,4,1,11,2008,False,5.3171262528799845,False,whole_window_behavior_features_not_single_year_peak
