window_id,object,observed_peak_day,bootstrap_peak_median,bootstrap_peak_q025,bootstrap_peak_q975,abs_error_median,abs_error_q75,abs_error_q90,abs_error_q975,support_class,included_in_tau_estimation,method,k,cluster_id,cluster_size,cluster_quality_status,years_in_type,v9_1b_role
W113,P,113.0,113.0,103.0,119.0,2.0,3.0,5.0,10.524999999999977,candidate_window,True,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,V,115.0,115.0,111.0,120.0,1.0,2.0,4.0,5.0,accepted_window,True,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,H,115.0,115.0,112.0,118.0,1.0,2.0,2.0,4.0,accepted_window,True,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,Je,112.0,112.0,107.0,115.0,1.0,3.0,4.0,5.0,accepted_window,True,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,Jw,107.0,109.0,101.0,118.0,3.0,8.0,10.0,11.0,candidate_window,True,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,P,109.0,113.0,104.0,123.0,4.0,7.0,9.0,14.0,candidate_window,True,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,V,110.0,111.0,105.0,123.0,2.0,4.0,9.0,13.0,candidate_window,True,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,H,113.0,113.0,107.0,120.0,3.0,4.0,5.0,7.0,candidate_window,True,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,Je,107.0,108.0,101.0,119.0,3.0,7.0,10.0,12.0,weak_window,True,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,Jw,112.0,112.0,100.0,118.0,3.0,6.0,9.0,12.0,weak_window,True,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,P,116.0,115.0,110.0,122.52499999999998,2.0,4.0,5.0,7.0,candidate_window,True,kmedoids_behavior_pca,3,0,13,unstable_clustering,1979;1984;1985;1987;1999;2001;2003;2007;2008;2013;2016;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,V,111.0,111.0,109.0,125.0,1.0,3.0,10.0,14.0,candidate_window,True,kmedoids_behavior_pca,3,0,13,unstable_clustering,1979;1984;1985;1987;1999;2001;2003;2007;2008;2013;2016;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,H,116.0,116.0,108.0,118.0,1.0,2.0,3.0,8.0,accepted_window,True,kmedoids_behavior_pca,3,0,13,unstable_clustering,1979;1984;1985;1987;1999;2001;2003;2007;2008;2013;2016;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,Je,114.0,114.0,107.0,115.0,1.0,2.0,5.0,7.0,candidate_window,True,kmedoids_behavior_pca,3,0,13,unstable_clustering,1979;1984;1985;1987;1999;2001;2003;2007;2008;2013;2016;2022;2023,type_group_multi_year_peak_not_single_year_peak
