window_id,component,explained_variance_ratio
W113,1,0.1459919538636726
W113,2,0.13947174540638158
W113,3,0.09399348617768542
W113,4,0.07771699514358824
W113,5,0.07461284587605492
W113,6,0.0635500896783603
W113,7,0.054286674102452824
W113,8,0.05224717007437947
