window_id,year,som_grid,node_id,node_x,node_y,node_count,distance_to_node_center,som_role
W113,1979,2x2,2,1,0,14,4.79749022603008,topology_audit_only_not_primary_type_evidence
W113,1980,2x2,1,0,1,12,4.334923568056811,topology_audit_only_not_primary_type_evidence
W113,1981,2x2,1,0,1,12,3.9723236515519256,topology_audit_only_not_primary_type_evidence
W113,1982,2x2,1,0,1,12,3.538196136204732,topology_audit_only_not_primary_type_evidence
W113,1983,2x2,3,1,1,13,7.267846586939389,topology_audit_only_not_primary_type_evidence
W113,1984,2x2,3,1,1,13,6.362340644512259,topology_audit_only_not_primary_type_evidence
W113,1985,2x2,2,1,0,14,4.319047954986067,topology_audit_only_not_primary_type_evidence
W113,1986,2x2,3,1,1,13,5.048651474711613,topology_audit_only_not_primary_type_evidence
W113,1987,2x2,0,0,0,6,6.025489610497947,topology_audit_only_not_primary_type_evidence
W113,1988,2x2,2,1,0,14,4.5643496246644775,topology_audit_only_not_primary_type_evidence
W113,1989,2x2,3,1,1,13,5.751299176610196,topology_audit_only_not_primary_type_evidence
W113,1990,2x2,3,1,1,13,5.884053701606355,topology_audit_only_not_primary_type_evidence
W113,1991,2x2,1,0,1,12,5.707260837544926,topology_audit_only_not_primary_type_evidence
W113,1992,2x2,3,1,1,13,4.763327210735479,topology_audit_only_not_primary_type_evidence
W113,1993,2x2,1,0,1,12,4.739692768242088,topology_audit_only_not_primary_type_evidence
W113,1994,2x2,1,0,1,12,5.777047972428682,topology_audit_only_not_primary_type_evidence
W113,1995,2x2,0,0,0,6,4.8669566066449645,topology_audit_only_not_primary_type_evidence
W113,1996,2x2,1,0,1,12,2.7467653339569855,topology_audit_only_not_primary_type_evidence
W113,1997,2x2,3,1,1,13,2.462796409777655,topology_audit_only_not_primary_type_evidence
W113,1998,2x2,0,0,0,6,6.585406087341109,topology_audit_only_not_primary_type_evidence
W113,1999,2x2,3,1,1,13,6.569533438704841,topology_audit_only_not_primary_type_evidence
W113,2000,2x2,2,1,0,14,6.047866180265306,topology_audit_only_not_primary_type_evidence
W113,2001,2x2,2,1,0,14,4.865161409854636,topology_audit_only_not_primary_type_evidence
W113,2002,2x2,1,0,1,12,6.562265997526814,topology_audit_only_not_primary_type_evidence
W113,2003,2x2,0,0,0,6,4.436488337790687,topology_audit_only_not_primary_type_evidence
W113,2004,2x2,2,1,0,14,4.1125273143255665,topology_audit_only_not_primary_type_evidence
