window_id,object_A,object_B,A_peak_day,B_peak_day,delta_observed,delta_median,delta_q025,delta_q975,P_A_earlier,P_B_earlier,P_same_day,peak_order_decision,method,k,cluster_id,cluster_size,cluster_quality_status,years_in_type,v9_1b_role,type_order_best_direction,type_order_best_probability,type_order_evidence_level
W113,P,V,113.0,115.0,2.0,2.0,-6.0,11.524999999999977,0.654,0.268,0.078,A_peak_earlier_tendency,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.654,unresolved
W113,P,H,113.0,115.0,2.0,2.0,-4.0,12.524999999999977,0.694,0.192,0.114,A_peak_earlier_tendency,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.694,unresolved
W113,P,Je,113.0,112.0,-1.0,-1.0,-8.0,7.0,0.26,0.63,0.11,B_peak_earlier_tendency,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.63,unresolved
W113,P,Jw,113.0,107.0,-6.0,-3.0,-13.0,9.0,0.226,0.722,0.052,B_peak_earlier_tendency,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.722,unresolved
W113,V,H,115.0,115.0,0.0,1.0,-4.0,5.0,0.516,0.242,0.242,A_peak_earlier_tendency,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.516,unresolved
W113,V,Je,115.0,112.0,-3.0,-3.0,-9.0,2.5249999999999773,0.11,0.806,0.084,B_peak_earlier_tendency,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.806,unresolved
W113,V,Jw,115.0,107.0,-8.0,-6.0,-13.0,5.0,0.21,0.746,0.044,B_peak_earlier_tendency,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.746,unresolved
W113,H,Je,115.0,112.0,-3.0,-3.0,-8.0,1.0,0.028,0.93,0.042,B_peak_earlier_tendency,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.93,usable_90
W113,H,Jw,115.0,107.0,-8.0,-7.0,-14.0,4.0,0.198,0.746,0.056,B_peak_earlier_tendency,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.746,unresolved
W113,Je,Jw,112.0,107.0,-5.0,-2.0,-11.0,8.0,0.324,0.624,0.052,B_peak_earlier_tendency,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.624,unresolved
W113,P,V,109.0,110.0,1.0,-1.0,-12.524999999999999,17.0,0.396,0.542,0.062,B_peak_earlier_tendency,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.542,unresolved
W113,P,H,109.0,113.0,4.0,1.0,-11.0,12.0,0.53,0.36,0.11,A_peak_earlier_tendency,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.53,unresolved
W113,P,Je,109.0,107.0,-2.0,-2.0,-17.0,10.0,0.328,0.594,0.078,B_peak_earlier_tendency,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.594,unresolved
W113,P,Jw,109.0,112.0,3.0,-1.0,-18.049999999999997,11.524999999999977,0.374,0.544,0.082,B_peak_earlier_tendency,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.544,unresolved
