window_id,object_A,object_B,tau_sync_primary,tau_sync_q50,tau_sync_q75,tau_sync_q90,delta_observed,delta_median,delta_q025,delta_q975,P_within_tau_q50,P_within_tau_q75,P_within_tau_q90,synchrony_decision,tau_quality_flag,method,k,cluster_id,cluster_size,cluster_quality_status,years_in_type,v9_1b_role
W113,P,V,3.0,1.0,3.0,5.0,2.0,2.0,-6.0,11.524999999999977,0.264,0.62,0.836,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,P,H,3.0,1.0,3.0,5.0,2.0,2.0,-4.0,12.524999999999977,0.306,0.632,0.836,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,P,Je,3.0,1.0,3.0,5.0,-1.0,-1.0,-8.0,7.0,0.354,0.694,0.874,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,P,Jw,3.0,1.0,3.0,5.0,-6.0,-3.0,-13.0,9.0,0.172,0.424,0.638,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,V,H,3.0,1.0,3.0,5.0,0.0,1.0,-4.0,5.0,0.616,0.892,0.968,synchrony_tendency,normal,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,V,Je,3.0,1.0,3.0,5.0,-3.0,-3.0,-9.0,2.5249999999999773,0.248,0.57,0.786,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,V,Jw,3.0,1.0,3.0,5.0,-8.0,-6.0,-13.0,5.0,0.122,0.278,0.434,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,H,Je,3.0,1.0,3.0,5.0,-3.0,-3.0,-8.0,1.0,0.126,0.506,0.782,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,H,Jw,3.0,1.0,3.0,5.0,-8.0,-7.0,-14.0,4.0,0.122,0.282,0.356,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,Je,Jw,3.0,1.0,3.0,5.0,-5.0,-2.0,-11.0,8.0,0.146,0.418,0.654,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,P,V,5.0,3.0,5.0,9.0,1.0,-1.0,-12.524999999999999,17.0,0.438,0.6,0.88,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,P,H,5.0,3.0,5.0,9.0,4.0,1.0,-11.0,12.0,0.552,0.746,0.9,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,P,Je,5.0,3.0,5.0,9.0,-2.0,-2.0,-17.0,10.0,0.466,0.608,0.81,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,P,Jw,5.0,3.0,5.0,9.0,3.0,-1.0,-18.049999999999997,11.524999999999977,0.48,0.64,0.852,synchrony_indeterminate,normal,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak
