window_id,method,k,cluster_id,cluster_size,object_A,object_B,v9_best_direction,v9_best_probability,v9_order_level,v9_order_decision_original,type_best_direction,type_best_probability,type_order_level,type_improves_over_v9,opposite_order_vs_v9,type_internal_stabilization
W113,kmedoids_behavior_pca,2,0,27,P,V,A_earlier,0.598,unresolved,A_peak_earlier_tendency,A_earlier,0.654,unresolved,True,False,False
W113,kmedoids_behavior_pca,2,0,27,P,H,A_earlier,0.71,unresolved,A_peak_earlier_tendency,A_earlier,0.694,unresolved,False,False,False
W113,kmedoids_behavior_pca,2,0,27,P,Je,B_earlier,0.6666666666666666,unresolved,B_peak_earlier_tendency,B_earlier,0.63,unresolved,False,False,False
W113,kmedoids_behavior_pca,2,0,27,P,Jw,B_earlier,0.856,unresolved,B_peak_earlier_tendency,B_earlier,0.722,unresolved,False,False,False
W113,kmedoids_behavior_pca,2,0,27,V,H,A_earlier,0.474,unresolved,peak_order_unresolved,A_earlier,0.516,unresolved,False,False,False
W113,kmedoids_behavior_pca,2,0,27,V,Je,B_earlier,0.7777777777777778,unresolved,B_peak_earlier_tendency,B_earlier,0.806,unresolved,False,False,False
W113,kmedoids_behavior_pca,2,0,27,V,Jw,B_earlier,0.922,usable_90,B_peak_earlier_tendency,B_earlier,0.746,unresolved,False,False,False
W113,kmedoids_behavior_pca,2,0,27,H,Je,B_earlier,0.914914914914915,usable_90,B_peak_earlier_tendency,B_earlier,0.93,usable_90,False,False,True
W113,kmedoids_behavior_pca,2,0,27,H,Jw,B_earlier,0.961,credible_95,B_peak_earlier_tendency,B_earlier,0.746,unresolved,False,False,False
W113,kmedoids_behavior_pca,2,0,27,Je,Jw,B_earlier,0.7067067067067067,unresolved,B_peak_earlier_tendency,B_earlier,0.624,unresolved,False,False,False
W113,kmedoids_behavior_pca,2,1,18,P,V,A_earlier,0.598,unresolved,A_peak_earlier_tendency,B_earlier,0.542,unresolved,False,True,False
W113,kmedoids_behavior_pca,2,1,18,P,H,A_earlier,0.71,unresolved,A_peak_earlier_tendency,A_earlier,0.53,unresolved,False,False,False
W113,kmedoids_behavior_pca,2,1,18,P,Je,B_earlier,0.6666666666666666,unresolved,B_peak_earlier_tendency,B_earlier,0.594,unresolved,False,False,False
W113,kmedoids_behavior_pca,2,1,18,P,Jw,B_earlier,0.856,unresolved,B_peak_earlier_tendency,B_earlier,0.544,unresolved,False,False,False
W113,kmedoids_behavior_pca,2,1,18,V,H,A_earlier,0.474,unresolved,peak_order_unresolved,A_earlier,0.672,unresolved,True,False,False
W113,kmedoids_behavior_pca,2,1,18,V,Je,B_earlier,0.7777777777777778,unresolved,B_peak_earlier_tendency,B_earlier,0.574,unresolved,False,False,False
W113,kmedoids_behavior_pca,2,1,18,V,Jw,B_earlier,0.922,usable_90,B_peak_earlier_tendency,A_earlier,0.474,unresolved,False,True,False
W113,kmedoids_behavior_pca,2,1,18,H,Je,B_earlier,0.914914914914915,usable_90,B_peak_earlier_tendency,B_earlier,0.742,unresolved,False,False,False
W113,kmedoids_behavior_pca,2,1,18,H,Jw,B_earlier,0.961,credible_95,B_peak_earlier_tendency,B_earlier,0.586,unresolved,False,False,False
W113,kmedoids_behavior_pca,2,1,18,Je,Jw,B_earlier,0.7067067067067067,unresolved,B_peak_earlier_tendency,A_earlier,0.528,unresolved,False,True,False
W113,kmedoids_behavior_pca,3,0,13,P,V,A_earlier,0.598,unresolved,A_peak_earlier_tendency,B_earlier,0.756,unresolved,True,True,False
W113,kmedoids_behavior_pca,3,0,13,P,H,A_earlier,0.71,unresolved,A_peak_earlier_tendency,B_earlier,0.482,unresolved,False,True,False
W113,kmedoids_behavior_pca,3,0,13,P,Je,B_earlier,0.6666666666666666,unresolved,B_peak_earlier_tendency,B_earlier,0.772,unresolved,True,False,False
W113,kmedoids_behavior_pca,3,0,13,P,Jw,B_earlier,0.856,unresolved,B_peak_earlier_tendency,B_earlier,0.698,unresolved,False,False,False
W113,kmedoids_behavior_pca,3,0,13,V,H,A_earlier,0.474,unresolved,peak_order_unresolved,A_earlier,0.792,unresolved,True,False,False
W113,kmedoids_behavior_pca,3,0,13,V,Je,B_earlier,0.7777777777777778,unresolved,B_peak_earlier_tendency,A_earlier,0.61,unresolved,False,True,False
W113,kmedoids_behavior_pca,3,0,13,V,Jw,B_earlier,0.922,usable_90,B_peak_earlier_tendency,A_earlier,0.608,unresolved,False,True,False
W113,kmedoids_behavior_pca,3,0,13,H,Je,B_earlier,0.914914914914915,usable_90,B_peak_earlier_tendency,B_earlier,0.838,unresolved,False,False,False
W113,kmedoids_behavior_pca,3,0,13,H,Jw,B_earlier,0.961,credible_95,B_peak_earlier_tendency,B_earlier,0.64,unresolved,False,False,False
W113,kmedoids_behavior_pca,3,0,13,Je,Jw,B_earlier,0.7067067067067067,unresolved,B_peak_earlier_tendency,A_earlier,0.516,unresolved,False,True,False
W113,kmedoids_behavior_pca,3,1,19,P,V,A_earlier,0.598,unresolved,A_peak_earlier_tendency,A_earlier,0.768,unresolved,True,False,False
W113,kmedoids_behavior_pca,3,1,19,P,H,A_earlier,0.71,unresolved,A_peak_earlier_tendency,A_earlier,0.794,unresolved,True,False,False
W113,kmedoids_behavior_pca,3,1,19,P,Je,B_earlier,0.6666666666666666,unresolved,B_peak_earlier_tendency,A_earlier,0.506,unresolved,False,True,False
W113,kmedoids_behavior_pca,3,1,19,P,Jw,B_earlier,0.856,unresolved,B_peak_earlier_tendency,B_earlier,0.796,unresolved,False,False,False
W113,kmedoids_behavior_pca,3,1,19,V,H,A_earlier,0.474,unresolved,peak_order_unresolved,A_earlier,0.466,unresolved,False,False,False
W113,kmedoids_behavior_pca,3,1,19,V,Je,B_earlier,0.7777777777777778,unresolved,B_peak_earlier_tendency,B_earlier,0.742,unresolved,False,False,False
W113,kmedoids_behavior_pca,3,1,19,V,Jw,B_earlier,0.922,usable_90,B_peak_earlier_tendency,B_earlier,0.868,unresolved,False,False,False
W113,kmedoids_behavior_pca,3,1,19,H,Je,B_earlier,0.914914914914915,usable_90,B_peak_earlier_tendency,B_earlier,0.82,unresolved,False,False,False
W113,kmedoids_behavior_pca,3,1,19,H,Jw,B_earlier,0.961,credible_95,B_peak_earlier_tendency,B_earlier,0.864,unresolved,False,False,False
W113,kmedoids_behavior_pca,3,1,19,Je,Jw,B_earlier,0.7067067067067067,unresolved,B_peak_earlier_tendency,B_earlier,0.76,unresolved,True,False,False
W113,kmedoids_behavior_pca,3,2,13,P,V,A_earlier,0.598,unresolved,A_peak_earlier_tendency,B_earlier,0.576,unresolved,False,True,False
W113,kmedoids_behavior_pca,3,2,13,P,H,A_earlier,0.71,unresolved,A_peak_earlier_tendency,B_earlier,0.558,unresolved,False,True,False
W113,kmedoids_behavior_pca,3,2,13,P,Je,B_earlier,0.6666666666666666,unresolved,B_peak_earlier_tendency,B_earlier,0.726,unresolved,True,False,False
W113,kmedoids_behavior_pca,3,2,13,P,Jw,B_earlier,0.856,unresolved,B_peak_earlier_tendency,A_earlier,0.516,unresolved,False,True,False
W113,kmedoids_behavior_pca,3,2,13,V,H,A_earlier,0.474,unresolved,peak_order_unresolved,A_earlier,0.576,unresolved,True,False,False
W113,kmedoids_behavior_pca,3,2,13,V,Je,B_earlier,0.7777777777777778,unresolved,B_peak_earlier_tendency,B_earlier,0.778,unresolved,False,False,False
W113,kmedoids_behavior_pca,3,2,13,V,Jw,B_earlier,0.922,usable_90,B_peak_earlier_tendency,A_earlier,0.626,unresolved,False,True,False
