window_id,object,selected_candidate_id,selected_peak_day,selected_window_start,selected_window_end,selected_role,support_class,selection_reason,excluded_candidates,early_secondary_candidates,late_secondary_candidates,method,k,cluster_id,cluster_size,cluster_quality_status,years_in_type,v9_1b_role
W113,P,CP001,113,103,123,within_system_window,candidate_window,system_relevant_first,CP002@100:unstable_window;CP003@134:weak_window,,CP003@134:weak_window,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,V,CP001,115,105,125,within_system_window,accepted_window,system_relevant_first,CP002@135:candidate_window,,CP002@135:candidate_window,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,H,CP001,115,105,125,within_system_window,accepted_window,system_relevant_first,CP002@133:candidate_window,,CP002@133:candidate_window,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,Je,CP001,112,102,122,within_system_window,accepted_window,system_relevant_first,CP002@136:weak_window,,CP002@136:weak_window,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,Jw,CP002,107,98,117,front_or_early,candidate_window,system_relevant_first,CP001@129:accepted_window,,CP001@129:accepted_window,kmedoids_behavior_pca,2,0,27,unstable_clustering,1983;1984;1985;1986;1988;1989;1990;1992;1994;1995;1997;1998;2000;2001;2003;2004;2006;2007;2010;2012;2013;2016;2017;2018;2019;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,P,CP001,109,99,119,within_system_window,candidate_window,system_relevant_first,CP002@128:candidate_window,,CP002@128:candidate_window,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,V,CP003,110,100,120,within_system_window,candidate_window,system_relevant_first,CP001@136:candidate_window;CP002@123:accepted_window,,CP001@136:candidate_window,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,H,CP002,113,103,123,within_system_window,candidate_window,system_relevant_first,CP001@131:accepted_window,,CP001@131:accepted_window,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,Je,CP002,107,98,117,front_or_early,weak_window,system_relevant_first,CP001@137:weak_window,,CP001@137:weak_window,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,Jw,CP002,112,102,122,within_system_window,weak_window,system_relevant_first,CP001@104:candidate_window;CP003@128:candidate_window,,CP003@128:candidate_window,kmedoids_behavior_pca,2,1,18,unstable_clustering,1979;1980;1981;1982;1987;1991;1993;1996;1999;2002;2005;2008;2009;2011;2014;2015;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,P,CP001,116,106,126,within_system_window,candidate_window,system_relevant_first,CP002@131:weak_window,,CP002@131:weak_window,kmedoids_behavior_pca,3,0,13,unstable_clustering,1979;1984;1985;1987;1999;2001;2003;2007;2008;2013;2016;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,V,CP002,111,101,121,within_system_window,candidate_window,system_relevant_first,CP001@122:candidate_window,,,kmedoids_behavior_pca,3,0,13,unstable_clustering,1979;1984;1985;1987;1999;2001;2003;2007;2008;2013;2016;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,H,CP001,116,106,126,within_system_window,accepted_window,system_relevant_first,CP002@129:weak_window,,CP002@129:weak_window,kmedoids_behavior_pca,3,0,13,unstable_clustering,1979;1984;1985;1987;1999;2001;2003;2007;2008;2013;2016;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,Je,CP001,114,104,124,within_system_window,candidate_window,system_relevant_first,CP002@126:weak_window,,CP002@126:weak_window,kmedoids_behavior_pca,3,0,13,unstable_clustering,1979;1984;1985;1987;1999;2001;2003;2007;2008;2013;2016;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,Jw,CP001,114,104,124,within_system_window,candidate_window,system_relevant_first,CP002@129:weak_window,,CP002@129:weak_window,kmedoids_behavior_pca,3,0,13,unstable_clustering,1979;1984;1985;1987;1999;2001;2003;2007;2008;2013;2016;2022;2023,type_group_multi_year_peak_not_single_year_peak
W113,P,CP002,111,101,121,within_system_window,weak_window,system_relevant_first,CP001@101:candidate_window;CP003@124:candidate_window,,CP003@124:candidate_window,kmedoids_behavior_pca,3,1,19,unstable_clustering,1980;1982;1983;1986;1988;1989;1991;1992;1995;1997;1998;2000;2004;2006;2010;2011;2014;2015;2017,type_group_multi_year_peak_not_single_year_peak
W113,V,CP001,116,106,126,within_system_window,candidate_window,system_relevant_first,CP002@102:weak_window,,,kmedoids_behavior_pca,3,1,19,unstable_clustering,1980;1982;1983;1986;1988;1989;1991;1992;1995;1997;1998;2000;2004;2006;2010;2011;2014;2015;2017,type_group_multi_year_peak_not_single_year_peak
W113,H,CP001,116,106,126,within_system_window,accepted_window,system_relevant_first,CP002@130:candidate_window,,CP002@130:candidate_window,kmedoids_behavior_pca,3,1,19,unstable_clustering,1980;1982;1983;1986;1988;1989;1991;1992;1995;1997;1998;2000;2004;2006;2010;2011;2014;2015;2017,type_group_multi_year_peak_not_single_year_peak
W113,Je,CP002,112,102,122,within_system_window,candidate_window,system_relevant_first,CP001@135:accepted_window,,CP001@135:accepted_window,kmedoids_behavior_pca,3,1,19,unstable_clustering,1980;1982;1983;1986;1988;1989;1991;1992;1995;1997;1998;2000;2004;2006;2010;2011;2014;2015;2017,type_group_multi_year_peak_not_single_year_peak
W113,Jw,CP001,106,98,116,front_or_early,accepted_window,system_relevant_first,CP002@135:candidate_window;CP003@121:weak_window,,CP002@135:candidate_window,kmedoids_behavior_pca,3,1,19,unstable_clustering,1980;1982;1983;1986;1988;1989;1991;1992;1995;1997;1998;2000;2004;2006;2010;2011;2014;2015;2017,type_group_multi_year_peak_not_single_year_peak
W113,P,CP001,108,98,118,within_system_window,weak_window,system_relevant_first,CP002@135:candidate_window;CP003@126:candidate_window,,CP002@135:candidate_window;CP003@126:candidate_window,kmedoids_behavior_pca,3,2,13,unstable_clustering,1981;1990;1993;1994;1996;2002;2005;2009;2012;2018;2019;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,V,CP001,108,98,118,within_system_window,candidate_window,system_relevant_first,CP002@137:weak_window;CP003@122:candidate_window,,CP002@137:weak_window,kmedoids_behavior_pca,3,2,13,unstable_clustering,1981;1990;1993;1994;1996;2002;2005;2009;2012;2018;2019;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,H,CP001,110,100,120,within_system_window,accepted_window,system_relevant_first,CP002@128:accepted_window,,CP002@128:accepted_window,kmedoids_behavior_pca,3,2,13,unstable_clustering,1981;1990;1993;1994;1996;2002;2005;2009;2012;2018;2019;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,Je,CP002,106,98,116,front_or_early,candidate_window,system_relevant_first,CP001@127:candidate_window,,CP001@127:candidate_window,kmedoids_behavior_pca,3,2,13,unstable_clustering,1981;1990;1993;1994;1996;2002;2005;2009;2012;2018;2019;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,Jw,CP002,113,103,123,within_system_window,candidate_window,system_relevant_first,CP001@128:candidate_window,,CP001@128:candidate_window,kmedoids_behavior_pca,3,2,13,unstable_clustering,1981;1990;1993;1994;1996;2002;2005;2009;2012;2018;2019;2020;2021,type_group_multi_year_peak_not_single_year_peak
W113,P,CP002,110,100,120,within_system_window,weak_window,system_relevant_first,CP001@102:accepted_window;CP003@123:candidate_window,,,kmedoids_behavior_pca,4,0,16,unstable_clustering,1980;1982;1983;1986;1989;1991;1992;1995;1997;2000;2004;2006;2010;2011;2015;2017,type_group_multi_year_peak_not_single_year_peak
