window_id,segment_id,object_A,object_B,baseline_config,branch,observed_classified_type,start_day,end_day,duration,P_same_type_matched,P_near_instead,P_uncertain_instead,P_opposite_dominant,P_absent_or_fragmented,support_class,matched_start_day_median,matched_start_day_q025,matched_start_day_q975,matched_end_day_median,matched_end_day_q025,matched_end_day_q975,matching_rule
W045,SEG00001,H,Je,C0_full_stage,dist,uncertain_segment,4,15,12,0.943,0.003,0.0,0.0,0.054,tendency,4.0,4.0,10.0,15.0,8.0,22.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00118,P,H,C0_full_stage,pattern,uncertain_segment,18,24,7,0.618,0.002,0.0,0.0,0.38,unresolved,18.0,4.425000000000001,21.0,24.0,21.0,39.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00119,P,H,C0_full_stage,pattern,uncertain_segment,25,33,9,0.588,0.0,0.0,0.0,0.412,unresolved,24.0,15.675,29.0,33.0,28.0,45.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00120,P,H,C0_full_stage,pattern,uncertain_segment,34,44,11,0.576,0.001,0.0,0.0,0.423,unresolved,35.0,20.375,39.0,44.0,38.0,48.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00121,P,H,C0_full_stage,pattern,A_dominant_segment,45,63,19,0.35,0.0,0.116,0.0,0.534,unresolved,45.0,29.0,49.0,64.0,55.725,68.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00122,P,H,C0_full_stage,pattern,B_dominant_segment,64,74,11,0.603,0.0,0.113,0.003,0.281,unresolved,63.0,57.0,69.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00123,P,H,C1_buffered_stage,dist,B_dominant_segment,4,17,14,0.776,0.0,0.039,0.001,0.184,unresolved,4.0,4.0,4.0,17.0,15.0,18.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00124,P,H,C1_buffered_stage,dist,uncertain_segment,18,20,3,0.629,0.0,0.0,0.0,0.371,unresolved,18.0,16.0,19.0,20.0,19.0,25.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00125,P,H,C1_buffered_stage,dist,B_dominant_segment,21,44,24,0.75,0.0,0.025,0.0,0.225,unresolved,21.0,19.0,27.0,45.0,40.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00126,P,H,C1_buffered_stage,dist,uncertain_segment,45,55,11,0.599,0.0,0.0,0.0,0.401,unresolved,45.0,41.0,50.049999999999955,54.0,49.0,59.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00127,P,H,C1_buffered_stage,dist,B_dominant_segment_tendency,56,74,19,0.806,0.0,0.174,0.0,0.02,exploratory_signal,54.0,21.0,63.5,74.0,72.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00128,P,H,C1_buffered_stage,pattern,uncertain_segment,4,10,7,0.694,0.001,0.0,0.0,0.305,unresolved,4.0,4.0,7.0,11.0,6.0,22.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00129,P,H,C1_buffered_stage,pattern,short_uncertain,11,11,1,0.629,0.008,0.0,0.0,0.363,unresolved,7.0,4.0,11.0,15.0,11.0,24.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00130,P,H,C1_buffered_stage,pattern,short_uncertain,12,12,1,0.629,0.008,0.0,0.0,0.363,unresolved,8.0,4.0,12.0,16.0,12.0,25.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00131,P,H,C1_buffered_stage,pattern,short_uncertain,13,14,2,0.635,0.004,0.0,0.0,0.361,unresolved,9.0,4.0,13.0,17.0,13.0,25.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00132,P,H,C1_buffered_stage,pattern,uncertain_segment,15,17,3,0.604,0.005,0.0,0.0,0.391,unresolved,12.0,4.0,16.0,18.0,15.0,28.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00133,P,H,C1_buffered_stage,pattern,uncertain_segment,18,26,9,0.486,0.001,0.0,0.0,0.513,unresolved,18.0,7.0,22.0,25.0,22.0,44.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00134,P,H,C1_buffered_stage,pattern,uncertain_segment,27,32,6,0.678,0.002,0.0,0.0,0.32,unresolved,25.0,17.925,30.0,33.0,28.0,46.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00135,P,H,C1_buffered_stage,pattern,uncertain_segment,33,44,12,0.609,0.0,0.0,0.0,0.391,unresolved,34.0,19.0,38.0,44.0,37.0,56.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00136,P,H,C1_buffered_stage,pattern,uncertain_segment,45,61,17,0.452,0.0,0.0,0.0,0.548,unresolved,46.0,33.275,52.724999999999966,59.0,54.0,64.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00137,P,H,C1_buffered_stage,pattern,B_dominant_segment,62,74,13,0.598,0.0,0.214,0.0,0.188,unresolved,62.0,58.0,68.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00138,P,H,C2_immediate_pre,dist,B_dominant_segment,4,28,25,0.833,0.0,0.075,0.003,0.089,exploratory_signal,4.0,4.0,4.0,27.0,18.0,28.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00139,P,H,C2_immediate_pre,dist,short_uncertain,29,30,2,0.864,0.0,0.0,0.0,0.136,exploratory_signal,28.0,20.0,29.0,30.0,29.0,35.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00140,P,H,C2_immediate_pre,dist,uncertain_segment,31,42,12,0.581,0.0,0.0,0.0,0.419,unresolved,31.0,25.0,36.0,41.0,36.0,46.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00141,P,H,C2_immediate_pre,dist,A_dominant_segment_tendency,43,57,15,0.264,0.0,0.445,0.056,0.235,unresolved,41.0,26.15,45.0,57.0,54.0,60.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00142,P,H,C2_immediate_pre,dist,uncertain_segment,58,74,17,0.545,0.0,0.0,0.0,0.455,unresolved,59.0,53.6,69.0,74.0,64.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00143,P,H,C2_immediate_pre,pattern,uncertain_segment,4,6,3,0.815,0.003,0.0,0.0,0.182,exploratory_signal,4.0,4.0,5.0,15.0,5.0,30.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00144,P,H,C2_immediate_pre,pattern,short_uncertain,7,8,2,0.797,0.01,0.0,0.0,0.193,unresolved,4.0,4.0,7.0,18.0,7.0,30.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00145,P,H,C2_immediate_pre,pattern,short_uncertain,9,10,2,0.796,0.009,0.0,0.0,0.195,unresolved,4.0,4.0,9.0,18.0,9.0,30.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00146,P,H,C2_immediate_pre,pattern,short_uncertain,11,11,1,0.785,0.018,0.0,0.0,0.197,unresolved,4.0,4.0,11.0,19.0,11.0,30.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00147,P,H,C2_immediate_pre,pattern,short_uncertain,12,12,1,0.782,0.02,0.0,0.0,0.198,unresolved,4.0,4.0,12.0,20.0,12.0,30.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00148,P,H,C2_immediate_pre,pattern,short_uncertain,13,14,2,0.791,0.015,0.0,0.0,0.194,unresolved,4.0,4.0,13.0,20.0,13.0,30.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00149,P,H,C2_immediate_pre,pattern,short_uncertain,15,16,2,0.799,0.007,0.0,0.0,0.194,unresolved,5.0,4.0,15.0,22.0,15.0,30.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00150,P,H,C2_immediate_pre,pattern,uncertain_segment,17,27,11,0.811,0.003,0.0,0.0,0.186,exploratory_signal,14.0,4.0,22.0,27.0,22.0,30.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00151,P,H,C2_immediate_pre,pattern,uncertain_segment,28,32,5,0.693,0.0,0.0,0.0,0.307,unresolved,28.0,4.0,30.0,32.0,29.0,46.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00152,P,H,C2_immediate_pre,pattern,uncertain_segment,33,44,12,0.649,0.001,0.0,0.0,0.35,unresolved,33.0,29.0,38.0,44.0,38.0,56.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00153,P,H,C2_immediate_pre,pattern,uncertain_segment,45,61,17,0.472,0.0,0.0,0.0,0.528,unresolved,46.0,32.0,53.0,59.0,53.775,64.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00154,P,H,C2_immediate_pre,pattern,B_dominant_segment,62,74,13,0.6,0.0,0.222,0.001,0.177,unresolved,62.0,58.0,68.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00155,P,Je,C0_full_stage,dist,B_dominant_segment,4,19,16,0.847,0.0,0.026,0.0,0.127,exploratory_signal,4.0,4.0,4.0,19.0,16.0,38.85000000000002,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00156,P,Je,C0_full_stage,dist,uncertain_segment,20,22,3,0.626,0.001,0.0,0.0,0.373,unresolved,20.0,17.0,21.0,23.0,20.0,28.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00157,P,Je,C0_full_stage,dist,B_dominant_segment,23,43,21,0.583,0.0,0.02,0.001,0.396,unresolved,26.0,20.55,30.0,44.0,40.0,51.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00158,P,Je,C0_full_stage,dist,A_dominant_segment_tendency,44,55,12,0.236,0.0,0.411,0.072,0.281,unresolved,42.0,40.0,44.0,55.0,54.0,60.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00159,P,Je,C0_full_stage,dist,uncertain_segment,56,65,10,0.354,0.0,0.0,0.0,0.646,unresolved,57.0,54.0,61.0,66.0,60.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00160,P,Je,C0_full_stage,dist,short_uncertain,66,67,2,0.486,0.0,0.0,0.0,0.514,unresolved,65.0,54.0,67.0,69.0,66.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00161,P,Je,C0_full_stage,dist,uncertain_segment,68,71,4,0.489,0.002,0.0,0.0,0.509,unresolved,66.0,54.0,70.0,73.0,69.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00162,P,Je,C0_full_stage,dist,uncertain_segment,72,74,3,0.615,0.001,0.0,0.0,0.384,unresolved,70.0,55.0,73.0,74.0,73.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00163,P,Je,C0_full_stage,pattern,A_dominant_segment,4,19,16,0.804,0.0,0.097,0.0,0.099,exploratory_signal,4.0,4.0,4.0,19.0,17.0,30.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00164,P,Je,C0_full_stage,pattern,uncertain_segment,20,23,4,0.498,0.002,0.0,0.0,0.5,unresolved,20.0,17.0,22.0,23.0,21.0,28.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00165,P,Je,C0_full_stage,pattern,uncertain_segment,24,29,6,0.478,0.003,0.0,0.0,0.519,unresolved,24.0,19.0,27.0,29.0,26.0,33.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00166,P,Je,C0_full_stage,pattern,B_dominant_segment,30,45,16,0.487,0.0,0.074,0.001,0.438,unresolved,30.0,20.0,32.0,46.0,42.0,51.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00167,P,Je,C0_full_stage,pattern,A_dominant_segment_tendency,46,61,16,0.291,0.0,0.279,0.016,0.414,unresolved,45.0,41.0,46.0,62.0,54.0,66.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00168,P,Je,C0_full_stage,pattern,B_dominant_segment_tendency,62,74,13,0.416,0.0,0.289,0.007,0.288,unresolved,61.0,56.0,67.0,74.0,74.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00169,P,Je,C1_buffered_stage,dist,B_dominant_segment,4,18,15,0.74,0.0,0.115,0.001,0.144,unresolved,4.0,4.0,4.0,18.0,15.0,19.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00170,P,Je,C1_buffered_stage,dist,uncertain_segment,19,21,3,0.717,0.0,0.0,0.0,0.283,unresolved,19.0,15.0,20.0,21.0,20.0,26.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00171,P,Je,C1_buffered_stage,dist,B_dominant_segment,22,43,22,0.714,0.0,0.024,0.001,0.261,unresolved,22.0,20.0,28.0,44.0,39.0,58.69999999999982,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00172,P,Je,C1_buffered_stage,dist,A_dominant_segment_tendency,44,55,12,0.168,0.001,0.567,0.125,0.139,unresolved,42.0,39.0,44.0,55.0,53.0,60.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00173,P,Je,C1_buffered_stage,dist,uncertain_segment,56,74,19,0.391,0.0,0.0,0.0,0.609,unresolved,59.0,53.0,69.0,73.0,63.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00174,P,Je,C1_buffered_stage,pattern,A_dominant_segment,4,18,15,0.62,0.0,0.247,0.005,0.128,unresolved,4.0,4.0,8.0,19.0,17.0,24.524999999999977,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00175,P,Je,C1_buffered_stage,pattern,B_dominant_segment,19,45,27,0.412,0.0,0.08,0.003,0.505,unresolved,30.0,18.0,32.0,46.0,42.0,54.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00176,P,Je,C1_buffered_stage,pattern,uncertain_segment,46,61,16,0.588,0.0,0.0,0.0,0.412,unresolved,46.0,41.0,54.0,60.0,53.0,64.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00177,P,Je,C1_buffered_stage,pattern,uncertain_segment,62,74,13,0.44,0.0,0.0,0.0,0.56,unresolved,63.0,58.0,69.0,74.0,67.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00178,P,Je,C2_immediate_pre,dist,B_dominant_segment,4,28,25,0.878,0.0,0.114,0.001,0.007,exploratory_signal,4.0,4.0,4.0,28.0,20.0,45.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00179,P,Je,C2_immediate_pre,dist,short_uncertain,29,29,1,0.65,0.002,0.0,0.0,0.348,unresolved,29.0,22.0,29.0,30.0,29.0,35.77499999999998,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00180,P,Je,C2_immediate_pre,dist,uncertain_segment,30,41,12,0.43,0.0,0.0,0.0,0.57,unresolved,31.0,27.175000000000004,36.0,40.0,35.0,47.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00181,P,Je,C2_immediate_pre,dist,A_dominant_segment,42,58,17,0.414,0.0,0.257,0.022,0.307,unresolved,40.0,34.0,45.0,58.0,54.0,61.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00182,P,Je,C2_immediate_pre,dist,uncertain_segment,59,65,7,0.588,0.0,0.0,0.0,0.412,unresolved,59.0,54.0,62.0,66.0,62.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00183,P,Je,C2_immediate_pre,dist,uncertain_segment,66,68,3,0.694,0.0,0.0,0.0,0.306,unresolved,65.0,55.0,67.0,72.0,66.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00184,P,Je,C2_immediate_pre,dist,short_uncertain,69,70,2,0.699,0.001,0.0,0.0,0.3,unresolved,66.0,55.0,69.0,74.0,69.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00185,P,Je,C2_immediate_pre,dist,uncertain_segment,71,74,4,0.751,0.003,0.0,0.0,0.246,unresolved,68.0,55.0,73.0,74.0,72.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00186,P,Je,C2_immediate_pre,pattern,uncertain_segment,4,30,27,0.627,0.0,0.0,0.0,0.373,unresolved,4.0,4.0,14.0,21.0,16.0,30.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00187,P,Je,C2_immediate_pre,pattern,B_dominant_segment,31,44,14,0.585,0.0,0.261,0.005,0.149,unresolved,31.0,30.0,32.0,45.0,43.0,54.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00188,P,Je,C2_immediate_pre,pattern,uncertain_segment,45,61,17,0.494,0.0,0.0,0.0,0.506,unresolved,46.0,41.0,54.0,60.0,52.0,64.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00189,P,Je,C2_immediate_pre,pattern,uncertain_segment,62,74,13,0.5,0.0,0.0,0.0,0.5,unresolved,63.0,58.0,69.0,74.0,68.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00190,P,Jw,C0_full_stage,dist,B_dominant_segment,4,15,12,0.7,0.0,0.171,0.031,0.098,unresolved,4.0,4.0,5.0,15.0,10.0,21.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00191,P,Jw,C0_full_stage,dist,uncertain_segment,16,22,7,0.618,0.0,0.0,0.0,0.382,unresolved,16.0,11.0,19.0,22.0,18.0,31.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00192,P,Jw,C0_full_stage,dist,B_dominant_segment_tendency,23,38,16,0.303,0.0,0.413,0.078,0.206,unresolved,23.0,9.500000000000007,30.0,39.0,34.0,43.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00193,P,Jw,C0_full_stage,dist,A_dominant_segment,39,55,17,0.333,0.0,0.141,0.01,0.516,unresolved,38.0,28.0,41.0,55.0,52.0,59.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00194,P,Jw,C0_full_stage,dist,uncertain_segment,56,65,10,0.243,0.0,0.0,0.0,0.757,unresolved,57.0,53.05,60.0,67.0,62.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00195,P,Jw,C0_full_stage,dist,short_uncertain,66,67,2,0.361,0.001,0.0,0.0,0.638,unresolved,65.0,55.0,67.0,69.0,66.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00196,P,Jw,C0_full_stage,dist,uncertain_segment,68,70,3,0.371,0.0,0.0,0.0,0.629,unresolved,67.0,55.0,69.0,72.0,68.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00197,P,Jw,C0_full_stage,dist,uncertain_segment,71,74,4,0.638,0.004,0.0,0.0,0.358,unresolved,71.0,55.0,73.0,74.0,72.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00198,P,Jw,C0_full_stage,pattern,uncertain_segment,4,10,7,0.875,0.001,0.0,0.0,0.124,exploratory_signal,4.0,4.0,7.149999999999977,10.0,6.0,23.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00199,P,Jw,C0_full_stage,pattern,uncertain_segment,11,18,8,0.697,0.0,0.0,0.0,0.303,unresolved,10.0,4.0,15.0,18.0,14.0,29.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00200,P,Jw,C0_full_stage,pattern,uncertain_segment,19,22,4,0.685,0.006,0.0,0.0,0.309,unresolved,18.0,4.0,20.0,23.0,20.0,30.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00201,P,Jw,C0_full_stage,pattern,uncertain_segment,23,32,10,0.411,0.0,0.0,0.0,0.589,unresolved,24.0,8.25,28.0,32.0,26.0,38.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00202,P,Jw,C0_full_stage,pattern,uncertain_segment,33,42,10,0.61,0.0,0.0,0.0,0.39,unresolved,33.0,25.0,38.0,42.0,37.0,53.77499999999998,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00203,P,Jw,C0_full_stage,pattern,uncertain_segment,43,58,16,0.629,0.0,0.0,0.0,0.371,unresolved,44.0,33.0,50.0,57.0,49.0,67.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00204,P,Jw,C0_full_stage,pattern,uncertain_segment,59,74,16,0.596,0.0,0.0,0.0,0.404,unresolved,60.5,45.0,69.0,70.0,64.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00205,P,Jw,C1_buffered_stage,dist,B_dominant_segment,4,15,12,0.704,0.0,0.214,0.037,0.045,unresolved,4.0,4.0,5.0,15.0,10.0,34.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00206,P,Jw,C1_buffered_stage,dist,short_uncertain,16,17,2,0.74,0.001,0.0,0.0,0.259,unresolved,15.0,4.0,17.0,19.0,16.0,28.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00207,P,Jw,C1_buffered_stage,dist,short_uncertain,18,18,1,0.715,0.001,0.0,0.0,0.284,unresolved,16.0,10.0,18.0,20.0,18.0,30.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00208,P,Jw,C1_buffered_stage,dist,uncertain_segment,19,21,3,0.734,0.0,0.0,0.0,0.266,unresolved,17.0,11.0,20.0,21.0,19.0,31.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00209,P,Jw,C1_buffered_stage,dist,B_dominant_segment_tendency,22,38,17,0.34,0.0,0.383,0.073,0.204,unresolved,22.0,4.0,26.0,39.0,33.0,43.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00210,P,Jw,C1_buffered_stage,dist,A_dominant_segment,39,57,19,0.231,0.0,0.168,0.015,0.586,unresolved,37.0,29.0,42.0,57.0,50.0,59.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00211,P,Jw,C1_buffered_stage,dist,uncertain_segment,58,72,15,0.288,0.0,0.0,0.0,0.712,unresolved,59.0,52.0,68.0,71.0,63.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00212,P,Jw,C1_buffered_stage,dist,short_uncertain,73,74,2,0.586,0.003,0.0,0.0,0.411,unresolved,71.0,55.0,74.0,74.0,73.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00213,P,Jw,C1_buffered_stage,pattern,uncertain_segment,4,12,9,0.747,0.001,0.0,0.0,0.252,unresolved,4.0,4.0,9.0,11.0,8.0,23.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00214,P,Jw,C1_buffered_stage,pattern,uncertain_segment,13,17,5,0.727,0.003,0.0,0.0,0.27,unresolved,12.0,4.0,15.0,18.0,14.150000000000002,25.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00215,P,Jw,C1_buffered_stage,pattern,uncertain_segment,18,23,6,0.708,0.001,0.0,0.0,0.291,unresolved,18.0,4.0,20.324999999999932,23.0,19.0,29.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00216,P,Jw,C1_buffered_stage,pattern,uncertain_segment,24,32,9,0.6,0.0,0.0,0.0,0.4,unresolved,24.0,18.0,28.0,31.0,26.0,43.049999999999955,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00217,P,Jw,C1_buffered_stage,pattern,uncertain_segment,33,42,10,0.663,0.0,0.0,0.0,0.337,unresolved,33.0,24.0,38.0,42.0,37.0,56.44999999999993,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00218,P,Jw,C1_buffered_stage,pattern,uncertain_segment,43,59,17,0.785,0.0,0.0,0.0,0.215,unresolved,43.0,31.0,50.39999999999998,57.0,49.0,63.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00219,P,Jw,C1_buffered_stage,pattern,uncertain_segment,60,74,15,0.724,0.0,0.0,0.0,0.276,unresolved,63.0,57.0,69.0,74.0,65.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00220,P,Jw,C2_immediate_pre,dist,uncertain_segment,4,24,21,0.382,0.0,0.0,0.0,0.618,unresolved,4.0,4.0,13.0,18.0,12.0,32.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00221,P,Jw,C2_immediate_pre,dist,uncertain_segment,25,31,7,0.531,0.0,0.0,0.0,0.469,unresolved,25.0,4.0,29.0,30.0,26.0,44.75,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00222,P,Jw,C2_immediate_pre,dist,short_uncertain,32,33,2,0.57,0.003,0.0,0.0,0.427,unresolved,31.0,16.0,32.0,34.0,32.0,52.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00223,P,Jw,C2_immediate_pre,dist,A_dominant_segment,34,58,25,0.419,0.0,0.139,0.006,0.436,unresolved,34.0,16.450000000000003,41.0,57.0,52.0,59.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00224,P,Jw,C2_immediate_pre,dist,uncertain_segment,59,71,13,0.416,0.0,0.0,0.0,0.584,unresolved,59.0,53.0,66.0,70.0,63.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00225,P,Jw,C2_immediate_pre,dist,uncertain_segment,72,74,3,0.63,0.006,0.0,0.0,0.364,unresolved,70.0,55.0,73.0,74.0,73.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00226,P,Jw,C2_immediate_pre,pattern,uncertain_segment,4,24,21,0.851,0.0,0.0,0.0,0.149,exploratory_signal,4.0,4.0,16.0,23.0,11.0,31.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00227,P,Jw,C2_immediate_pre,pattern,uncertain_segment,25,30,6,0.748,0.001,0.0,0.0,0.251,unresolved,23.0,4.0,28.0,30.0,27.0,32.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00228,P,Jw,C2_immediate_pre,pattern,uncertain_segment,31,42,12,0.639,0.0,0.0,0.0,0.361,unresolved,31.0,29.0,37.0,42.0,35.0,57.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00229,P,Jw,C2_immediate_pre,pattern,uncertain_segment,43,59,17,0.784,0.0,0.0,0.0,0.216,unresolved,43.0,31.0,50.0,58.0,49.0,63.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00230,P,Jw,C2_immediate_pre,pattern,uncertain_segment,60,74,15,0.721,0.0,0.0,0.0,0.279,unresolved,63.0,57.0,69.0,74.0,65.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00231,P,V,C0_full_stage,dist,B_dominant_segment_tendency,4,15,12,0.644,0.0,0.356,0.0,0.0,unresolved,4.0,4.0,6.0,16.5,12.0,41.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00232,P,V,C0_full_stage,dist,short_uncertain,16,17,2,0.639,0.001,0.0,0.0,0.36,unresolved,15.0,4.0,17.0,18.0,16.0,24.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00233,P,V,C0_full_stage,dist,short_uncertain,18,19,2,0.633,0.001,0.0,0.0,0.366,unresolved,17.0,4.0,19.0,20.0,18.0,32.19999999999993,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00234,P,V,C0_full_stage,dist,short_uncertain,20,21,2,0.759,0.0,0.0,0.0,0.241,unresolved,19.0,4.0,21.0,21.0,20.0,33.149999999999864,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00235,P,V,C0_full_stage,dist,uncertain_segment,22,38,17,0.601,0.0,0.0,0.0,0.399,unresolved,25.0,18.0,32.0,37.0,27.0,49.0,same_type_overlap_or_split_match; no exact boundary requirement
W045,SEG00236,P,V,C0_full_stage,dist,A_dominant_segment,39,62,24,0.447,0.0,0.419,0.017,0.117,unresolved,38.0,32.0,51.0,61.0,52.0,74.0,same_type_overlap_or_split_match; no exact boundary requirement
