window,source,target,D_pos_neg,D_pos_0,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0_bootstrap_mean,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,LOO_direction_retained_fraction,LOO_flip_years
S1,P_main_band_share,V_strength,-0.20030123938616334,-0.1541866100111901,-0.20206071424428135,-0.24014997839877059,-0.16828452210991338,-0.24589120159649006,-0.1644586851708365,0.0,-0.15539677721720288,-0.17779891191795685,-0.13450082034711028,-0.18177875287704176,-0.13200497494576327,0.0,0.0,45
S1,P_main_band_share,V_pos_centroid_lat,-0.1608209076292352,0.05438615881866339,-0.16340255903255896,-0.3050413812158673,-0.029040989381647717,-0.32036720583895273,-0.005666592243681279,0.02,0.05471931346190894,-0.10838252634349674,0.20606160394794826,-0.12461278312546642,0.2301691162613107,0.71,0.0,45
S1,P_main_band_share,V_NS_diff,-0.26566778009708597,-0.1856961140386743,-0.2673572260530487,-0.30942225988070526,-0.22928312184247812,-0.3149251671286924,-0.22390087782889484,0.0,-0.18684633038916815,-0.2116913325090675,-0.16418268380372242,-0.21553610152566072,-0.15999190950831133,0.0,0.0,45
S1,P_main_band_share,H_strength,-0.10622627415891875,-0.05163616510536176,-0.10936444969461959,-0.16071379476498102,-0.06321500155838958,-0.1704511371100094,-0.05533545904397667,0.0,-0.05196447191373418,-0.06829400966429681,-0.03603016712411925,-0.07114707940498559,-0.03327416679141451,0.0,0.0,45
S1,P_main_band_share,H_centroid_lat,-0.09650501527462374,-0.05532697252955304,-0.09583315962222513,-0.15221627400917317,-0.04240014493519075,-0.1607233155449976,-0.03537680273164859,0.001,-0.05133170615305117,-0.07289503187491421,-0.014258319740212175,-0.07632211078661412,0.0026226331469903536,0.027,0.0,45
S1,P_main_band_share,H_west_extent_lon,0.10643069103905242,0.026964675217622663,0.09616361900390787,0.03280783894763916,0.1431115139758627,0.009963722361421807,0.14981623368275251,0.982,0.028733580416327988,0.011113056779477323,0.05392047240813895,0.008097343501705611,0.060576364100033565,0.994,1.0,0
S1,P_main_band_share,H_zonal_width,-0.025910234508829594,-0.02636442746002171,-0.020311984785228297,-0.06995289621039266,0.032795616060012266,-0.08177143928724362,0.04461036543105692,0.235,-0.01364076752682982,-0.046218105171108734,0.036610562563265,-0.049295603508856305,0.049492882807199615,0.237,0.0,45
S1,P_main_band_share,Je_strength,-0.011895205410314691,-0.04177675317864392,-0.03128543629605638,-0.10696439231288463,0.017636392641330684,-0.1252059106254072,0.028216162569484567,0.148,-0.018924057047840632,-0.057693545731293656,0.07731210243472336,-0.06080105759720035,0.09630570712991587,0.228,0.0,45
S1,P_main_band_share,Je_axis_lat,0.06154681225215858,0.0016845165308666255,0.0620793187086916,0.034499712235733476,0.09252914628570623,0.029243885858462434,0.09862126610812869,1.0,0.0018520784008519134,-0.013414218030078893,0.01838643012477727,-0.01650514692024121,0.022139563197879235,0.561,1.0,0
S1,P_main_band_share,Je_meridional_width,-0.004485337776570279,-0.0036806399123636216,0.002919421536210263,-0.03128840398381838,0.0464120194360574,-0.03514167507341501,0.05783812082779862,0.503,0.008132068424902585,-0.013264444165341057,0.05146797937066047,-0.014735867716718474,0.061576108073329625,0.526,0.044444444444444446,43
S1,P_main_band_share,Jw_strength,0.0064391750017740446,0.10634545257670416,0.009644658620252235,-0.1188474306856134,0.13536421370371118,-0.15038326034508798,0.15216542234421876,0.545,0.09503573557228619,0.019025596601015732,0.1639327966128906,-0.014555867044460349,0.17627078605675345,0.969,0.7333333333333333,12
