window,source,target,source_family,target_family,sample_status,main_surrogate_mode,audit_surrogate_mode,T_pos_obs,T_pos_main_null95,p_pos_main_surrogate,T_pos_audit_null90,T_pos_audit_null95,T_pos_audit_null99,p_pos_audit_surrogate,audit_strength_excess,audit_strength_ratio,delta_p_audit_minus_main,delta_null95_audit_minus_main,q_pos_audit_global,q_pos_audit_within_window,main_p_supported,audit_p_supported,audit_support_shift
S1,P_main_band_share,V_strength,P,V,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.5003512116848756,0.16953831210956866,0.000999000999000999,0.26802290061886974,0.2947225781695745,0.3543177585143489,0.000999000999000999,0.20562863351530114,1.6977023436493848,0.0,0.12518426606000582,0.015915119363395226,0.006993006993006993,True,True,same_p_support_flag
S1,P_main_band_share,V_pos_centroid_lat,P,V,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.17053799569393702,0.14494581791965294,0.02197802197802198,0.17598812836639233,0.20213318154186116,0.24424145320542803,0.11288711288711288,-0.031595185847924145,0.8436912455099269,0.0909090909090909,0.05718736362220822,0.30439988027536663,0.23335054207537428,True,False,audit_more_conservative
S1,P_main_band_share,V_NS_diff,P,V,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.5036463930306471,0.16972709399000158,0.000999000999000999,0.2937997793630734,0.3180151421827631,0.3629226479013407,0.000999000999000999,0.18563125084788396,1.5837182769781504,0.0,0.14828804819276153,0.015915119363395226,0.006993006993006993,True,True,same_p_support_flag
S1,P_main_band_share,H_strength,P,H,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.2580549038166687,0.17535533103938516,0.004995004995004995,0.29816198417422685,0.3253729457786965,0.37007578797884993,0.2127872127872128,-0.06731804196202784,0.7931049804988568,0.2077922077922078,0.15001761473931136,0.4296038993781165,0.3549043549043549,True,False,audit_more_conservative
S1,P_main_band_share,H_centroid_lat,P,H,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.21254112549528298,0.17069112803705658,0.013986013986013986,0.17179133790564444,0.2023808855662377,0.2666518888463002,0.04095904095904096,0.010160239929045273,1.0502035550472968,0.026973026973026976,0.03168975752918113,0.16971369437737152,0.11790079079798706,True,True,same_p_support_flag
S1,P_main_band_share,H_west_extent_lon,P,H,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.2519175624434485,0.14607876537852824,0.000999000999000999,0.19321692271917684,0.21742741482554953,0.2697430440012796,0.01898101898101898,0.03449014761789895,1.1586283295764324,0.01798201798201798,0.0713486494470213,0.10715964280119065,0.0671971706454465,True,True,same_p_support_flag
S1,P_main_band_share,H_zonal_width,P,H,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.06057474318613586,0.10264581452006043,0.2867132867132867,0.09694193510624544,0.11152917116587524,0.13748800625421886,0.3126873126873127,-0.05095442797973938,0.5431291432807671,0.025974025974025983,0.008883356645814813,0.5262715426649853,0.4458689458689459,False,False,same_p_support_flag
S1,P_main_band_share,Je_strength,P,Je,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.10662432572958473,0.17264366901002062,0.2217782217782218,0.16357945846056055,0.19509873255199575,0.24875707077663786,0.3306693306693307,-0.08847440682241102,0.546514702247839,0.1088911088911089,0.02245506354197513,0.5417348608837971,0.4636268708666899,False,False,same_p_support_flag
S1,P_main_band_share,Je_axis_lat,P,Je,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.37047199472534825,0.136483659268672,0.000999000999000999,0.19578476363592093,0.21898094152628936,0.2643277733442215,0.000999000999000999,0.1514910531990589,1.6918001728514438,0.0,0.08249728225761735,0.015915119363395226,0.006993006993006993,True,True,same_p_support_flag
S1,P_main_band_share,Je_meridional_width,P,Je,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.06074240671669312,0.07063418211862442,0.1018981018981019,0.07762567577790669,0.09183563162230891,0.12403270689890879,0.2137862137862138,-0.031093224905615793,0.6614252621085849,0.11188811188811189,0.021201449503684494,0.43067978533094814,0.3549043549043549,False,False,same_p_support_flag
S1,P_main_band_share,Jw_strength,P,Jw,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.14362180984519954,0.16796848599572164,0.10589410589410589,0.15955795007427848,0.1906321023610169,0.24824417414390182,0.13686313686313686,-0.04701029251581737,0.753397817400189,0.030969030969030975,0.022663616365295264,0.3378313583122131,0.2719602977667494,False,False,same_p_support_flag
S1,P_main_band_share,Jw_axis_lat,P,Jw,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.05894366638911882,0.12565980738162946,0.44455544455544455,0.11552711069209098,0.13778621849487696,0.1760248779022684,0.47352647352647353,-0.07884255210575813,0.42779072561099724,0.02897102897102899,0.012126411113247498,0.6440703555522005,0.57646701124962,False,False,same_p_support_flag
S1,P_main_band_share,Jw_meridional_width,P,Jw,ok,pooled_window_variable_ar1,pooled_phi_yearwise_scale_ar1,0.04685171302695586,0.06032394073333003,0.17682317682317683,0.06017174758913347,0.06970782614468568,0.08595088737493355,0.2177822177822178,-0.022856113117729823,0.6721155373531569,0.04095904095904096,0.009383885411355652,0.4349368211039681,0.3549043549043549,False,False,same_p_support_flag
