window,source,target,source_family,target_family,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,p_pos_surrogate,q_pos_within_window,q_pos_global,T_pos_null95,strength_excess,strength_ratio,statistical_support,strength_tier,same_day_coupling_flag,direction_label,lead_lag_label,lead_lag_group,failure_reason,risk_note,suggested_reverse_direction,sample_status
S1,P_main_band_share,V_strength,P,V,1,0.5003512116848756,0.5003512116848756,-1,0.6978119996680698,0.6978119996680698,0.6394357292102134,0.6394357292102134,0.000999000999000999,0.00375234521575985,0.00764980875478113,0.16953831210956866,0.33081289957530696,2.9512574795572477,supported,strong_above_null,True,reverse_dominant,lead_lag_no_reverse_dominant,lead_lag_no,reverse_lag_dominant,reverse_direction,V_strength -> P_main_band_share,ok
S1,P_main_band_share,V_pos_centroid_lat,P,V,3,-0.17053799569393702,0.17053799569393702,-2,0.32344843557088354,0.32344843557088354,0.09768959817235516,0.09768959817235516,0.02197802197802198,0.054153846153846164,0.07984675874584132,0.14494581791965294,0.025592177774284075,1.1765637542469176,supported,moderate_above_null,False,reverse_dominant,lead_lag_no_reverse_dominant,lead_lag_no,reverse_lag_dominant,reverse_direction,V_pos_centroid_lat -> P_main_band_share,ok
S1,P_main_band_share,V_NS_diff,P,V,1,0.5036463930306471,0.5036463930306471,-1,0.7590279763782785,0.7590279763782785,0.6711735016997612,0.6711735016997612,0.000999000999000999,0.00375234521575985,0.00764980875478113,0.16972709399000158,0.3339192990406455,2.967389479138294,supported,strong_above_null,True,reverse_dominant,lead_lag_no_reverse_dominant,lead_lag_no,reverse_lag_dominant,reverse_direction,V_NS_diff -> P_main_band_share,ok
S1,P_main_band_share,H_strength,P,H,1,0.2580549038166687,0.2580549038166687,-3,0.36007758966334297,0.36007758966334297,0.2994860120217016,0.2994860120217016,0.004995004995004995,0.015384615384615385,0.025452488687782805,0.17535533103938516,0.08269957277728351,1.4716113977664529,supported,strong_above_null,True,reverse_dominant,lead_lag_no_reverse_dominant,lead_lag_no,reverse_lag_dominant,reverse_direction,H_strength -> P_main_band_share,ok
S1,P_main_band_share,H_centroid_lat,P,H,1,0.21254112549528298,0.21254112549528298,-2,0.3012596930456632,0.3012596930456632,0.250508015746667,0.250508015746667,0.013986013986013986,0.03846153846153846,0.05692985428668248,0.17069112803705658,0.0418499974582264,1.2451796876586396,supported,moderate_above_null,True,reverse_dominant,lead_lag_no_reverse_dominant,lead_lag_no,reverse_lag_dominant,reverse_direction,H_centroid_lat -> P_main_band_share,ok
S1,P_main_band_share,H_west_extent_lon,P,H,1,-0.2519175624434485,0.2519175624434485,-1,-0.14474633455931996,0.14474633455931996,-0.21571998260616082,0.21571998260616082,0.000999000999000999,0.00375234521575985,0.00764980875478113,0.14607876537852824,0.10583879706492025,1.7245323903899672,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,P_main_band_share,H_zonal_width,P,H,1,-0.06057474318613586,0.06057474318613586,-1,-0.08086913415782943,0.08086913415782943,-0.07248717737163,0.07248717737163,0.2867132867132867,0.38196286472148544,0.461003034088881,0.10264581452006043,-0.04207107133392457,0.59013359160687,not_supported,not_supported,False,no_directional_signal,lead_lag_no_not_supported,lead_lag_no,positive_lag_not_supported,,,ok
S1,P_main_band_share,Je_strength,P,Je,1,-0.10662432572958473,0.10662432572958473,-1,-0.1097439418088106,0.1097439418088106,-0.13085316585081055,0.13085316585081055,0.2217782217782218,0.31333803810868033,0.38884834330754636,0.17264366901002062,-0.06601934328043589,0.6175976584660977,not_supported,not_supported,False,no_directional_signal,lead_lag_no_not_supported,lead_lag_no,positive_lag_not_supported,,,ok
S1,P_main_band_share,Je_axis_lat,P,Je,1,0.37047199472534825,0.37047199472534825,-1,0.30164486380222094,0.30164486380222094,0.35333605780557786,0.35333605780557786,0.000999000999000999,0.00375234521575985,0.00764980875478113,0.136483659268672,0.23398833545667624,2.714405495210701,supported,strong_above_null,True,X_leads_Y_with_same_day_component,lead_lag_yes_with_same_day_coupling,lead_lag_yes,,same_day_coupling_present,,ok
S1,P_main_band_share,Je_meridional_width,P,Je,1,0.06074240671669312,0.06074240671669312,-5,0.05933541017381693,0.05933541017381693,0.04989848650811472,0.04989848650811472,0.1018981018981019,0.1685761047463175,0.22983038117293608,0.07063418211862442,-0.0098917754019313,0.8599576705607087,not_supported,not_supported,False,no_directional_signal,lead_lag_no_not_supported,lead_lag_no,positive_lag_not_supported,,,ok
