window_id,object_A,object_B,year,n_bootstrap,n_present,n_absent,P_A_earlier_present,P_A_earlier_absent,presence_effect_on_A_earlier,P_B_earlier_present,P_B_earlier_absent,presence_effect_on_B_earlier,n_high_count,high_count_effect_on_A_earlier,high_count_effect_on_B_earlier,ridge_coef_A_earlier,ridge_coef_B_earlier,permutation_percentile_A_earlier,permutation_percentile_B_earlier,max_permutation_percentile,influence_direction,influence_evidence_level,method_role
W081,H,Je,1979,1000,643,357,0.6687402799377916,0.6330532212885154,0.03568705864927624,0.23950233281493002,0.2661064425770308,-0.026604109762100786,274,0.06402707068228752,-0.03617943527776074,0.02289856254866531,-0.016724589242594394,0.7469777777777777,0.6496444444444445,0.7469777777777777,push_H_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W081,H,Je,1980,1000,624,376,0.6506410256410257,0.6648936170212766,-0.014252591380250923,0.2419871794871795,0.26063829787234044,-0.018651118385160953,256,-0.024268617021276584,-0.006732047872340441,-0.009364146894998544,-0.0021591393575857414,0.34826666666666667,0.48795555555555553,0.48795555555555553,reduce_Je_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W081,H,Je,1981,1000,634,366,0.6340694006309149,0.6939890710382514,-0.05991967040733648,0.26025236593059936,0.22950819672131148,0.03074416920928788,260,-0.10937368642286671,0.0858764186633039,-0.056360444324723404,0.04605585883841715,0.9441777777777778,0.7177333333333333,0.9441777777777778,reduce_H_earlier,usable_90,bootstrap_year_influence_candidate_not_physical_type
W081,H,Je,1982,1000,663,337,0.6787330316742082,0.6112759643916914,0.06745706728251677,0.2187028657616893,0.3086053412462908,-0.08990247548460151,272,0.0762240356083086,-0.09537004712864375,0.02444674938604822,-0.02713587552819661,0.9693777777777778,0.9985333333333334,0.9985333333333334,reduce_Je_earlier,strict_99,bootstrap_year_influence_candidate_not_physical_type
W081,H,Je,1983,1000,671,329,0.6557377049180327,0.6565349544072948,-0.0007972494892620752,0.2503725782414307,0.24620060790273557,0.004171970338695152,275,-0.027444045316385668,0.004708483006355346,-0.0009828494785780392,-0.007655271122072358,0.017333333333333333,0.12266666666666666,0.12266666666666666,push_Je_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W081,H,Je,1984,1000,645,355,0.6201550387596899,0.7211267605633803,-0.1009717218036904,0.2806201550387597,0.19154929577464788,0.08907085926411182,275,-0.21203585147247128,0.1866325224071703,-0.06979553441030929,0.06772369821202276,0.9989777777777777,0.9983555555555556,0.9989777777777777,reduce_H_earlier,strict_99,bootstrap_year_influence_candidate_not_physical_type
W081,H,Je,1985,1000,649,351,0.6702619414483821,0.6296296296296297,0.04063231181875249,0.2218798151001541,0.29914529914529914,-0.07726548404514505,260,0.03190883190883187,-0.09914529914529913,0.01680021769051919,-0.04099866211836165,0.8052888888888889,0.9936444444444444,0.9936444444444444,reduce_Je_earlier,strict_99,bootstrap_year_influence_candidate_not_physical_type
W081,H,Je,1986,1000,641,359,0.6708268330733229,0.6295264623955432,0.041300370677779696,0.24492979719188768,0.2562674094707521,-0.011337612278864428,251,0.051748438002863106,-0.03315983974963657,0.02393999583130809,-0.018010482606983107,0.8167555555555556,0.3171555555555556,0.8167555555555556,push_H_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W081,H,Je,1987,1000,620,380,0.6758064516129032,0.6236842105263158,0.05212224108658736,0.22903225806451613,0.28157894736842104,-0.05254668930390491,263,0.06452871723033815,-0.053442065239143466,0.039839412976679096,-0.03614582790039582,0.9053777777777777,0.9321333333333334,0.9321333333333334,reduce_Je_earlier,usable_90,bootstrap_year_influence_candidate_not_physical_type
W081,H,Je,1988,1000,650,350,0.6938461538461539,0.5857142857142857,0.10813186813186815,0.21384615384615385,0.3142857142857143,-0.10043956043956043,261,0.1116037219485495,-0.10738916256157635,0.03661235506934426,-0.03121092916528154,0.9996,0.9996,0.9996,push_H_earlier,strict_99,bootstrap_year_influence_candidate_not_physical_type
W081,H,Je,1989,1000,649,351,0.6440677966101694,0.6780626780626781,-0.03399488145250862,0.2650231124807396,0.21937321937321938,0.04564989310752024,265,-0.01391173466645168,0.04477772402300703,0.00037988788497005706,0.015408174301121196,0.7183555555555555,0.8887111111111111,0.8887111111111111,push_Je_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
W081,H,Je,1990,1000,626,374,0.6485623003194888,0.6684491978609626,-0.01988689754147377,0.2476038338658147,0.25133689839572193,-0.0037330645299072374,262,-0.0043270604563824255,-0.026146058701065455,0.0067972502976301535,-0.020339405373132648,0.4775111111111111,0.10528888888888889,0.4775111111111111,reduce_H_earlier,weak_or_none,bootstrap_year_influence_candidate_not_physical_type
