point_id,point_day,observed_peak_score,p_global_fwer,p_local,n_null_reps
RP001,45,5.878578493131532,1.0,0.5149501661129569,300
RP002,81,9.238311473412097,1.0,0.5348837209302325,300
RP003,113,9.678099825113602,1.0,0.5282392026578073,300
LP006,132,3.7541518352022365,1.0,0.5016611295681063,300
RP004,135,3.7666081070788318,1.0,0.5681063122923588,300
RP005,160,7.120567750300529,1.0,0.5016611295681063,300
