object,replicate_id,replicate_kind,replicate_label,candidate_id,point_day,month_day,matched_peak_day,matched_peak_score,matched_peak_prominence,offset_days,abs_offset_days,match_type
H,0,bootstrap,0,CP001,19,04-20,34,0.7631255551741427,0.4962516298699704,15,15,no_match
H,0,bootstrap,0,CP002,35,05-06,34,0.7631255551741427,0.4962516298699704,-1,1,strict
H,0,bootstrap,0,CP003,57,05-28,54,0.5145875717638695,0.39802688878945386,-3,3,matched
H,1,bootstrap,1,CP001,19,04-20,17,3.0305886518809877,0.7099740534954782,-2,2,strict
H,1,bootstrap,1,CP002,35,05-06,33,0.6050918478679599,0.00575422903119871,-2,2,strict
H,1,bootstrap,1,CP003,57,05-28,41,0.9825081984085655,0.7081140597515962,-16,16,no_match
H,2,bootstrap,2,CP001,19,04-20,16,3.462925289027478,0.43193273978466307,-3,3,matched
H,2,bootstrap,2,CP002,35,05-06,35,1.4637741161920217,1.1721939065869247,0,0,strict
H,2,bootstrap,2,CP003,57,05-28,54,0.5964316829512837,0.45432310386844227,-3,3,matched
H,3,bootstrap,3,CP001,19,04-20,21,2.3495260732028833,1.720001836688883,2,2,strict
H,3,bootstrap,3,CP002,35,05-06,33,1.0580771621834888,0.05604012365685329,-2,2,strict
H,3,bootstrap,3,CP003,57,05-28,46,0.18808886649580198,0.011768860083129995,-11,11,no_match
H,4,bootstrap,4,CP001,19,04-20,20,1.0970658976427587,0.40249508673622625,1,1,strict
H,4,bootstrap,4,CP002,35,05-06,40,1.4749139911776772,1.1733057342763054,5,5,matched
H,4,bootstrap,4,CP003,57,05-28,54,0.21913356538811807,0.0011660004461960527,-3,3,matched
H,5,bootstrap,5,CP001,19,04-20,37,0.6671640800840792,0.24439077420486854,18,18,no_match
H,5,bootstrap,5,CP002,35,05-06,37,0.6671640800840792,0.24439077420486854,2,2,strict
H,5,bootstrap,5,CP003,57,05-28,59,0.26678738962563076,0.000563014587873667,2,2,strict
H,6,bootstrap,6,CP001,19,04-20,17,2.0985600272012412,0.370195810531067,-2,2,strict
H,6,bootstrap,6,CP002,35,05-06,35,1.2113033974037886,0.8378088607679649,0,0,strict
H,6,bootstrap,6,CP003,57,05-28,53,0.21068847864318613,0.054808673970702826,-4,4,matched
H,7,bootstrap,7,CP001,19,04-20,19,2.678157307620125,1.0444853733037434,0,0,strict
H,7,bootstrap,7,CP002,35,05-06,35,0.8849526462290749,0.0796253714404378,0,0,strict
H,7,bootstrap,7,CP003,57,05-28,47,0.14825845229927703,0.06461312840142197,-10,10,no_match
H,8,bootstrap,8,CP001,19,04-20,21,1.5717178508140899,0.8008538727096481,2,2,strict
H,8,bootstrap,8,CP002,35,05-06,36,0.7809481946703408,0.2840178273341151,1,1,strict
H,8,bootstrap,8,CP003,57,05-28,56,0.6678243088220259,0.29154766273879795,-1,1,strict
H,9,bootstrap,9,CP001,19,04-20,19,2.485572839151237,1.711659569836883,0,0,strict
H,9,bootstrap,9,CP002,35,05-06,35,1.6366353186780698,0.8371628233536671,0,0,strict
H,9,bootstrap,9,CP003,57,05-28,57,1.3487201730335998,0.28415067925094806,0,0,strict
H,10,bootstrap,10,CP001,19,04-20,16,3.009714803688388,0.3519777512025999,-3,3,matched
H,10,bootstrap,10,CP002,35,05-06,34,0.9605531351237846,0.44953103985624876,-1,1,strict
H,10,bootstrap,10,CP003,57,05-28,55,0.3620595043274951,0.19423339321609326,-2,2,strict
H,11,bootstrap,11,CP001,19,04-20,16,2.4118351928217594,0.3823201227344395,-3,3,matched
H,11,bootstrap,11,CP002,35,05-06,35,0.547711891593983,0.08949946589813051,0,0,strict
H,11,bootstrap,11,CP003,57,05-28,55,0.5918127282214096,0.22213216846597789,-2,2,strict
H,12,bootstrap,12,CP001,19,04-20,18,2.055286355081168,0.1657595668850571,-1,1,strict
H,12,bootstrap,12,CP002,35,05-06,33,0.48407204862808967,0.1303373073746119,-2,2,strict
H,12,bootstrap,12,CP003,57,05-28,53,0.5770393296148826,0.3968342792045931,-4,4,matched
H,13,bootstrap,13,CP001,19,04-20,15,2.2676630407810183,0.07957928062941111,-4,4,matched
H,13,bootstrap,13,CP002,35,05-06,36,0.8689087659479445,0.41905705635311385,1,1,strict
H,13,bootstrap,13,CP003,57,05-28,54,0.1281834044557841,0.002127835089343416,-3,3,matched
H,14,bootstrap,14,CP001,19,04-20,15,1.5160698355951006,0.009531883361939109,-4,4,matched
H,14,bootstrap,14,CP002,35,05-06,35,1.6031753816697172,0.9209005662963718,0,0,strict
H,14,bootstrap,14,CP003,57,05-28,47,0.10421053427545703,0.020933998841201132,-10,10,no_match
H,15,bootstrap,15,CP001,19,04-20,28,0.9441941888842167,0.13791603591370705,9,9,no_match
H,15,bootstrap,15,CP002,35,05-06,31,0.9426425455280567,0.0017395945066995822,-4,4,matched
H,15,bootstrap,15,CP003,57,05-28,31,0.9426425455280567,0.0017395945066995822,-26,26,no_match
H,16,bootstrap,16,CP001,19,04-20,32,2.378554464854054,1.9278221609360005,13,13,no_match
H,16,bootstrap,16,CP002,35,05-06,32,2.378554464854054,1.9278221609360005,-3,3,matched
H,16,bootstrap,16,CP003,57,05-28,58,0.5537854161172242,0.05874269973488916,1,1,strict
H,17,bootstrap,17,CP001,19,04-20,19,1.5182479655472312,0.25913105926713276,0,0,strict
H,17,bootstrap,17,CP002,35,05-06,32,0.7419431220051632,0.04250592381692375,-3,3,matched
H,17,bootstrap,17,CP003,57,05-28,57,0.45383541254584103,0.07711296414249053,0,0,strict
H,18,bootstrap,18,CP001,19,04-20,19,2.668895791211143,1.3407827857269021,0,0,strict
H,18,bootstrap,18,CP002,35,05-06,35,0.8647247153510677,0.5144090378235135,0,0,strict
H,18,bootstrap,18,CP003,57,05-28,50,0.2895707229783139,0.09648259971703632,-7,7,near
H,19,bootstrap,19,CP001,19,04-20,18,0.813509915181265,0.2197692236683363,-1,1,strict
H,19,bootstrap,19,CP002,35,05-06,34,1.3596465787521217,0.7927561672074696,-1,1,strict
H,19,bootstrap,19,CP003,57,05-28,34,1.3596465787521217,0.7927561672074696,-23,23,no_match
H,20,bootstrap,20,CP001,19,04-20,41,0.48179334343479824,0.19832938308126918,22,22,no_match
H,20,bootstrap,20,CP002,35,05-06,41,0.48179334343479824,0.19832938308126918,6,6,near
H,20,bootstrap,20,CP003,57,05-28,55,0.33425533612325675,0.07107578150309046,-2,2,strict
H,21,bootstrap,21,CP001,19,04-20,19,2.6069732459041437,0.6150482639338768,0,0,strict
H,21,bootstrap,21,CP002,35,05-06,33,1.7609784938749145,0.4368068499030051,-2,2,strict
H,21,bootstrap,21,CP003,57,05-28,33,1.7609784938749145,0.4368068499030051,-24,24,no_match
H,22,bootstrap,22,CP001,19,04-20,16,2.1813956657969644,0.16731972050965727,-3,3,matched
H,22,bootstrap,22,CP002,35,05-06,33,1.0643777158818966,0.34779799473819395,-2,2,strict
H,22,bootstrap,22,CP003,57,05-28,55,0.8836294829058624,0.5676771508809632,-2,2,strict
H,23,bootstrap,23,CP001,19,04-20,19,1.2393204405535787,0.5011828779488569,0,0,strict
H,23,bootstrap,23,CP002,35,05-06,37,0.9857712645746144,0.42246893713090383,2,2,strict
H,23,bootstrap,23,CP003,57,05-28,37,0.9857712645746144,0.42246893713090383,-20,20,no_match
H,24,bootstrap,24,CP001,19,04-20,20,2.051150517541154,1.0916257352012453,1,1,strict
H,24,bootstrap,24,CP002,35,05-06,34,1.2785064943612658,0.20876720434022644,-1,1,strict
H,24,bootstrap,24,CP003,57,05-28,56,0.8408505921133811,0.40129949416371224,-1,1,strict
H,25,bootstrap,25,CP001,19,04-20,32,0.7908397594981985,0.34748583645534675,13,13,no_match
H,25,bootstrap,25,CP002,35,05-06,32,0.7908397594981985,0.34748583645534675,-3,3,matched
H,25,bootstrap,25,CP003,57,05-28,55,0.7173389330430262,0.3512475296603652,-2,2,strict
H,26,bootstrap,26,CP001,19,04-20,36,0.9328551836770715,0.39112485802560026,17,17,no_match
H,26,bootstrap,26,CP002,35,05-06,36,0.9328551836770715,0.39112485802560026,1,1,strict
H,26,bootstrap,26,CP003,57,05-28,57,0.384409363502066,0.09520905605888386,0,0,strict
H,27,bootstrap,27,CP001,19,04-20,20,1.8319394556763542,0.9947147019305855,1,1,strict
H,27,bootstrap,27,CP002,35,05-06,35,1.3446893042030457,0.35296645601023235,0,0,strict
H,27,bootstrap,27,CP003,57,05-28,50,0.9043550301863672,0.4941774723064096,-7,7,near
H,28,bootstrap,28,CP001,19,04-20,20,1.7233619647471183,0.9380749515939366,1,1,strict
H,28,bootstrap,28,CP002,35,05-06,32,0.888385520685961,0.15340901558463116,-3,3,matched
H,28,bootstrap,28,CP003,57,05-28,51,0.9893829163183663,0.7741539785902939,-6,6,near
H,29,bootstrap,29,CP001,19,04-20,36,1.8551217019520903,1.5278571185335186,17,17,no_match
H,29,bootstrap,29,CP002,35,05-06,36,1.8551217019520903,1.5278571185335186,1,1,strict
