object,peak_id,peak_day,peak_score,peak_prominence,peak_rank,source_type
H,LP001,19,1.644002486538675,0.41801659495200383,1,local_peak
H,LP002,35,0.9190171447661464,0.2470407304163147,2,local_peak
H,LP003,57,0.27875502949334635,0.030484532331906178,3,local_peak
Jw,LP001,41,1.0700878188984277,0.875140116601382,1,local_peak
