window,source_variable,target_variable,source_family,target_family,lead_lag_label,lead_lag_group,direction_label,same_day_coupling_flag,p_pos_surrogate,q_pos_within_window,q_pos_global,p_pos_audit_surrogate,q_pos_audit_within_window,q_pos_audit_global,audit_support_shift,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,D_pos_neg,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,source_raw_phi,target_raw_phi,source_phi_after_clip,target_phi_after_clip,source_phi_clip_severity,target_phi_clip_severity,pair_phi_risk,source_phi_clip_amount,target_phi_clip_amount,evidence_tier,evidence_tier_reason,recommended_usage,failure_reason,risk_note,suggested_reverse_direction,D_pos_neg_robustness,D_pos_0_robustness,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low_robustness,D_pos_neg_CI90_high_robustness,D_pos_neg_CI95_low_robustness,D_pos_neg_CI95_high_robustness,P_D_pos_neg_gt_0_robustness,D_pos_0_bootstrap_mean,D_pos_0_CI90_low_robustness,D_pos_0_CI90_high_robustness,D_pos_0_CI95_low_robustness,D_pos_0_CI95_high_robustness,P_D_pos_0_gt_0_robustness,LOO_direction_retained_fraction,LOO_flip_years,T_pos_null95,strength_excess,strength_ratio,statistical_support,strength_tier,sample_status,evidence_tier_prefix,lag_vs_tau0_label,forward_vs_reverse_label,same_day_coupling_detected,v1_stability_judgement,v1_stability_use_class,v1_stability_interpretation_guardrail,D_pos_0_used,D_pos_0_CI90_low_used,D_pos_0_CI90_high_used,P_D_pos_0_gt_0_used,D_pos_neg_used,D_pos_neg_CI90_low_used,D_pos_neg_CI90_high_used,P_D_pos_neg_gt_0_used,family_direction,_stability,_is_strict_lag,_is_tau0_coupled,_is_usable_strict_tau0,_failure_reason,_source_family,_target_family,_family_direction,_pair_id,_evidence_tier,_lag_tau0_label,_forward_reverse_label,_m_positive_peak_abs_r,_m_lag0_abs_r,_m_negative_peak_abs_r,_m_p_pos_surrogate,_m_q_pos_within_window,_m_p_pos_audit_surrogate,_m_D_pos_0,_m_D_pos_neg,_m_P_D_pos_0_gt_0,_m_P_D_pos_neg_gt_0,_m_positive_peak_lag,_m_negative_peak_lag,_m_positive_peak_signed_r,_m_negative_peak_signed_r,effect_size_bin,has_at_least_moderate_positive_peak,surrogate_pass,fdr_pass,audit_surrogate_pass,lag_over_tau0_metric_positive,lag_over_tau0_prob_supported,forward_over_reverse_metric_positive,forward_over_reverse_prob_supported,secondary_dominance_issue,dominant_positive_lag_blocker,near_positive_lag_pass_candidate,positive_lag_support_profile
S2,P_south_band_share_18_24,Je_meridional_width,P,Je,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.5294705294705294,0.6177156177156177,0.6641141663766098,0.5434565434565435,0.6424992631889183,0.6951829895992333,same_p_support_flag,4,0.0295886259652248,0.0295886259652248,-5,0.0082282443162334,0.0082282443162334,-0.0135818784741971,0.0135818784741971,0.0205779568015662,-0.0318791774145642,0.0670304842192413,-0.0400356571958548,0.0793576603345698,0.721,0.0045620763476594,-0.0122573628650865,0.0691075665733268,-0.013378896991299,0.0797650173733975,0.592,0.9325898917886682,0.0038618575516085,0.9325898917886682,0.0038618575516085,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0205779568015662,0.0045620763476594,0.014610593337061,-0.0318791774145642,0.0670304842192413,-0.0400356571958548,0.0793576603345698,0.721,0.0160308255357555,-0.0122573628650865,0.0691075665733268,-0.013378896991299,0.0797650173733975,0.592,0.9777777777777776,1,0.0660199715829517,-0.0364313456177268,0.4481768964115323,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0045620763476594,-0.0122573628650865,0.0691075665733268,0.592,0.0205779568015662,-0.0318791774145642,0.0670304842192413,0.721,P→Je,not_supported,False,False,False,positive_lag_not_supported,P,Je,P→Je,P_south_band_share_18_24 -> Je_meridional_width,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0295886259652248,0.0135818784741971,0.0082282443162334,0.5294705294705294,0.6177156177156177,0.5434565434565435,0.0045620763476594,0.0205779568015662,0.592,0.721,4,-5,0.0295886259652248,0.0082282443162334,weak_abs_r,no,no,no,no,yes,no,yes,yes,would_later_face_tau0_competition,weak_positive_lag_effect_size,False,weak_effect
S2,P_south_band_share_18_24,Jw_meridional_width,P,Jw,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.5484515484515484,0.6326707000864303,0.6774989716166187,0.5764235764235764,0.6624569460390356,0.7158808933002482,same_p_support_flag,1,0.0325595547173617,0.0325595547173617,-5,-0.0144412171316818,0.0144412171316818,0.0299789254661851,0.0299789254661851,0.019165521106248,-0.0475019507981512,0.0470015592205921,-0.0579074284954052,0.0556879917606825,0.614,-0.0035626366302699,-0.0152690914293149,0.0471351514225674,-0.0188638264862213,0.0579169356020834,0.542,0.9325898917886682,0.1464576114985936,0.9325898917886682,0.1464576114985936,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.019165521106248,-0.0035626366302699,0.0036318819345647,-0.0475019507981512,0.0470015592205921,-0.0579074284954052,0.0556879917606825,0.614,0.0077144557900262,-0.0152690914293149,0.0471351514225674,-0.0188638264862213,0.0579169356020834,0.542,1.0,0,0.0743273578762064,-0.0417678031588446,0.4380561296365507,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0035626366302699,-0.0152690914293149,0.0471351514225674,0.542,0.019165521106248,-0.0475019507981512,0.0470015592205921,0.614,P→Jw,not_supported,False,False,False,positive_lag_not_supported,P,Jw,P→Jw,P_south_band_share_18_24 -> Jw_meridional_width,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0325595547173617,0.0299789254661851,0.0144412171316818,0.5484515484515484,0.6326707000864303,0.5764235764235764,-0.0035626366302699,0.019165521106248,0.542,0.614,1,-5,0.0325595547173617,-0.0144412171316818,weak_abs_r,no,no,no,no,no,no,yes,yes,would_later_face_tau0_competition,weak_positive_lag_effect_size,False,weak_effect
S2,P_main_minus_south,Je_strength,P,Je,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.6763236763236763,0.7386797599563556,0.7811538461538461,0.6633366633366633,0.7281686285245005,0.7780052646972799,same_p_support_flag,4,0.0543916218357171,0.0543916218357171,-5,0.1003636329104937,0.1003636329104937,0.0063412034800727,0.0063412034800727,-0.0472639699918887,-0.1483311408152716,0.096923382355597,-0.1646051172960979,0.1187047638735469,0.345,0.039251937522879,-0.0256070524868403,0.1125795962568129,-0.0302448472737171,0.1275455092959907,0.688,0.9273044072817804,0.9254854201594436,0.9273044072817804,0.9254854201594436,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0472639699918887,0.039251937522879,-0.0272271711672269,-0.1483311408152716,0.096923382355597,-0.1646051172960979,0.1187047638735469,0.345,0.0293352702095817,-0.0256070524868403,0.1125795962568129,-0.0302448472737171,0.1275455092959907,0.688,0.0,45,0.1964525875384181,-0.1420609657027009,0.2768689510138437,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.039251937522879,-0.0256070524868403,0.1125795962568129,0.688,-0.0472639699918887,-0.1483311408152716,0.096923382355597,0.345,P→Je,not_supported,False,False,False,positive_lag_not_supported,P,Je,P→Je,P_main_minus_south -> Je_strength,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0543916218357171,0.0063412034800727,0.1003636329104937,0.6763236763236763,0.7386797599563556,0.6633366633366633,0.039251937522879,-0.0472639699918887,0.688,0.345,4,-5,0.0543916218357171,0.1003636329104937,weak_abs_r,no,no,no,no,yes,yes,no,no,would_later_face_reverse_competition,weak_positive_lag_effect_size,False,weak_effect
S2,P_main_minus_south,Je_meridional_width,P,Je,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.6343656343656343,0.7014061207609595,0.7495573480228211,0.6793206793206793,0.7393313400380538,0.7875687674934851,same_p_support_flag,5,-0.0258899070408512,0.0258899070408512,-4,-0.0167533699419538,0.0167533699419538,0.023621396322396,0.023621396322396,0.0096705056675505,-0.0206337225294965,0.0638244569907184,-0.027747620999256,0.0772859454633135,0.775,-0.0051614805455166,-0.0078916184741486,0.0708575935557628,-0.0109521035781495,0.0884132341667624,0.771,0.9273044072817804,0.0038618575516085,0.9273044072817804,0.0038618575516085,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0096705056675505,-0.0051614805455166,0.0180273404293326,-0.0206337225294965,0.0638244569907184,-0.027747620999256,0.0772859454633135,0.775,0.0186909104795855,-0.0078916184741486,0.0708575935557628,-0.0109521035781495,0.0884132341667624,0.771,0.9777777777777776,1,0.0647112638712559,-0.0388213568304047,0.4000834706668624,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0051614805455166,-0.0078916184741486,0.0708575935557628,0.771,0.0096705056675505,-0.0206337225294965,0.0638244569907184,0.775,P→Je,not_supported,False,False,False,positive_lag_not_supported,P,Je,P→Je,P_main_minus_south -> Je_meridional_width,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0258899070408512,0.023621396322396,0.0167533699419538,0.6343656343656343,0.7014061207609595,0.6793206793206793,-0.0051614805455166,0.0096705056675505,0.771,0.775,5,-4,-0.0258899070408512,-0.0167533699419538,weak_abs_r,no,no,no,no,no,yes,yes,yes,would_later_face_tau0_competition,weak_positive_lag_effect_size,False,weak_effect
S2,P_main_minus_south,Jw_meridional_width,P,Jw,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.6243756243756243,0.6993006993006993,0.7415463713664228,0.6553446553446554,0.7271721084670725,0.7743458587448357,same_p_support_flag,1,-0.0292247419643673,0.0292247419643673,-5,0.0300140716720359,0.0300140716720359,-0.0259234802489111,0.0259234802489111,-0.0016267395750749,-0.0566940925621772,0.0405648788431358,-0.0665312715809711,0.0465002729478622,0.485,-0.0071856016995504,-0.023041527803665,0.0487212441869023,-0.0264998756066815,0.057128762401308,0.529,0.9273044072817804,0.1464576114985936,0.9273044072817804,0.1464576114985936,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0016267395750749,-0.0071856016995504,-0.0036146242347122,-0.0566940925621772,0.0405648788431358,-0.0665312715809711,0.0465002729478622,0.485,0.0057136680316761,-0.023041527803665,0.0487212441869023,-0.0264998756066815,0.057128762401308,0.529,0.4,27,0.075909241684565,-0.0466844997201977,0.3849958360249262,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0071856016995504,-0.023041527803665,0.0487212441869023,0.529,-0.0016267395750749,-0.0566940925621772,0.0405648788431358,0.485,P→Jw,not_supported,False,False,False,positive_lag_not_supported,P,Jw,P→Jw,P_main_minus_south -> Jw_meridional_width,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0292247419643673,0.0259234802489111,0.0300140716720359,0.6243756243756243,0.6993006993006993,0.6553446553446554,-0.0071856016995504,-0.0016267395750749,0.529,0.485,1,-5,-0.0292247419643673,0.0300140716720359,weak_abs_r,no,no,no,no,no,no,no,no,would_later_face_tau0_and_reverse_competition,weak_positive_lag_effect_size,False,weak_effect
S2,P_spread_lat,H_strength,P,H,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.1748251748251748,0.2613890963405526,0.3335274498385303,0.1968031968031968,0.3076923076923076,0.4092561601938946,same_p_support_flag,1,0.1400010404790413,0.1400010404790413,-1,0.1434762590424574,0.1434762590424574,0.1452361031679903,0.1452361031679903,-0.0065606288799609,-0.0683237122807922,0.0426837853943317,-0.08087414667461,0.0534667274651724,0.384,-0.0153592845886671,-0.0334671683458957,0.0178570103591942,-0.0380948495698769,0.0287015283960472,0.161,0.9138963432984604,0.9711106404059866,0.9138963432984604,0.95,none,moderate,moderate,0.0,0.0211106404059866,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0065606288799609,-0.0153592845886671,-0.00936179004909,-0.0683237122807922,0.0426837853943317,-0.08087414667461,0.0534667274651724,0.384,-0.0120902401827549,-0.0334671683458957,0.0178570103591942,-0.0380948495698769,0.0287015283960472,0.161,0.0444444444444444,43,0.1995936920218223,-0.059592651542781,0.701430185798329,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0153592845886671,-0.0334671683458957,0.0178570103591942,0.161,-0.0065606288799609,-0.0683237122807922,0.0426837853943317,0.384,P→H,not_supported,False,False,False,positive_lag_not_supported,P,H,P→H,P_spread_lat -> H_strength,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.1400010404790413,0.1452361031679903,0.1434762590424574,0.1748251748251748,0.2613890963405526,0.1968031968031968,-0.0153592845886671,-0.0065606288799609,0.161,0.384,1,-1,0.1400010404790413,0.1434762590424574,moderate_abs_r,no,no,no,no,no,no,no,no,would_later_face_tau0_and_reverse_competition,fails_surrogate_support,False,low_or_missing_support_profile
S2,P_spread_lat,Je_strength,P,Je,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.3416583416583416,0.4477905073649754,0.5122103423888172,0.3896103896103896,0.5150214592274678,0.5908096280087527,same_p_support_flag,1,-0.0966879894160967,0.0966879894160967,-1,-0.1476854122489815,0.1476854122489815,-0.1412657632915818,0.1412657632915818,-0.0522962071096783,-0.0786592776763114,0.0926068970363143,-0.0916029929278467,0.114936698638512,0.295,-0.0607241578747316,-0.0738638211909179,0.0988581512354467,-0.0800199393247721,0.12412194737817,0.269,0.9138963432984604,0.9254854201594436,0.9138963432984604,0.9254854201594436,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0522962071096783,-0.0607241578747316,-0.0147077799507571,-0.0786592776763114,0.0926068970363143,-0.0916029929278467,0.114936698638512,0.295,-0.0208673051442509,-0.0738638211909179,0.0988581512354467,-0.0800199393247721,0.12412194737817,0.269,0.0,45,0.1853723975642722,-0.0886844081481754,0.5215878452592876,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0607241578747316,-0.0738638211909179,0.0988581512354467,0.269,-0.0522962071096783,-0.0786592776763114,0.0926068970363143,0.295,P→Je,not_supported,False,False,False,positive_lag_not_supported,P,Je,P→Je,P_spread_lat -> Je_strength,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0966879894160967,0.1412657632915818,0.1476854122489815,0.3416583416583416,0.4477905073649754,0.3896103896103896,-0.0607241578747316,-0.0522962071096783,0.269,0.295,1,-1,-0.0966879894160967,-0.1476854122489815,weak_abs_r,no,no,no,no,no,no,no,no,would_later_face_tau0_and_reverse_competition,weak_positive_lag_effect_size,False,weak_effect
S2,P_spread_lat,Je_meridional_width,P,Je,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.3206793206793207,0.4257294429708223,0.4932980449073679,0.2327672327672327,0.3446745562130177,0.4490123655050586,same_p_support_flag,1,0.0421624154579588,0.0421624154579588,-1,0.0381520444906178,0.0381520444906178,0.0457870426429224,0.0457870426429224,0.005386101960817,-0.0162798774595061,0.0339078419771909,-0.0256264407139737,0.0420013531161417,0.684,-0.0139159359676726,-0.0284372236910776,0.0320753097593699,-0.0304335004687225,0.0458529447460299,0.351,0.9138963432984604,0.0038618575516085,0.9138963432984604,0.0038618575516085,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.005386101960817,-0.0139159359676726,0.0068711893552487,-0.0162798774595061,0.0339078419771909,-0.0256264407139737,0.0420013531161417,0.684,-0.0036989105398047,-0.0284372236910776,0.0320753097593699,-0.0304335004687225,0.0458529447460299,0.351,0.9777777777777776,1,0.0678903520090403,-0.0257279365510815,0.6210369251339933,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0139159359676726,-0.0284372236910776,0.0320753097593699,0.351,0.005386101960817,-0.0162798774595061,0.0339078419771909,0.684,P→Je,not_supported,False,False,False,positive_lag_not_supported,P,Je,P→Je,P_spread_lat -> Je_meridional_width,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0421624154579588,0.0457870426429224,0.0381520444906178,0.3206793206793207,0.4257294429708223,0.2327672327672327,-0.0139159359676726,0.005386101960817,0.351,0.684,1,-1,0.0421624154579588,0.0381520444906178,weak_abs_r,no,no,no,no,no,no,yes,yes,would_later_face_tau0_competition,weak_positive_lag_effect_size,False,weak_effect
S2,P_spread_lat,Jw_meridional_width,P,Jw,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.4225774225774226,0.5290806754221389,0.5830684994448061,0.4365634365634365,0.5602564102564103,0.6161679461068463,same_p_support_flag,1,-0.0399991407293317,0.0399991407293317,-5,0.0154588912574157,0.0154588912574157,-0.0204153784326913,0.0204153784326913,0.0282565148269337,-0.0338769664677994,0.0512131875584984,-0.0464788071853262,0.0565470943078678,0.712,0.0118867299495596,-0.0106475210987622,0.0399138512154488,-0.0166072853322817,0.0470652394878918,0.813,0.9138963432984604,0.1464576114985936,0.9138963432984604,0.1464576114985936,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0282565148269337,0.0118867299495596,0.0117224960568168,-0.0338769664677994,0.0512131875584984,-0.0464788071853262,0.0565470943078678,0.712,0.0125796939390517,-0.0106475210987622,0.0399138512154488,-0.0166072853322817,0.0470652394878918,0.813,1.0,0,0.0747423697067821,-0.0347432289774504,0.5351601894113105,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0118867299495596,-0.0106475210987622,0.0399138512154488,0.813,0.0282565148269337,-0.0338769664677994,0.0512131875584984,0.712,P→Jw,not_supported,False,False,False,positive_lag_not_supported,P,Jw,P→Jw,P_spread_lat -> Jw_meridional_width,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0399991407293317,0.0204153784326913,0.0154588912574157,0.4225774225774226,0.5290806754221389,0.4365634365634365,0.0118867299495596,0.0282565148269337,0.813,0.712,1,-5,-0.0399991407293317,0.0154588912574157,weak_abs_r,no,no,no,no,yes,yes,yes,yes,dominance_metrics_not_main_blocker,weak_positive_lag_effect_size,False,weak_effect
S2,P_north_band_share_35_45,H_strength,P,H,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.6353646353646354,0.7014061207609595,0.7500982833180448,0.6563436563436563,0.7271721084670725,0.7748656794653387,same_p_support_flag,5,0.0564427466563821,0.0564427466563821,-5,-0.0277451026717752,0.0277451026717752,0.0032697703949302,0.0032697703949302,0.0282427693309352,-0.0601816427133885,0.0942614074642754,-0.0743854802046568,0.1132599447137539,0.626,0.0417106764286283,-0.0241763539966517,0.0962152730021161,-0.028492999542612,0.1118006998275538,0.699,0.8852771027229653,0.9711106404059866,0.8852771027229653,0.95,none,moderate,moderate,0.0,0.0211106404059866,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0282427693309352,0.0417106764286283,0.0170231127531649,-0.0601816427133885,0.0942614074642754,-0.0743854802046568,0.1132599447137539,0.626,0.0273833793917285,-0.0241763539966517,0.0962152730021161,-0.028492999542612,0.1118006998275538,0.699,0.9555555555555556,2,0.1819942092159394,-0.1255514625595573,0.3101348493424412,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0417106764286283,-0.0241763539966517,0.0962152730021161,0.699,0.0282427693309352,-0.0601816427133885,0.0942614074642754,0.626,P→H,not_supported,False,False,False,positive_lag_not_supported,P,H,P→H,P_north_band_share_35_45 -> H_strength,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0564427466563821,0.0032697703949302,0.0277451026717752,0.6353646353646354,0.7014061207609595,0.6563436563436563,0.0417106764286283,0.0282427693309352,0.699,0.626,5,-5,0.0564427466563821,-0.0277451026717752,weak_abs_r,no,no,no,no,yes,yes,yes,yes,dominance_metrics_not_main_blocker,weak_positive_lag_effect_size,False,weak_effect
S2,P_north_band_share_35_45,H_centroid_lat,P,H,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.1018981018981019,0.1753330468414267,0.229830381172936,0.1218781218781218,0.2247812068171349,0.3181225554106909,same_p_support_flag,4,0.1540271208376296,0.1540271208376296,-5,0.1168906880454553,0.1168906880454553,0.0949878800102184,0.0949878800102184,0.0380899363087186,-0.0519059321343426,0.143603623552717,-0.0778657784930188,0.1598438733519272,0.788,0.0459445670214063,-0.0147257000401012,0.1401620742797402,-0.0199054003357022,0.1594319387537884,0.863,0.8852771027229653,0.9419359940804504,0.8852771027229653,0.9419359940804504,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0380899363087186,0.0459445670214063,0.044534281214801,-0.0519059321343426,0.143603623552717,-0.0778657784930188,0.1598438733519272,0.788,0.0544696904337465,-0.0147257000401012,0.1401620742797402,-0.0199054003357022,0.1594319387537884,0.863,1.0,0,0.1814318259247447,-0.027404705087115,0.8489531539054116,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0459445670214063,-0.0147257000401012,0.1401620742797402,0.863,0.0380899363087186,-0.0519059321343426,0.143603623552717,0.788,P→H,not_supported,False,False,False,positive_lag_not_supported,P,H,P→H,P_north_band_share_35_45 -> H_centroid_lat,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.1540271208376296,0.0949878800102184,0.1168906880454553,0.1018981018981019,0.1753330468414267,0.1218781218781218,0.0459445670214063,0.0380899363087186,0.863,0.788,4,-5,0.1540271208376296,0.1168906880454553,moderate_abs_r,no,no,no,no,yes,yes,yes,yes,dominance_metrics_not_main_blocker,fails_surrogate_support,False,low_or_missing_support_profile
S2,P_north_band_share_35_45,H_zonal_width,P,H,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.8321678321678322,0.8717948717948718,0.8927125506072875,0.8451548451548452,0.8884221580467315,0.9024534787246652,same_p_support_flag,1,0.0250881981070366,0.0250881981070366,-2,0.0502630562426174,0.0502630562426174,0.044315758962047,0.044315758962047,-0.0278742890134483,-0.0787512175542874,0.0516838113814558,-0.0940869080586061,0.0633187638933275,0.355,-0.0331501134796411,-0.0577641125299762,0.0591803282144573,-0.0640969499486385,0.0716054273390026,0.406,0.8852771027229653,0.6046136754827914,0.8852771027229653,0.6046136754827914,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0278742890134483,-0.0331501134796411,-0.0142270236140044,-0.0787512175542874,0.0516838113814558,-0.0940869080586061,0.0633187638933275,0.355,-0.005501185939054,-0.0577641125299762,0.0591803282144573,-0.0640969499486385,0.0716054273390026,0.406,0.0,45,0.1164061629671405,-0.0913179648601038,0.2155229368235303,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0331501134796411,-0.0577641125299762,0.0591803282144573,0.406,-0.0278742890134483,-0.0787512175542874,0.0516838113814558,0.355,P→H,not_supported,False,False,False,positive_lag_not_supported,P,H,P→H,P_north_band_share_35_45 -> H_zonal_width,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0250881981070366,0.044315758962047,0.0502630562426174,0.8321678321678322,0.8717948717948718,0.8451548451548452,-0.0331501134796411,-0.0278742890134483,0.406,0.355,1,-2,0.0250881981070366,0.0502630562426174,weak_abs_r,no,no,no,no,no,no,no,no,would_later_face_tau0_and_reverse_competition,weak_positive_lag_effect_size,False,weak_effect
