window,source_variable,target_variable,source_family,target_family,lead_lag_label,lead_lag_group,direction_label,same_day_coupling_flag,p_pos_surrogate,q_pos_within_window,q_pos_global,p_pos_audit_surrogate,q_pos_audit_within_window,q_pos_audit_global,audit_support_shift,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,D_pos_neg,D_pos_neg_CI90_low,D_pos_neg_CI90_high,D_pos_neg_CI95_low,D_pos_neg_CI95_high,P_D_pos_neg_gt_0,D_pos_0,D_pos_0_CI90_low,D_pos_0_CI90_high,D_pos_0_CI95_low,D_pos_0_CI95_high,P_D_pos_0_gt_0,source_raw_phi,target_raw_phi,source_phi_after_clip,target_phi_after_clip,source_phi_clip_severity,target_phi_clip_severity,pair_phi_risk,source_phi_clip_amount,target_phi_clip_amount,evidence_tier,evidence_tier_reason,recommended_usage,failure_reason,risk_note,suggested_reverse_direction,D_pos_neg_robustness,D_pos_0_robustness,D_pos_neg_bootstrap_mean,D_pos_neg_CI90_low_robustness,D_pos_neg_CI90_high_robustness,D_pos_neg_CI95_low_robustness,D_pos_neg_CI95_high_robustness,P_D_pos_neg_gt_0_robustness,D_pos_0_bootstrap_mean,D_pos_0_CI90_low_robustness,D_pos_0_CI90_high_robustness,D_pos_0_CI95_low_robustness,D_pos_0_CI95_high_robustness,P_D_pos_0_gt_0_robustness,LOO_direction_retained_fraction,LOO_flip_years,T_pos_null95,strength_excess,strength_ratio,statistical_support,strength_tier,sample_status,evidence_tier_prefix,lag_vs_tau0_label,forward_vs_reverse_label,same_day_coupling_detected,v1_stability_judgement,v1_stability_use_class,v1_stability_interpretation_guardrail,D_pos_0_used,D_pos_0_CI90_low_used,D_pos_0_CI90_high_used,P_D_pos_0_gt_0_used,D_pos_neg_used,D_pos_neg_CI90_low_used,D_pos_neg_CI90_high_used,P_D_pos_neg_gt_0_used,family_direction,_stability,_is_strict_lag,_is_tau0_coupled,_is_usable_strict_tau0,_failure_reason,_source_family,_target_family,_family_direction,_pair_id,_evidence_tier,_lag_tau0_label,_forward_reverse_label,_m_positive_peak_abs_r,_m_lag0_abs_r,_m_negative_peak_abs_r,_m_p_pos_surrogate,_m_q_pos_within_window,_m_p_pos_audit_surrogate,_m_D_pos_0,_m_D_pos_neg,_m_P_D_pos_0_gt_0,_m_P_D_pos_neg_gt_0,_m_positive_peak_lag,_m_negative_peak_lag,_m_positive_peak_signed_r,_m_negative_peak_signed_r,effect_size_bin,has_at_least_moderate_positive_peak,surrogate_pass,fdr_pass,audit_surrogate_pass,lag_over_tau0_metric_positive,lag_over_tau0_prob_supported,forward_over_reverse_metric_positive,forward_over_reverse_prob_supported,secondary_dominance_issue,dominant_positive_lag_blocker,near_positive_lag_pass_candidate,positive_lag_support_profile
S1,P_main_band_share,H_zonal_width,P,H,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.2867132867132867,0.3819628647214854,0.461003034088881,0.3126873126873127,0.4458689458689459,0.5262715426649853,same_p_support_flag,1,-0.0605747431861358,0.0605747431861358,-1,-0.0808691341578294,0.0808691341578294,-0.07248717737163,0.07248717737163,-0.0259102345088295,-0.0699528962103926,0.0327956160600122,-0.0817714392872436,0.0446103654310569,0.235,-0.0263644274600217,-0.0462181051711087,0.036610562563265,-0.0492956035088563,0.0494928828071996,0.237,0.9183139809670569,0.5790219817699388,0.9183139809670569,0.5790219817699388,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0259102345088295,-0.0263644274600217,-0.0203119847852282,-0.0699528962103926,0.0327956160600122,-0.0817714392872436,0.0446103654310569,0.235,-0.0136407675268298,-0.0462181051711087,0.036610562563265,-0.0492956035088563,0.0494928828071996,0.237,0.0,45,0.1026458145200604,-0.0420710713339245,0.59013359160687,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0263644274600217,-0.0462181051711087,0.036610562563265,0.237,-0.0259102345088295,-0.0699528962103926,0.0327956160600122,0.235,P→H,not_supported,False,False,False,positive_lag_not_supported,P,H,P→H,P_main_band_share -> H_zonal_width,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0605747431861358,0.07248717737163,0.0808691341578294,0.2867132867132867,0.3819628647214854,0.3126873126873127,-0.0263644274600217,-0.0259102345088295,0.237,0.235,1,-1,-0.0605747431861358,-0.0808691341578294,weak_abs_r,no,no,no,no,no,no,no,no,would_later_face_tau0_and_reverse_competition,weak_positive_lag_effect_size,False,weak_effect
S1,P_main_band_share,Je_strength,P,Je,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.2217782217782218,0.3133380381086803,0.3888483433075463,0.3306693306693307,0.4636268708666899,0.5417348608837971,same_p_support_flag,1,-0.1066243257295847,0.1066243257295847,-1,-0.1097439418088106,0.1097439418088106,-0.1308531658508105,0.1308531658508105,-0.0118952054103146,-0.1069643923128846,0.0176363926413306,-0.1252059106254072,0.0282161625694845,0.148,-0.0417767531786439,-0.0576935457312936,0.0773121024347233,-0.0608010575972003,0.0963057071299158,0.228,0.9183139809670569,0.9233012539138488,0.9183139809670569,0.9233012539138488,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0118952054103146,-0.0417767531786439,-0.0312854362960563,-0.1069643923128846,0.0176363926413306,-0.1252059106254072,0.0282161625694845,0.148,-0.0189240570478406,-0.0576935457312936,0.0773121024347233,-0.0608010575972003,0.0963057071299158,0.228,0.0,45,0.1726436690100206,-0.0660193432804358,0.6175976584660977,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0417767531786439,-0.0576935457312936,0.0773121024347233,0.228,-0.0118952054103146,-0.1069643923128846,0.0176363926413306,0.148,P→Je,not_supported,False,False,False,positive_lag_not_supported,P,Je,P→Je,P_main_band_share -> Je_strength,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.1066243257295847,0.1308531658508105,0.1097439418088106,0.2217782217782218,0.3133380381086803,0.3306693306693307,-0.0417767531786439,-0.0118952054103146,0.228,0.148,1,-1,-0.1066243257295847,-0.1097439418088106,moderate_abs_r,no,no,no,no,no,no,no,no,would_later_face_tau0_and_reverse_competition,fails_surrogate_support,False,low_or_missing_support_profile
S1,P_main_band_share,Je_meridional_width,P,Je,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.1018981018981019,0.1685761047463175,0.229830381172936,0.2137862137862138,0.3549043549043549,0.4306797853309481,same_p_support_flag,1,0.0607424067166931,0.0607424067166931,-5,0.0593354101738169,0.0593354101738169,0.0498984865081147,0.0498984865081147,-0.0044853377765702,-0.0312884039838183,0.0464120194360574,-0.035141675073415,0.0578381208277986,0.503,-0.0036806399123636,-0.013264444165341,0.0514679793706604,-0.0147358677167184,0.0615761080733296,0.526,0.9183139809670569,0.1380514550056311,0.9183139809670569,0.1380514550056311,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0044853377765702,-0.0036806399123636,0.0029194215362102,-0.0312884039838183,0.0464120194360574,-0.035141675073415,0.0578381208277986,0.503,0.0081320684249025,-0.013264444165341,0.0514679793706604,-0.0147358677167184,0.0615761080733296,0.526,0.0444444444444444,43,0.0706341821186244,-0.0098917754019313,0.8599576705607087,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0036806399123636,-0.013264444165341,0.0514679793706604,0.526,-0.0044853377765702,-0.0312884039838183,0.0464120194360574,0.503,P→Je,not_supported,False,False,False,positive_lag_not_supported,P,Je,P→Je,P_main_band_share -> Je_meridional_width,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0607424067166931,0.0498984865081147,0.0593354101738169,0.1018981018981019,0.1685761047463175,0.2137862137862138,-0.0036806399123636,-0.0044853377765702,0.526,0.503,1,-5,0.0607424067166931,0.0593354101738169,weak_abs_r,no,no,no,no,no,no,no,no,would_later_face_tau0_and_reverse_competition,weak_positive_lag_effect_size,False,weak_effect
S1,P_main_band_share,Jw_strength,P,Jw,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.1058941058941058,0.1725681725681725,0.2361532273036697,0.1368631368631368,0.2719602977667494,0.3378313583122131,same_p_support_flag,4,0.1436218098451995,0.1436218098451995,-4,-0.13261621186768,0.13261621186768,0.0240344930856033,0.0240344930856033,0.006439175001774,-0.1188474306856134,0.1353642137037111,-0.1503832603450879,0.1521654223442187,0.545,0.1063454525767041,0.0190255966010157,0.1639327966128906,-0.0145558670444603,0.1762707860567534,0.969,0.9183139809670569,0.9368088421466166,0.9183139809670569,0.9368088421466166,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.006439175001774,0.1063454525767041,0.0096446586202522,-0.1188474306856134,0.1353642137037111,-0.1503832603450879,0.1521654223442187,0.545,0.0950357355722861,0.0190255966010157,0.1639327966128906,-0.0145558670444603,0.1762707860567534,0.969,0.7333333333333333,12,0.1679684859957216,-0.0243466761505221,0.8550521188174415,not_supported,not_supported,ok,Tier5a,stable_lag_dominant,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.1063454525767041,0.0190255966010157,0.1639327966128906,0.969,0.006439175001774,-0.1188474306856134,0.1353642137037111,0.545,P→Jw,not_supported,False,False,False,positive_lag_not_supported,P,Jw,P→Jw,P_main_band_share -> Jw_strength,Tier5a_no_not_supported,stable_lag_dominant,forward_reverse_close_or_uncertain,0.1436218098451995,0.0240344930856033,0.13261621186768,0.1058941058941058,0.1725681725681725,0.1368631368631368,0.1063454525767041,0.006439175001774,0.969,0.545,4,-4,0.1436218098451995,-0.13261621186768,moderate_abs_r,no,no,no,no,yes,yes,yes,no,would_later_face_reverse_competition,fails_surrogate_support,False,low_or_missing_support_profile
S1,P_main_band_share,Jw_axis_lat,P,Jw,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.4445554445554445,0.5226071638285379,0.5993714456749476,0.4735264735264735,0.57646701124962,0.6440703555522005,same_p_support_flag,5,-0.0589436663891188,0.0589436663891188,-2,0.1382499484141491,0.1382499484141491,0.0845389921184016,0.0845389921184016,-0.0836468561127472,-0.1391847794677158,0.0527848798063677,-0.1512595897437144,0.0855529632133085,0.155,-0.04044883282271,-0.0721175970786721,0.0982659727131517,-0.0770378535112075,0.1268727225150792,0.324,0.9183139809670569,0.7872752009592288,0.9183139809670569,0.7872752009592288,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0836468561127472,-0.04044883282271,-0.0581350219401172,-0.1391847794677158,0.0527848798063677,-0.1512595897437144,0.0855529632133085,0.155,-0.0117725486433838,-0.0721175970786721,0.0982659727131517,-0.0770378535112075,0.1268727225150792,0.324,0.0,45,0.1256598073816294,-0.0667161409925106,0.4690733466597367,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.04044883282271,-0.0721175970786721,0.0982659727131517,0.324,-0.0836468561127472,-0.1391847794677158,0.0527848798063677,0.155,P→Jw,not_supported,False,False,False,positive_lag_not_supported,P,Jw,P→Jw,P_main_band_share -> Jw_axis_lat,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0589436663891188,0.0845389921184016,0.1382499484141491,0.4445554445554445,0.5226071638285379,0.4735264735264735,-0.04044883282271,-0.0836468561127472,0.324,0.155,5,-2,-0.0589436663891188,0.1382499484141491,weak_abs_r,no,no,no,no,no,no,no,no,would_later_face_tau0_and_reverse_competition,weak_positive_lag_effect_size,False,weak_effect
S1,P_main_band_share,Jw_meridional_width,P,Jw,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.1768231768231768,0.2618343195266272,0.3364130721714798,0.2177822177822178,0.3549043549043549,0.4349368211039681,same_p_support_flag,3,-0.0468517130269558,0.0468517130269558,-5,0.0708873776240573,0.0708873776240573,-0.0191139206284345,0.0191139206284345,-0.0257186163021131,-0.0689267152251491,0.0395971115354833,-0.0755561889650931,0.0521181944270578,0.33,0.0168789730302124,-0.0092034198849475,0.0557801032746947,-0.0142201697071717,0.064137770753988,0.87,0.9183139809670569,0.0451609314221486,0.9183139809670569,0.0451609314221486,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0257186163021131,0.0168789730302124,-0.0149321190521805,-0.0689267152251491,0.0395971115354833,-0.0755561889650931,0.0521181944270578,0.33,0.0221615971448098,-0.0092034198849475,0.0557801032746947,-0.0142201697071717,0.064137770753988,0.87,0.0,45,0.06032394073333,-0.0134722277063741,0.7766686403010384,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0168789730302124,-0.0092034198849475,0.0557801032746947,0.87,-0.0257186163021131,-0.0689267152251491,0.0395971115354833,0.33,P→Jw,not_supported,False,False,False,positive_lag_not_supported,P,Jw,P→Jw,P_main_band_share -> Jw_meridional_width,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0468517130269558,0.0191139206284345,0.0708873776240573,0.1768231768231768,0.2618343195266272,0.2177822177822178,0.0168789730302124,-0.0257186163021131,0.87,0.33,3,-5,-0.0468517130269558,0.0708873776240573,weak_abs_r,no,no,no,no,yes,yes,no,no,would_later_face_reverse_competition,weak_positive_lag_effect_size,False,weak_effect
S1,P_south_band_share_18_24,H_strength,P,H,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.4955044955044955,0.5652421652421652,0.6376687379472894,0.5364635364635365,0.6258345428156749,0.6900588970194539,same_p_support_flag,1,-0.0693481996485079,0.0693481996485079,-1,-0.1179328612086204,0.1179328612086204,-0.1035043160928605,0.1035043160928605,-0.0521772582513098,-0.0826374786631473,0.0580605755127114,-0.0927156082358119,0.0780852571621512,0.197,-0.0555404002850496,-0.0664205293184955,0.0873445485044228,-0.0687756646695241,0.1030086454334151,0.225,0.9057751234728724,0.9705619514587364,0.9057751234728724,0.95,none,moderate,moderate,0.0,0.0205619514587365,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0521772582513098,-0.0555404002850496,-0.0284187612859433,-0.0826374786631473,0.0580605755127114,-0.0927156082358119,0.0780852571621512,0.197,-0.0248109769439908,-0.0664205293184955,0.0873445485044228,-0.0687756646695241,0.1030086454334151,0.225,0.0,45,0.1758647575117778,-0.1065165578632699,0.3943268715669973,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0555404002850496,-0.0664205293184955,0.0873445485044228,0.225,-0.0521772582513098,-0.0826374786631473,0.0580605755127114,0.197,P→H,not_supported,False,False,False,positive_lag_not_supported,P,H,P→H,P_south_band_share_18_24 -> H_strength,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0693481996485079,0.1035043160928605,0.1179328612086204,0.4955044955044955,0.5652421652421652,0.5364635364635365,-0.0555404002850496,-0.0521772582513098,0.225,0.197,1,-1,-0.0693481996485079,-0.1179328612086204,weak_abs_r,no,no,no,no,no,no,no,no,would_later_face_tau0_and_reverse_competition,weak_positive_lag_effect_size,False,weak_effect
S1,P_south_band_share_18_24,Jw_strength,P,Jw,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.4285714285714285,0.5096525096525096,0.5869565217391305,0.4955044955044955,0.5938341813828195,0.6590875535213346,same_p_support_flag,5,-0.0740391162708936,0.0740391162708936,-2,0.1669629719803363,0.1669629719803363,0.1213998884175478,0.1213998884175478,-0.0901809795844943,-0.1165428510515895,0.0862317206310956,-0.1278421154198832,0.1147443549828692,0.198,-0.0567269948677386,-0.0723074655940076,0.1301642758893951,-0.0757426254058844,0.1592566276645987,0.321,0.9057751234728724,0.9368088421466166,0.9057751234728724,0.9368088421466166,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,-0.0901809795844943,-0.0567269948677386,-0.0447078041398481,-0.1165428510515895,0.0862317206310956,-0.1278421154198832,0.1147443549828692,0.198,-0.0105309182364519,-0.0723074655940076,0.1301642758893951,-0.0757426254058844,0.1592566276645987,0.321,0.0,45,0.1589791367531496,-0.084940020482256,0.4657159284105044,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,-0.0567269948677386,-0.0723074655940076,0.1301642758893951,0.321,-0.0901809795844943,-0.1165428510515895,0.0862317206310956,0.198,P→Jw,not_supported,False,False,False,positive_lag_not_supported,P,Jw,P→Jw,P_south_band_share_18_24 -> Jw_strength,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0740391162708936,0.1213998884175478,0.1669629719803363,0.4285714285714285,0.5096525096525096,0.4955044955044955,-0.0567269948677386,-0.0901809795844943,0.321,0.198,5,-2,-0.0740391162708936,0.1669629719803363,weak_abs_r,no,no,no,no,no,no,no,no,would_later_face_tau0_and_reverse_competition,weak_positive_lag_effect_size,False,weak_effect
S1,P_south_band_share_18_24,Jw_meridional_width,P,Jw,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.0959040959040959,0.1622992392223161,0.2211698451299117,0.1088911088911089,0.228152799581371,0.2988575780654989,same_p_support_flag,3,0.0576687942025091,0.0576687942025091,-4,-0.0346063744482901,0.0346063744482901,0.0255673453812737,0.0255673453812737,0.0167581003981689,-0.0340934247799709,0.0548832686137435,-0.0411673688622376,0.0630660204153061,0.675,0.0172143612778039,-0.0158481564407625,0.0545095325983259,-0.0206710877239281,0.0616859282713277,0.742,0.9057751234728724,0.0451609314221486,0.9057751234728724,0.0451609314221486,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0167581003981689,0.0172143612778039,0.0123131488038438,-0.0340934247799709,0.0548832686137435,-0.0411673688622376,0.0630660204153061,0.675,0.0157373881379085,-0.0158481564407625,0.0545095325983259,-0.0206710877239281,0.0616859282713277,0.742,1.0,0,0.0644506978729266,-0.0067819036704175,0.8947737744626292,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0172143612778039,-0.0158481564407625,0.0545095325983259,0.742,0.0167581003981689,-0.0340934247799709,0.0548832686137435,0.675,P→Jw,not_supported,False,False,False,positive_lag_not_supported,P,Jw,P→Jw,P_south_band_share_18_24 -> Jw_meridional_width,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0576687942025091,0.0255673453812737,0.0346063744482901,0.0959040959040959,0.1622992392223161,0.1088911088911089,0.0172143612778039,0.0167581003981689,0.742,0.675,3,-4,0.0576687942025091,-0.0346063744482901,weak_abs_r,no,yes,no,no,yes,yes,yes,yes,dominance_metrics_not_main_blocker,weak_positive_lag_effect_size,False,weak_effect
S1,P_main_minus_south,Je_meridional_width,P,Je,lead_lag_no_not_supported,lead_lag_no,no_directional_signal,False,0.0579420579420579,0.115136476426799,0.157930565010211,0.2007992007992008,0.3396385035729298,0.4147655623065459,same_p_support_flag,5,-0.0653830583258941,0.0653830583258941,-5,0.0595440096655221,0.0595440096655221,0.0402459367774906,0.0402459367774906,0.0045130644616245,-0.0333815693646203,0.0560034044525887,-0.038024078404832,0.0670671717247031,0.546,0.0125156928047188,-0.0127765474660783,0.0643144282656261,-0.0155011605593495,0.0747667782559647,0.742,0.910114435704538,0.1380514550056311,0.910114435704538,0.1380514550056311,none,none,none,0.0,0.0,Tier5a_no_not_supported,positive-lag statistical support not established,exclude from strict and expanded lead-lag candidate pools unless needed as negative evidence,positive_lag_not_supported,,,0.0045130644616245,0.0125156928047188,0.0061507021295081,-0.0333815693646203,0.0560034044525887,-0.038024078404832,0.0670671717247031,0.546,0.0182955310988396,-0.0127765474660783,0.0643144282656261,-0.0155011605593495,0.0747667782559647,0.742,0.9333333333333332,3,0.0661738066158299,-0.0007907482899357,0.9880504336931012,not_supported,not_supported,ok,Tier5a,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,False,not_supported,not_candidate,No V1 temporal-eligibility support under the existing V1 classification.,0.0125156928047188,-0.0127765474660783,0.0643144282656261,0.742,0.0045130644616245,-0.0333815693646203,0.0560034044525887,0.546,P→Je,not_supported,False,False,False,positive_lag_not_supported,P,Je,P→Je,P_main_minus_south -> Je_meridional_width,Tier5a_no_not_supported,lag_tau0_close_or_coupled,forward_reverse_close_or_uncertain,0.0653830583258941,0.0402459367774906,0.0595440096655221,0.0579420579420579,0.115136476426799,0.2007992007992008,0.0125156928047188,0.0045130644616245,0.742,0.546,5,-5,-0.0653830583258941,0.0595440096655221,weak_abs_r,no,yes,no,no,yes,yes,yes,no,would_later_face_reverse_competition,weak_positive_lag_effect_size,False,weak_effect
