window,_pair_id,_source_family,_target_family,_family_direction,_failure_reason,_evidence_tier,dominant_positive_lag_blocker,positive_lag_support_profile,near_positive_lag_pass_candidate,effect_size_bin,secondary_dominance_issue,source_variable,target_variable,_m_positive_peak_abs_r,_m_lag0_abs_r,_m_negative_peak_abs_r,_m_p_pos_surrogate,_m_q_pos_within_window,_m_p_pos_audit_surrogate,_m_D_pos_0,_m_D_pos_neg,_m_P_D_pos_0_gt_0,_m_P_D_pos_neg_gt_0,_m_positive_peak_lag,_m_negative_peak_lag,_m_positive_peak_signed_r,_m_negative_peak_signed_r
T1,P_main_band_share -> Jw_strength,P,Jw,P→Jw,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,dominance_metrics_not_main_blocker,P_main_band_share,Jw_strength,0.2076287288136435,0.1183420243026629,0.09152833380711,0.1268731268731268,0.2537462537462537,0.1918081918081918,0.069274388816266,0.1206842127263828,0.79,0.804,4,-1,0.2076287288136435,0.09152833380711
T4,H_strength -> P_total_centroid_lat_10_50,H,P,H→P,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,dominance_metrics_not_main_blocker,H_strength,P_total_centroid_lat_10_50,0.2174445676078362,0.0735994310309752,0.0494929337916234,0.1198801198801198,0.3238866396761134,0.1228771228771228,0.1246702742557057,0.1724228511837155,0.948,0.892,4,-5,0.2174445676078362,-0.0494929337916234
T3,V_strength -> Je_axis_lat,V,Je,V→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,would_later_face_reverse_competition,V_strength,Je_axis_lat,0.2041016664736271,0.1502219187074539,0.1677549715762326,0.0919080919080919,0.2621082621082621,0.2577422577422577,0.032898437261805,0.0198208328036492,0.721,0.54,5,-4,-0.2041016664736271,-0.1677549715762326
S2,H_centroid_lat -> Jw_strength,H,Jw,H→Jw,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,H_centroid_lat,Jw_strength,0.186645612720564,0.0734941998627226,0.0636899991526725,0.0859140859140859,0.152077807250221,0.1208791208791208,0.1014688579794558,0.1241170185419895,0.958,0.919,5,-5,0.186645612720564,0.0636899991526725
T1,Je_strength -> H_centroid_lat,Je,H,Je→H,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,would_later_face_tau0_and_reverse_competition,Je_strength,H_centroid_lat,0.2067957023837965,0.2268113258766181,0.231657536868057,0.1308691308691308,0.2567368936795688,0.2317682317682317,-0.0452360523491857,-0.0304808231616275,0.146,0.307,1,-1,0.2067957023837965,0.231657536868057
T1,Jw_strength -> V_strength,Jw,V,Jw→V,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,would_later_face_tau0_and_reverse_competition,Jw_strength,V_strength,0.205739918009672,0.1586145743325766,0.3992810455447736,0.1258741258741259,0.2537462537462537,0.1568431568431568,0.0237611897704356,-0.1893973779723999,0.576,0.031,5,-5,-0.205739918009672,0.3992810455447736
T1,H_west_extent_lon -> V_strength,H,V,H→V,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,would_later_face_tau0_and_reverse_competition,H_west_extent_lon,V_strength,0.2062304374177715,0.1991504873763371,0.3801057788558233,0.1288711288711288,0.2560794044665012,0.1438561438561438,-0.0292398683420807,-0.1822964897000012,0.434,0.044,5,-3,0.2062304374177715,-0.3801057788558233
T2,Je_strength -> P_north_minus_main_35_45,Je,P,Je→P,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,would_later_face_reverse_competition,Je_strength,P_north_minus_main_35_45,0.204130854738828,0.1472461301258674,0.2961415743603116,0.1088911088911089,0.2560187903699354,0.1318681318681318,0.0348406262386921,-0.1028410020397355,0.915,0.235,2,-5,-0.204130854738828,0.2961415743603116
T2,P_main_band_share -> H_centroid_lat,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,would_later_face_tau0_competition,P_main_band_share,H_centroid_lat,0.2048842621674993,0.1864935018174075,0.1565639448585212,0.1158841158841158,0.2605277933745087,0.1358641358641358,0.0039381436431152,0.0527791561894915,0.593,0.829,1,-1,-0.2048842621674993,-0.1565639448585212
T2,P_north_band_share_35_45 -> Jw_strength,P,Jw,P→Jw,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,would_later_face_reverse_competition,P_north_band_share_35_45,Jw_strength,0.2041157842105005,0.154548757205638,0.2329114672152752,0.1108891108891109,0.2587412587412587,0.1118881118881118,0.0280423622831657,-0.0302059847079007,0.782,0.452,2,-5,0.2041157842105005,-0.2329114672152752
T3,Jw_axis_lat -> Je_strength,Jw,Je,Jw→Je,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,would_later_face_tau0_competition,Jw_axis_lat,Je_strength,0.2048522588955793,0.166002088359887,0.1312627640520351,0.1038961038961039,0.2831858407079646,0.1708291708291708,0.0048258904276141,0.0652002302266017,0.594,0.833,2,-1,-0.2048522588955793,-0.1312627640520351
T1,H_centroid_lat -> P_main_band_share,H,P,H→P,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,dominance_metrics_not_main_blocker,H_centroid_lat,P_main_band_share,0.2074173606096115,0.1497240291960517,0.1179709421444719,0.1458541458541458,0.2790253225035834,0.1598401598401598,0.0285401116053028,0.0724652986455201,0.729,0.814,4,-1,0.2074173606096115,0.1179709421444719
T4,P_total_centroid_lat_10_50 -> H_centroid_lat,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,would_later_face_tau0_competition,P_total_centroid_lat_10_50,H_centroid_lat,0.201702284777294,0.1956041392013913,0.1792794941751387,0.0889110889110889,0.2823156225218081,0.1228771228771228,-0.0085066438911663,0.0371897625733524,0.45,0.821,1,-1,-0.201702284777294,-0.1792794941751387
S4,H_strength -> P_spread_lat,H,P,H→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,H_strength,P_spread_lat,0.1781103314374655,0.0982763910300263,0.0702886566958888,0.0539460539460539,0.1496881496881496,0.0639360639360639,0.0708783882615065,0.1042676303322952,0.97,0.954,4,-1,0.1781103314374655,0.0702886566958888
S3,P_north_band_share_35_45 -> Je_axis_lat,P,Je,P→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,P_north_band_share_35_45,Je_axis_lat,0.1792765861465483,0.1073561411232446,0.0704016366767792,0.0569430569430569,0.1565934065934066,0.1118881118881118,0.0526253816906233,0.1015126396298059,0.931,0.925,3,-1,0.1792765861465483,0.0704016366767792
T1,P_south_band_share_18_24 -> Jw_axis_lat,P,Jw,P→Jw,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,P_south_band_share_18_24,Jw_axis_lat,0.1924071349055968,0.0026748623943215,0.0727500921488205,0.0999000999000999,0.2166847237269772,0.1168831168831168,0.1583717323115173,0.1106646288116831,0.851,0.735,5,-3,0.1924071349055968,-0.0727500921488205
S3,P_north_band_share_35_45 -> H_centroid_lat,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,P_north_band_share_35_45,H_centroid_lat,0.1865985554210981,0.1084012175377554,0.1221139724317292,0.0779220779220779,0.1935483870967742,0.1408591408591408,0.0595338633585922,0.0668687588688819,0.869,0.749,5,-4,0.1865985554210981,0.1221139724317292
T3,Je_strength -> V_NS_diff,Je,V,Je→V,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,dominance_metrics_not_main_blocker,Je_strength,V_NS_diff,0.2112226083130125,0.1540583792149068,0.1222117388251807,0.1348651348651348,0.3270745003028468,0.2477522477522477,0.0488109667947879,0.0987431934293298,0.88,0.884,3,-1,0.2112226083130125,0.1222117388251807
T3,V_pos_centroid_lat -> P_main_band_share,V,P,V→P,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,dominance_metrics_not_main_blocker,V_pos_centroid_lat,P_main_band_share,0.2079188397481362,0.1137348478163833,0.1544459413165844,0.1258741258741259,0.3151969981238274,0.0979020979020979,0.0763866673826464,0.050644360801971,0.756,0.664,5,-2,-0.2079188397481362,0.1544459413165844
T4,H_west_extent_lon -> P_total_centroid_lat_10_50,H,P,H→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,H_west_extent_lon,P_total_centroid_lat_10_50,0.2017912995350625,0.0791981446159494,0.0989270834693614,0.0999000999000999,0.2987303958177744,0.1928071928071928,0.1031618755773687,0.1026582140090689,0.722,0.735,5,-1,0.2017912995350625,-0.0989270834693614
T4,P_main_band_share -> Jw_axis_lat,P,Jw,P→Jw,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_competition,P_main_band_share,Jw_axis_lat,0.1985753743587024,0.1832162416578159,0.1582350699317396,0.0919080919080919,0.2888540031397174,0.1878121878121878,-0.0064410859864498,0.0362898070261418,0.552,0.639,5,-1,-0.1985753743587024,-0.1582350699317396
T2,Je_strength -> V_strength,Je,V,Je→V,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,dominance_metrics_not_main_blocker,Je_strength,V_strength,0.2001359837553535,0.112181835621974,0.0856516497435526,0.1278721278721278,0.2754168908015062,0.1588411588411588,0.0692847637531321,0.1064017284395245,0.849,0.858,4,-1,0.2001359837553535,0.0856516497435526
T4,Je_axis_lat -> V_strength,Je,V,Je→V,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,would_later_face_tau0_and_reverse_competition,Je_axis_lat,V_strength,0.2062154617961162,0.2119760028606139,0.2458241447311204,0.1178821178821178,0.3238866396761134,0.1698301698301698,-0.0227323614462088,-0.0347528455468433,0.325,0.304,2,-3,-0.2062154617961162,-0.2458241447311204
S3,P_spread_lat -> Je_axis_lat,P,Je,P→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,P_spread_lat,Je_axis_lat,0.1787379498846634,0.0886633143199994,0.0697421233378899,0.0669330669330669,0.1747066492829204,0.1038961038961039,0.0753644893430953,0.1114427756867162,0.934,0.842,4,-5,0.1787379498846634,-0.0697421233378899
S5,Je_strength -> P_main_minus_south,Je,P,Je→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,Je_strength,P_main_minus_south,0.1958953840623956,0.0216264733399653,0.0775612559495103,0.0999000999000999,0.2675585284280936,0.1618381618381618,0.1598488323288705,0.1251468487705677,0.889,0.815,5,-5,-0.1958953840623956,-0.0775612559495103
T4,H_west_extent_lon -> V_strength,H,V,H→V,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,moderate_effect_surrogate_pass_fdr_failed_or_missing,False,strong_abs_r,dominance_metrics_not_main_blocker,H_west_extent_lon,V_strength,0.2001205280472305,0.0342918220732369,0.126680431761267,0.0979020979020979,0.2985529322162985,0.1268731268731268,0.1399778772359985,0.0754279461146909,0.89,0.7,5,-3,0.2001205280472305,-0.126680431761267
S5,P_spread_lat -> H_west_extent_lon,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_competition,P_spread_lat,H_west_extent_lon,0.1841819049880489,0.1684732867930833,0.1140211965182829,0.0679320679320679,0.2157018239492466,0.0769230769230769,-0.0073933761308719,0.0841052728475015,0.378,0.812,1,-5,-0.1841819049880489,0.1140211965182829
T4,H_centroid_lat -> Jw_axis_lat,H,Jw,H→Jw,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,H_centroid_lat,Jw_axis_lat,0.1930576323033673,0.0564072114899319,0.1249836337731178,0.0849150849150849,0.2753036437246963,0.1928071928071928,0.1130498639486009,0.0675471848918223,0.893,0.736,5,-5,0.1930576323033673,0.1249836337731178
T3,Je_strength -> H_west_extent_lon,Je,H,Je→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,Je_strength,H_west_extent_lon,0.1924546744485034,0.1553052162911917,0.1122475793309787,0.0949050949050949,0.2681721947776994,0.1698301698301698,0.0163419967914284,0.0773446689340009,0.706,0.853,2,-1,0.1924546744485034,0.1122475793309787
T1,P_north_minus_main_35_45 -> Jw_strength,P,Jw,P→Jw,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,P_north_minus_main_35_45,Jw_strength,0.1983045634442696,0.1277644611483182,0.0985705493983077,0.1478521478521478,0.2811016144349477,0.1918081918081918,0.0556866324382652,0.1127098953630599,0.772,0.837,3,-1,-0.1983045634442696,-0.0985705493983077
S5,H_west_extent_lon -> V_strength,H,V,H→V,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_reverse_competition,H_west_extent_lon,V_strength,0.1826608316757826,0.0111096862952811,0.257838196981012,0.0729270729270729,0.2268842268842269,0.1038961038961039,0.156071425451115,-0.0528749189532392,0.918,0.246,3,-5,0.1826608316757826,-0.257838196981012
T4,Je_axis_lat -> P_main_minus_south,Je,P,Je→P,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_and_reverse_competition,Je_axis_lat,P_main_minus_south,0.1955483800828055,0.1881767909688572,0.2202539802096068,0.1038961038961039,0.2990654205607476,0.1548451548451548,-0.020250909906612,-0.0265875946998767,0.413,0.453,1,-5,-0.1955483800828055,-0.2202539802096068
T2,H_west_extent_lon -> V_NS_diff,H,V,H→V,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_reverse_competition,H_west_extent_lon,V_NS_diff,0.1895895888674419,0.1251884199399505,0.2812169984044692,0.1088911088911089,0.2560187903699354,0.1508491508491508,0.0493696778694459,-0.0852538924412518,0.629,0.152,5,-3,0.1895895888674419,-0.2812169984044692
S4,V_NS_diff -> Jw_strength,V,Jw,V→Jw,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_competition,V_NS_diff,Jw_strength,0.1783850701751442,0.173087895314014,0.1515629940729237,0.0819180819180819,0.2002442002442002,0.0809190809190809,-0.0018217372299285,0.032945843495153,0.443,0.889,1,-1,0.1783850701751442,0.1515629940729237
T4,Jw_strength -> V_strength,Jw,V,Jw→V,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,would_later_face_reverse_competition,Jw_strength,V_strength,0.2055354381271162,0.1258661030865068,0.1988140663521712,0.1368631368631368,0.3488794669897032,0.1428571428571428,0.0617677284959576,0.011712606332218,0.662,0.461,5,-3,-0.2055354381271162,0.1988140663521712
S2,P_north_band_share_35_45 -> Jw_strength,P,Jw,P→Jw,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,P_north_band_share_35_45,Jw_strength,0.1700214482238729,0.1338981176917575,0.0859795913556852,0.0819180819180819,0.1492944924897587,0.0709290709290709,0.0267603741543983,0.0822499184660762,0.903,0.852,2,-5,0.1700214482238729,-0.0859795913556852
T3,H_strength -> P_south_band_share_18_24,H,P,H→P,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,dominance_metrics_not_main_blocker,H_strength,P_south_band_share_18_24,0.2034367202793885,0.1783420644411148,0.1309483809872585,0.1388611388611388,0.3341346153846153,0.1448551448551448,0.0151332455653112,0.0766367417069548,0.744,0.741,1,-1,0.2034367202793885,0.1309483809872585
T2,P_north_minus_main_35_45 -> H_centroid_lat,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,P_north_minus_main_35_45,H_centroid_lat,0.1983230893424775,0.1626528796287054,0.1451864129540836,0.1408591408591408,0.2992042440318302,0.1298701298701298,0.0219786625211751,0.0602278251459198,0.688,0.758,2,-1,0.1983230893424775,0.1451864129540836
T3,Je_axis_lat -> V_strength,Je,V,Je→V,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_reverse_competition,Je_axis_lat,V_strength,0.1963733427325134,0.1502219187074539,0.2059911281181706,0.1168831168831168,0.3025210084033613,0.3086913086913087,0.0299870322193465,-0.0059980932729495,0.65,0.526,5,-5,-0.1963733427325134,-0.2059911281181706
T2,Je_strength -> H_west_extent_lon,Je,H,Je→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_competition,Je_strength,H_west_extent_lon,0.184050999746474,0.1664453770549374,0.1335880837631419,0.0959040959040959,0.2344322344322344,0.1568431568431568,0.0063351762114124,0.0539767256207268,0.591,0.828,1,-1,0.184050999746474,0.1335880837631419
T3,P_main_minus_south -> V_NS_diff,P,V,P→V,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,would_later_face_tau0_and_reverse_competition,P_main_minus_south,V_NS_diff,0.2011130982924023,0.2321049119422994,0.244168720798027,0.1328671328671328,0.3247863247863247,0.2547452547452547,-0.0492583527024063,-0.0470918970851327,0.044,0.133,1,-1,0.2011130982924023,0.244168720798027
S4,H_strength -> P_main_band_share,H,P,H→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_competition,H_strength,P_main_band_share,0.1742788798521059,0.1725040321858329,0.1616279996029827,0.0729270729270729,0.1876172607879924,0.1778221778221778,-0.0079029579313645,0.0143522117985585,0.272,0.749,1,-1,-0.1742788798521059,-0.1616279996029827
T1,P_main_minus_south -> Jw_strength,P,Jw,P→Jw,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,P_main_minus_south,Jw_strength,0.196894515332835,0.103115550458889,0.0794611814907796,0.1518481518481518,0.2869277961302501,0.2347652347652347,0.0648263496548204,0.1157197143072739,0.755,0.775,4,-1,0.196894515332835,0.0794611814907796
S3,P_spread_lat -> H_centroid_lat,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_competition,P_spread_lat,H_centroid_lat,0.1826963266049955,0.1671117413913498,0.161246601669976,0.0959040959040959,0.2325863113264688,0.1228771228771228,0.0032704066296612,0.0179080621908902,0.596,0.699,5,-1,0.1826963266049955,0.161246601669976
S5,V_strength -> P_north_minus_main_35_45,V,P,V→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,V_strength,P_north_minus_main_35_45,0.1881692863575801,0.0579567567655964,0.1308313506709632,0.0999000999000999,0.2675585284280936,0.1448551448551448,0.1108708761533852,0.0636554520561774,0.957,0.691,4,-4,-0.1881692863575801,0.1308313506709632
T4,H_centroid_lat -> Je_strength,H,Je,H→Je,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_competition,H_centroid_lat,Je_strength,0.1991703665439727,0.1764480107402279,0.164228656896097,0.1218781218781218,0.3264214046822742,0.2677322677322677,-0.0032440826786964,0.0270034808678785,0.529,0.673,2,-1,0.1991703665439727,0.164228656896097
T4,Jw_axis_lat -> H_centroid_lat,Jw,H,Jw→H,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_reverse_competition,Jw_axis_lat,H_centroid_lat,0.1900030216603177,0.0564072114899319,0.1820671573837015,0.0939060939060939,0.2892307692307692,0.2197802197802197,0.1085135058195836,0.0135086757859176,0.86,0.512,5,-5,0.1900030216603177,0.1820671573837015
S4,V_strength -> P_main_minus_south,V,P,V→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,V_strength,P_main_minus_south,0.1726329283563743,0.0118959734586087,0.0919578745399766,0.0759240759240759,0.1885856079404466,0.0909090909090909,0.1506886937476329,0.0761223682900555,0.91,0.757,5,-3,0.1726329283563743,-0.0919578745399766
T2,H_west_extent_lon -> V_pos_centroid_lat,H,V,H→V,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_and_reverse_competition,H_west_extent_lon,V_pos_centroid_lat,0.1859984175124205,0.1901879202552502,0.1829612748815921,0.1088911088911089,0.2560187903699354,0.1618381618381618,-0.0282851907416093,-0.0016705698071996,0.214,0.445,1,-1,-0.1859984175124205,-0.1829612748815921
S4,V_strength -> Jw_axis_lat,V,Jw,V→Jw,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_reverse_competition,V_strength,Jw_axis_lat,0.1641179952725565,0.1224329856482533,0.1520898845910024,0.0529470529470529,0.1496118560338743,0.0979020979020979,0.0273164490950301,0.001458082424581,0.756,0.523,4,-5,-0.1641179952725565,-0.1520898845910024
T4,P_south_band_share_18_24 -> V_NS_diff,P,V,P→V,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,would_later_face_tau0_and_reverse_competition,P_south_band_share_18_24,V_NS_diff,0.2037504378673472,0.1497507964318636,0.2171534172906777,0.1498501498501498,0.3532763532763532,0.1338661338661338,0.0365622937371259,-0.0169629120379964,0.598,0.379,5,-2,0.2037504378673472,-0.2171534172906777
T2,Je_axis_lat -> P_total_centroid_lat_10_50,Je,P,Je→P,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,Je_axis_lat,P_total_centroid_lat_10_50,0.1897482301544214,0.0462754811429009,0.0195725422130524,0.1288711288711288,0.2756410256410256,0.1338661338661338,0.121866507860304,0.168350989180457,0.872,0.822,5,-3,-0.1897482301544214,0.0195725422130524
S4,P_main_minus_south -> Je_strength,P,Je,P→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,P_main_minus_south,Je_strength,0.1663865910880638,0.0959469722523198,0.1109481519519581,0.0629370629370629,0.1715452688904016,0.0939060939060939,0.0527092748314219,0.0531958403728432,0.859,0.841,5,-3,-0.1663865910880638,-0.1109481519519581
T3,Je_axis_lat -> P_spread_lat,Je,P,Je→P,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_and_reverse_competition,Je_axis_lat,P_spread_lat,0.1940046250151527,0.2070540886101544,0.2224306850390419,0.1258741258741259,0.3151969981238274,0.2197802197802197,-0.0259329279186325,-0.0284400641090178,0.259,0.298,1,-4,-0.1940046250151527,-0.2224306850390419
T4,H_zonal_width -> P_north_band_share_35_45,H,P,H→P,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,H_zonal_width,P_north_band_share_35_45,0.1715228368694108,0.0322972019520976,0.1251997976973619,0.0539460539460539,0.2157842157842157,0.0679320679320679,0.1128083888978275,0.0509770525302508,0.885,0.659,5,-2,-0.1715228368694108,0.1251997976973619
T3,V_strength -> H_west_extent_lon,V,H,V→H,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,V_strength,H_west_extent_lon,0.1871435099991997,0.0341058859640211,0.1573158288351162,0.1078921078921078,0.286472148541114,0.1208791208791208,0.1367797740344751,0.0349633432023455,0.955,0.627,4,-5,-0.1871435099991997,0.1573158288351162
S3,H_centroid_lat -> Je_strength,H,Je,H→Je,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,H_centroid_lat,Je_strength,0.1804182185837851,0.0912870712031113,0.1219248329902058,0.1048951048951049,0.2447552447552447,0.2387612387612387,0.0719323769484663,0.061894763279355,0.719,0.685,5,-2,-0.1804182185837851,0.1219248329902058
S4,V_pos_centroid_lat -> Je_strength,V,Je,V→Je,positive_lag_not_supported,Tier5a_no_not_supported,passes_surrogate_but_fails_fdr,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,V_pos_centroid_lat,Je_strength,0.1646888937158977,0.0739676146752397,0.073629337644823,0.0629370629370629,0.1715452688904016,0.1238761238761238,0.0767719954318012,0.0854524727405767,0.971,0.923,5,-3,0.1646888937158977,0.073629337644823
T4,V_strength -> Je_strength,V,Je,V→Je,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,moderate_effect_but_support_failed,False,strong_abs_r,would_later_face_tau0_competition,V_strength,Je_strength,0.2005484349214909,0.1892492101074694,0.1580398039561794,0.1528471528471528,0.3532763532763532,0.1828171828171828,-0.0007353432642677,0.0483337817963618,0.574,0.852,1,-1,0.2005484349214909,0.1580398039561794
T2,H_strength -> Je_axis_lat,H,Je,H→Je,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,H_strength,Je_axis_lat,0.18424182113682,0.0018532358921007,0.0511095106411305,0.1228771228771228,0.2703296703296703,0.1328671328671328,0.164089534560902,0.1344898068501122,0.776,0.728,5,-3,-0.18424182113682,0.0511095106411305
