window,_pair_id,_source_family,_target_family,_family_direction,_failure_reason,_evidence_tier,dominant_positive_lag_blocker,positive_lag_support_profile,near_positive_lag_pass_candidate,effect_size_bin,secondary_dominance_issue,source_variable,target_variable,_m_positive_peak_abs_r,_m_lag0_abs_r,_m_negative_peak_abs_r,_m_p_pos_surrogate,_m_q_pos_within_window,_m_p_pos_audit_surrogate,_m_D_pos_0,_m_D_pos_neg,_m_P_D_pos_0_gt_0,_m_P_D_pos_neg_gt_0,_m_positive_peak_lag,_m_negative_peak_lag,_m_positive_peak_signed_r,_m_negative_peak_signed_r
T3,Je_axis_lat -> P_north_minus_main_35_45,Je,P,Je→P,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,Je_axis_lat,P_north_minus_main_35_45,0.1754267126340733,0.1442177491845649,0.1248513768568061,0.1668331668331668,0.3800904977375565,0.2317682317682317,0.0171116285525555,0.0594676207458587,0.647,0.771,4,-1,0.1754267126340733,0.1248513768568061
T3,Jw_axis_lat -> V_pos_centroid_lat,Jw,V,Jw→V,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_and_reverse_competition,Jw_axis_lat,V_pos_centroid_lat,0.1755265689299238,0.1556791413628584,0.2811646171927371,0.1678321678321678,0.3800904977375565,0.3456543456543456,0.0054084659073876,-0.0963268124219005,0.585,0.147,5,-3,-0.1755265689299238,-0.2811646171927371
T4,Jw_strength -> P_total_centroid_lat_10_50,Jw,P,Jw→P,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,Jw_strength,P_total_centroid_lat_10_50,0.1790702444338542,0.1326828460568378,0.0821214269776573,0.1828171828171828,0.3965330444203683,0.1988011988011988,0.0287045266001982,0.1076052076587333,0.863,0.85,2,-1,0.1790702444338542,0.0821214269776573
S3,P_total_centroid_lat_10_50 -> H_centroid_lat,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_and_reverse_competition,P_total_centroid_lat_10_50,H_centroid_lat,0.1575768840576467,0.1219002724668025,0.1624562432026695,0.1308691308691308,0.289983397897067,0.1868131868131868,0.019911860738098,-0.0054205299432395,0.545,0.455,5,-2,0.1575768840576467,-0.1624562432026695
T4,P_main_minus_south -> H_strength,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,P_main_minus_south,H_strength,0.1807503813025832,0.0082604890032129,0.0770920549183634,0.1938061938061938,0.4116710875331564,0.2097902097902098,0.1477845639713455,0.102682955278301,0.868,0.761,5,-3,-0.1807503813025832,0.0770920549183634
S1,Jw_strength -> P_main_minus_south,Jw,P,Jw→P,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_reverse_competition,Jw_strength,P_main_minus_south,0.140389306824222,0.0366557005504748,0.1346840983549019,0.1198801198801198,0.1933145388642771,0.1358641358641358,0.0862205029497402,-0.0079206007649721,0.926,0.447,3,-4,-0.140389306824222,0.1346840983549019
T4,H_zonal_width -> V_NS_diff,H,V,H→V,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,H_zonal_width,V_NS_diff,0.1553897497254755,0.0443652229178529,0.11033923400007,0.1068931068931069,0.3020465772759351,0.1248751248751248,0.0869862770214428,0.0427175800560542,0.887,0.618,4,-5,-0.1553897497254755,0.11033923400007
S4,P_main_minus_south -> Jw_strength,P,Jw,P→Jw,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,P_main_minus_south,Jw_strength,0.1481299872983611,0.1182446787310121,0.0925580032139786,0.1108891108891109,0.2527472527472527,0.1668331668331668,0.0191410656812763,0.0563207013198564,0.869,0.923,2,-1,-0.1481299872983611,-0.0925580032139786
T3,V_NS_diff -> H_west_extent_lon,V,H,V→H,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_reverse_competition,V_NS_diff,H_west_extent_lon,0.1684872925142323,0.0670989080039147,0.1530802733902438,0.1538461538461538,0.361714621256606,0.1758241758241758,0.0836047788752203,0.0147680120664507,0.925,0.574,3,-5,-0.1684872925142323,0.1530802733902438
S2,Je_strength -> P_north_minus_main_35_45,Je,P,Je→P,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_competition,Je_strength,P_north_minus_main_35_45,0.1415487562197808,0.1490512751238588,0.1352730568001976,0.1228771228771228,0.2034739454094292,0.1658341658341658,-0.0188644411198717,0.012906682675596,0.178,0.617,1,-1,-0.1415487562197808,-0.1352730568001976
T1,P_main_minus_south -> H_strength,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_and_reverse_competition,P_main_minus_south,H_strength,0.173204911215462,0.1324881311238967,0.2595444061098096,0.2097902097902098,0.3630077787381158,0.4705294705294705,0.0155041626963429,-0.0871208861327433,0.588,0.243,5,-5,0.173204911215462,0.2595444061098096
T4,P_north_minus_main_35_45 -> H_strength,P,H,P→H,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,dominance_metrics_not_main_blocker,P_north_minus_main_35_45,H_strength,0.1805996087154789,0.0849751039205023,0.0690350513401426,0.2017982017982018,0.41995841995842,0.3066933066933067,0.0697948767462642,0.1070529530652992,0.814,0.756,5,-1,0.1805996087154789,0.0690350513401426
T1,H_strength -> Jw_strength,H,Jw,H→Jw,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_competition,H_strength,Jw_strength,0.1730288084516135,0.170303093820783,0.1652517678542636,0.2117882117882117,0.3641025641025641,0.4335664335664335,-0.0132202441479148,0.009154294373642,0.479,0.61,4,-1,0.1730288084516135,0.1652517678542636
S3,P_south_band_share_18_24 -> Jw_axis_lat,P,Jw,P→Jw,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_reverse_competition,P_south_band_share_18_24,Jw_axis_lat,0.153106938216934,0.1142858502582092,0.1498819166812583,0.1278721278721278,0.287478944413251,0.2857142857142857,0.0276300837804683,0.0052033715780903,0.689,0.511,5,-4,0.153106938216934,0.1498819166812583
S2,Jw_strength -> P_main_band_share,Jw,P,Jw→P,positive_lag_not_supported,Tier5a_no_not_supported,fails_surrogate_support,low_or_missing_support_profile,False,moderate_abs_r,would_later_face_tau0_and_reverse_competition,Jw_strength,P_main_band_share,0.1484377551643629,0.1725700728017824,0.1901770346641915,0.1548451548451548,0.2396598376497874,0.2197802197802197,-0.031401770053937,-0.0458215725297321,0.158,0.132,1,-2,0.1484377551643629,0.1901770346641915
