window,metric,n,mean,median,p10,p25,p75,p90,min,max
S1,positive_peak_abs_r,123,0.06152378273438418,0.0571851046067487,0.0206474150383726,0.0348440137429066,0.07841005667412745,0.11761484419143056,0.0126442613100837,0.1515507398983474
S1,p_pos_surrogate,123,0.40575684478123497,0.3666333666333666,0.0949050949050949,0.17982017982017978,0.541958041958042,0.8597402597402597,0.0569430569430569,0.975024975024975
S1,q_pos_within_window,123,0.47414984053391573,0.4590368980612883,0.1622992392223161,0.2649830938292477,0.6015155662196153,0.893032893032893,0.1138861138861139,0.9750249750249752
S1,D_pos_0,123,0.0056834174229098405,0.0011035894120828,-0.03968209189327996,-0.01169193380449575,0.01977822236536655,0.05136359260379907,-0.0889321114082244,0.1105091697390988
S1,D_pos_neg,123,-0.01701458463464284,-0.0096957864543737,-0.08378481349703512,-0.0395429111681078,0.01208213233364075,0.030612775937267415,-0.1761237283405043,0.0763995939654856
S2,positive_peak_abs_r,132,0.06953195218203687,0.05707943852492525,0.020910638592016043,0.0330157138292869,0.09688463053772164,0.14533028310262655,0.0066475522428533,0.1913365420702464
S2,p_pos_surrogate,132,0.4274967456785639,0.4065934065934066,0.10209790209790211,0.1738261738261738,0.6256243756243756,0.8501498501498502,0.0539460539460539,0.999000999000999
S2,q_pos_within_window,132,0.5046400765588208,0.5164125063114962,0.1755775199350618,0.26020692544490787,0.6998270546657643,0.8879096045197741,0.1100356597045338,0.9990009990009988
S2,D_pos_0,132,0.0030413104124235243,-0.0006151591263004,-0.03585062066069956,-0.017678610196077527,0.017414664295591974,0.045521177962128526,-0.075910712394628,0.1081148378857279
S2,D_pos_neg,132,-0.010328548516284078,-0.00533400523330475,-0.07583323288374587,-0.03821147129847808,0.019201991875033027,0.046625555882896595,-0.1552355035552933,0.1241170185419895
S3,positive_peak_abs_r,180,0.08082190338452439,0.0726884298694025,0.02619435027422405,0.03869406219542525,0.11286100300602309,0.15263004278555287,0.0087190109151407,0.215031524167984
S3,p_pos_surrogate,180,0.47244977244977243,0.4245754245754246,0.15744255744255742,0.2697302697302697,0.6833166833166833,0.8601398601398601,0.0529470529470529,0.988011988011988
S3,q_pos_within_window,180,0.613526769585637,0.5932085932085933,0.33512011058392793,0.4764835164835165,0.7994529235023531,0.9132106428942548,0.1482517482517482,0.988011988011988
S3,D_pos_0,180,0.004778779575677974,-0.0021508124367858,-0.03327999909764037,-0.018394880589812826,0.022726645138883374,0.057545618082433136,-0.0934596033569169,0.146564837104322
S3,D_pos_neg,180,-0.01184919541087926,-0.0006526081777888145,-0.08315183823047571,-0.041319567311087727,0.024576945680690722,0.05092001263704137,-0.2339392327421639,0.1114427756867162
S4,positive_peak_abs_r,186,0.07093907840300767,0.05612992072422765,0.019616811970304952,0.0341477333465779,0.10623712525302914,0.14424627513776925,0.0080598862440196,0.1783850701751442
S4,p_pos_surrogate,186,0.43018272050530115,0.3696303696303696,0.10339660339660339,0.2002997002997003,0.6585914085914086,0.8421578421578422,0.0519480519480519,0.985014985014985
S4,q_pos_within_window,186,0.5586245214478026,0.5295169946332736,0.2385383665823571,0.3710798976652811,0.7733255337818075,0.8954907161803713,0.1495327102803738,0.985014985014985
S4,D_pos_0,186,0.003963159525732261,-0.000190733458692,-0.0307329234204002,-0.015389514504782924,0.01914153254102325,0.0419437852366978,-0.0642101954824376,0.1506886937476329
S4,D_pos_neg,186,-0.007074625004229421,-0.00301120749562025,-0.06660920523502464,-0.03135991339443488,0.022777941934544174,0.05060480203417215,-0.2732833432929771,0.1042676303322952
S5,positive_peak_abs_r,207,0.08976021043653389,0.080615786299216,0.032709437268449604,0.05264178610350945,0.11988047277183955,0.16400398584644826,0.0137819058701571,0.2181544498380442
S5,p_pos_surrogate,207,0.432287519244041,0.3836163836163836,0.1124875124875124,0.22877122877122869,0.6108891108891108,0.8221778221778223,0.0519480519480519,0.977022977022977
S5,q_pos_within_window,207,0.590170367592458,0.576360225140713,0.2921784098254686,0.4570453952434592,0.7327147560610595,0.8803027843959569,0.1839080459770115,0.9770229770229768
S5,D_pos_0,207,0.004541498945006316,-0.0013315703607528,-0.04396876836546212,-0.0212075500961521,0.02748462026694605,0.05456768832220059,-0.0844873586277622,0.1598488323288705
S5,D_pos_neg,207,-0.009658481320319573,-0.0056366865386063,-0.0915073966750626,-0.04743160082337865,0.0369925540904989,0.07575371639132625,-0.4327846902063513,0.1636569929010465
T1,positive_peak_abs_r,173,0.1086062767720915,0.098531559414731,0.04123580957548486,0.0674264946155202,0.1448646262078499,0.1980225538219827,0.0145756353844184,0.258131976186944
T1,p_pos_surrogate,173,0.42553400356868565,0.4155844155844156,0.10929070929070929,0.2077922077922078,0.6113886113886113,0.7962037962037964,0.0559440559440559,0.991008991008991
T1,q_pos_within_window,173,0.5402622876235228,0.5765765765765766,0.2315076056947978,0.3630077787381158,0.7105950653120464,0.8432898538835263,0.1472715318869165,0.991008991008991
T1,D_pos_0,173,0.002789100260639061,-0.0043512366584603,-0.04740032666117636,-0.0256799145188253,0.0260265034870063,0.07077733018825995,-0.0947105361558024,0.1583717323115173
T1,D_pos_neg,173,-0.01092043392572714,0.0004645083962127,-0.10682007303718415,-0.0470770193564946,0.0266296342839154,0.06081956388415862,-0.209675163179807,0.1613202297778319
T2,positive_peak_abs_r,188,0.09670396993957527,0.0844901308154309,0.03422530300280379,0.05224030331325895,0.13416720398884216,0.18431867103118357,0.0144699931427275,0.2313050300667757
T2,p_pos_surrogate,188,0.46095925351244504,0.425074925074925,0.1088911088911089,0.24100899100899095,0.6848151848151849,0.8602397602397603,0.0589410589410589,0.999000999000999
T2,q_pos_within_window,188,0.6034910603652427,0.6103622958219785,0.2560187903699354,0.4425050996907284,0.8068115091015855,0.9152114678030564,0.1712626995645863,0.9990009990009988
T2,D_pos_0,188,0.006508631535166462,0.00060552277983995,-0.04235388540251264,-0.023813457013135725,0.026003277256493852,0.06721167291026602,-0.0994756680131088,0.2179460884399941
T2,D_pos_neg,188,-0.012552338962229898,-0.00413052138646945,-0.10241857508930204,-0.0459494028387204,0.034585405404312076,0.06720961836515581,-0.2891444044486552,0.168350989180457
T3,positive_peak_abs_r,211,0.11056399568294085,0.1041944249587411,0.0338317832504498,0.0598403619854546,0.1557685227736763,0.2011130982924023,0.0089535779191645,0.2531746182209919
T3,p_pos_surrogate,211,0.4356875352136016,0.3826173826173826,0.1068931068931069,0.20429570429570426,0.6188811188811189,0.8581418581418582,0.0529470529470529,0.998001998001998
T3,q_pos_within_window,211,0.5946771103513071,0.5805229253505115,0.286472148541114,0.42659142659142657,0.7460407239819005,0.9209327258107748,0.1888111888111887,0.998001998001998
T3,D_pos_0,211,0.007434313264859232,-0.0011178842987368,-0.0441728855724725,-0.02303865496984615,0.0306751778511331,0.0706324679128332,-0.0880816183092372,0.208920651590768
T3,D_pos_neg,211,-0.010833241760549554,-0.0090185807029996,-0.1005719581343318,-0.05058136608468665,0.026285173795691202,0.0673531939748617,-0.1840829013940765,0.1890022662215752
T4,positive_peak_abs_r,214,0.10545074415421596,0.0968605781226279,0.03626595193405178,0.0557821655473187,0.15008058716107986,0.19296636363001993,0.0109707273659681,0.2369286266262641
T4,p_pos_surrogate,214,0.4581539955371731,0.42957042957042957,0.1017982017982018,0.19730269730269728,0.712037962037962,0.8642357642357643,0.0519480519480519,0.994005994005994
T4,q_pos_within_window,214,0.631426548332341,0.6582330540746382,0.2988912238013603,0.4155143616983147,0.8592425045427013,0.9262820512820512,0.2145748987854251,0.994005994005994
T4,D_pos_0,214,0.01351992750807491,0.007005505940814,-0.047858352989694986,-0.02307546041040625,0.0398547671325534,0.08460163514102144,-0.0860093036393145,0.1849154897302487
T4,D_pos_neg,214,-0.008035852338842416,-0.00181930509634335,-0.10787893759163573,-0.04875465068861665,0.036569142453335375,0.07679091152083747,-0.2262505907993929,0.1724228511837155
