window_id,anchor_day,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,field,left_out_year_index,pre_post_distance,within_pre_variability,within_post_variability,separation_ratio,pre_post_separation_label,onset_day,midpoint_day,finish_day,duration,progress_monotonicity_corr,n_crossings_025,n_crossings_050,n_crossings_075,progress_quality_label,near_left_boundary,near_right_boundary,near_excluded_candidate_days,left_out_year
W002,45,40,48,30,60,30,37,53,60,Je,0,0.5914948639357157,0.10598398316601845,0.07377126102574715,6.581113853881437,clear_separation,44.0,46.0,51.0,8.0,0.9522119681540527,1,1,1,monotonic_clear_progress,False,False,none,1979
W003,81,75,86,66,96,66,73,89,96,Je,0,0.6941402483844692,0.061559436636813465,0.08282744210333784,9.61500455486786,clear_separation,77.0,82.0,88.0,12.0,0.9910706046048987,1,1,1,monotonic_clear_progress,False,False,none,1979
W005,113,107,117,98,128,98,105,121,128,Je,0,0.9139117917473851,0.07753087339071962,0.04221947976396931,15.263617478464806,clear_separation,107.0,111.0,115.0,9.0,0.960935915707683,1,1,1,monotonic_clear_progress,False,False,none,1979
W007,160,155,164,145,175,145,152,168,175,Je,0,1.0275465627916156,0.06124744022573997,0.07938955453561355,14.612749149263937,clear_separation,158.0,161.0,165.0,8.0,0.9764033161360518,1,1,1,monotonic_clear_progress,False,False,none,1979
W002,45,40,48,30,60,30,37,53,60,Jw,0,0.8229333267130824,0.06994567776000488,0.04939548497196841,13.791273821380575,clear_separation,39.0,45.0,49.0,11.0,0.9796056211612837,1,1,1,monotonic_clear_progress,False,False,none,1979
W003,81,75,86,66,96,66,73,89,96,Jw,0,0.9458123186709462,0.07161396064842131,0.08076275388321136,12.414131930403133,clear_separation,77.0,82.0,86.0,10.0,0.9840617796714177,1,1,1,monotonic_clear_progress,False,False,none,1979
W005,113,107,117,98,128,98,105,121,128,Jw,0,0.9620705350829284,0.1720519417080536,0.13648617789492992,6.236315540618787,clear_separation,106.0,109.0,113.0,8.0,0.9352124776576117,1,1,1,monotonic_clear_progress,False,False,none,1979
W007,160,155,164,145,175,145,152,168,175,Jw,0,0.9293892285616139,0.09554151565434421,0.08052449993395838,10.557281317983128,clear_separation,154.0,160.0,165.0,12.0,0.9930683799930603,1,1,1,monotonic_clear_progress,False,False,none,1979
W002,45,40,48,30,60,30,37,53,60,P,1,0.8858511872211321,0.11845647550441789,0.09157117612935839,8.435567224808558,clear_separation,40.0,44.0,46.0,7.0,0.9443926047466348,1,1,1,monotonic_clear_progress,False,False,none,1980
W003,81,75,86,66,96,66,73,89,96,P,1,1.6119159964034802,0.1333931807791624,0.15755048997092694,11.080605343547619,clear_separation,77.0,81.0,86.0,10.0,0.9776949201966475,1,1,1,monotonic_clear_progress,False,False,none,1980
W005,113,107,117,98,128,98,105,121,128,P,1,0.975408878552195,0.1544261446689164,0.12133323898041756,7.074347684106282,clear_separation,109.0,113.0,116.0,8.0,0.9536867472535208,1,1,1,monotonic_clear_progress,False,False,none,1980
W007,160,155,164,145,175,145,152,168,175,P,1,0.9062041507836041,0.0860404702264028,0.09448877694868321,10.03941649293739,clear_separation,155.0,158.0,163.0,9.0,0.9764948227802949,1,1,1,monotonic_clear_progress,False,False,none,1980
W002,45,40,48,30,60,30,37,53,60,V,1,0.9375393189961335,0.04517948870435392,0.028951042351131447,25.294283087466567,clear_separation,41.0,45.0,48.0,8.0,0.9732036964684762,1,1,1,monotonic_clear_progress,False,False,none,1980
W003,81,75,86,66,96,66,73,89,96,V,1,1.1040621006472713,0.10992830039383224,0.11899564901577517,9.645667074021663,clear_separation,75.0,80.0,85.0,11.0,0.9690033306394564,1,1,1,monotonic_clear_progress,False,False,none,1980
W005,113,107,117,98,128,98,105,121,128,V,1,0.963088100552795,0.061462296387599716,0.1338334878141802,9.862866261853027,clear_separation,111.0,114.0,118.0,8.0,0.9650456481111659,1,1,1,monotonic_clear_progress,False,False,none,1980
W007,160,155,164,145,175,145,152,168,175,V,1,1.433355025902437,0.11021236598311968,0.15432287159808666,10.836779545875,clear_separation,156.0,161.0,165.0,10.0,0.9839076303068728,1,1,1,monotonic_clear_progress,False,False,none,1980
W002,45,40,48,30,60,30,37,53,60,H,1,0.5223879853748571,0.09685106236905823,0.057858137853552094,6.753159923475041,clear_separation,37.0,39.0,52.0,16.0,0.9289248792683417,1,1,1,monotonic_clear_progress,False,False,none,1980
W003,81,75,86,66,96,66,73,89,96,H,1,0.9050980208674101,0.07262088878011205,0.13261525330884008,8.820064649883237,clear_separation,76.0,79.0,84.0,9.0,0.9823178712139207,1,1,1,monotonic_clear_progress,False,False,none,1980
W005,113,107,117,98,128,98,105,121,128,H,1,1.1302330511239043,0.03715860275660118,0.0710014740396043,20.8992649521243,clear_separation,111.0,114.0,117.0,7.0,0.9493409606032801,1,1,1,monotonic_clear_progress,False,False,none,1980
W007,160,155,164,145,175,145,152,168,175,H,1,0.577894853601821,0.02858357390328455,0.07727009704317032,10.91874940989482,clear_separation,154.0,155.0,157.0,4.0,0.8728156861833432,1,1,3,nonmonotonic_progress,False,False,none,1980
W002,45,40,48,30,60,30,37,53,60,Je,1,0.6313654852241362,0.10388856450390582,0.06609310738289124,7.428630136514704,clear_separation,44.0,46.0,50.0,7.0,0.9484636113270658,1,1,1,monotonic_clear_progress,False,False,none,1980
W003,81,75,86,66,96,66,73,89,96,Je,1,0.693133184251741,0.06281478949655836,0.08745252177368557,9.22533554880702,clear_separation,77.0,82.0,87.0,11.0,0.9917250514335578,1,1,1,monotonic_clear_progress,False,False,none,1980
W005,113,107,117,98,128,98,105,121,128,Je,1,0.9058330304553636,0.0756263168072423,0.046871795439254266,14.789338608219753,clear_separation,108.0,112.0,115.0,8.0,0.9582505650204101,1,1,1,monotonic_clear_progress,False,False,none,1980
W007,160,155,164,145,175,145,152,168,175,Je,1,1.01330974736834,0.05647744618329257,0.07643222074247535,15.248097008911184,clear_separation,158.0,161.0,165.0,8.0,0.9734566908727691,1,1,1,monotonic_clear_progress,False,False,none,1980
W002,45,40,48,30,60,30,37,53,60,Jw,1,0.8289668464410737,0.07563465356647381,0.04422422044866521,13.832381677847849,clear_separation,39.0,44.0,49.0,11.0,0.9810507186973946,1,1,1,monotonic_clear_progress,False,False,none,1980
W003,81,75,86,66,96,66,73,89,96,Jw,1,0.941989925678327,0.0690019098999157,0.09093840047579656,11.779268446506572,clear_separation,77.0,82.0,86.0,10.0,0.9870148608100923,1,1,1,monotonic_clear_progress,False,False,none,1980
W005,113,107,117,98,128,98,105,121,128,Jw,1,0.9868081337113526,0.1688519963891078,0.1410153246264732,6.369230098035176,clear_separation,106.0,110.0,113.0,8.0,0.9456408778084959,1,1,1,monotonic_clear_progress,False,False,none,1980
W007,160,155,164,145,175,145,152,168,175,Jw,1,0.9204379730197145,0.09989064545591465,0.08352728997938624,10.036510015503415,clear_separation,154.0,160.0,165.0,12.0,0.9938420883046909,1,1,1,monotonic_clear_progress,False,False,none,1980
W002,45,40,48,30,60,30,37,53,60,P,2,0.863768738311557,0.11948508412903713,0.09582277384928295,8.023569101602492,clear_separation,40.0,44.0,46.0,7.0,0.9381528534268274,1,1,1,monotonic_clear_progress,False,False,none,1981
W003,81,75,86,66,96,66,73,89,96,P,2,1.612704800484786,0.13215740576927174,0.14011470102033763,11.846272609328373,clear_separation,77.0,81.0,86.0,10.0,0.9784575514782017,1,1,1,monotonic_clear_progress,False,False,none,1981
W005,113,107,117,98,128,98,105,121,128,P,2,0.921251014768415,0.15825478502806217,0.12404445689546315,6.52676931390028,clear_separation,110.0,113.0,116.0,7.0,0.9510084160259175,1,1,1,monotonic_clear_progress,False,False,none,1981
W007,160,155,164,145,175,145,152,168,175,P,2,0.9202088098863916,0.08807663334436548,0.10383846026206273,9.589749222788377,clear_separation,154.0,158.0,163.0,10.0,0.9760264366507,1,1,1,monotonic_clear_progress,False,False,none,1981
W002,45,40,48,30,60,30,37,53,60,V,2,0.9215653516307775,0.03917831897941256,0.026897555890478347,27.894155118415757,clear_separation,42.0,45.0,48.0,7.0,0.9660321594846536,1,1,1,monotonic_clear_progress,False,False,none,1981
W003,81,75,86,66,96,66,73,89,96,V,2,1.0396236007084991,0.11721872254145285,0.12146568541340097,8.711282061595146,clear_separation,75.0,80.0,84.0,10.0,0.9667997299999066,1,1,1,monotonic_clear_progress,False,False,none,1981
W005,113,107,117,98,128,98,105,121,128,V,2,0.9424633244101671,0.05681150707204955,0.1354279276437392,9.805098790409176,clear_separation,112.0,114.0,118.0,7.0,0.9604409932986335,1,1,1,monotonic_clear_progress,False,False,none,1981
W007,160,155,164,145,175,145,152,168,175,V,2,1.4283827393696695,0.10650964409488212,0.17357077056397033,10.199804517565347,clear_separation,156.0,161.0,165.0,10.0,0.9865178744264209,1,1,1,monotonic_clear_progress,False,False,none,1981
W002,45,40,48,30,60,30,37,53,60,H,2,0.5402873578509083,0.1032049195761816,0.05837848181983165,6.687411617485005,clear_separation,37.0,39.0,52.0,16.0,0.9224878930323848,1,1,1,monotonic_clear_progress,False,False,none,1981
W003,81,75,86,66,96,66,73,89,96,H,2,0.8826453385755547,0.08539338968446722,0.13022412195051444,8.187139642549958,clear_separation,76.0,79.0,85.0,10.0,0.9831249232413793,1,1,1,monotonic_clear_progress,False,False,none,1981
W005,113,107,117,98,128,98,105,121,128,H,2,1.112611859147509,0.030979789461699415,0.06864390973582406,22.336288816563656,clear_separation,111.0,114.0,116.0,6.0,0.9461193569604743,1,1,1,monotonic_clear_progress,False,False,none,1981
W007,160,155,164,145,175,145,152,168,175,H,2,0.535871267283133,0.030594647190758887,0.09116719397720431,8.801957364214434,clear_separation,154.0,155.0,158.0,5.0,0.8849998321193775,1,1,3,nonmonotonic_progress,False,False,none,1981
W002,45,40,48,30,60,30,37,53,60,Je,2,0.6166283830333485,0.09984558593463597,0.066805676103295,7.4002245825849124,clear_separation,44.0,47.0,51.0,8.0,0.9528910374954686,1,1,1,monotonic_clear_progress,False,False,none,1981
W003,81,75,86,66,96,66,73,89,96,Je,2,0.6804477467739926,0.05969255265777971,0.07553155692234013,10.064000404613726,clear_separation,77.0,82.0,87.0,11.0,0.9913441541013506,1,1,1,monotonic_clear_progress,False,False,none,1981
W005,113,107,117,98,128,98,105,121,128,Je,2,0.93362830503048,0.07357004731294953,0.036551898182057396,16.95626245643936,clear_separation,108.0,112.0,115.0,8.0,0.965932904792631,1,1,1,monotonic_clear_progress,False,False,none,1981
W007,160,155,164,145,175,145,152,168,175,Je,2,1.0446110654438272,0.05457983177139809,0.08288470242582441,15.198262905105535,clear_separation,158.0,161.0,165.0,8.0,0.973164910502471,1,1,1,monotonic_clear_progress,False,False,none,1981
W002,45,40,48,30,60,30,37,53,60,Jw,2,0.7883795036693317,0.06326389373700078,0.04944796341288562,13.989291341494624,clear_separation,39.0,44.0,48.0,10.0,0.978236568360409,1,1,1,monotonic_clear_progress,False,False,none,1981
W003,81,75,86,66,96,66,73,89,96,Jw,2,0.9648431757684405,0.07094184212233458,0.08020237348348289,12.767186251731578,clear_separation,78.0,82.0,86.0,9.0,0.9815611346375579,1,1,1,monotonic_clear_progress,False,False,none,1981
W005,113,107,117,98,128,98,105,121,128,Jw,2,0.9833913686543078,0.17031347174047562,0.13711865087475356,6.397453592568705,clear_separation,106.0,110.0,113.0,8.0,0.9425466038397006,1,1,1,monotonic_clear_progress,False,False,none,1981
W007,160,155,164,145,175,145,152,168,175,Jw,2,0.963109176722934,0.10351721424362514,0.0957268437056561,9.667632617264113,clear_separation,154.0,160.0,165.0,12.0,0.9940755164108708,1,1,1,monotonic_clear_progress,False,False,none,1981
W002,45,40,48,30,60,30,37,53,60,P,3,0.8912860420204013,0.12299192869515164,0.10078703470198595,7.965771478087347,clear_separation,40.0,43.0,46.0,7.0,0.9308131126233794,1,1,1,monotonic_clear_progress,False,False,none,1982
W003,81,75,86,66,96,66,73,89,96,P,3,1.6579216275915156,0.11842934217569492,0.14486659943693714,12.593598043513335,clear_separation,77.0,82.0,86.0,10.0,0.9782193017374609,1,1,1,monotonic_clear_progress,False,False,none,1982
W005,113,107,117,98,128,98,105,121,128,P,3,0.9094806486299032,0.15717699041973035,0.1203689939176873,6.55372947149311,clear_separation,109.0,111.0,115.0,7.0,0.9522379717878289,1,1,1,monotonic_clear_progress,False,False,none,1982
W007,160,155,164,145,175,145,152,168,175,P,3,0.9614158246348391,0.0890687374661303,0.09771647190783816,10.294346408335407,clear_separation,155.0,158.0,163.0,9.0,0.9759263201628077,1,1,1,monotonic_clear_progress,False,False,none,1982
W002,45,40,48,30,60,30,37,53,60,V,3,0.9540997831929815,0.04839051151507161,0.034242236719080436,23.092534220604815,clear_separation,41.0,45.0,47.0,7.0,0.9647584475057834,1,1,1,monotonic_clear_progress,False,False,none,1982
W003,81,75,86,66,96,66,73,89,96,V,3,1.0947504478010754,0.10588240173321445,0.13227353046108498,9.193560183071401,clear_separation,76.0,80.0,84.0,9.0,0.9625838555508606,1,1,1,monotonic_clear_progress,False,False,none,1982
W005,113,107,117,98,128,98,105,121,128,V,3,0.9545574012745512,0.0549884964435213,0.14170242962670604,9.706166118959915,clear_separation,111.0,115.0,118.0,8.0,0.9683421544683182,1,1,1,monotonic_clear_progress,False,False,none,1982
W007,160,155,164,145,175,145,152,168,175,V,3,1.4537038719885487,0.11607455643498822,0.17120454867051027,10.120498470952697,clear_separation,156.0,161.0,165.0,10.0,0.9842520075467349,1,1,1,monotonic_clear_progress,False,False,none,1982
W002,45,40,48,30,60,30,37,53,60,H,3,0.5345982007305996,0.09224426179303206,0.055211522340574665,7.250962773206101,clear_separation,37.0,39.0,52.0,16.0,0.9456001331015005,1,1,1,monotonic_clear_progress,False,False,none,1982
W003,81,75,86,66,96,66,73,89,96,H,3,0.911202338061644,0.07900202330555739,0.15120013359592055,7.916540403604509,clear_separation,75.0,79.0,84.0,10.0,0.980418871247632,1,1,1,monotonic_clear_progress,False,False,none,1982
W005,113,107,117,98,128,98,105,121,128,H,3,1.1146408431272536,0.028858452044448073,0.0740661767177744,21.659360961712068,clear_separation,111.0,115.0,117.0,7.0,0.9562734125843184,1,1,1,monotonic_clear_progress,False,False,none,1982
W007,160,155,164,145,175,145,152,168,175,H,3,0.5538235015083061,0.029576092554727682,0.09186910402497682,9.120550126257337,clear_separation,154.0,155.0,158.0,5.0,0.8721386444629142,1,1,3,nonmonotonic_progress,False,False,none,1982
W002,45,40,48,30,60,30,37,53,60,Je,3,0.6331385151234729,0.10476122474985307,0.07523905479157336,7.034861464987039,clear_separation,44.0,46.0,51.0,8.0,0.9536833530493334,1,1,1,monotonic_clear_progress,False,False,none,1982
W003,81,75,86,66,96,66,73,89,96,Je,3,0.6979345650090611,0.0614142709679052,0.08401002725573682,9.598596294081993,clear_separation,77.0,82.0,87.0,11.0,0.9918935308109117,1,1,1,monotonic_clear_progress,False,False,none,1982
W005,113,107,117,98,128,98,105,121,128,Je,3,0.8934296772953338,0.08288371578741655,0.05062430664570317,13.383909985327058,clear_separation,107.0,111.0,115.0,9.0,0.9543051707248763,1,1,1,monotonic_clear_progress,False,False,none,1982
W007,160,155,164,145,175,145,152,168,175,Je,3,1.0112849349437039,0.05920307062697657,0.08262294454718652,14.26092291583571,clear_separation,158.0,161.0,165.0,8.0,0.9714287497842334,1,1,1,monotonic_clear_progress,False,False,none,1982
W002,45,40,48,30,60,30,37,53,60,Jw,3,0.8463530251997422,0.06041297080705378,0.05583539438222884,14.56111703260683,clear_separation,40.0,44.0,49.0,10.0,0.9761570686765035,1,1,1,monotonic_clear_progress,False,False,none,1982
W003,81,75,86,66,96,66,73,89,96,Jw,3,0.9367920180199668,0.07246210977021926,0.08138096878631543,12.178539675589413,clear_separation,77.0,82.0,85.0,9.0,0.9849400889853158,1,1,1,monotonic_clear_progress,False,False,none,1982
W005,113,107,117,98,128,98,105,121,128,Jw,3,0.9875387149939797,0.18401676719560378,0.13300493572716604,6.230101635838639,clear_separation,106.0,109.0,113.0,8.0,0.9391090250921491,1,1,1,monotonic_clear_progress,False,False,none,1982
W007,160,155,164,145,175,145,152,168,175,Jw,3,0.9129194772963285,0.09983531648920571,0.08729677628996249,9.756952575354289,clear_separation,154.0,160.0,165.0,12.0,0.9943600432332751,1,1,1,monotonic_clear_progress,False,False,none,1982
W002,45,40,48,30,60,30,37,53,60,P,4,0.8536443210172944,0.12130091913834556,0.07648900274914441,8.631828283892505,clear_separation,40.0,44.0,46.0,7.0,0.9429596858049087,1,1,1,monotonic_clear_progress,False,False,none,1983
W003,81,75,86,66,96,66,73,89,96,P,4,1.6079167616948227,0.13001754339261556,0.14931799624188086,11.512439582784411,clear_separation,77.0,81.0,86.0,10.0,0.9810664427923165,1,1,1,monotonic_clear_progress,False,False,none,1983
W005,113,107,117,98,128,98,105,121,128,P,4,0.9383457688602472,0.13816145002232572,0.1108803022937737,7.535650228333634,clear_separation,109.0,112.0,115.0,7.0,0.9556337524151132,1,1,1,monotonic_clear_progress,False,False,none,1983
W007,160,155,164,145,175,145,152,168,175,P,4,0.9416604167738709,0.08991157335293518,0.10162795459607818,9.832543985539136,clear_separation,155.0,158.0,163.0,9.0,0.9675624311128835,1,1,1,monotonic_clear_progress,False,False,none,1983
W002,45,40,48,30,60,30,37,53,60,V,4,0.9000390295508728,0.04034354321364992,0.026636149712145025,26.874982258313054,clear_separation,41.0,45.0,48.0,8.0,0.9665640552160885,1,1,1,monotonic_clear_progress,False,False,none,1983
W003,81,75,86,66,96,66,73,89,96,V,4,1.0639439646137443,0.10367489658701043,0.12068211457096875,9.484383475362776,clear_separation,76.0,80.0,84.0,9.0,0.9656405229647747,1,1,1,monotonic_clear_progress,False,False,none,1983
W005,113,107,117,98,128,98,105,121,128,V,4,0.9646180014208301,0.053425897764352234,0.13469410786449693,10.255347358576152,clear_separation,111.0,114.0,118.0,8.0,0.966279192686864,1,1,1,monotonic_clear_progress,False,False,none,1983
W007,160,155,164,145,175,145,152,168,175,V,4,1.4328226448390349,0.11098241646616125,0.16703649642255602,10.307375350411817,clear_separation,156.0,161.0,164.0,9.0,0.9825190157435683,1,1,1,monotonic_clear_progress,False,False,none,1983
W002,45,40,48,30,60,30,37,53,60,H,4,0.5451868690466888,0.10573793527110933,0.056246497182977806,6.73134894236809,clear_separation,37.0,39.0,51.0,15.0,0.9179157531990926,1,1,1,monotonic_clear_progress,False,False,none,1983
W003,81,75,86,66,96,66,73,89,96,H,4,0.8966709824061914,0.06800053781354282,0.13114131774616244,9.005349276042601,clear_separation,76.0,79.0,85.0,10.0,0.9832296497253389,1,1,1,monotonic_clear_progress,False,False,none,1983
W005,113,107,117,98,128,98,105,121,128,H,4,1.157608448915665,0.02619610771302471,0.08225580235875671,21.347866499135463,clear_separation,111.0,114.0,116.0,6.0,0.9465992869117228,1,1,1,monotonic_clear_progress,False,False,none,1983
W007,160,155,164,145,175,145,152,168,175,H,4,0.5893510366955934,0.032660540083152105,0.10148917129850027,8.786467456648024,clear_separation,154.0,156.0,158.0,5.0,0.8895060077821848,1,1,3,nonmonotonic_progress,False,False,none,1983
W002,45,40,48,30,60,30,37,53,60,Je,4,0.6227903854201515,0.11435988945199706,0.07231245994610819,6.67255099559807,clear_separation,44.0,46.0,51.0,8.0,0.9462978972383859,1,1,1,monotonic_clear_progress,False,False,none,1983
W003,81,75,86,66,96,66,73,89,96,Je,4,0.6902965699312711,0.06075271968255961,0.08104144282884276,9.736600685039122,clear_separation,77.0,82.0,87.0,11.0,0.9912661396536347,1,1,1,monotonic_clear_progress,False,False,none,1983
W005,113,107,117,98,128,98,105,121,128,Je,4,0.9038131991688784,0.07666099486948987,0.04126226868573283,15.328836260205769,clear_separation,107.0,111.0,115.0,9.0,0.9546961951283236,1,1,1,monotonic_clear_progress,False,False,none,1983
W007,160,155,164,145,175,145,152,168,175,Je,4,1.0225753667776494,0.06374885784693614,0.08015242028829202,14.212179071856385,clear_separation,158.0,161.0,165.0,8.0,0.9761730380330934,1,1,1,monotonic_clear_progress,False,False,none,1983
W002,45,40,48,30,60,30,37,53,60,Jw,4,0.8089728445327039,0.06974316048361488,0.049054840647462725,13.619300608037873,clear_separation,39.0,44.0,48.0,10.0,0.9782616747168129,1,1,1,monotonic_clear_progress,False,False,none,1983
W003,81,75,86,66,96,66,73,89,96,Jw,4,0.9478903324817528,0.07288855204414915,0.08082603839517552,12.333121140423916,clear_separation,77.0,82.0,85.0,9.0,0.9845934015322388,1,1,1,monotonic_clear_progress,False,False,none,1983
W005,113,107,117,98,128,98,105,121,128,Jw,4,0.956681842893784,0.17283296096677786,0.1379036638542857,6.157509392003777,clear_separation,106.0,109.0,113.0,8.0,0.937692238793841,1,1,1,monotonic_clear_progress,False,False,none,1983
W007,160,155,164,145,175,145,152,168,175,Jw,4,0.9202237162790567,0.0974794809734725,0.08488083011268036,10.092368353486972,clear_separation,154.0,161.0,166.0,13.0,0.9940710497102145,1,1,1,monotonic_clear_progress,False,False,none,1983
W002,45,40,48,30,60,30,37,53,60,P,5,0.8547978100601032,0.13029045128486064,0.08962420744646145,7.773904795465841,clear_separation,40.0,43.0,46.0,7.0,0.941517658894022,1,1,1,monotonic_clear_progress,False,False,none,1984
W003,81,75,86,66,96,66,73,89,96,P,5,1.6429127598696418,0.12476675812906982,0.14090308992504813,12.36807843939148,clear_separation,77.0,81.0,85.0,9.0,0.9775644517524916,1,1,1,monotonic_clear_progress,False,False,none,1984
W005,113,107,117,98,128,98,105,121,128,P,5,0.9105996340949527,0.16435803689177927,0.12367004086560654,6.322992127563713,clear_separation,109.0,111.0,115.0,7.0,0.9432073628763942,1,1,1,monotonic_clear_progress,False,False,none,1984
W007,160,155,164,145,175,145,152,168,175,P,5,0.9246498975531028,0.09568803115453325,0.1083874470419525,9.061842272433923,clear_separation,154.0,158.0,163.0,10.0,0.9758395070868815,1,1,1,monotonic_clear_progress,False,False,none,1984
W002,45,40,48,30,60,30,37,53,60,V,5,0.9295571618292898,0.05400902573901931,0.026256054425152733,23.162181110511227,clear_separation,41.0,45.0,48.0,8.0,0.9707243126352914,1,1,1,monotonic_clear_progress,False,False,none,1984
W003,81,75,86,66,96,66,73,89,96,V,5,1.0770206395093664,0.11684015299937808,0.12382588699535955,8.95033332932196,clear_separation,75.0,79.0,84.0,10.0,0.9620913516122312,1,1,1,monotonic_clear_progress,False,False,none,1984
W005,113,107,117,98,128,98,105,121,128,V,5,0.9502253604805777,0.06414872388705567,0.14292422021892115,9.17768725966526,clear_separation,111.0,114.0,118.0,8.0,0.964274510846464,1,1,1,monotonic_clear_progress,False,False,none,1984
W007,160,155,164,145,175,145,152,168,175,V,5,1.4452296164359841,0.11846732597526542,0.16777755345284912,10.097854810980685,clear_separation,155.0,161.0,165.0,11.0,0.9880436724861777,1,1,1,monotonic_clear_progress,False,False,none,1984
W002,45,40,48,30,60,30,37,53,60,H,5,0.5136381695283968,0.09626111298505949,0.05239118639002065,6.9105983786429315,clear_separation,37.0,39.0,52.0,16.0,0.9329716726471787,1,1,1,monotonic_clear_progress,False,False,none,1984
W003,81,75,86,66,96,66,73,89,96,H,5,0.8907649957201986,0.09348188710441126,0.13336673930229975,7.853386725959855,clear_separation,75.0,79.0,84.0,10.0,0.9819773048345841,1,1,1,monotonic_clear_progress,False,False,none,1984
W005,113,107,117,98,128,98,105,121,128,H,5,1.1366218680908982,0.032983669271723456,0.07394400233169751,21.25963936230094,clear_separation,111.0,114.0,116.0,6.0,0.9494194670509796,1,1,1,monotonic_clear_progress,False,False,none,1984
W007,160,155,164,145,175,145,152,168,175,H,5,0.5278295304827869,0.028868003873612786,0.09548420351012216,8.489266762197209,clear_separation,154.0,156.0,159.0,6.0,0.9023000756576429,1,1,3,nonmonotonic_progress,False,False,none,1984
W002,45,40,48,30,60,30,37,53,60,Je,5,0.6164888152737098,0.09923737673807934,0.06956891176188404,7.304097741199249,clear_separation,44.0,46.0,51.0,8.0,0.9569295809212988,1,1,1,monotonic_clear_progress,False,False,none,1984
W003,81,75,86,66,96,66,73,89,96,Je,5,0.6906475536650487,0.059433641966684055,0.07699846078121186,10.124414118737542,clear_separation,77.0,82.0,87.0,11.0,0.9915551007090581,1,1,1,monotonic_clear_progress,False,False,none,1984
W005,113,107,117,98,128,98,105,121,128,Je,5,0.9020347329526329,0.07831066104328809,0.04452361727760174,14.687019702781797,clear_separation,107.0,111.0,115.0,9.0,0.9597097220952272,1,1,1,monotonic_clear_progress,False,False,none,1984
