window_id,anchor_day,accepted_window_start,accepted_window_end,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,field,day,relative_to_anchor,raw_progress,progress
W003,81,75,86,66,96,66,73,89,96,P,88,7,0.889342817839393,0.889342817839393
W003,81,75,86,66,96,66,73,89,96,P,89,8,0.9255881802626391,0.9255881802626391
W003,81,75,86,66,96,66,73,89,96,P,90,9,0.9828763783763722,0.9828763783763722
W003,81,75,86,66,96,66,73,89,96,P,91,10,1.0092404227711813,1.0
W003,81,75,86,66,96,66,73,89,96,P,92,11,1.0213436464859573,1.0
W003,81,75,86,66,96,66,73,89,96,P,93,12,1.0065169431580834,1.0
W003,81,75,86,66,96,66,73,89,96,P,94,13,1.0045478900157403,1.0
W003,81,75,86,66,96,66,73,89,96,P,95,14,1.0119348133579793,1.0
W003,81,75,86,66,96,66,73,89,96,P,96,15,1.0379517255720478,1.0
W005,113,107,117,98,128,98,105,121,128,P,98,-15,-0.11540312000119185,0.0
W005,113,107,117,98,128,98,105,121,128,P,99,-14,-0.03036641585379942,0.0
W005,113,107,117,98,128,98,105,121,128,P,100,-13,-0.0015495432449215065,0.0
W005,113,107,117,98,128,98,105,121,128,P,101,-12,-0.006434231735320246,0.0
W005,113,107,117,98,128,98,105,121,128,P,102,-11,-0.035910811475750794,0.0
W005,113,107,117,98,128,98,105,121,128,P,103,-10,-0.0030162595871365936,0.0
W005,113,107,117,98,128,98,105,121,128,P,104,-9,0.06255851169072524,0.06255851169072524
W005,113,107,117,98,128,98,105,121,128,P,105,-8,0.13012187020739518,0.13012187020739518
W005,113,107,117,98,128,98,105,121,128,P,106,-7,0.1463934078752845,0.1463934078752845
W005,113,107,117,98,128,98,105,121,128,P,107,-6,0.15524581127581563,0.15524581127581563
W005,113,107,117,98,128,98,105,121,128,P,108,-5,0.1757875469246528,0.1757875469246528
W005,113,107,117,98,128,98,105,121,128,P,109,-4,0.2595210607986504,0.2595210607986504
W005,113,107,117,98,128,98,105,121,128,P,110,-3,0.3618346865266284,0.3618346865266284
W005,113,107,117,98,128,98,105,121,128,P,111,-2,0.4527564923061352,0.4527564923061352
W005,113,107,117,98,128,98,105,121,128,P,112,-1,0.522023290192714,0.522023290192714
W005,113,107,117,98,128,98,105,121,128,P,113,0,0.5762597515258217,0.5762597515258217
W005,113,107,117,98,128,98,105,121,128,P,114,1,0.6592132652824377,0.6592132652824377
W005,113,107,117,98,128,98,105,121,128,P,115,2,0.7584220791485142,0.7584220791485142
W005,113,107,117,98,128,98,105,121,128,P,116,3,0.8538298907963324,0.8538298907963324
W005,113,107,117,98,128,98,105,121,128,P,117,4,0.9217933022234029,0.9217933022234029
W005,113,107,117,98,128,98,105,121,128,P,118,5,0.9637416831287033,0.9637416831287033
W005,113,107,117,98,128,98,105,121,128,P,119,6,1.0203603384748607,1.0
W005,113,107,117,98,128,98,105,121,128,P,120,7,1.069407828504529,1.0
