bootstrap_id,region_id,region_label,lat_min,lat_max,lat_center,n_raw_lat_points,onset_day,midpoint_day,finish_day,duration,pre_post_separation_label,progress_quality_label
522,2,R3_high,28.5,35.0,31.75,27,37.0,42.0,53.0,17.0,clear_separation,monotonic_clear_progress
523,0,R1_low,15.0,21.5,18.25,27,35.0,38.0,39.0,5.0,clear_separation,monotonic_clear_progress
523,1,R2_mid,21.75,28.25,25.0,27,35.0,37.0,38.0,4.0,clear_separation,nonmonotonic_progress
523,2,R3_high,28.5,35.0,31.75,27,35.0,37.0,39.0,5.0,clear_separation,nonmonotonic_progress
524,0,R1_low,15.0,21.5,18.25,27,36.0,40.0,42.0,7.0,clear_separation,monotonic_clear_progress
524,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,39.0,4.0,clear_separation,nonmonotonic_progress
524,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
525,0,R1_low,15.0,21.5,18.25,27,38.0,42.0,48.0,11.0,clear_separation,monotonic_clear_progress
525,1,R2_mid,21.75,28.25,25.0,27,38.0,42.0,49.0,12.0,clear_separation,monotonic_clear_progress
525,2,R3_high,28.5,35.0,31.75,27,37.0,48.0,51.0,15.0,clear_separation,nonmonotonic_progress
526,0,R1_low,15.0,21.5,18.25,27,37.0,39.0,41.0,5.0,clear_separation,nonmonotonic_progress
526,1,R2_mid,21.75,28.25,25.0,27,37.0,41.0,53.0,17.0,clear_separation,monotonic_clear_progress
526,2,R3_high,28.5,35.0,31.75,27,38.0,49.0,53.0,16.0,clear_separation,monotonic_clear_progress
527,0,R1_low,15.0,21.5,18.25,27,36.0,39.0,43.0,8.0,clear_separation,monotonic_clear_progress
527,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,41.0,6.0,clear_separation,nonmonotonic_progress
527,2,R3_high,28.5,35.0,31.75,27,36.0,40.0,53.0,18.0,clear_separation,monotonic_clear_progress
528,0,R1_low,15.0,21.5,18.25,27,38.0,39.0,41.0,4.0,clear_separation,nonmonotonic_progress
528,1,R2_mid,21.75,28.25,25.0,27,38.0,40.0,54.0,17.0,clear_separation,monotonic_clear_progress
528,2,R3_high,28.5,35.0,31.75,27,39.0,49.0,54.0,16.0,clear_separation,monotonic_clear_progress
529,0,R1_low,15.0,21.5,18.25,27,38.0,47.0,53.0,16.0,clear_separation,monotonic_clear_progress
529,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,42.0,6.0,clear_separation,nonmonotonic_progress
529,2,R3_high,28.5,35.0,31.75,27,38.0,41.0,51.0,14.0,clear_separation,monotonic_clear_progress
530,0,R1_low,15.0,21.5,18.25,27,37.0,39.0,48.0,12.0,clear_separation,monotonic_clear_progress
530,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,40.0,5.0,clear_separation,nonmonotonic_progress
530,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,52.0,17.0,clear_separation,nonmonotonic_progress
531,0,R1_low,15.0,21.5,18.25,27,36.0,39.0,52.0,17.0,clear_separation,nonmonotonic_progress
531,1,R2_mid,21.75,28.25,25.0,27,37.0,40.0,53.0,17.0,clear_separation,nonmonotonic_progress
531,2,R3_high,28.5,35.0,31.75,27,36.0,51.0,53.0,18.0,clear_separation,nonmonotonic_progress
532,0,R1_low,15.0,21.5,18.25,27,37.0,40.0,46.0,10.0,clear_separation,monotonic_clear_progress
532,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,40.0,4.0,clear_separation,nonmonotonic_progress
532,2,R3_high,28.5,35.0,31.75,27,37.0,40.0,52.0,16.0,clear_separation,monotonic_clear_progress
533,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,40.0,5.0,clear_separation,monotonic_clear_progress
533,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
533,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,53.0,18.0,clear_separation,nonmonotonic_progress
534,0,R1_low,15.0,21.5,18.25,27,37.0,40.0,52.0,16.0,clear_separation,monotonic_clear_progress
534,1,R2_mid,21.75,28.25,25.0,27,37.0,43.0,52.0,16.0,clear_separation,monotonic_clear_progress
534,2,R3_high,28.5,35.0,31.75,27,37.0,49.0,52.0,16.0,clear_separation,monotonic_clear_progress
535,0,R1_low,15.0,21.5,18.25,27,39.0,41.0,52.0,14.0,clear_separation,monotonic_clear_progress
535,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,50.0,15.0,clear_separation,monotonic_clear_progress
535,2,R3_high,28.5,35.0,31.75,27,37.0,47.0,50.0,14.0,clear_separation,monotonic_clear_progress
536,0,R1_low,15.0,21.5,18.25,27,36.0,37.0,39.0,4.0,moderate_separation,nonmonotonic_progress
536,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,45.0,9.0,clear_separation,nonmonotonic_progress
536,2,R3_high,28.5,35.0,31.75,27,37.0,49.0,52.0,16.0,clear_separation,monotonic_clear_progress
537,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,40.0,5.0,clear_separation,monotonic_clear_progress
537,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
537,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,54.0,19.0,clear_separation,monotonic_clear_progress
538,0,R1_low,15.0,21.5,18.25,27,44.0,48.0,51.0,8.0,clear_separation,monotonic_clear_progress
538,1,R2_mid,21.75,28.25,25.0,27,37.0,40.0,52.0,16.0,clear_separation,monotonic_clear_progress
538,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,53.0,18.0,clear_separation,nonmonotonic_progress
539,0,R1_low,15.0,21.5,18.25,27,35.0,37.0,39.0,5.0,clear_separation,monotonic_clear_progress
539,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,38.0,3.0,clear_separation,monotonic_clear_progress
539,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,50.0,15.0,clear_separation,monotonic_clear_progress
540,0,R1_low,15.0,21.5,18.25,27,38.0,39.0,41.0,4.0,clear_separation,monotonic_clear_progress
540,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,41.0,5.0,clear_separation,monotonic_clear_progress
540,2,R3_high,28.5,35.0,31.75,27,37.0,40.0,49.0,13.0,clear_separation,nonmonotonic_progress
541,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,39.0,4.0,clear_separation,monotonic_clear_progress
541,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,41.0,6.0,clear_separation,nonmonotonic_progress
541,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,52.0,17.0,clear_separation,monotonic_clear_progress
542,0,R1_low,15.0,21.5,18.25,27,38.0,49.0,52.0,15.0,clear_separation,nonmonotonic_progress
542,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
542,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,51.0,16.0,clear_separation,monotonic_clear_progress
543,0,R1_low,15.0,21.5,18.25,27,47.0,51.0,53.0,7.0,clear_separation,monotonic_clear_progress
543,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
543,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,53.0,18.0,clear_separation,nonmonotonic_progress
544,0,R1_low,15.0,21.5,18.25,27,40.0,43.0,45.0,6.0,clear_separation,monotonic_clear_progress
544,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,40.0,5.0,clear_separation,nonmonotonic_progress
544,2,R3_high,28.5,35.0,31.75,27,36.0,42.0,51.0,16.0,clear_separation,monotonic_clear_progress
545,0,R1_low,15.0,21.5,18.25,27,35.0,38.0,41.0,7.0,clear_separation,monotonic_clear_progress
545,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,39.0,4.0,clear_separation,nonmonotonic_progress
545,2,R3_high,28.5,35.0,31.75,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
546,0,R1_low,15.0,21.5,18.25,27,38.0,40.0,42.0,5.0,clear_separation,nonmonotonic_progress
546,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,41.0,5.0,clear_separation,monotonic_clear_progress
546,2,R3_high,28.5,35.0,31.75,27,37.0,40.0,54.0,18.0,clear_separation,nonmonotonic_progress
547,0,R1_low,15.0,21.5,18.25,27,45.0,52.0,53.0,9.0,clear_separation,nonmonotonic_progress
547,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,39.0,4.0,clear_separation,nonmonotonic_progress
547,2,R3_high,28.5,35.0,31.75,27,36.0,51.0,54.0,19.0,clear_separation,monotonic_clear_progress
548,0,R1_low,15.0,21.5,18.25,27,36.0,37.0,39.0,4.0,weak_separation,nonmonotonic_progress
548,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
548,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,51.0,16.0,clear_separation,monotonic_clear_progress
549,0,R1_low,15.0,21.5,18.25,27,38.0,53.0,55.0,18.0,clear_separation,nonmonotonic_progress
549,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
549,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,52.0,17.0,clear_separation,monotonic_clear_progress
550,0,R1_low,15.0,21.5,18.25,27,40.0,52.0,53.0,14.0,clear_separation,nonmonotonic_progress
550,1,R2_mid,21.75,28.25,25.0,27,37.0,43.0,54.0,18.0,clear_separation,nonmonotonic_progress
550,2,R3_high,28.5,35.0,31.75,27,37.0,51.0,54.0,18.0,clear_separation,monotonic_clear_progress
551,0,R1_low,15.0,21.5,18.25,27,38.0,53.0,55.0,18.0,clear_separation,nonmonotonic_progress
551,1,R2_mid,21.75,28.25,25.0,27,36.0,39.0,52.0,17.0,clear_separation,nonmonotonic_progress
551,2,R3_high,28.5,35.0,31.75,27,36.0,41.0,51.0,16.0,clear_separation,nonmonotonic_progress
552,0,R1_low,15.0,21.5,18.25,27,38.0,41.0,55.0,18.0,clear_separation,nonmonotonic_progress
552,1,R2_mid,21.75,28.25,25.0,27,37.0,40.0,53.0,17.0,clear_separation,monotonic_clear_progress
552,2,R3_high,28.5,35.0,31.75,27,37.0,39.0,52.0,16.0,clear_separation,nonmonotonic_progress
553,0,R1_low,15.0,21.5,18.25,27,44.0,49.0,55.0,12.0,clear_separation,monotonic_clear_progress
553,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
553,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,54.0,19.0,clear_separation,nonmonotonic_progress
554,0,R1_low,15.0,21.5,18.25,27,47.0,49.0,50.0,4.0,clear_separation,nonmonotonic_progress
554,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,43.0,7.0,clear_separation,nonmonotonic_progress
554,2,R3_high,28.5,35.0,31.75,27,37.0,39.0,51.0,15.0,clear_separation,nonmonotonic_progress
555,0,R1_low,15.0,21.5,18.25,27,39.0,52.0,54.0,16.0,clear_separation,nonmonotonic_progress
555,1,R2_mid,21.75,28.25,25.0,27,37.0,41.0,53.0,17.0,clear_separation,monotonic_clear_progress
555,2,R3_high,28.5,35.0,31.75,27,37.0,50.0,53.0,17.0,clear_separation,monotonic_clear_progress
556,0,R1_low,15.0,21.5,18.25,27,42.0,53.0,55.0,14.0,clear_separation,monotonic_clear_progress
556,1,R2_mid,21.75,28.25,25.0,27,38.0,41.0,51.0,14.0,clear_separation,monotonic_clear_progress
556,2,R3_high,28.5,35.0,31.75,27,38.0,48.0,51.0,14.0,clear_separation,monotonic_clear_progress
557,0,R1_low,15.0,21.5,18.25,27,35.0,36.0,38.0,4.0,weak_separation,monotonic_broad_progress
557,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,54.0,19.0,clear_separation,nonmonotonic_progress
557,2,R3_high,28.5,35.0,31.75,27,36.0,41.0,53.0,18.0,clear_separation,nonmonotonic_progress
558,0,R1_low,15.0,21.5,18.25,27,42.0,44.0,53.0,12.0,clear_separation,nonmonotonic_progress
558,1,R2_mid,21.75,28.25,25.0,27,37.0,41.0,53.0,17.0,clear_separation,monotonic_clear_progress
558,2,R3_high,28.5,35.0,31.75,27,38.0,50.0,54.0,17.0,clear_separation,monotonic_clear_progress
559,0,R1_low,15.0,21.5,18.25,27,36.0,39.0,41.0,6.0,clear_separation,monotonic_clear_progress
559,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
559,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,50.0,15.0,clear_separation,monotonic_clear_progress
560,0,R1_low,15.0,21.5,18.25,27,38.0,41.0,45.0,8.0,clear_separation,monotonic_clear_progress
560,1,R2_mid,21.75,28.25,25.0,27,38.0,42.0,54.0,17.0,clear_separation,nonmonotonic_progress
560,2,R3_high,28.5,35.0,31.75,27,38.0,49.0,53.0,16.0,clear_separation,monotonic_clear_progress
561,0,R1_low,15.0,21.5,18.25,27,37.0,45.0,50.0,14.0,clear_separation,monotonic_clear_progress
561,1,R2_mid,21.75,28.25,25.0,27,38.0,51.0,54.0,17.0,clear_separation,monotonic_clear_progress
561,2,R3_high,28.5,35.0,31.75,27,37.0,50.0,53.0,17.0,clear_separation,nonmonotonic_progress
562,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,39.0,4.0,clear_separation,monotonic_clear_progress
562,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
562,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,49.0,14.0,clear_separation,monotonic_clear_progress
563,0,R1_low,15.0,21.5,18.25,27,38.0,40.0,41.0,4.0,moderate_separation,monotonic_clear_progress
563,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
563,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,42.0,7.0,clear_separation,nonmonotonic_progress
564,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,50.0,15.0,clear_separation,monotonic_clear_progress
564,1,R2_mid,21.75,28.25,25.0,27,38.0,50.0,53.0,16.0,clear_separation,nonmonotonic_progress
564,2,R3_high,28.5,35.0,31.75,27,37.0,50.0,52.0,16.0,clear_separation,monotonic_clear_progress
565,0,R1_low,15.0,21.5,18.25,27,35.0,38.0,50.0,16.0,clear_separation,nonmonotonic_progress
565,1,R2_mid,21.75,28.25,25.0,27,38.0,41.0,54.0,17.0,clear_separation,nonmonotonic_progress
565,2,R3_high,28.5,35.0,31.75,27,38.0,50.0,53.0,16.0,clear_separation,monotonic_clear_progress
566,0,R1_low,15.0,21.5,18.25,27,38.0,41.0,51.0,14.0,clear_separation,monotonic_clear_progress
566,1,R2_mid,21.75,28.25,25.0,27,38.0,40.0,51.0,14.0,clear_separation,monotonic_clear_progress
566,2,R3_high,28.5,35.0,31.75,27,37.0,40.0,52.0,16.0,clear_separation,nonmonotonic_progress
567,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
567,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,54.0,18.0,clear_separation,nonmonotonic_progress
567,2,R3_high,28.5,35.0,31.75,27,37.0,51.0,54.0,18.0,clear_separation,nonmonotonic_progress
568,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,39.0,4.0,moderate_separation,nonmonotonic_progress
568,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
568,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,54.0,19.0,clear_separation,nonmonotonic_progress
569,0,R1_low,15.0,21.5,18.25,27,41.0,44.0,46.0,6.0,clear_separation,monotonic_clear_progress
569,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,37.0,2.0,clear_separation,nonmonotonic_progress
569,2,R3_high,28.5,35.0,31.75,27,36.0,37.0,38.0,3.0,clear_separation,nonmonotonic_progress
570,0,R1_low,15.0,21.5,18.25,27,37.0,39.0,41.0,5.0,clear_separation,nonmonotonic_progress
570,1,R2_mid,21.75,28.25,25.0,27,37.0,40.0,52.0,16.0,clear_separation,nonmonotonic_progress
570,2,R3_high,28.5,35.0,31.75,27,36.0,49.0,52.0,17.0,clear_separation,monotonic_clear_progress
571,0,R1_low,15.0,21.5,18.25,27,38.0,40.0,43.0,6.0,clear_separation,monotonic_clear_progress
571,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
571,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,53.0,18.0,clear_separation,nonmonotonic_progress
572,0,R1_low,15.0,21.5,18.25,27,35.0,38.0,51.0,17.0,moderate_separation,nonmonotonic_progress
572,1,R2_mid,21.75,28.25,25.0,27,36.0,39.0,54.0,19.0,clear_separation,nonmonotonic_progress
572,2,R3_high,28.5,35.0,31.75,27,38.0,51.0,53.0,16.0,clear_separation,monotonic_clear_progress
573,0,R1_low,15.0,21.5,18.25,27,45.0,48.0,51.0,7.0,clear_separation,nonmonotonic_progress
573,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,54.0,19.0,clear_separation,nonmonotonic_progress
573,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,51.0,16.0,clear_separation,nonmonotonic_progress
574,0,R1_low,15.0,21.5,18.25,27,39.0,53.0,55.0,17.0,clear_separation,monotonic_clear_progress
574,1,R2_mid,21.75,28.25,25.0,27,38.0,41.0,51.0,14.0,clear_separation,monotonic_clear_progress
574,2,R3_high,28.5,35.0,31.75,27,37.0,50.0,54.0,18.0,clear_separation,monotonic_clear_progress
575,0,R1_low,15.0,21.5,18.25,27,37.0,40.0,47.0,11.0,clear_separation,nonmonotonic_progress
575,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,41.0,6.0,clear_separation,nonmonotonic_progress
575,2,R3_high,28.5,35.0,31.75,27,36.0,49.0,51.0,16.0,clear_separation,monotonic_clear_progress
576,0,R1_low,15.0,21.5,18.25,27,37.0,38.0,39.0,3.0,clear_separation,monotonic_clear_progress
576,1,R2_mid,21.75,28.25,25.0,27,37.0,40.0,54.0,18.0,clear_separation,nonmonotonic_progress
576,2,R3_high,28.5,35.0,31.75,27,37.0,50.0,53.0,17.0,clear_separation,nonmonotonic_progress
577,0,R1_low,15.0,21.5,18.25,27,37.0,39.0,52.0,16.0,clear_separation,monotonic_clear_progress
577,1,R2_mid,21.75,28.25,25.0,27,37.0,42.0,52.0,16.0,clear_separation,monotonic_clear_progress
577,2,R3_high,28.5,35.0,31.75,27,37.0,49.0,53.0,17.0,clear_separation,monotonic_clear_progress
578,0,R1_low,15.0,21.5,18.25,27,30.0,50.0,52.0,23.0,moderate_separation,boundary_limited_progress
578,1,R2_mid,21.75,28.25,25.0,27,38.0,42.0,52.0,15.0,clear_separation,monotonic_clear_progress
578,2,R3_high,28.5,35.0,31.75,27,36.0,50.0,53.0,18.0,clear_separation,monotonic_clear_progress
579,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,39.0,4.0,moderate_separation,monotonic_clear_progress
579,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
579,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,53.0,18.0,clear_separation,nonmonotonic_progress
580,0,R1_low,15.0,21.5,18.25,27,37.0,38.0,40.0,4.0,clear_separation,nonmonotonic_progress
580,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,41.0,5.0,clear_separation,nonmonotonic_progress
580,2,R3_high,28.5,35.0,31.75,27,37.0,40.0,53.0,17.0,clear_separation,nonmonotonic_progress
581,0,R1_low,15.0,21.5,18.25,27,40.0,42.0,46.0,7.0,clear_separation,monotonic_clear_progress
581,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,38.0,3.0,clear_separation,monotonic_clear_progress
581,2,R3_high,28.5,35.0,31.75,27,37.0,38.0,42.0,6.0,clear_separation,nonmonotonic_progress
582,0,R1_low,15.0,21.5,18.25,27,36.0,39.0,41.0,6.0,clear_separation,nonmonotonic_progress
582,1,R2_mid,21.75,28.25,25.0,27,36.0,39.0,53.0,18.0,clear_separation,monotonic_clear_progress
582,2,R3_high,28.5,35.0,31.75,27,37.0,43.0,53.0,17.0,clear_separation,nonmonotonic_progress
583,0,R1_low,15.0,21.5,18.25,27,37.0,39.0,54.0,18.0,clear_separation,nonmonotonic_progress
583,1,R2_mid,21.75,28.25,25.0,27,37.0,40.0,53.0,17.0,clear_separation,nonmonotonic_progress
583,2,R3_high,28.5,35.0,31.75,27,38.0,49.0,51.0,14.0,clear_separation,monotonic_clear_progress
584,0,R1_low,15.0,21.5,18.25,27,37.0,39.0,40.0,4.0,clear_separation,monotonic_clear_progress
584,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,38.0,3.0,clear_separation,nonmonotonic_progress
584,2,R3_high,28.5,35.0,31.75,27,36.0,37.0,53.0,18.0,clear_separation,nonmonotonic_progress
585,0,R1_low,15.0,21.5,18.25,27,40.0,42.0,44.0,5.0,clear_separation,monotonic_clear_progress
585,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,39.0,4.0,clear_separation,nonmonotonic_progress
585,2,R3_high,28.5,35.0,31.75,27,37.0,42.0,54.0,18.0,clear_separation,nonmonotonic_progress
586,0,R1_low,15.0,21.5,18.25,27,38.0,48.0,51.0,14.0,clear_separation,monotonic_clear_progress
586,1,R2_mid,21.75,28.25,25.0,27,37.0,40.0,51.0,15.0,clear_separation,monotonic_clear_progress
586,2,R3_high,28.5,35.0,31.75,27,37.0,41.0,50.0,14.0,clear_separation,monotonic_clear_progress
587,0,R1_low,15.0,21.5,18.25,27,36.0,37.0,52.0,17.0,moderate_separation,nonmonotonic_progress
587,1,R2_mid,21.75,28.25,25.0,27,38.0,40.0,53.0,16.0,clear_separation,nonmonotonic_progress
587,2,R3_high,28.5,35.0,31.75,27,37.0,51.0,53.0,17.0,clear_separation,nonmonotonic_progress
588,0,R1_low,15.0,21.5,18.25,27,38.0,43.0,53.0,16.0,clear_separation,nonmonotonic_progress
588,1,R2_mid,21.75,28.25,25.0,27,39.0,51.0,54.0,16.0,clear_separation,monotonic_clear_progress
588,2,R3_high,28.5,35.0,31.75,27,38.0,50.0,53.0,16.0,clear_separation,monotonic_clear_progress
589,0,R1_low,15.0,21.5,18.25,27,35.0,37.0,39.0,5.0,clear_separation,nonmonotonic_progress
589,1,R2_mid,21.75,28.25,25.0,27,37.0,38.0,40.0,4.0,clear_separation,nonmonotonic_progress
589,2,R3_high,28.5,35.0,31.75,27,37.0,39.0,53.0,17.0,clear_separation,nonmonotonic_progress
590,0,R1_low,15.0,21.5,18.25,27,37.0,39.0,41.0,5.0,clear_separation,nonmonotonic_progress
590,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,43.0,7.0,clear_separation,monotonic_clear_progress
590,2,R3_high,28.5,35.0,31.75,27,37.0,42.0,51.0,15.0,clear_separation,monotonic_clear_progress
591,0,R1_low,15.0,21.5,18.25,27,40.0,41.0,42.0,3.0,clear_separation,nonmonotonic_progress
591,1,R2_mid,21.75,28.25,25.0,27,35.0,36.0,37.0,3.0,moderate_separation,nonmonotonic_progress
591,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,53.0,18.0,clear_separation,nonmonotonic_progress
592,0,R1_low,15.0,21.5,18.25,27,36.0,39.0,40.0,5.0,clear_separation,monotonic_clear_progress
592,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,52.0,17.0,clear_separation,monotonic_clear_progress
592,2,R3_high,28.5,35.0,31.75,27,36.0,49.0,52.0,17.0,clear_separation,monotonic_clear_progress
593,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,53.0,18.0,clear_separation,nonmonotonic_progress
593,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,53.0,17.0,clear_separation,nonmonotonic_progress
593,2,R3_high,28.5,35.0,31.75,27,38.0,50.0,52.0,15.0,clear_separation,monotonic_clear_progress
594,0,R1_low,15.0,21.5,18.25,27,38.0,39.0,41.0,4.0,clear_separation,nonmonotonic_progress
594,1,R2_mid,21.75,28.25,25.0,27,36.0,37.0,38.0,3.0,clear_separation,monotonic_clear_progress
594,2,R3_high,28.5,35.0,31.75,27,36.0,48.0,50.0,15.0,clear_separation,nonmonotonic_progress
595,0,R1_low,15.0,21.5,18.25,27,39.0,51.0,53.0,15.0,clear_separation,nonmonotonic_progress
595,1,R2_mid,21.75,28.25,25.0,27,38.0,50.0,53.0,16.0,clear_separation,monotonic_clear_progress
595,2,R3_high,28.5,35.0,31.75,27,37.0,51.0,54.0,18.0,clear_separation,monotonic_clear_progress
596,0,R1_low,15.0,21.5,18.25,27,45.0,48.0,52.0,8.0,clear_separation,monotonic_clear_progress
596,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,40.0,5.0,clear_separation,monotonic_clear_progress
596,2,R3_high,28.5,35.0,31.75,27,37.0,48.0,51.0,15.0,clear_separation,monotonic_clear_progress
597,0,R1_low,15.0,21.5,18.25,27,39.0,41.0,55.0,17.0,clear_separation,nonmonotonic_progress
597,1,R2_mid,21.75,28.25,25.0,27,39.0,42.0,54.0,16.0,clear_separation,nonmonotonic_progress
597,2,R3_high,28.5,35.0,31.75,27,38.0,40.0,53.0,16.0,clear_separation,nonmonotonic_progress
598,0,R1_low,15.0,21.5,18.25,27,39.0,47.0,50.0,12.0,clear_separation,monotonic_clear_progress
598,1,R2_mid,21.75,28.25,25.0,27,38.0,41.0,54.0,17.0,clear_separation,nonmonotonic_progress
598,2,R3_high,28.5,35.0,31.75,27,40.0,50.0,54.0,15.0,clear_separation,monotonic_clear_progress
599,0,R1_low,15.0,21.5,18.25,27,37.0,40.0,45.0,9.0,clear_separation,monotonic_clear_progress
599,1,R2_mid,21.75,28.25,25.0,27,37.0,41.0,52.0,16.0,clear_separation,nonmonotonic_progress
599,2,R3_high,28.5,35.0,31.75,27,37.0,43.0,52.0,16.0,clear_separation,nonmonotonic_progress
600,0,R1_low,15.0,21.5,18.25,27,37.0,39.0,55.0,19.0,clear_separation,nonmonotonic_progress
600,1,R2_mid,21.75,28.25,25.0,27,37.0,40.0,51.0,15.0,clear_separation,monotonic_clear_progress
600,2,R3_high,28.5,35.0,31.75,27,38.0,43.0,51.0,14.0,clear_separation,monotonic_clear_progress
601,0,R1_low,15.0,21.5,18.25,27,40.0,41.0,42.0,3.0,clear_separation,nonmonotonic_progress
601,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,39.0,4.0,clear_separation,monotonic_clear_progress
601,2,R3_high,28.5,35.0,31.75,27,37.0,39.0,41.0,5.0,clear_separation,nonmonotonic_progress
602,0,R1_low,15.0,21.5,18.25,27,39.0,46.0,54.0,16.0,clear_separation,monotonic_clear_progress
602,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,40.0,5.0,clear_separation,nonmonotonic_progress
602,2,R3_high,28.5,35.0,31.75,27,36.0,39.0,53.0,18.0,clear_separation,nonmonotonic_progress
603,0,R1_low,15.0,21.5,18.25,27,36.0,40.0,46.0,11.0,clear_separation,monotonic_clear_progress
603,1,R2_mid,21.75,28.25,25.0,27,37.0,39.0,54.0,18.0,clear_separation,nonmonotonic_progress
603,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,55.0,20.0,clear_separation,nonmonotonic_progress
604,0,R1_low,15.0,21.5,18.25,27,36.0,38.0,39.0,4.0,clear_separation,nonmonotonic_progress
604,1,R2_mid,21.75,28.25,25.0,27,36.0,38.0,54.0,19.0,clear_separation,nonmonotonic_progress
604,2,R3_high,28.5,35.0,31.75,27,36.0,38.0,52.0,17.0,clear_separation,nonmonotonic_progress
