window_id,anchor_day,region_id,region_label,lat_min,lat_max,lat_center,n_raw_lat_points,uses_2deg_interp,construction_method,analysis_window_start,analysis_window_end,pre_period_start,pre_period_end,post_period_start,post_period_end,day,raw_progress,progress
W002,45,0,R1_low,15.0,21.5,18.25,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,48,0.7332240414088429,0.7332240414088429
W002,45,0,R1_low,15.0,21.5,18.25,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,49,0.7212167809623005,0.7212167809623005
W002,45,0,R1_low,15.0,21.5,18.25,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,50,0.7202568997597054,0.7202568997597054
W002,45,0,R1_low,15.0,21.5,18.25,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,51,0.7326570300747339,0.7326570300747339
W002,45,0,R1_low,15.0,21.5,18.25,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,52,0.791965060337051,0.791965060337051
W002,45,0,R1_low,15.0,21.5,18.25,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,53,0.8765010335236983,0.8765010335236983
W002,45,0,R1_low,15.0,21.5,18.25,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,54,0.9319844535964279,0.9319844535964279
W002,45,0,R1_low,15.0,21.5,18.25,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,55,0.9604290879954179,0.9604290879954179
W002,45,0,R1_low,15.0,21.5,18.25,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,56,0.9664524594256736,0.9664524594256736
W002,45,0,R1_low,15.0,21.5,18.25,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,57,0.9848417917650882,0.9848417917650882
W002,45,0,R1_low,15.0,21.5,18.25,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,58,1.0300783315984077,1.0
W002,45,0,R1_low,15.0,21.5,18.25,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,59,1.0890798524112033,1.0
W002,45,0,R1_low,15.0,21.5,18.25,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,60,1.1606329896838459,1.0
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,30,-0.26471674653809935,0.0
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,31,-0.20995950342471426,0.0
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,32,-0.14772862637243034,0.0
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,33,-0.07834681277515952,0.0
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,34,0.010808978542719104,0.010808978542719104
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,35,0.11558434367312716,0.11558434367312716
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,36,0.23045911756205445,0.23045911756205445
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,37,0.3438992493324857,0.3438992493324857
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,38,0.46024140560465304,0.46024140560465304
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,39,0.5644357664651662,0.5644357664651662
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,40,0.643150760500256,0.643150760500256
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,41,0.6945150762120976,0.6945150762120976
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,42,0.7335667598066379,0.7335667598066379
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,43,0.7594219628625337,0.7594219628625337
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,44,0.7624225168151728,0.7624225168151728
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,45,0.7330420262086548,0.7330420262086548
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,46,0.6931209417039706,0.6931209417039706
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,47,0.6477996002976791,0.6477996002976791
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,48,0.6154927278451802,0.6154927278451802
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,49,0.6256487101160838,0.6256487101160838
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,50,0.6853482330190497,0.6853482330190497
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,51,0.7597640495566651,0.7597640495566651
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,52,0.7966384248447076,0.7966384248447076
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,53,0.8239725054545265,0.8239725054545265
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,54,0.8751649702426354,0.8751649702426354
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,55,0.9413572899404128,0.9413572899404128
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,56,1.0099062619385186,1.0
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,57,1.0611962224162166,1.0
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,58,1.092867545741341,1.0
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,59,1.1004839002953035,1.0
W002,45,1,R2_mid,21.75,28.25,25.0,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,60,1.0950513039710021,1.0
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,30,-0.31635228903177287,0.0
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,31,-0.2205577099052717,0.0
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,32,-0.13672799694612567,0.0
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,33,-0.052773883808093905,0.0
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,34,0.03513285476936997,0.03513285476936997
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,35,0.13293236171131384,0.13293236171131384
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,36,0.23447853529096005,0.23447853529096005
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,37,0.3238681279196189,0.3238681279196189
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,38,0.4086770490750163,0.4086770490750163
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,39,0.46680737340724077,0.46680737340724077
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,40,0.5013115886469467,0.5013115886469467
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,41,0.5038901696720958,0.5038901696720958
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,42,0.5108223223245589,0.5108223223245589
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,43,0.519385017565209,0.519385017565209
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,44,0.5093707810350235,0.5093707810350235
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,45,0.4810981885824222,0.4810981885824222
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,46,0.46984328836965006,0.46984328836965006
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,47,0.46827814077163415,0.46827814077163415
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,48,0.48560988101194746,0.48560988101194746
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,49,0.5415607576961677,0.5415607576961677
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,50,0.6420423484486344,0.6420423484486344
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,51,0.7200341593527625,0.7200341593527625
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,52,0.770649800924509,0.770649800924509
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,53,0.831070092200611,0.831070092200611
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,54,0.889933519075862,0.889933519075862
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,55,0.9389038570859322,0.9389038570859322
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,56,0.9939510531229311,0.9939510531229311
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,57,1.04254704219063,1.0
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,58,1.073160042217187,1.0
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,59,1.0961452642706473,1.0
W002,45,2,R3_high,28.5,35.0,31.75,27,False,raw025_equal_count_lat_partition_after_lon_mean,30,60,30,37,53,60,60,1.1342891298362048,1.0
