window_id,target_pair,target_set,perm_p,perm_q90,perm_q95,perm_q99,perm_pass_90,perm_pass_95,perm_pass_99
W081,P-V,priority,0.06786427145708583,0.7632233890219889,0.781654648198049,0.8177832240731818,True,False,False
W081,P-H,exploratory_full_pair,0.6586826347305389,0.7631034182480173,0.7858056634226005,0.8110361563399837,False,False,False
W081,P-Je,exploratory_full_pair,0.49500998003992014,0.7580377052281053,0.7760957314879909,0.8029459505194662,False,False,False
W081,P-Jw,exploratory_full_pair,0.7405189620758483,0.7526786817072841,0.7692627506309823,0.815413791084842,False,False,False
W081,V-H,exploratory_full_pair,0.5968063872255489,0.7579184181322816,0.7739803231947495,0.8025431913864091,False,False,False
W081,V-Je,exploratory_full_pair,0.17165668662674652,0.7570812073137412,0.776895220138041,0.8113298007528108,False,False,False
W081,V-Jw,priority,0.25349301397205587,0.7622744694955778,0.7786730825436547,0.8087329663831305,False,False,False
W081,H-Je,exploratory_full_pair,0.6067864271457086,0.7617776564091813,0.7750086987896071,0.8197703029699278,False,False,False
W081,H-Jw,priority,0.7265469061876247,0.7575766435002791,0.7748032387730293,0.8011605477454902,False,False,False
W081,Je-Jw,exploratory_full_pair,0.3073852295409182,0.7628058466953204,0.7828805652873875,0.8126214505852263,False,False,False
