window_id,target_pair,target_set,n_valid_years,n_missing_years,n_low_quality_peak_years,Y_std,Y_range,Y_iqr,n_near_zero_delta_years,y_quality_flag,corr_score_y,dominant_object,dominant_object_loading_fraction,dominant_time_half,perm_p,perm_q90,perm_q95,perm_q99,perm_pass_90,perm_pass_95,perm_pass_99,min_corr_without_year,max_abs_delta_corr,worst_left_out_year,min_loading_corr,single_year_dominated_flag,median_test_corr,frac_positive_test_corr,median_loading_corr,split_half_stability_flag,phase_separation_flag,high_low_Y_shift,cohens_d_high_low,result_usability_level,downgrade_reasons,interpretation_permission
W081,P-V,priority,45,0,45,6.4987955372009845,36.0,4.0,13,warning_many_low_quality_peaks,0.7754053853344028,Je,0.2530233841159864,early_half,0.06786427145708583,0.7632233890219889,0.781654648198049,0.8177832240731818,True,False,False,0.7448892712784644,0.03051611405593846,1980,0.9003951695473698,False,0.13684002093881334,0.84,0.10492680772211438,marginal,clear,8.733333333333333,1.4109988498573398,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_marginal,exploratory_only; do not use as main result
W081,P-H,exploratory_full_pair,45,0,45,5.370796453549003,25.0,6.0,9,warning_many_low_quality_peaks,0.6872980677517907,V,0.36536125521170043,early_half,0.6586826347305389,0.7631034182480173,0.7858056634226005,0.8110361563399837,False,False,False,0.6721775253075661,0.07362432183762913,1997,0.8805812992122906,False,-0.09972988488876144,0.35,0.1188884908664834,unstable_or_unclear,clear,7.7333333333333325,1.5450488909818672,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W081,P-Je,exploratory_full_pair,45,0,45,6.413606117804822,29.0,7.0,11,warning_many_low_quality_peaks,0.703386534238361,H,0.38030411485928894,early_half,0.49500998003992014,0.7580377052281053,0.7760957314879909,0.8029459505194662,False,False,False,0.6807287075071535,0.03831459682554039,2001,0.9436852006564551,False,0.3072242926114585,0.99,0.14904319488873935,marginal,clear,9.933333333333334,1.8661483874337454,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_marginal,exploratory_only; do not use as main result
W081,P-Jw,exploratory_full_pair,45,0,45,5.77455232424597,24.0,8.0,9,warning_many_low_quality_peaks,0.6672489887321084,V,0.24796601126245202,early_half,0.7405189620758483,0.7526786817072841,0.7692627506309823,0.815413791084842,False,False,False,0.6417612379242198,0.05508260975708823,1997,0.9467941621255455,False,0.07028522758191227,0.64,0.09697516556185193,marginal,clear,8.133333333333333,1.6967957203956587,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_marginal,exploratory_only; do not use as main result
W081,V-H,exploratory_full_pair,45,0,45,6.3133656522164046,34.0,6.0,18,warning_many_low_quality_peaks,0.6883839421377443,Je,0.28993686003283475,early_half,0.5968063872255489,0.7579184181322816,0.7739803231947495,0.8025431913864091,False,False,False,0.6676152793748721,0.029112186522946337,1986,0.8849521744769101,False,0.003419695260914831,0.51,0.08373441797789379,unstable_or_unclear,clear,8.866666666666667,1.4828864517331717,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W081,V-Je,exploratory_full_pair,45,0,45,7.887273984659777,37.0,10.0,10,warning_many_low_quality_peaks,0.7437879428324768,Je,0.3144527056627564,early_half,0.17165668662674652,0.7570812073137412,0.776895220138041,0.8113298007528108,False,False,False,0.6997970433430991,0.04399089948937773,1988,0.9345998333400083,False,0.27248528235629393,0.98,0.18556480208311543,marginal,clear,11.266666666666666,1.6539187519040277,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_marginal,exploratory_only; do not use as main result
W081,V-Jw,priority,45,0,45,6.620293258480535,27.0,10.0,9,warning_many_low_quality_peaks,0.7314038112504522,Je,0.23299099883569757,early_half,0.25349301397205587,0.7622744694955778,0.7786730825436547,0.8087329663831305,False,False,False,0.7085838332049367,0.0233672815967928,1997,0.9575013658853033,False,0.2579365382330997,0.87,0.19915262850062337,marginal,clear,10.4,2.241680785340061,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_marginal,exploratory_only; do not use as main result
W081,H-Je,exploratory_full_pair,45,0,45,6.98533818042831,30.0,8.0,8,warning_many_low_quality_peaks,0.6857862700177472,V,0.23006904580123264,balanced_or_full_window,0.6067864271457086,0.7617776564091813,0.7750086987896071,0.8197703029699278,False,False,False,0.6584509151513103,0.03628523436190956,1999,0.9350450180562154,False,0.030591589411942788,0.56,0.07647053641768604,unstable_or_unclear,clear,8.6,1.2620055135873443,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W081,H-Jw,priority,45,0,45,5.551412596644373,26.0,7.0,9,warning_many_low_quality_peaks,0.6718141048280245,Je,0.2914594830774793,early_half,0.7265469061876247,0.7575766435002791,0.7748032387730293,0.8011605477454902,False,False,False,0.6483972904657961,0.05130245443688397,1992,0.932240215690189,False,-0.10414259648135123,0.2,0.10053823855996143,unstable_or_unclear,clear,9.466666666666667,2.2697702353436435,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_unstable_or_unclear,exploratory_only; do not use as main result
W081,Je-Jw,exploratory_full_pair,45,0,45,7.304488726499313,26.0,9.0,6,warning_many_low_quality_peaks,0.7249865613340858,H,0.24186565145347197,balanced_or_full_window,0.3073852295409182,0.7628058466953204,0.7828805652873875,0.8126214505852263,False,False,False,0.7017545917190319,0.03547950606688455,2001,0.9658268138659708,False,0.2856667204711355,0.97,0.17927259425701447,marginal,clear,11.133333333333333,1.8079919880005786,Level_C_exploratory,warning_many_low_quality_peaks;permutation_not_95;split_half_marginal,exploratory_only; do not use as main result
