window_id,target_pair,target_set,score_phase,year,score,score_z,Y_delta,order_label,peak_A,peak_B
W081,P-V,priority,low,2004,-2.1727831205973254,-2.1727831205973254,-11.0,B_earlier,85.0,74.0
W081,P-V,priority,low,1980,-2.118116455698038,-2.118116455698038,-17.0,B_earlier,84.0,67.0
W081,P-V,priority,low,1999,-1.9525710782738182,-1.9525710782738182,-14.0,B_earlier,83.0,69.0
W081,P-V,priority,low,1988,-1.854656304971723,-1.854656304971723,-22.0,B_earlier,89.0,67.0
W081,P-V,priority,low,1987,-1.029938055130749,-1.029938055130749,-5.0,B_earlier,80.0,75.0
W081,P-V,priority,low,1986,-1.021762218852951,-1.021762218852951,-3.0,B_earlier,82.0,79.0
W081,P-V,priority,low,2018,-0.9824552734089722,-0.9824552734089722,-6.0,B_earlier,81.0,75.0
W081,P-V,priority,low,2002,-0.9631027154231113,-0.9631027154231113,-7.0,B_earlier,78.0,71.0
W081,P-V,priority,low,2000,-0.9626551212215776,-0.9626551212215776,-1.0,B_earlier,80.0,79.0
W081,P-V,priority,low,2015,-0.9098781483746105,-0.9098781483746105,-1.0,B_earlier,79.0,78.0
W081,P-V,priority,low,1982,-0.8883547288056971,-0.8883547288056971,-1.0,B_earlier,83.0,82.0
W081,P-V,priority,low,1983,-0.5552535369715309,-0.5552535369715309,-11.0,B_earlier,82.0,71.0
W081,P-V,priority,low,2012,-0.5424375013356261,-0.5424375013356261,-6.0,B_earlier,88.0,82.0
W081,P-V,priority,low,2009,-0.5077822950472578,-0.5077822950472578,-2.0,B_earlier,84.0,82.0
W081,P-V,priority,low,1991,-0.48374471432451577,-0.48374471432451577,-2.0,B_earlier,78.0,76.0
W081,P-V,priority,mid,2014,-0.36134696389415166,-0.36134696389415166,-1.0,B_earlier,76.0,75.0
W081,P-V,priority,mid,2013,-0.35829148048073883,-0.35829148048073883,-1.0,B_earlier,82.0,81.0
W081,P-V,priority,mid,1989,-0.32707008880437666,-0.32707008880437666,-1.0,B_earlier,77.0,76.0
W081,P-V,priority,mid,1984,-0.1677598213998145,-0.1677598213998145,-2.0,B_earlier,78.0,76.0
W081,P-V,priority,mid,2023,-0.12057348378657981,-0.12057348378657982,2.0,A_earlier,76.0,78.0
W081,P-V,priority,mid,2011,-0.002753131423569203,-0.002753131423569213,-1.0,B_earlier,79.0,78.0
W081,P-V,priority,mid,2006,0.045705099763618855,0.04570509976361885,-2.0,B_earlier,77.0,75.0
W081,P-V,priority,mid,2001,0.2907520919916565,0.2907520919916565,2.0,A_earlier,78.0,80.0
W081,P-V,priority,mid,1992,0.31539591484609414,0.31539591484609414,-3.0,B_earlier,82.0,79.0
W081,P-V,priority,mid,2008,0.3218289461446133,0.3218289461446133,0.0,same_day,78.0,78.0
W081,P-V,priority,mid,1994,0.3225639354919742,0.3225639354919742,2.0,A_earlier,81.0,83.0
W081,P-V,priority,mid,1985,0.37216721051878593,0.37216721051878593,1.0,A_earlier,87.0,88.0
W081,P-V,priority,mid,1996,0.40455058131597865,0.40455058131597865,7.0,A_earlier,79.0,86.0
W081,P-V,priority,mid,1990,0.44758772160483884,0.44758772160483884,4.0,A_earlier,74.0,78.0
W081,P-V,priority,mid,2003,0.48812697104611247,0.48812697104611247,1.0,A_earlier,79.0,80.0
W081,P-V,priority,high,2005,0.5540922713805684,0.5540922713805684,-2.0,B_earlier,86.0,84.0
W081,P-V,priority,high,1995,0.5821754852062249,0.5821754852062249,0.0,same_day,76.0,76.0
W081,P-V,priority,high,2019,0.6001372561393815,0.6001372561393815,-2.0,B_earlier,86.0,84.0
W081,P-V,priority,high,1979,0.6777846533968828,0.6777846533968828,-1.0,B_earlier,79.0,78.0
W081,P-V,priority,high,2010,0.7115476478661275,0.7115476478661275,-2.0,B_earlier,88.0,86.0
W081,P-V,priority,high,2022,0.7548918001913588,0.7548918001913588,-5.0,B_earlier,82.0,77.0
W081,P-V,priority,high,2020,0.8401714932438341,0.8401714932438341,2.0,A_earlier,81.0,83.0
W081,P-V,priority,high,1997,0.8613584799520914,0.8613584799520914,-1.0,B_earlier,87.0,86.0
W081,P-V,priority,high,2016,1.0062023468310624,1.0062023468310624,-4.0,B_earlier,79.0,75.0
W081,P-V,priority,high,1981,1.1102106763223047,1.1102106763223047,-2.0,B_earlier,82.0,80.0
W081,P-V,priority,high,1998,1.191534324932939,1.191534324932939,-2.0,B_earlier,86.0,84.0
W081,P-V,priority,high,2007,1.2204256358337935,1.2204256358337935,10.0,A_earlier,75.0,85.0
W081,P-V,priority,high,2021,1.4434872120108688,1.4434872120108688,11.0,A_earlier,78.0,89.0
W081,P-V,priority,high,1993,1.5341342489471073,1.5341342489471073,6.0,A_earlier,76.0,82.0
W081,P-V,priority,high,2017,2.1864542332485173,2.1864542332485173,14.0,A_earlier,73.0,87.0
W081,P-H,exploratory_full_pair,low,1997,-2.191814776900469,-2.191814776900469,-14.0,B_earlier,87.0,73.0
W081,P-H,exploratory_full_pair,low,2004,-2.1658394233084604,-2.1658394233084604,-6.0,B_earlier,85.0,79.0
W081,P-H,exploratory_full_pair,low,1999,-1.2416232896636972,-1.2416232896636972,-13.0,B_earlier,83.0,70.0
W081,P-H,exploratory_full_pair,low,1992,-1.0939370871306988,-1.0939370871306988,-2.0,B_earlier,82.0,80.0
W081,P-H,exploratory_full_pair,low,2012,-1.0507093539942058,-1.0507093539942058,-4.0,B_earlier,88.0,84.0
W081,P-H,exploratory_full_pair,low,1981,-0.9462058512059516,-0.9462058512059517,-3.0,B_earlier,82.0,79.0
W081,P-H,exploratory_full_pair,low,2010,-0.9259329737997181,-0.9259329737997182,-7.0,B_earlier,88.0,81.0
W081,P-H,exploratory_full_pair,low,2002,-0.9116159856627417,-0.9116159856627418,0.0,same_day,78.0,78.0
W081,P-H,exploratory_full_pair,low,1988,-0.8796738556283122,-0.8796738556283124,-10.0,B_earlier,89.0,79.0
W081,P-H,exploratory_full_pair,low,2003,-0.8782773066114177,-0.8782773066114178,5.0,A_earlier,79.0,84.0
W081,P-H,exploratory_full_pair,low,2018,-0.8321648446778679,-0.832164844677868,-3.0,B_earlier,81.0,78.0
W081,P-H,exploratory_full_pair,low,1986,-0.8152652576957083,-0.8152652576957085,-7.0,B_earlier,82.0,75.0
W081,P-H,exploratory_full_pair,low,1979,-0.7905674510478559,-0.790567451047856,-6.0,B_earlier,79.0,73.0
W081,P-H,exploratory_full_pair,low,2009,-0.7891250110364032,-0.7891250110364033,-1.0,B_earlier,84.0,83.0
W081,P-H,exploratory_full_pair,low,1982,-0.6694057750091692,-0.6694057750091693,-2.0,B_earlier,83.0,81.0
W081,P-H,exploratory_full_pair,mid,1985,-0.6601460394086456,-0.6601460394086457,2.0,A_earlier,87.0,89.0
W081,P-H,exploratory_full_pair,mid,2001,-0.2842223036110421,-0.28422230361104217,1.0,A_earlier,78.0,79.0
W081,P-H,exploratory_full_pair,mid,2005,-0.2557790205555603,-0.25577902055556034,-2.0,B_earlier,86.0,84.0
W081,P-H,exploratory_full_pair,mid,2000,-0.21509473520381744,-0.2150947352038175,-2.0,B_earlier,80.0,78.0
W081,P-H,exploratory_full_pair,mid,1990,-0.14336132677352975,-0.1433613267735298,0.0,same_day,74.0,74.0
W081,P-H,exploratory_full_pair,mid,2014,-0.12055364449698189,-0.12055364449698196,-1.0,B_earlier,76.0,75.0
W081,P-H,exploratory_full_pair,mid,2011,0.0013690216231594583,0.001369021623159389,-2.0,B_earlier,79.0,77.0
W081,P-H,exploratory_full_pair,mid,2023,0.162072877753273,0.16207287775327295,-1.0,B_earlier,76.0,75.0
W081,P-H,exploratory_full_pair,mid,2007,0.1627574426522761,0.16275744265227604,3.0,A_earlier,75.0,78.0
W081,P-H,exploratory_full_pair,mid,1994,0.18921368186789492,0.18921368186789486,2.0,A_earlier,81.0,83.0
W081,P-H,exploratory_full_pair,mid,1984,0.20703268433781688,0.20703268433781682,8.0,A_earlier,78.0,86.0
W081,P-H,exploratory_full_pair,mid,1989,0.20919007220989094,0.2091900722098909,0.0,same_day,77.0,77.0
W081,P-H,exploratory_full_pair,mid,2013,0.27559292321281814,0.2755929232128181,-1.0,B_earlier,82.0,81.0
W081,P-H,exploratory_full_pair,mid,2022,0.33158414913720924,0.3315841491372092,1.0,A_earlier,82.0,83.0
W081,P-H,exploratory_full_pair,mid,2019,0.3426837442457082,0.34268374424570813,-2.0,B_earlier,86.0,84.0
W081,P-H,exploratory_full_pair,high,1987,0.3541402633470979,0.35414026334709786,-4.0,B_earlier,80.0,76.0
W081,P-H,exploratory_full_pair,high,2008,0.4185104850557953,0.41851048505579524,8.0,A_earlier,78.0,86.0
W081,P-H,exploratory_full_pair,high,2006,0.4510222589357465,0.45102225893574643,-2.0,B_earlier,77.0,75.0
W081,P-H,exploratory_full_pair,high,1980,0.5157646130714796,0.5157646130714795,4.0,A_earlier,84.0,88.0
W081,P-H,exploratory_full_pair,high,1996,0.6638227631814492,0.6638227631814491,3.0,A_earlier,79.0,82.0
W081,P-H,exploratory_full_pair,high,1998,0.8685949941294331,0.868594994129433,-4.0,B_earlier,86.0,82.0
W081,P-H,exploratory_full_pair,high,2021,0.9808343593677081,0.980834359367708,-2.0,B_earlier,78.0,76.0
W081,P-H,exploratory_full_pair,high,1993,1.0246681238363657,1.0246681238363657,4.0,A_earlier,76.0,80.0
W081,P-H,exploratory_full_pair,high,1983,1.0401288848631094,1.0401288848631094,2.0,A_earlier,82.0,84.0
W081,P-H,exploratory_full_pair,high,2020,1.1217763105652951,1.1217763105652951,3.0,A_earlier,81.0,84.0
W081,P-H,exploratory_full_pair,high,2015,1.121783849812441,1.121783849812441,3.0,A_earlier,79.0,82.0
W081,P-H,exploratory_full_pair,high,2017,1.2580865828502936,1.2580865828502936,11.0,A_earlier,73.0,84.0
