unit_type,unit_label,lat_min,lat_max,recommended_marker,can_use_midpoint_for_order,can_describe_as_early_onset,can_describe_as_broad_transition,needs_window_extension_audit,timing_marker_decision,final_timing_interpretation,do_not_overinterpret
whole_field,whole_field_H,,,onset,False,True,True,False,prefer_onset_over_midpoint,Onset is more stable than midpoint/finish by q90 width; this unit is better described as early-onset candidate than midpoint-order object.,Do not treat not-distinguishable as synchrony; do not convert early-onset/broad-transition into confirmed field order.
raw025_threeband,R1_low,15.0,21.5,onset,False,True,True,True,prefer_onset_over_midpoint,Onset is more stable than midpoint/finish by q90 width; this unit is better described as early-onset candidate than midpoint-order object.,Do not treat not-distinguishable as synchrony; do not convert early-onset/broad-transition into confirmed field order.
raw025_threeband,R2_mid,21.75,28.25,onset,False,True,True,False,prefer_onset_over_midpoint,Onset is more stable than midpoint/finish by q90 width; this unit is better described as early-onset candidate than midpoint-order object.,Do not treat not-distinguishable as synchrony; do not convert early-onset/broad-transition into confirmed field order.
raw025_threeband,R3_high,28.5,35.0,onset,False,True,True,False,prefer_onset_over_midpoint,Onset is more stable than midpoint/finish by q90 width; this unit is better described as early-onset candidate than midpoint-order object.,Do not treat not-distinguishable as synchrony; do not convert early-onset/broad-transition into confirmed field order.
