scope,object,config_id,candidate_id,point_day,month_day,registry_rank,source_run_tag,peak_score,peak_prominence,is_formal_primary,nearest_primary_day,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
Je_only,Je,SMOOTH5_DET_WIDTH_16,CP001,12,04-13,1,v10_3_Je_only_SMOOTH5_DET_WIDTH_16,2.3540985719698364,0.28451994228163624,False,45,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Je_only,Je,SMOOTH5_DET_WIDTH_16,CP002,18,04-19,2,v10_3_Je_only_SMOOTH5_DET_WIDTH_16,3.2191476569525226,1.236723133252792,False,45,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Je_only,Je,SMOOTH5_DET_WIDTH_16,CP003,26,04-27,3,v10_3_Je_only_SMOOTH5_DET_WIDTH_16,5.249163403868357,1.7186820417430226,False,45,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Je_only,Je,SMOOTH5_DET_WIDTH_16,CP004,34,05-05,4,v10_3_Je_only_SMOOTH5_DET_WIDTH_16,5.646071089069604,3.7459864893576373,False,45,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Je_only,Je,SMOOTH5_DET_WIDTH_16,CP005,45,05-16,5,v10_3_Je_only_SMOOTH5_DET_WIDTH_16,10.22053419107542,8.681005728280645,True,45,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Je_only,Je,SMOOTH5_DET_WIDTH_16,CP006,58,05-29,6,v10_3_Je_only_SMOOTH5_DET_WIDTH_16,2.361569882960393,0.7496325038033889,False,45,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Je_only,Je,SMOOTH5_DET_WIDTH_16,CP007,65,06-05,7,v10_3_Je_only_SMOOTH5_DET_WIDTH_16,2.0180325721082655,0.25263165971547563,False,78,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Je_only,Je,SMOOTH5_DET_WIDTH_16,CP008,78,06-18,8,v10_3_Je_only_SMOOTH5_DET_WIDTH_16,3.6539373452516153,0.6828080827294616,True,78,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Je_only,Je,SMOOTH5_DET_WIDTH_16,CP009,97,07-07,9,v10_3_Je_only_SMOOTH5_DET_WIDTH_16,4.4017689759938134,0.831823099492226,False,110,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Je_only,Je,SMOOTH5_DET_WIDTH_16,CP010,110,07-20,10,v10_3_Je_only_SMOOTH5_DET_WIDTH_16,10.306431484031654,8.82080982349563,True,110,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Je_only,Je,SMOOTH5_DET_WIDTH_16,CP011,134,08-13,11,v10_3_Je_only_SMOOTH5_DET_WIDTH_16,9.652052685408481,8.197056975417226,True,134,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Je_only,Je,SMOOTH5_DET_WIDTH_16,CP012,143,08-22,12,v10_3_Je_only_SMOOTH5_DET_WIDTH_16,6.428879769171982,0.5238836966054832,False,134,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
Je_only,Je,SMOOTH5_DET_WIDTH_16,CP013,161,09-09,13,v10_3_Je_only_SMOOTH5_DET_WIDTH_16,13.428099332866722,9.71522646284879,True,161,smooth5_detector_width,detector_width,16,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
