window_id,object_A,object_B,A_peak_day,B_peak_day,delta_observed,delta_median,delta_q025,delta_q975,P_A_earlier,P_B_earlier,P_same_day,peak_order_decision,method,k,cluster_id,cluster_size,cluster_quality_status,years_in_type,v9_1b_role,type_order_best_direction,type_order_best_probability,type_order_evidence_level
W160,P,V,157.0,155.0,-2.0,-2.0,-13.0,7.0,0.254,0.688,0.058,B_peak_earlier_tendency,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.688,unresolved
W160,P,H,157.0,155.0,-2.0,-1.0,-8.0,10.0,0.438,0.504,0.058,B_peak_earlier_tendency,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak,B_earlier,0.504,unresolved
W160,P,Je,157.0,162.0,5.0,2.0,-23.0,14.0,0.624,0.312,0.064,A_peak_earlier_tendency,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.624,unresolved
W160,P,Jw,157.0,167.0,10.0,3.0,-22.349999999999998,13.675000000000011,0.5870445344129555,0.3825910931174089,0.030364372469635626,A_peak_earlier_tendency,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.5870445344129555,unresolved
W160,V,H,155.0,155.0,0.0,2.0,-7.0,13.0,0.662,0.256,0.082,A_peak_earlier_tendency,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.662,unresolved
W160,V,Je,155.0,162.0,7.0,5.0,-19.0,16.524999999999977,0.658,0.29,0.052,A_peak_earlier_tendency,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.658,unresolved
W160,V,Jw,155.0,167.0,12.0,5.0,-19.674999999999997,17.0,0.6538461538461539,0.3097165991902834,0.03643724696356275,A_peak_earlier_tendency,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.6538461538461539,unresolved
W160,H,Je,155.0,162.0,7.0,3.0,-23.0,12.0,0.6,0.352,0.048,A_peak_earlier_tendency,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.6,unresolved
W160,H,Jw,155.0,167.0,12.0,2.0,-23.0,12.0,0.5728744939271255,0.39878542510121456,0.02834008097165992,A_peak_earlier_tendency,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.5728744939271255,unresolved
W160,Je,Jw,162.0,167.0,5.0,1.0,-23.0,24.67500000000001,0.5364372469635628,0.4271255060728745,0.03643724696356275,A_peak_earlier_tendency,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak,A_earlier,0.5364372469635628,unresolved
