window_id,object,observed_peak_day,bootstrap_peak_median,bootstrap_peak_q025,bootstrap_peak_q975,abs_error_median,abs_error_q75,abs_error_q90,abs_error_q975,support_class,included_in_tau_estimation,method,k,cluster_id,cluster_size,cluster_quality_status,years_in_type,v9_1b_role
W160,P,157.0,158.0,148.475,163.0,2.0,4.0,5.0,9.0,candidate_window,True,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak
W160,V,155.0,155.0,148.0,163.0,2.0,5.0,7.0,9.0,candidate_window,True,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak
W160,H,155.0,156.0,152.0,165.0,2.0,6.0,9.0,10.0,candidate_window,True,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak
W160,Je,162.0,161.0,136.0,167.0,2.0,5.0,14.0,26.0,weak_window,True,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak
W160,Jw,167.0,162.0,137.0,167.0,5.0,15.0,23.0,30.0,weak_window,True,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak
W160,P,161.0,160.0,156.0,165.0,2.0,3.0,4.0,5.0,accepted_window,True,kmedoids_behavior_pca,2,1,16,unstable_clustering,1984;1985;1986;1989;1990;1991;1992;1996;2000;2001;2007;2009;2013;2016;2019;2023,type_group_multi_year_peak_not_single_year_peak
W160,V,162.0,162.0,156.0,166.0,1.0,1.25,3.0,6.0,accepted_window,True,kmedoids_behavior_pca,2,1,16,unstable_clustering,1984;1985;1986;1989;1990;1991;1992;1996;2000;2001;2007;2009;2013;2016;2019;2023,type_group_multi_year_peak_not_single_year_peak
W160,H,154.0,156.0,145.0,165.0,3.0,7.0,11.0,11.0,weak_window,True,kmedoids_behavior_pca,2,1,16,unstable_clustering,1984;1985;1986;1989;1990;1991;1992;1996;2000;2001;2007;2009;2013;2016;2019;2023,type_group_multi_year_peak_not_single_year_peak
W160,Je,162.0,162.0,159.0,164.0,1.0,2.0,2.0,3.0,accepted_window,True,kmedoids_behavior_pca,2,1,16,unstable_clustering,1984;1985;1986;1989;1990;1991;1992;1996;2000;2001;2007;2009;2013;2016;2019;2023,type_group_multi_year_peak_not_single_year_peak
W160,Jw,153.0,154.0,146.0,166.0,2.0,3.0,12.0,13.0,accepted_window,True,kmedoids_behavior_pca,2,1,16,unstable_clustering,1984;1985;1986;1989;1990;1991;1992;1996;2000;2001;2007;2009;2013;2016;2019;2023,type_group_multi_year_peak_not_single_year_peak
