window_id,year,som_grid,node_id,node_x,node_y,node_count,distance_to_node_center,som_role
W160,1997,2x3,0,0,0,8,4.272069342069523,topology_audit_only_not_primary_type_evidence
W160,1998,2x3,5,1,2,7,4.182987790167538,topology_audit_only_not_primary_type_evidence
W160,1999,2x3,2,0,2,5,3.4474928067096235,topology_audit_only_not_primary_type_evidence
W160,2000,2x3,2,0,2,5,5.203478328171265,topology_audit_only_not_primary_type_evidence
W160,2001,2x3,4,1,1,10,4.382513543598963,topology_audit_only_not_primary_type_evidence
W160,2002,2x3,3,1,0,6,3.999947813350123,topology_audit_only_not_primary_type_evidence
W160,2003,2x3,5,1,2,7,1.3805308122750997,topology_audit_only_not_primary_type_evidence
W160,2004,2x3,4,1,1,10,4.294524759693842,topology_audit_only_not_primary_type_evidence
W160,2005,2x3,3,1,0,6,4.9289155396572735,topology_audit_only_not_primary_type_evidence
W160,2006,2x3,5,1,2,7,3.3210287955556845,topology_audit_only_not_primary_type_evidence
W160,2007,2x3,3,1,0,6,2.9788996352451353,topology_audit_only_not_primary_type_evidence
W160,2008,2x3,4,1,1,10,4.524378155543609,topology_audit_only_not_primary_type_evidence
W160,2009,2x3,0,0,0,8,8.435601878722187,topology_audit_only_not_primary_type_evidence
W160,2010,2x3,5,1,2,7,6.525432040297656,topology_audit_only_not_primary_type_evidence
W160,2011,2x3,1,0,1,9,7.197940654912957,topology_audit_only_not_primary_type_evidence
W160,2012,2x3,0,0,0,8,3.812487771302734,topology_audit_only_not_primary_type_evidence
W160,2013,2x3,5,1,2,7,3.049102118751832,topology_audit_only_not_primary_type_evidence
W160,2014,2x3,4,1,1,10,6.272006431721558,topology_audit_only_not_primary_type_evidence
W160,2015,2x3,1,0,1,9,3.9629771879376365,topology_audit_only_not_primary_type_evidence
W160,2016,2x3,3,1,0,6,3.9445489768821007,topology_audit_only_not_primary_type_evidence
W160,2017,2x3,4,1,1,10,2.265218166442583,topology_audit_only_not_primary_type_evidence
W160,2018,2x3,2,0,2,5,6.147404807308534,topology_audit_only_not_primary_type_evidence
W160,2019,2x3,1,0,1,9,3.9314451960869685,topology_audit_only_not_primary_type_evidence
W160,2020,2x3,0,0,0,8,3.0723259176023614,topology_audit_only_not_primary_type_evidence
W160,2021,2x3,4,1,1,10,5.174459601577994,topology_audit_only_not_primary_type_evidence
W160,2022,2x3,5,1,2,7,8.392374722518674,topology_audit_only_not_primary_type_evidence
W160,2023,2x3,3,1,0,6,5.827776985189448,topology_audit_only_not_primary_type_evidence
W160,1979,3x3,6,2,0,7,5.36871610027673,topology_audit_only_not_primary_type_evidence
W160,1980,3x3,5,1,2,5,5.321802109500917,topology_audit_only_not_primary_type_evidence
W160,1981,3x3,4,1,1,3,2.774826798481878,topology_audit_only_not_primary_type_evidence
W160,1982,3x3,4,1,1,3,2.4599997477479616,topology_audit_only_not_primary_type_evidence
W160,1983,3x3,1,0,1,5,6.234483875397766,topology_audit_only_not_primary_type_evidence
W160,1984,3x3,4,1,1,3,2.9183654001692823,topology_audit_only_not_primary_type_evidence
W160,1985,3x3,3,1,0,5,4.363812971503375,topology_audit_only_not_primary_type_evidence
W160,1986,3x3,1,0,1,5,5.0582138534700265,topology_audit_only_not_primary_type_evidence
W160,1987,3x3,2,0,2,6,5.961998493705165,topology_audit_only_not_primary_type_evidence
W160,1988,3x3,6,2,0,7,4.51342258013403,topology_audit_only_not_primary_type_evidence
W160,1989,3x3,1,0,1,5,3.818548855517212,topology_audit_only_not_primary_type_evidence
W160,1990,3x3,0,0,0,4,3.023859183832539,topology_audit_only_not_primary_type_evidence
W160,1991,3x3,0,0,0,4,3.2204530290798266,topology_audit_only_not_primary_type_evidence
W160,1992,3x3,3,1,0,5,2.1987987327233793,topology_audit_only_not_primary_type_evidence
W160,1993,3x3,5,1,2,5,3.069262872087263,topology_audit_only_not_primary_type_evidence
W160,1994,3x3,5,1,2,5,5.677308446720155,topology_audit_only_not_primary_type_evidence
W160,1995,3x3,7,2,1,6,6.183500133602233,topology_audit_only_not_primary_type_evidence
W160,1996,3x3,3,1,0,5,3.317989303210595,topology_audit_only_not_primary_type_evidence
W160,1997,3x3,8,2,2,4,3.530889772399729,topology_audit_only_not_primary_type_evidence
W160,1998,3x3,8,2,2,4,3.5522295039353593,topology_audit_only_not_primary_type_evidence
W160,1999,3x3,6,2,0,7,4.137809685773526,topology_audit_only_not_primary_type_evidence
W160,2000,3x3,2,0,2,6,7.75840750364762,topology_audit_only_not_primary_type_evidence
W160,2001,3x3,3,1,0,5,2.7139535013382603,topology_audit_only_not_primary_type_evidence
W160,2002,3x3,2,0,2,6,3.511808052313029,topology_audit_only_not_primary_type_evidence
W160,2003,3x3,7,2,1,6,2.9115173219053303,topology_audit_only_not_primary_type_evidence
W160,2004,3x3,7,2,1,6,4.939125574127116,topology_audit_only_not_primary_type_evidence
W160,2005,3x3,2,0,2,6,4.441870443814268,topology_audit_only_not_primary_type_evidence
W160,2006,3x3,7,2,1,6,3.7970072062282734,topology_audit_only_not_primary_type_evidence
W160,2007,3x3,2,0,2,6,3.4284481669502935,topology_audit_only_not_primary_type_evidence
W160,2008,3x3,6,2,0,7,2.851481612098308,topology_audit_only_not_primary_type_evidence
W160,2009,3x3,0,0,0,4,6.482405702381911,topology_audit_only_not_primary_type_evidence
W160,2010,3x3,8,2,2,4,5.390101913485569,topology_audit_only_not_primary_type_evidence
W160,2011,3x3,1,0,1,5,5.97768082245246,topology_audit_only_not_primary_type_evidence
W160,2012,3x3,5,1,2,5,3.34799202893707,topology_audit_only_not_primary_type_evidence
W160,2013,3x3,7,2,1,6,3.0923315459102785,topology_audit_only_not_primary_type_evidence
W160,2014,3x3,6,2,0,7,4.4870751836209815,topology_audit_only_not_primary_type_evidence
W160,2015,3x3,1,0,1,5,3.0149589974087956,topology_audit_only_not_primary_type_evidence
W160,2016,3x3,2,0,2,6,4.586335734880052,topology_audit_only_not_primary_type_evidence
W160,2017,3x3,6,2,0,7,3.023620353994654,topology_audit_only_not_primary_type_evidence
W160,2018,3x3,7,2,1,6,4.267436003097993,topology_audit_only_not_primary_type_evidence
W160,2019,3x3,0,0,0,4,3.602826224902939,topology_audit_only_not_primary_type_evidence
W160,2020,3x3,5,1,2,5,3.1670131331509177,topology_audit_only_not_primary_type_evidence
W160,2021,3x3,6,2,0,7,3.8194538593601384,topology_audit_only_not_primary_type_evidence
W160,2022,3x3,8,2,2,4,8.025803104916067,topology_audit_only_not_primary_type_evidence
W160,2023,3x3,3,1,0,5,4.525716368103873,topology_audit_only_not_primary_type_evidence
