window_id,object,selected_candidate_id,selected_peak_day,selected_window_start,selected_window_end,selected_role,support_class,selection_reason,excluded_candidates,early_secondary_candidates,late_secondary_candidates,method,k,cluster_id,cluster_size,cluster_quality_status,years_in_type,v9_1b_role
W160,P,CP001,157,147,167,within_system_window,candidate_window,system_relevant_first,CP002@137:weak_window;CP003@141:weak_window,CP002@137:weak_window;CP003@141:weak_window,,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak
W160,V,CP001,155,145,165,within_system_window,candidate_window,system_relevant_first,CP002@136:weak_window,CP002@136:weak_window,,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak
W160,H,CP002,155,145,165,within_system_window,candidate_window,system_relevant_first,CP001@131:candidate_window;CP003@145:weak_window,CP001@131:candidate_window,,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak
W160,Je,CP002,162,152,168,within_system_window,weak_window,system_relevant_first,CP001@135:candidate_window,CP001@135:candidate_window,,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak
W160,Jw,CP002,167,157,168,late_or_catchup,weak_window,system_relevant_first,CP001@131:weak_window;CP003@144:weak_window,CP001@131:weak_window;CP003@144:weak_window,,kmedoids_behavior_pca,2,0,29,unstable_clustering,1979;1980;1981;1982;1983;1987;1988;1993;1994;1995;1997;1998;1999;2002;2003;2004;2005;2006;2008;2010;2011;2012;2014;2015;2017;2018;2020;2021;2022,type_group_multi_year_peak_not_single_year_peak
W160,P,CP001,161,151,168,within_system_window,accepted_window,system_relevant_first,CP002@132:candidate_window;CP003@145:candidate_window,CP002@132:candidate_window,,kmedoids_behavior_pca,2,1,16,unstable_clustering,1984;1985;1986;1989;1990;1991;1992;1996;2000;2001;2007;2009;2013;2016;2019;2023,type_group_multi_year_peak_not_single_year_peak
W160,V,CP001,162,152,168,within_system_window,accepted_window,system_relevant_first,CP002@136:accepted_window,CP002@136:accepted_window,,kmedoids_behavior_pca,2,1,16,unstable_clustering,1984;1985;1986;1989;1990;1991;1992;1996;2000;2001;2007;2009;2013;2016;2019;2023,type_group_multi_year_peak_not_single_year_peak
W160,H,CP002,154,144,164,front_or_early,weak_window,system_relevant_first,CP001@134:candidate_window;CP003@147:weak_window,CP001@134:candidate_window,,kmedoids_behavior_pca,2,1,16,unstable_clustering,1984;1985;1986;1989;1990;1991;1992;1996;2000;2001;2007;2009;2013;2016;2019;2023,type_group_multi_year_peak_not_single_year_peak
W160,Je,CP001,162,152,168,within_system_window,accepted_window,system_relevant_first,CP002@143:candidate_window,CP002@143:candidate_window,,kmedoids_behavior_pca,2,1,16,unstable_clustering,1984;1985;1986;1989;1990;1991;1992;1996;2000;2001;2007;2009;2013;2016;2019;2023,type_group_multi_year_peak_not_single_year_peak
W160,Jw,CP002,153,143,163,front_or_early,accepted_window,system_relevant_first,CP001@130:weak_window;CP003@146:weak_window,CP001@130:weak_window,,kmedoids_behavior_pca,2,1,16,unstable_clustering,1984;1985;1986;1989;1990;1991;1992;1996;2000;2001;2007;2009;2013;2016;2019;2023,type_group_multi_year_peak_not_single_year_peak
