window_id,year,method,k,cluster_id,cluster_size,medoid_year,medoid_year_flag,distance_to_medoid,small_cluster_warning,feature_source
W160,1979,kmedoids_behavior_pca,2,0,29,1982,False,6.299578565108469,False,whole_window_behavior_features_not_single_year_peak
W160,1980,kmedoids_behavior_pca,2,0,29,1982,False,6.205749378542386,False,whole_window_behavior_features_not_single_year_peak
W160,1981,kmedoids_behavior_pca,2,0,29,1982,False,3.1453155518982423,False,whole_window_behavior_features_not_single_year_peak
W160,1982,kmedoids_behavior_pca,2,0,29,1982,True,4.2146848510894035e-08,False,whole_window_behavior_features_not_single_year_peak
W160,1983,kmedoids_behavior_pca,2,0,29,1982,False,7.068606980595962,False,whole_window_behavior_features_not_single_year_peak
W160,1984,kmedoids_behavior_pca,2,1,16,1992,False,3.2505305273875273,False,whole_window_behavior_features_not_single_year_peak
W160,1985,kmedoids_behavior_pca,2,1,16,1992,False,5.382059320898433,False,whole_window_behavior_features_not_single_year_peak
W160,1986,kmedoids_behavior_pca,2,1,16,1992,False,8.30846365076476,False,whole_window_behavior_features_not_single_year_peak
W160,1987,kmedoids_behavior_pca,2,0,29,1982,False,10.30929846403375,False,whole_window_behavior_features_not_single_year_peak
W160,1988,kmedoids_behavior_pca,2,0,29,1982,False,6.5965299056580555,False,whole_window_behavior_features_not_single_year_peak
W160,1989,kmedoids_behavior_pca,2,1,16,1992,False,6.274632916013328,False,whole_window_behavior_features_not_single_year_peak
W160,1990,kmedoids_behavior_pca,2,1,16,1992,False,4.735935402603237,False,whole_window_behavior_features_not_single_year_peak
W160,1991,kmedoids_behavior_pca,2,1,16,1992,False,4.432275773751514,False,whole_window_behavior_features_not_single_year_peak
W160,1992,kmedoids_behavior_pca,2,1,16,1992,True,0.0,False,whole_window_behavior_features_not_single_year_peak
W160,1993,kmedoids_behavior_pca,2,0,29,1982,False,3.3298737079895555,False,whole_window_behavior_features_not_single_year_peak
W160,1994,kmedoids_behavior_pca,2,0,29,1982,False,8.571426844541296,False,whole_window_behavior_features_not_single_year_peak
