window_id,method,k,cluster_id,cluster_size,object_A,object_B,v9_best_direction,v9_best_probability,v9_order_level,v9_order_decision_original,type_best_direction,type_best_probability,type_order_level,type_improves_over_v9,opposite_order_vs_v9,type_internal_stabilization
W160,kmedoids_behavior_pca,2,1,16,V,Jw,B_earlier,0.6940822467402207,unresolved,B_peak_earlier_tendency,B_earlier,0.828,unresolved,True,False,False
W160,kmedoids_behavior_pca,2,1,16,H,Je,A_earlier,0.811,unresolved,A_peak_earlier_tendency,A_earlier,0.806,unresolved,False,False,False
W160,kmedoids_behavior_pca,2,1,16,H,Jw,B_earlier,0.530060120240481,unresolved,B_peak_earlier_tendency,B_earlier,0.584,unresolved,True,False,False
W160,kmedoids_behavior_pca,2,1,16,Je,Jw,B_earlier,0.7595190380761523,unresolved,B_peak_earlier_tendency,B_earlier,0.836,unresolved,True,False,False
W160,kmedoids_behavior_pca,3,1,15,P,V,A_earlier,0.7397397397397397,unresolved,A_peak_earlier_tendency,A_earlier,0.69,unresolved,False,False,False
W160,kmedoids_behavior_pca,3,1,15,P,H,B_earlier,0.635,unresolved,B_peak_earlier_tendency,B_earlier,0.662,unresolved,False,False,False
W160,kmedoids_behavior_pca,3,1,15,P,Je,A_earlier,0.838,unresolved,A_peak_earlier_tendency,A_earlier,0.65,unresolved,False,False,False
W160,kmedoids_behavior_pca,3,1,15,P,Jw,B_earlier,0.6112224448897795,unresolved,B_peak_earlier_tendency,B_earlier,0.83,unresolved,True,False,False
W160,kmedoids_behavior_pca,3,1,15,V,H,B_earlier,0.7067067067067067,unresolved,B_peak_earlier_tendency,B_earlier,0.68,unresolved,False,False,False
W160,kmedoids_behavior_pca,3,1,15,V,Je,A_earlier,0.5465465465465466,unresolved,A_peak_earlier_tendency,B_earlier,0.44,unresolved,False,True,False
W160,kmedoids_behavior_pca,3,1,15,V,Jw,B_earlier,0.6940822467402207,unresolved,B_peak_earlier_tendency,B_earlier,0.824,unresolved,True,False,False
W160,kmedoids_behavior_pca,3,1,15,H,Je,A_earlier,0.811,unresolved,A_peak_earlier_tendency,A_earlier,0.754,unresolved,False,False,False
W160,kmedoids_behavior_pca,3,1,15,H,Jw,B_earlier,0.530060120240481,unresolved,B_peak_earlier_tendency,B_earlier,0.66,unresolved,True,False,False
W160,kmedoids_behavior_pca,3,1,15,Je,Jw,B_earlier,0.7595190380761523,unresolved,B_peak_earlier_tendency,B_earlier,0.846,unresolved,True,False,False
W160,kmedoids_behavior_pca,3,2,27,P,V,A_earlier,0.7397397397397397,unresolved,A_peak_earlier_tendency,B_earlier,0.514,unresolved,False,True,False
W160,kmedoids_behavior_pca,3,2,27,P,H,B_earlier,0.635,unresolved,B_peak_earlier_tendency,B_earlier,0.472,unresolved,False,False,False
W160,kmedoids_behavior_pca,3,2,27,P,Je,A_earlier,0.838,unresolved,A_peak_earlier_tendency,A_earlier,0.544,unresolved,False,False,False
W160,kmedoids_behavior_pca,3,2,27,P,Jw,B_earlier,0.6112224448897795,unresolved,B_peak_earlier_tendency,A_earlier,0.5494949494949495,unresolved,False,True,False
W160,kmedoids_behavior_pca,3,2,27,V,H,B_earlier,0.7067067067067067,unresolved,B_peak_earlier_tendency,A_earlier,0.568,unresolved,False,True,False
W160,kmedoids_behavior_pca,3,2,27,V,Je,A_earlier,0.5465465465465466,unresolved,A_peak_earlier_tendency,A_earlier,0.516,unresolved,False,False,False
W160,kmedoids_behavior_pca,3,2,27,V,Jw,B_earlier,0.6940822467402207,unresolved,B_peak_earlier_tendency,A_earlier,0.6303030303030303,unresolved,False,True,False
W160,kmedoids_behavior_pca,3,2,27,H,Je,A_earlier,0.811,unresolved,A_peak_earlier_tendency,A_earlier,0.524,unresolved,False,False,False
W160,kmedoids_behavior_pca,3,2,27,H,Jw,B_earlier,0.530060120240481,unresolved,B_peak_earlier_tendency,A_earlier,0.5414141414141415,unresolved,False,True,False
W160,kmedoids_behavior_pca,3,2,27,Je,Jw,B_earlier,0.7595190380761523,unresolved,B_peak_earlier_tendency,A_earlier,0.5171717171717172,unresolved,False,True,False
W160,kmedoids_behavior_pca,4,1,22,P,V,A_earlier,0.7397397397397397,unresolved,A_peak_earlier_tendency,A_earlier,0.7766599597585513,unresolved,False,False,False
W160,kmedoids_behavior_pca,4,1,22,P,H,B_earlier,0.635,unresolved,B_peak_earlier_tendency,B_earlier,0.73,unresolved,True,False,False
W160,kmedoids_behavior_pca,4,1,22,P,Je,A_earlier,0.838,unresolved,A_peak_earlier_tendency,A_earlier,0.704,unresolved,False,False,False
W160,kmedoids_behavior_pca,4,1,22,P,Jw,B_earlier,0.6112224448897795,unresolved,B_peak_earlier_tendency,B_earlier,0.738,unresolved,True,False,False
W160,kmedoids_behavior_pca,4,1,22,V,H,B_earlier,0.7067067067067067,unresolved,B_peak_earlier_tendency,B_earlier,0.8108651911468813,unresolved,True,False,False
W160,kmedoids_behavior_pca,4,1,22,V,Je,A_earlier,0.5465465465465466,unresolved,A_peak_earlier_tendency,A_earlier,0.48490945674044267,unresolved,False,False,False
W160,kmedoids_behavior_pca,4,1,22,V,Jw,B_earlier,0.6940822467402207,unresolved,B_peak_earlier_tendency,B_earlier,0.778672032193159,unresolved,True,False,False
W160,kmedoids_behavior_pca,4,1,22,H,Je,A_earlier,0.811,unresolved,A_peak_earlier_tendency,A_earlier,0.822,unresolved,False,False,False
W160,kmedoids_behavior_pca,4,1,22,H,Jw,B_earlier,0.530060120240481,unresolved,B_peak_earlier_tendency,B_earlier,0.478,unresolved,False,False,False
W160,kmedoids_behavior_pca,4,1,22,Je,Jw,B_earlier,0.7595190380761523,unresolved,B_peak_earlier_tendency,B_earlier,0.768,unresolved,False,False,False
W160,kmedoids_behavior_pca,4,2,8,P,V,A_earlier,0.7397397397397397,unresolved,A_peak_earlier_tendency,B_earlier,0.638,unresolved,False,True,False
W160,kmedoids_behavior_pca,4,2,8,P,H,B_earlier,0.635,unresolved,B_peak_earlier_tendency,A_earlier,0.5,unresolved,False,True,False
W160,kmedoids_behavior_pca,4,2,8,P,Je,A_earlier,0.838,unresolved,A_peak_earlier_tendency,A_earlier,0.724,unresolved,False,False,False
W160,kmedoids_behavior_pca,4,2,8,P,Jw,B_earlier,0.6112224448897795,unresolved,B_peak_earlier_tendency,A_earlier,0.732,unresolved,True,True,False
W160,kmedoids_behavior_pca,4,2,8,V,H,B_earlier,0.7067067067067067,unresolved,B_peak_earlier_tendency,A_earlier,0.546,unresolved,False,True,False
W160,kmedoids_behavior_pca,4,2,8,V,Je,A_earlier,0.5465465465465466,unresolved,A_peak_earlier_tendency,A_earlier,0.744,unresolved,True,False,False
W160,kmedoids_behavior_pca,4,2,8,V,Jw,B_earlier,0.6940822467402207,unresolved,B_peak_earlier_tendency,A_earlier,0.66,unresolved,False,True,False
W160,kmedoids_behavior_pca,4,2,8,H,Je,A_earlier,0.811,unresolved,A_peak_earlier_tendency,A_earlier,0.584,unresolved,False,False,False
W160,kmedoids_behavior_pca,4,2,8,H,Jw,B_earlier,0.530060120240481,unresolved,B_peak_earlier_tendency,A_earlier,0.568,unresolved,False,True,False
W160,kmedoids_behavior_pca,4,2,8,Je,Jw,B_earlier,0.7595190380761523,unresolved,B_peak_earlier_tendency,B_earlier,0.49,unresolved,False,False,False
W160,kmedoids_behavior_pca,4,3,8,P,V,A_earlier,0.7397397397397397,unresolved,A_peak_earlier_tendency,B_earlier,0.74,unresolved,False,True,False
W160,kmedoids_behavior_pca,4,3,8,P,H,B_earlier,0.635,unresolved,B_peak_earlier_tendency,B_earlier,0.6112224448897795,unresolved,False,False,False
W160,kmedoids_behavior_pca,4,3,8,P,Je,A_earlier,0.838,unresolved,A_peak_earlier_tendency,A_earlier,0.536,unresolved,False,False,False
W160,kmedoids_behavior_pca,4,3,8,P,Jw,B_earlier,0.6112224448897795,unresolved,B_peak_earlier_tendency,B_earlier,0.836,unresolved,True,False,False
W160,kmedoids_behavior_pca,4,3,8,V,H,B_earlier,0.7067067067067067,unresolved,B_peak_earlier_tendency,A_earlier,0.6232464929859719,unresolved,False,True,False
W160,kmedoids_behavior_pca,4,3,8,V,Je,A_earlier,0.5465465465465466,unresolved,A_peak_earlier_tendency,A_earlier,0.796,unresolved,True,False,False
W160,kmedoids_behavior_pca,4,3,8,V,Jw,B_earlier,0.6940822467402207,unresolved,B_peak_earlier_tendency,A_earlier,0.566,unresolved,False,True,False
W160,kmedoids_behavior_pca,4,3,8,H,Je,A_earlier,0.811,unresolved,A_peak_earlier_tendency,A_earlier,0.627254509018036,unresolved,False,False,False
W160,kmedoids_behavior_pca,4,3,8,H,Jw,B_earlier,0.530060120240481,unresolved,B_peak_earlier_tendency,B_earlier,0.6733466933867736,unresolved,True,False,False
W160,kmedoids_behavior_pca,4,3,8,Je,Jw,B_earlier,0.7595190380761523,unresolved,B_peak_earlier_tendency,B_earlier,0.886,unresolved,True,False,False
W160,kmedoids_behavior_pca,5,0,11,P,V,A_earlier,0.7397397397397397,unresolved,A_peak_earlier_tendency,B_earlier,0.676,unresolved,False,True,False
W160,kmedoids_behavior_pca,5,0,11,P,H,B_earlier,0.635,unresolved,B_peak_earlier_tendency,B_earlier,0.544,unresolved,False,False,False
W160,kmedoids_behavior_pca,5,0,11,P,Je,A_earlier,0.838,unresolved,A_peak_earlier_tendency,A_earlier,0.574,unresolved,False,False,False
W160,kmedoids_behavior_pca,5,0,11,P,Jw,B_earlier,0.6112224448897795,unresolved,B_peak_earlier_tendency,B_earlier,0.685370741482966,unresolved,True,False,False
W160,kmedoids_behavior_pca,5,0,11,V,H,B_earlier,0.7067067067067067,unresolved,B_peak_earlier_tendency,A_earlier,0.598,unresolved,False,True,False
W160,kmedoids_behavior_pca,5,0,11,V,Je,A_earlier,0.5465465465465466,unresolved,A_peak_earlier_tendency,A_earlier,0.714,unresolved,True,False,False
W160,kmedoids_behavior_pca,5,0,11,V,Jw,B_earlier,0.6940822467402207,unresolved,B_peak_earlier_tendency,A_earlier,0.5210420841683366,unresolved,False,True,False
W160,kmedoids_behavior_pca,5,0,11,H,Je,A_earlier,0.811,unresolved,A_peak_earlier_tendency,A_earlier,0.688,unresolved,False,False,False
W160,kmedoids_behavior_pca,5,0,11,H,Jw,B_earlier,0.530060120240481,unresolved,B_peak_earlier_tendency,B_earlier,0.7034068136272545,unresolved,True,False,False
W160,kmedoids_behavior_pca,5,0,11,Je,Jw,B_earlier,0.7595190380761523,unresolved,B_peak_earlier_tendency,B_earlier,0.7895791583166333,unresolved,False,False,False
W160,kmedoids_behavior_pca,5,1,8,P,V,A_earlier,0.7397397397397397,unresolved,A_peak_earlier_tendency,B_earlier,0.664,unresolved,False,True,False
W160,kmedoids_behavior_pca,5,1,8,P,H,B_earlier,0.635,unresolved,B_peak_earlier_tendency,B_earlier,0.656,unresolved,False,False,False
W160,kmedoids_behavior_pca,5,1,8,P,Je,A_earlier,0.838,unresolved,A_peak_earlier_tendency,A_earlier,0.666,unresolved,False,False,False
W160,kmedoids_behavior_pca,5,1,8,P,Jw,B_earlier,0.6112224448897795,unresolved,B_peak_earlier_tendency,B_earlier,0.66,unresolved,False,False,False
W160,kmedoids_behavior_pca,5,1,8,V,H,B_earlier,0.7067067067067067,unresolved,B_peak_earlier_tendency,B_earlier,0.574,unresolved,False,False,False
W160,kmedoids_behavior_pca,5,1,8,V,Je,A_earlier,0.5465465465465466,unresolved,A_peak_earlier_tendency,A_earlier,0.836,unresolved,True,False,False
W160,kmedoids_behavior_pca,5,1,8,V,Jw,B_earlier,0.6940822467402207,unresolved,B_peak_earlier_tendency,A_earlier,0.474,unresolved,False,True,False
W160,kmedoids_behavior_pca,5,1,8,H,Je,A_earlier,0.811,unresolved,A_peak_earlier_tendency,A_earlier,0.88,unresolved,True,False,False
W160,kmedoids_behavior_pca,5,1,8,H,Jw,B_earlier,0.530060120240481,unresolved,B_peak_earlier_tendency,B_earlier,0.548,unresolved,False,False,False
W160,kmedoids_behavior_pca,5,1,8,Je,Jw,B_earlier,0.7595190380761523,unresolved,B_peak_earlier_tendency,B_earlier,0.856,unresolved,True,False,False
W160,kmedoids_behavior_pca,5,2,17,P,V,A_earlier,0.7397397397397397,unresolved,A_peak_earlier_tendency,A_earlier,0.65,unresolved,False,False,False
W160,kmedoids_behavior_pca,5,2,17,P,H,B_earlier,0.635,unresolved,B_peak_earlier_tendency,B_earlier,0.736,unresolved,True,False,False
W160,kmedoids_behavior_pca,5,2,17,P,Je,A_earlier,0.838,unresolved,A_peak_earlier_tendency,B_earlier,0.534,unresolved,False,True,False
W160,kmedoids_behavior_pca,5,2,17,P,Jw,B_earlier,0.6112224448897795,unresolved,B_peak_earlier_tendency,B_earlier,0.734,unresolved,True,False,False
W160,kmedoids_behavior_pca,5,2,17,V,H,B_earlier,0.7067067067067067,unresolved,B_peak_earlier_tendency,B_earlier,0.754,unresolved,False,False,False
W160,kmedoids_behavior_pca,5,2,17,V,Je,A_earlier,0.5465465465465466,unresolved,A_peak_earlier_tendency,B_earlier,0.644,unresolved,True,True,False
W160,kmedoids_behavior_pca,5,2,17,V,Jw,B_earlier,0.6940822467402207,unresolved,B_peak_earlier_tendency,B_earlier,0.776,unresolved,True,False,False
W160,kmedoids_behavior_pca,5,2,17,H,Je,A_earlier,0.811,unresolved,A_peak_earlier_tendency,A_earlier,0.608,unresolved,False,False,False
W160,kmedoids_behavior_pca,5,2,17,H,Jw,B_earlier,0.530060120240481,unresolved,B_peak_earlier_tendency,B_earlier,0.502,unresolved,False,False,False
W160,kmedoids_behavior_pca,5,2,17,Je,Jw,B_earlier,0.7595190380761523,unresolved,B_peak_earlier_tendency,B_earlier,0.588,unresolved,False,False,False
W160,kmedoids_behavior_pca,6,2,10,P,V,A_earlier,0.7397397397397397,unresolved,A_peak_earlier_tendency,A_earlier,0.576,unresolved,False,False,False
W160,kmedoids_behavior_pca,6,2,10,P,H,B_earlier,0.635,unresolved,B_peak_earlier_tendency,A_earlier,0.738,unresolved,True,True,False
W160,kmedoids_behavior_pca,6,2,10,P,Je,A_earlier,0.838,unresolved,A_peak_earlier_tendency,B_earlier,0.49,unresolved,False,True,False
W160,kmedoids_behavior_pca,6,2,10,P,Jw,B_earlier,0.6112224448897795,unresolved,B_peak_earlier_tendency,A_earlier,0.57,unresolved,False,True,False
W160,kmedoids_behavior_pca,6,2,10,V,H,B_earlier,0.7067067067067067,unresolved,B_peak_earlier_tendency,A_earlier,0.692,unresolved,False,True,False
W160,kmedoids_behavior_pca,6,2,10,V,Je,A_earlier,0.5465465465465466,unresolved,A_peak_earlier_tendency,B_earlier,0.502,unresolved,False,True,False
W160,kmedoids_behavior_pca,6,2,10,V,Jw,B_earlier,0.6940822467402207,unresolved,B_peak_earlier_tendency,A_earlier,0.586,unresolved,False,True,False
W160,kmedoids_behavior_pca,6,2,10,H,Je,A_earlier,0.811,unresolved,A_peak_earlier_tendency,B_earlier,0.614,unresolved,False,True,False
W160,kmedoids_behavior_pca,6,2,10,H,Jw,B_earlier,0.530060120240481,unresolved,B_peak_earlier_tendency,B_earlier,0.66,unresolved,True,False,False
W160,kmedoids_behavior_pca,6,2,10,Je,Jw,B_earlier,0.7595190380761523,unresolved,B_peak_earlier_tendency,B_earlier,0.476,unresolved,False,False,False
W160,kmedoids_behavior_pca,6,4,11,P,V,A_earlier,0.7397397397397397,unresolved,A_peak_earlier_tendency,A_earlier,0.51,unresolved,False,False,False
W160,kmedoids_behavior_pca,6,4,11,P,H,B_earlier,0.635,unresolved,B_peak_earlier_tendency,B_earlier,0.888,unresolved,True,False,False
W160,kmedoids_behavior_pca,6,4,11,P,Je,A_earlier,0.838,unresolved,A_peak_earlier_tendency,B_earlier,0.576,unresolved,False,True,False
W160,kmedoids_behavior_pca,6,4,11,P,Jw,B_earlier,0.6112224448897795,unresolved,B_peak_earlier_tendency,B_earlier,0.49298597194388777,unresolved,False,False,False
W160,kmedoids_behavior_pca,6,4,11,V,H,B_earlier,0.7067067067067067,unresolved,B_peak_earlier_tendency,B_earlier,0.774,unresolved,True,False,False
W160,kmedoids_behavior_pca,6,4,11,V,Je,A_earlier,0.5465465465465466,unresolved,A_peak_earlier_tendency,B_earlier,0.614,unresolved,True,True,False
W160,kmedoids_behavior_pca,6,4,11,V,Jw,B_earlier,0.6940822467402207,unresolved,B_peak_earlier_tendency,A_earlier,0.49899799599198397,unresolved,False,True,False
W160,kmedoids_behavior_pca,6,4,11,H,Je,A_earlier,0.811,unresolved,A_peak_earlier_tendency,A_earlier,0.804,unresolved,False,False,False
W160,kmedoids_behavior_pca,6,4,11,H,Jw,B_earlier,0.530060120240481,unresolved,B_peak_earlier_tendency,A_earlier,0.6092184368737475,unresolved,True,True,False
W160,kmedoids_behavior_pca,6,4,11,Je,Jw,B_earlier,0.7595190380761523,unresolved,B_peak_earlier_tendency,A_earlier,0.6172344689378757,unresolved,False,True,False
W160,kmedoids_behavior_pca,6,5,9,P,V,A_earlier,0.7397397397397397,unresolved,A_peak_earlier_tendency,B_earlier,0.862,unresolved,True,True,False
W160,kmedoids_behavior_pca,6,5,9,P,H,B_earlier,0.635,unresolved,B_peak_earlier_tendency,B_earlier,0.542,unresolved,False,False,False
W160,kmedoids_behavior_pca,6,5,9,P,Je,A_earlier,0.838,unresolved,A_peak_earlier_tendency,A_earlier,0.682,unresolved,False,False,False
W160,kmedoids_behavior_pca,6,5,9,P,Jw,B_earlier,0.6112224448897795,unresolved,B_peak_earlier_tendency,B_earlier,0.66,unresolved,False,False,False
W160,kmedoids_behavior_pca,6,5,9,V,H,B_earlier,0.7067067067067067,unresolved,B_peak_earlier_tendency,A_earlier,0.698,unresolved,False,True,False
W160,kmedoids_behavior_pca,6,5,9,V,Je,A_earlier,0.5465465465465466,unresolved,A_peak_earlier_tendency,A_earlier,0.828,unresolved,True,False,False
W160,kmedoids_behavior_pca,6,5,9,V,Jw,B_earlier,0.6940822467402207,unresolved,B_peak_earlier_tendency,A_earlier,0.614,unresolved,False,True,False
W160,kmedoids_behavior_pca,6,5,9,H,Je,A_earlier,0.811,unresolved,A_peak_earlier_tendency,A_earlier,0.742,unresolved,False,False,False
W160,kmedoids_behavior_pca,6,5,9,H,Jw,B_earlier,0.530060120240481,unresolved,B_peak_earlier_tendency,B_earlier,0.626,unresolved,True,False,False
W160,kmedoids_behavior_pca,6,5,9,Je,Jw,B_earlier,0.7595190380761523,unresolved,B_peak_earlier_tendency,B_earlier,0.86,unresolved,True,False,False
