window_id,basis,object_A,object_B,baseline_config,metric_family,metric_name,median,q025,q975,P_positive,P_negative,decision
W081,2d_field,H,Je,C0_full_stage,2d_dist_core_growth_share,2d_dist_core_growth_share,0.06673392664930965,-0.008839274911710906,0.14005762108746475,0.957,0.043,A_direction_tendency
W081,2d_field,H,Je,C0_full_stage,2d_dist_early_growth_share,2d_dist_early_growth_share,-0.0060805694024047285,-0.0954305070217098,0.06724056371073273,0.425,0.575,unresolved
W081,2d_field,H,Je,C0_full_stage,2d_dist_growth_center,2d_dist_growth_center,1.3004629731904203,0.09137280585325877,2.511508110859732,0.983,0.017,A_direction_supported
W081,2d_field,H,Je,C0_full_stage,2d_dist_late_growth_share,2d_dist_late_growth_share,-0.027697239815281965,-0.10296669775781638,0.050794453333883216,0.259,0.741,unresolved
W081,2d_field,H,Je,C0_full_stage,2d_dist_state_compare,2d_dist_state_compare,0.034396277291633304,0.0013868160636521247,0.06639686133143034,0.977,0.023,A_direction_supported
W081,2d_field,H,Je,C0_full_stage,2d_dist_state_core,2d_dist_state_core,0.04342655636034373,-0.008868457761334266,0.09453632461283125,0.941,0.059,A_direction_tendency
W081,2d_field,H,Je,C0_full_stage,2d_dist_state_early,2d_dist_state_early,0.000599171362209383,-0.042285634532482866,0.04677536365835173,0.518,0.482,unresolved
W081,2d_field,H,Je,C0_full_stage,2d_dist_state_late,2d_dist_state_late,0.05964104625206229,0.014809390559675128,0.09955315912178131,0.995,0.005,A_direction_supported
W081,2d_field,H,Je,C0_full_stage,2d_pattern_core_growth_share,2d_pattern_core_growth_share,-0.02311825506310365,-0.10252658946596739,0.047807726836176644,0.271,0.729,unresolved
W081,2d_field,H,Je,C0_full_stage,2d_pattern_early_growth_share,2d_pattern_early_growth_share,-0.05051126841578405,-0.16527408308099478,0.038170987246036486,0.152,0.848,B_direction_tendency
W081,2d_field,H,Je,C0_full_stage,2d_pattern_growth_center,2d_pattern_growth_center,-6.86641620533554,-10.183115151114947,-3.4810150101669497,0.0,1.0,B_direction_supported
W081,2d_field,H,Je,C0_full_stage,2d_pattern_late_growth_share,2d_pattern_late_growth_share,0.06378646710674542,-0.05094840286788495,0.17076161360651662,0.864,0.136,A_direction_tendency
W081,2d_field,H,Je,C0_full_stage,2d_pattern_state_compare,2d_pattern_state_compare,-0.08164136895268112,-0.15622451051258696,-0.0046894304601991866,0.016,0.984,B_direction_supported
W081,2d_field,H,Je,C0_full_stage,2d_pattern_state_core,2d_pattern_state_core,-0.11045196243375563,-0.23444631372569555,0.011463747540620708,0.04,0.96,B_direction_tendency
W081,2d_field,H,Je,C0_full_stage,2d_pattern_state_early,2d_pattern_state_early,-0.05894073632594189,-0.1696695566820316,0.05567227140388074,0.153,0.847,B_direction_tendency
W081,2d_field,H,Je,C0_full_stage,2d_pattern_state_late,2d_pattern_state_late,-0.08354442782476756,-0.1526955131712767,-0.007851694896404107,0.014,0.986,B_direction_supported
W081,2d_field,H,Je,C1_buffered_stage,2d_dist_core_growth_share,2d_dist_core_growth_share,0.06521921693274121,-0.005496859348615702,0.13445529707461845,0.963,0.037,A_direction_tendency
W081,2d_field,H,Je,C1_buffered_stage,2d_dist_early_growth_share,2d_dist_early_growth_share,-0.01907605696579022,-0.10078489825381008,0.057133773295065145,0.308,0.692,unresolved
W081,2d_field,H,Je,C1_buffered_stage,2d_dist_growth_center,2d_dist_growth_center,1.0421789739012652,-0.29629150822529304,2.271936829206605,0.945,0.055,A_direction_tendency
W081,2d_field,H,Je,C1_buffered_stage,2d_dist_late_growth_share,2d_dist_late_growth_share,-0.027618483691758955,-0.10452595515673875,0.05164072867352384,0.251,0.749,unresolved
W081,2d_field,H,Je,C1_buffered_stage,2d_dist_state_compare,2d_dist_state_compare,0.027037987320043727,-0.015073245314878634,0.06593364129971886,0.909,0.091,A_direction_tendency
W081,2d_field,H,Je,C1_buffered_stage,2d_dist_state_core,2d_dist_state_core,0.03748026958533973,-0.02237612932457985,0.09160289012368908,0.884,0.116,A_direction_tendency
W081,2d_field,H,Je,C1_buffered_stage,2d_dist_state_early,2d_dist_state_early,-0.006350774879169324,-0.057543880656115,0.049311172996577245,0.426,0.574,unresolved
W081,2d_field,H,Je,C1_buffered_stage,2d_dist_state_late,2d_dist_state_late,0.049904702037510296,0.001682902987796901,0.09646291449617173,0.98,0.02,A_direction_supported
W081,2d_field,H,Je,C1_buffered_stage,2d_pattern_core_growth_share,2d_pattern_core_growth_share,-0.020848832402470797,-0.10070207451294791,0.04973807677552321,0.295,0.705,unresolved
W081,2d_field,H,Je,C1_buffered_stage,2d_pattern_early_growth_share,2d_pattern_early_growth_share,-0.05713995670426382,-0.17440177981811295,0.033612506092022564,0.124,0.876,B_direction_tendency
W081,2d_field,H,Je,C1_buffered_stage,2d_pattern_growth_center,2d_pattern_growth_center,-6.845011698045603,-10.056881718082609,-3.6026429545451033,0.0,1.0,B_direction_supported
W081,2d_field,H,Je,C1_buffered_stage,2d_pattern_late_growth_share,2d_pattern_late_growth_share,0.06386610653007047,-0.04736456712740089,0.17097690402516325,0.867,0.133,A_direction_tendency
W081,2d_field,H,Je,C1_buffered_stage,2d_pattern_state_compare,2d_pattern_state_compare,-0.07927222217268587,-0.16609567894265354,0.01454826517182897,0.054,0.946,B_direction_tendency
W081,2d_field,H,Je,C1_buffered_stage,2d_pattern_state_core,2d_pattern_state_core,-0.10949065817958897,-0.237158155139228,0.02933674596875394,0.07,0.93,B_direction_tendency
W081,2d_field,H,Je,C1_buffered_stage,2d_pattern_state_early,2d_pattern_state_early,-0.05251219202959102,-0.1724317274492338,0.07286118269525743,0.196,0.804,B_direction_tendency
W081,2d_field,H,Je,C1_buffered_stage,2d_pattern_state_late,2d_pattern_state_late,-0.08351967608819294,-0.17430738418608469,0.02656318818519783,0.058,0.942,B_direction_tendency
W081,2d_field,H,Je,C2_immediate_pre,2d_dist_core_growth_share,2d_dist_core_growth_share,0.06923166041122451,-0.002234735396659021,0.14046196635825453,0.971,0.029,A_direction_tendency
W081,2d_field,H,Je,C2_immediate_pre,2d_dist_early_growth_share,2d_dist_early_growth_share,-0.011958918662339765,-0.08077055612970434,0.053482325170451255,0.362,0.638,unresolved
W081,2d_field,H,Je,C2_immediate_pre,2d_dist_growth_center,2d_dist_growth_center,0.8392616589759285,-0.398806502242034,2.051403684087183,0.917,0.083,A_direction_tendency
W081,2d_field,H,Je,C2_immediate_pre,2d_dist_late_growth_share,2d_dist_late_growth_share,-0.023260132497752106,-0.10098451665410241,0.06159249427936942,0.294,0.706,unresolved
W081,2d_field,H,Je,C2_immediate_pre,2d_dist_state_compare,2d_dist_state_compare,0.023277985894299053,-0.017503388501674138,0.06333251259701354,0.859,0.141,A_direction_tendency
W081,2d_field,H,Je,C2_immediate_pre,2d_dist_state_core,2d_dist_state_core,0.033614919777259666,-0.034069984990999495,0.09483077199869466,0.828,0.172,A_direction_tendency
W081,2d_field,H,Je,C2_immediate_pre,2d_dist_state_early,2d_dist_state_early,-0.014279396943082875,-0.05851930430763727,0.03364071058699949,0.292,0.708,unresolved
W081,2d_field,H,Je,C2_immediate_pre,2d_dist_state_late,2d_dist_state_late,0.049558622389746176,-0.0011508340544666784,0.09867506152839492,0.971,0.029,A_direction_tendency
W081,2d_field,H,Je,C2_immediate_pre,2d_pattern_core_growth_share,2d_pattern_core_growth_share,-0.021684569181959414,-0.10268558142353004,0.04909172972285313,0.295,0.705,unresolved
W081,2d_field,H,Je,C2_immediate_pre,2d_pattern_early_growth_share,2d_pattern_early_growth_share,-0.05590619143065008,-0.1751986980076604,0.036696735932902465,0.135,0.865,B_direction_tendency
W081,2d_field,H,Je,C2_immediate_pre,2d_pattern_growth_center,2d_pattern_growth_center,-6.891341380483546,-10.007243912718227,-3.634839764355672,0.0,1.0,B_direction_supported
W081,2d_field,H,Je,C2_immediate_pre,2d_pattern_late_growth_share,2d_pattern_late_growth_share,0.06408679218383734,-0.05173559045842735,0.17188113869066907,0.865,0.135,A_direction_tendency
W081,2d_field,H,Je,C2_immediate_pre,2d_pattern_state_compare,2d_pattern_state_compare,-0.07529659903566388,-0.15422071047799293,0.026289975467545454,0.051,0.949,B_direction_tendency
W081,2d_field,H,Je,C2_immediate_pre,2d_pattern_state_core,2d_pattern_state_core,-0.10515261735316025,-0.23131227507186636,0.05061137488302593,0.078,0.922,B_direction_tendency
W081,2d_field,H,Je,C2_immediate_pre,2d_pattern_state_early,2d_pattern_state_early,-0.046230255405867,-0.1374842422673105,0.04828828488079381,0.172,0.828,B_direction_tendency
W081,2d_field,H,Je,C2_immediate_pre,2d_pattern_state_late,2d_pattern_state_late,-0.08369546875135969,-0.17710892837631212,0.026942818573769334,0.072,0.928,B_direction_tendency
W081,2d_field,H,Jw,C0_full_stage,2d_dist_core_growth_share,2d_dist_core_growth_share,0.04590770210311901,-0.06853181261642816,0.1527613645715869,0.824,0.176,A_direction_tendency
W081,2d_field,H,Jw,C0_full_stage,2d_dist_early_growth_share,2d_dist_early_growth_share,-0.0889942634429595,-0.21223824521600226,0.03928451621725027,0.081,0.919,B_direction_tendency
W081,2d_field,H,Jw,C0_full_stage,2d_dist_growth_center,2d_dist_growth_center,-0.6763826771608876,-2.222447521059822,0.9832268434568165,0.195,0.805,B_direction_tendency
W081,2d_field,H,Jw,C0_full_stage,2d_dist_late_growth_share,2d_dist_late_growth_share,0.02524138976105675,-0.11297374408100881,0.1534633951152554,0.654,0.346,unresolved
W081,2d_field,H,Jw,C0_full_stage,2d_dist_state_compare,2d_dist_state_compare,-0.02392792200828961,-0.0749986256940455,0.027642477900640918,0.177,0.823,B_direction_tendency
W081,2d_field,H,Jw,C0_full_stage,2d_dist_state_core,2d_dist_state_core,-0.0456392406586732,-0.14884541215287012,0.05948810702890569,0.205,0.795,unresolved
W081,2d_field,H,Jw,C0_full_stage,2d_dist_state_early,2d_dist_state_early,-0.029783122269371076,-0.08397243878848706,0.029151380262439297,0.156,0.844,B_direction_tendency
W081,2d_field,H,Jw,C0_full_stage,2d_dist_state_late,2d_dist_state_late,-0.003997977093016525,-0.07064441952507683,0.059046640445006106,0.452,0.548,unresolved
W081,2d_field,H,Jw,C0_full_stage,2d_pattern_core_growth_share,2d_pattern_core_growth_share,0.032762656714862226,-0.10193801313028915,0.17050872685759394,0.694,0.306,unresolved
W081,2d_field,H,Jw,C0_full_stage,2d_pattern_early_growth_share,2d_pattern_early_growth_share,-0.07772723282516292,-0.264985086440857,0.08360162419491374,0.202,0.798,unresolved
W081,2d_field,H,Jw,C0_full_stage,2d_pattern_growth_center,2d_pattern_growth_center,-12.55072331749382,-16.52305386881657,-8.529308885893146,0.0,1.0,B_direction_supported
W081,2d_field,H,Jw,C0_full_stage,2d_pattern_late_growth_share,2d_pattern_late_growth_share,0.08332688931527982,-0.05459247240119806,0.2436910377731748,0.868,0.132,A_direction_tendency
W081,2d_field,H,Jw,C0_full_stage,2d_pattern_state_compare,2d_pattern_state_compare,-0.20445325417090912,-0.30462664304308473,-0.10896365544459426,0.0,1.0,B_direction_supported
W081,2d_field,H,Jw,C0_full_stage,2d_pattern_state_core,2d_pattern_state_core,-0.2618450989198972,-0.42916420938163996,-0.09883331589974365,0.002,0.998,B_direction_supported
W081,2d_field,H,Jw,C0_full_stage,2d_pattern_state_early,2d_pattern_state_early,-0.17710661013411672,-0.28972378911343627,-0.0555907126273513,0.002,0.998,B_direction_supported
W081,2d_field,H,Jw,C0_full_stage,2d_pattern_state_late,2d_pattern_state_late,-0.19951257048674031,-0.3312558254479134,-0.0666989359562362,0.005,0.995,B_direction_supported
W081,2d_field,H,Jw,C1_buffered_stage,2d_dist_core_growth_share,2d_dist_core_growth_share,0.046991320350897134,-0.06566457145704786,0.14590948402513196,0.832,0.168,A_direction_tendency
W081,2d_field,H,Jw,C1_buffered_stage,2d_dist_early_growth_share,2d_dist_early_growth_share,-0.0812548656476273,-0.20809388613961752,0.04614392654991067,0.109,0.891,B_direction_tendency
W081,2d_field,H,Jw,C1_buffered_stage,2d_dist_growth_center,2d_dist_growth_center,-0.8719633198970627,-2.785595316163709,1.1133193495138376,0.186,0.814,B_direction_tendency
W081,2d_field,H,Jw,C1_buffered_stage,2d_dist_late_growth_share,2d_dist_late_growth_share,0.017342851609183335,-0.11832475322900537,0.14866471102551204,0.6,0.4,unresolved
