window_id,object,baseline_config,day,V_dist_2d,V_pattern_2d
W081,P,C0_full_stage,49,,
W081,P,C0_full_stage,50,-0.008987914550202453,0.035938938581972786
W081,P,C0_full_stage,51,-0.026502231748260913,0.018078831765666395
W081,P,C0_full_stage,52,-0.021179723793580935,-0.0065953359073262045
W081,P,C0_full_stage,53,0.0024679448686224514,0.003358651316957435
W081,P,C0_full_stage,54,-0.004136243113428528,0.01261626679819615
W081,P,C0_full_stage,55,0.013350079918273777,0.011300567694136688
W081,P,C0_full_stage,56,0.012721819095743991,0.023037091432814856
W081,P,C0_full_stage,57,-0.016165188734445224,0.003402885120253503
W081,P,C0_full_stage,58,-0.017161026732781887,-0.009798909584726817
W081,P,C0_full_stage,59,0.003204662735540209,-0.013879108734195199
W081,P,C0_full_stage,60,0.012528135326165257,0.001354456494262182
W081,P,C0_full_stage,61,0.001852272025152979,0.01145355179520756
W081,P,C0_full_stage,62,-0.019898635617170535,0.007605581860537745
W081,P,C0_full_stage,63,-0.02229683988228917,-0.013166701687931222
W081,P,C0_full_stage,64,-0.005990748268926316,-0.006297044292158447
W081,P,C0_full_stage,65,-0.0003875565853653229,-0.0029079804384027283
W081,P,C0_full_stage,66,0.00324594484274468,-0.00904842158082256
W081,P,C0_full_stage,67,0.018821921859379753,-0.005713978837400838
W081,P,C0_full_stage,68,0.030480795192203952,-0.005974361342109319
W081,P,C0_full_stage,69,0.028485395904123967,-0.01042456963877641
W081,P,C0_full_stage,70,0.025354969256628473,-0.0007669904526181499
W081,P,C0_full_stage,71,0.008478552118256322,-0.004475708503478559
W081,P,C0_full_stage,72,0.011540257216573369,0.001914447637628755
W081,P,C0_full_stage,73,0.01533961155636937,0.016937144737735305
W081,P,C0_full_stage,74,0.013937789415579216,0.022407730964347658
W081,P,C0_full_stage,75,0.017167244676354276,0.04111110299115323
W081,P,C0_full_stage,76,0.02701486426799138,0.04431394463302699
W081,P,C0_full_stage,77,0.03169778508592064,0.05369991769949717
W081,P,C0_full_stage,78,0.023996690950238375,0.050105729891537276
W081,P,C0_full_stage,79,0.02835625942839104,0.060049768124681574
W081,P,C0_full_stage,80,0.030285442421392528,0.0612345502890666
W081,P,C0_full_stage,81,0.030030479796016807,0.068572347749496
W081,P,C0_full_stage,82,0.03278071335351973,0.07461644818673907
W081,P,C0_full_stage,83,0.028776994094800945,0.062472664762956265
W081,P,C0_full_stage,84,0.031966479915554236,0.05988665144825278
W081,P,C0_full_stage,85,0.029530115773793275,0.05948084157861311
W081,P,C0_full_stage,86,0.03132474130018925,0.06138834224371981
W081,P,C0_full_stage,87,0.021439223508224803,0.056021737193452825
W081,P,C0_full_stage,88,0.015462767273180633,0.02599658591882048
W081,P,C0_full_stage,89,0.028865049615333982,0.05069096252179317
W081,P,C0_full_stage,90,0.027651957447336395,0.05831907130293845
W081,P,C0_full_stage,91,0.012640795898137047,0.022341029957021252
W081,P,C0_full_stage,92,0.01787906255384364,0.014765295912376741
W081,P,C0_full_stage,93,0.008469121298449012,-0.008410137652700822
W081,P,C0_full_stage,94,0.02652323556890457,0.016959113450456087
W081,P,C0_full_stage,95,0.04350912712359378,0.028658561649334224
W081,P,C0_full_stage,96,0.014774100534387213,0.031880106019121834
W081,P,C0_full_stage,97,0.01189298544477424,0.025058608419922912
W081,P,C0_full_stage,98,-0.002688533801017967,0.01393496146548201
W081,P,C0_full_stage,99,-0.025550982903003283,-0.004748268519058074
W081,P,C0_full_stage,100,-0.02876609635341243,0.00890927186913082
W081,P,C0_full_stage,101,-0.019548163968371557,0.03157905875985101
W081,P,C0_full_stage,102,-0.009742348873476248,0.033874435424547045
W081,P,C0_full_stage,103,-0.0072090459460942835,-0.0017414819187675512
W081,P,C0_full_stage,104,-0.008521385188185238,-0.02971142264396942
W081,P,C0_full_stage,105,-0.0052656283619917366,-0.03131504698611187
W081,P,C0_full_stage,106,-0.007610766069094277,-0.011616208260919691
W081,P,C0_full_stage,107,-0.015678176054999993,-0.00626956150252056
W081,P,C1_buffered_stage,49,,
