object,baseline_config,day,V_dist,V_pattern
P,C0_full_stage,49,,
P,C0_full_stage,50,-0.019143382014505134,0.02504377384017205
P,C0_full_stage,51,-0.03581684012659131,0.010309476596458915
P,C0_full_stage,52,-0.022777426376614174,-0.010796138541397104
P,C0_full_stage,53,-0.0004123522681866165,-0.0025261733613039542
P,C0_full_stage,54,-0.003321851040142265,0.005768006376616641
P,C0_full_stage,55,0.02487250102933794,0.013040405402780241
P,C0_full_stage,56,0.008723422270833725,0.006463655272525536
P,C0_full_stage,57,-0.020555643504363896,-0.011293838872638583
P,C0_full_stage,58,-0.010506443255062337,-0.0065207107988345964
P,C0_full_stage,59,0.00851606630665902,-0.00946043869707684
P,C0_full_stage,60,0.012608238796332022,-0.004435168874598338
P,C0_full_stage,61,-0.004834579099428055,0.002214279171726634
P,C0_full_stage,62,-0.027416081843216367,0.0018168705602195079
P,C0_full_stage,63,-0.026997224306329906,-0.0001102994334560084
P,C0_full_stage,64,-0.013288335539856866,-0.00668643179435399
P,C0_full_stage,65,0.008233049198969083,0.0058435172660461915
P,C0_full_stage,66,0.0160504398764289,0.008799904464094115
P,C0_full_stage,67,0.023312338323584314,-0.002457573227681642
P,C0_full_stage,68,0.04095136751315247,-0.0018598142079979023
P,C0_full_stage,69,0.03409772174827966,-0.0022397401754575066
P,C0_full_stage,70,0.011707061501216698,0.00829634668606573
P,C0_full_stage,71,0.003718087120778063,-0.004614785321247473
P,C0_full_stage,72,0.011001418564363957,0.0017292577124989094
P,C0_full_stage,73,0.014225795190757173,0.02747539883523632
P,C0_full_stage,74,0.014730578695047264,0.02728031412736131
P,C0_full_stage,75,0.030495420007616958,0.030716417188668826
P,C0_full_stage,76,0.04470234065172424,0.044683719226688096
P,C0_full_stage,77,0.0399118769718802,0.051491205583368976
P,C0_full_stage,78,0.026569415983101585,0.03718745206195387
P,C0_full_stage,79,0.034476429502193595,0.053354877106504967
P,C0_full_stage,80,0.033429968374985186,0.06765164204389873
P,C0_full_stage,81,0.030322590301433028,0.06622038895001181
P,C0_full_stage,82,0.03333167792095365,0.07026086237864954
P,C0_full_stage,83,0.027470398682011843,0.0581848542111324
P,C0_full_stage,84,0.03292797791103119,0.04919706930219592
P,C0_full_stage,85,0.03486893198387975,0.05182117405189546
P,C0_full_stage,86,0.034345910035183946,0.06635191186882705
P,C0_full_stage,87,0.033309636940380805,0.06453859079913682
P,C0_full_stage,88,0.023953374444909636,0.028642635987156995
P,C0_full_stage,89,0.02903974163991563,0.04197839429932937
P,C0_full_stage,90,0.01902012986375301,0.05846826833409091
P,C0_full_stage,91,0.006942707081068922,0.018709219440646296
P,C0_full_stage,92,0.012921361445743962,0.010656487987875662
P,C0_full_stage,93,0.0012902461139874255,-0.009604477992541272
P,C0_full_stage,94,0.023086058382836838,0.012451164758112698
P,C0_full_stage,95,0.053129018167476394,0.03352699971147344
P,C0_full_stage,96,0.02262119905654636,0.047026069776444746
P,C0_full_stage,97,0.02414697797552201,0.0382237468530342
P,C0_full_stage,98,0.004180046577860308,0.026693978866807022
P,C0_full_stage,99,-0.04197095371612258,-0.004223035914987738
P,C0_full_stage,100,-0.03592329944328221,0.012317019695693432
P,C0_full_stage,101,-0.01603391529395104,0.03869366396577778
P,C0_full_stage,102,-0.013008159261662433,0.03280428745325059
P,C0_full_stage,103,-0.014608541108329653,-0.012238216508299482
P,C0_full_stage,104,-0.008634657796583012,-0.049773051071553054
P,C0_full_stage,105,0.0009060615070786149,-0.04949122713212195
P,C0_full_stage,106,-0.0017224578058862017,-0.021565012078639922
P,C0_full_stage,107,-0.013360255675137211,-0.0034141649824088738
P,C1_buffered_stage,49,,
P,C1_buffered_stage,50,-0.02011922799330859,0.02433787147235177
P,C1_buffered_stage,51,-0.03431301262917072,0.010367606727648342
P,C1_buffered_stage,52,-0.018245536964639986,-0.008957636773911095
P,C1_buffered_stage,53,-5.887971834143968e-05,-0.0024435584007210433
P,C1_buffered_stage,54,-0.00993703438807289,0.005947704120151276
P,C1_buffered_stage,55,0.021992992128077524,0.012116468493935873
P,C1_buffered_stage,56,0.004540076270419469,0.007229413685100843
P,C1_buffered_stage,57,-0.02347381829242179,-0.008602963121982624
P,C1_buffered_stage,58,-0.012870201616471441,-0.005770761386410852
P,C1_buffered_stage,59,0.008213965166942144,-0.008884286745047872
P,C1_buffered_stage,60,0.012371044464701941,-0.0036910591159362025
P,C1_buffered_stage,61,-0.006035442567577709,0.002074813569063045
P,C1_buffered_stage,62,-0.027907426253471077,0.0029026446866289015
P,C1_buffered_stage,63,-0.01993240572663184,0.0002930970178547038
P,C1_buffered_stage,64,0.009270450999213725,-0.0056702627979356435
P,C1_buffered_stage,65,0.032272813039641246,0.005037333577023289
P,C1_buffered_stage,66,0.020013229435803262,0.006287441068213702
P,C1_buffered_stage,67,0.023677023903840633,-0.002403771031255403
P,C1_buffered_stage,68,0.03763802166752228,-0.0010979054156159923
