window_id,object,baseline_config,metric,observed
W081,H,C0_full_stage,dist_mean_compare,0.46990238174183224
W081,H,C0_full_stage,dist_mean_early,0.18019150111183743
W081,H,C0_full_stage,dist_mean_core,0.4510848754015739
W081,H,C0_full_stage,dist_mean_late,0.7452506863492645
W081,H,C0_full_stage,dist_growth_center,80.33498034948957
W081,H,C0_full_stage,dist_positive_growth_area,0.9375698631520074
W081,H,C0_full_stage,dist_early_growth_share,0.24390845969422284
W081,H,C0_full_stage,dist_core_growth_share,0.29898198068101356
W081,H,C0_full_stage,dist_late_growth_share,0.32027328204056776
W081,H,C0_full_stage,pattern_mean_compare,0.36168053800371736
W081,H,C0_full_stage,pattern_mean_early,0.09628578532967899
W081,H,C0_full_stage,pattern_mean_core,0.3082077546016345
W081,H,C0_full_stage,pattern_mean_late,0.6369766298723504
W081,H,C0_full_stage,pattern_growth_center,86.33190777042823
W081,H,C0_full_stage,pattern_positive_growth_area,1.4024843659445205
W081,H,C0_full_stage,pattern_early_growth_share,0.13885506486618035
W081,H,C0_full_stage,pattern_core_growth_share,0.16992097234052267
W081,H,C0_full_stage,pattern_late_growth_share,0.2500940004658313
W081,H,C1_buffered_stage,dist_mean_compare,0.46651314731234583
W081,H,C1_buffered_stage,dist_mean_early,0.1833565641862312
W081,H,C1_buffered_stage,dist_mean_core,0.4486244646734061
W081,H,C1_buffered_stage,dist_mean_late,0.7353119300154116
W081,H,C1_buffered_stage,dist_growth_center,80.29122578977373
W081,H,C1_buffered_stage,dist_positive_growth_area,0.9657420045222931
W081,H,C1_buffered_stage,dist_early_growth_share,0.24098879317735578
W081,H,C1_buffered_stage,dist_core_growth_share,0.2828946607060861
W081,H,C1_buffered_stage,dist_late_growth_share,0.30222637080539233
W081,H,C1_buffered_stage,pattern_mean_compare,0.37372114389519995
W081,H,C1_buffered_stage,pattern_mean_early,0.11706922942342568
W081,H,C1_buffered_stage,pattern_mean_core,0.3224710684219631
W081,H,C1_buffered_stage,pattern_mean_late,0.6396547505343272
W081,H,C1_buffered_stage,pattern_growth_center,86.29328496475136
W081,H,C1_buffered_stage,pattern_positive_growth_area,1.3550240720486442
W081,H,C1_buffered_stage,pattern_early_growth_share,0.13952189309095625
W081,H,C1_buffered_stage,pattern_core_growth_share,0.17002738770301984
W081,H,C1_buffered_stage,pattern_late_growth_share,0.24958371506033583
W081,H,C2_immediate_pre,dist_mean_compare,0.4322136257887189
W081,H,C2_immediate_pre,dist_mean_early,0.13002977434154447
W081,H,C2_immediate_pre,dist_mean_core,0.4135391366624582
W081,H,C2_immediate_pre,dist_mean_late,0.7188099838210433
W081,H,C2_immediate_pre,dist_growth_center,81.19429573127857
W081,H,C2_immediate_pre,dist_positive_growth_area,0.9734955657029227
W081,H,C2_immediate_pre,dist_early_growth_share,0.239418925286429
W081,H,C2_immediate_pre,dist_core_growth_share,0.2984490495306784
W081,H,C2_immediate_pre,dist_late_growth_share,0.3189965647157894
W081,H,C2_immediate_pre,pattern_mean_compare,0.35396074391405585
W081,H,C2_immediate_pre,pattern_mean_early,0.09031747566362822
W081,H,C2_immediate_pre,pattern_mean_core,0.30080224967837665
W081,H,C2_immediate_pre,pattern_mean_late,0.6274645750189677
W081,H,C2_immediate_pre,pattern_growth_center,86.39959448636357
W081,H,C2_immediate_pre,pattern_positive_growth_area,1.3952245941267578
W081,H,C2_immediate_pre,pattern_early_growth_share,0.13768178333326855
W081,H,C2_immediate_pre,pattern_core_growth_share,0.16972296768598388
W081,H,C2_immediate_pre,pattern_late_growth_share,0.2506615843601244
W081,Je,C0_full_stage,dist_mean_compare,0.433143710131288
W081,Je,C0_full_stage,dist_mean_early,0.17547817781209546
W081,Je,C0_full_stage,dist_mean_core,0.40625774057032693
W081,Je,C0_full_stage,dist_mean_late,0.684494356505711
W081,Je,C0_full_stage,dist_growth_center,81.73024527630669
