window_id,object,baseline_config,metric,profile_value,field2d_value,difference_2d_minus_profile,agreement_class
W081,H,C0_full_stage,dist_core_growth_share,,0.29898198068101356,,unresolved
W081,H,C0_full_stage,dist_early_growth_share,,0.24390845969422284,,unresolved
W081,H,C0_full_stage,dist_growth_center,79.12956305754194,80.33498034948957,1.2054172919476258,consistent
W081,H,C0_full_stage,dist_late_growth_share,,0.32027328204056776,,unresolved
W081,H,C0_full_stage,dist_mean_compare,,0.46990238174183224,,unresolved
W081,H,C0_full_stage,dist_mean_core,0.4409442801665943,0.4510848754015739,0.010140595234979566,consistent
W081,H,C0_full_stage,dist_mean_early,0.17080252551710845,0.18019150111183743,0.009388975594728982,consistent
W081,H,C0_full_stage,dist_mean_late,0.7348355349509343,0.7452506863492645,0.010415151398330158,consistent
W081,H,C0_full_stage,dist_positive_growth_area,,0.9375698631520074,,unresolved
W081,H,C0_full_stage,pattern_core_growth_share,,0.16992097234052267,,unresolved
W081,H,C0_full_stage,pattern_early_growth_share,,0.13885506486618035,,unresolved
W081,H,C0_full_stage,pattern_growth_center,81.17190157637997,86.33190777042823,5.160006194048265,consistent
W081,H,C0_full_stage,pattern_late_growth_share,,0.2500940004658313,,unresolved
W081,H,C0_full_stage,pattern_mean_compare,,0.36168053800371736,,unresolved
W081,H,C0_full_stage,pattern_mean_core,0.2671724483020486,0.3082077546016345,0.041035306299585905,consistent
W081,H,C0_full_stage,pattern_mean_early,0.05209630193910203,0.09628578532967899,0.04418948339057696,consistent
W081,H,C0_full_stage,pattern_mean_late,0.5886403498406442,0.6369766298723504,0.0483362800317062,consistent
W081,H,C0_full_stage,pattern_positive_growth_area,,1.4024843659445205,,unresolved
W081,H,C1_buffered_stage,dist_core_growth_share,,0.2828946607060861,,unresolved
W081,H,C1_buffered_stage,dist_early_growth_share,,0.24098879317735578,,unresolved
W081,H,C1_buffered_stage,dist_growth_center,79.06125105814577,80.29122578977373,1.2299747316279621,consistent
W081,H,C1_buffered_stage,dist_late_growth_share,,0.30222637080539233,,unresolved
W081,H,C1_buffered_stage,dist_mean_compare,,0.46651314731234583,,unresolved
W081,H,C1_buffered_stage,dist_mean_core,0.4334004991216238,0.4486244646734061,0.015223965551782292,consistent
W081,H,C1_buffered_stage,dist_mean_early,0.16539544351200977,0.1833565641862312,0.017961120674221426,consistent
W081,H,C1_buffered_stage,dist_mean_late,0.7225571772741595,0.7353119300154116,0.012754752741252151,consistent
