window_id,object,baseline_config,branch,mean_early,mean_core,mean_late,growth_center,positive_growth_area
W081,P,C0_full_stage,dist,0.18234076297503904,0.3961178563359998,0.6745668844510376,79.0318336013781,0.8901475836588153
W081,P,C0_full_stage,pattern,0.005175085250365597,0.23193373022233202,0.731661667329104,82.0369886642638,1.2559333082144277
W081,P,C1_buffered_stage,dist,0.2034083743759753,0.40080897026001044,0.6636545954757193,78.71710351302484,0.9414160677983505
W081,P,C1_buffered_stage,pattern,0.0100199165267054,0.23419128321642843,0.7063075471182979,82.08131789115292,1.1999251094458832
W081,P,C2_immediate_pre,dist,0.16321683084358568,0.38590990728384555,0.6591355344239951,78.97535322457715,0.9571893721853052
W081,P,C2_immediate_pre,pattern,0.013188390498665247,0.23390878071775337,0.7025103002727796,82.06038525431772,1.2019090993575605
W081,V,C0_full_stage,dist,0.22949619034576357,0.5770915175663349,0.7800034317573108,75.51920691744903,0.983729742849277
W081,V,C0_full_stage,pattern,0.08940245049099618,0.4503439350445962,0.7967446417145685,79.1406524863835,1.2996348977062673
W081,V,C1_buffered_stage,dist,0.26833796502935375,0.5949605614787418,0.7655802993352466,75.0355482769594,0.994972438009945
W081,V,C1_buffered_stage,pattern,0.11496090077808555,0.4636438728153954,0.7969697789529051,79.1103212193979,1.2534365559337963
W081,V,C2_immediate_pre,dist,0.21369103169418296,0.568317377033847,0.7536751853067956,75.3796615610301,0.9993574276750455
W081,V,C2_immediate_pre,pattern,0.07919924724927767,0.4397590223503047,0.7867573751521867,79.15900897025303,1.2993599462293441
W081,H,C0_full_stage,dist,0.17080252551710845,0.4409442801665943,0.7348355349509343,79.12956305754194,0.9640788493433677
W081,H,C0_full_stage,pattern,0.05209630193910203,0.2671724483020486,0.5886403498406442,81.17190157637997,1.4579239016294163
W081,H,C1_buffered_stage,dist,0.16539544351200977,0.4334004991216238,0.7225571772741595,79.06125105814577,0.9793613802587788
W081,H,C1_buffered_stage,pattern,0.06200730011245017,0.27297348468349725,0.5894549719429915,81.18927001954494,1.4372765009639514
W081,H,C2_immediate_pre,dist,0.11209410590699805,0.3980573429310715,0.7054552321911715,79.27068500705258,0.9793091582076737
W081,H,C2_immediate_pre,pattern,0.05182545741262616,0.26468004278534313,0.584501491923639,81.19671609229972,1.453112513837726
W081,Je,C0_full_stage,dist,0.17634297094065735,0.42127829473105577,0.6972581550245341,78.73545171161618,0.9581082000794997
W081,Je,C0_full_stage,pattern,0.17159255266427675,0.4497001665743482,0.7237659554819937,77.42886413696965,1.4547423324129398
W081,Je,C1_buffered_stage,dist,0.18296532523497439,0.4237822078269593,0.6955888817565742,78.64180328391109,0.9610470855306241
W081,Je,C1_buffered_stage,pattern,0.18519315961820965,0.4575381742650702,0.7253693701159155,77.41694385552437,1.4221556605033643
W081,Je,C2_immediate_pre,dist,0.13502984467666224,0.39142981505613494,0.6788328773120683,79.04755458175264,0.9753555992945426
W081,Je,C2_immediate_pre,pattern,0.1483522781475877,0.43197700067017547,0.7118509490808024,77.44135932290658,1.4846802128090761
W081,Jw,C0_full_stage,dist,0.2033707490920657,0.49983308710972063,0.7558275914387722,77.7245541425204,0.9406820242104756
W081,Jw,C0_full_stage,pattern,0.22595076273043038,0.5157938188333707,0.8177482821443188,78.33390919275124,1.6572074535613524
W081,Jw,C1_buffered_stage,dist,0.20890697975419997,0.49996964614612377,0.7572416815930534,77.85656465974905,0.9725778072024276
W081,Jw,C1_buffered_stage,pattern,0.22165524600447745,0.5133870138335447,0.815479238813576,78.28167456028056,1.661736391619702
W081,Jw,C2_immediate_pre,dist,0.1532074549575718,0.4650698677247043,0.7406086804050926,78.24818396246016,0.9725954444344275
W081,Jw,C2_immediate_pre,pattern,0.1470900688956097,0.4654876609784456,0.7970907432064184,78.31962953455701,1.8093254901324467
