row_index,loo_pattern_corr,loo_status,window_id,target_name
0,0.9947114775902542,ok,W160,W160_V_earlier_minus_Je_earlier
1,0.9859420752354299,ok,W160,W160_V_earlier_minus_Je_earlier
2,0.9980449742797526,ok,W160,W160_V_earlier_minus_Je_earlier
3,0.9996735584537748,ok,W160,W160_V_earlier_minus_Je_earlier
4,0.9979162628659326,ok,W160,W160_V_earlier_minus_Je_earlier
5,0.986545863392602,ok,W160,W160_V_earlier_minus_Je_earlier
6,0.9987701673629217,ok,W160,W160_V_earlier_minus_Je_earlier
7,0.9478862000751466,ok,W160,W160_V_earlier_minus_Je_earlier
8,0.9834632241523497,ok,W160,W160_V_earlier_minus_Je_earlier
9,0.9982687180668933,ok,W160,W160_V_earlier_minus_Je_earlier
10,0.9917282114404389,ok,W160,W160_V_earlier_minus_Je_earlier
11,0.9963255648812704,ok,W160,W160_V_earlier_minus_Je_earlier
12,0.9933271639800725,ok,W160,W160_V_earlier_minus_Je_earlier
13,0.998407591792079,ok,W160,W160_V_earlier_minus_Je_earlier
14,0.9959796554250437,ok,W160,W160_V_earlier_minus_Je_earlier
15,0.9945815259077886,ok,W160,W160_V_earlier_minus_Je_earlier
16,0.9814404041483646,ok,W160,W160_V_earlier_minus_Je_earlier
17,0.9975318495781268,ok,W160,W160_V_earlier_minus_Je_earlier
18,0.9937444552801045,ok,W160,W160_V_earlier_minus_Je_earlier
19,0.9742764614210647,ok,W160,W160_V_earlier_minus_Je_earlier
20,0.9897011876514029,ok,W160,W160_V_earlier_minus_Je_earlier
21,0.9999970618121323,ok,W160,W160_V_earlier_minus_Je_earlier
22,0.9977659371947142,ok,W160,W160_V_earlier_minus_Je_earlier
23,0.9949530844328857,ok,W160,W160_V_earlier_minus_Je_earlier
24,0.9996240973813887,ok,W160,W160_V_earlier_minus_Je_earlier
25,0.999539218375555,ok,W160,W160_V_earlier_minus_Je_earlier
26,0.9856031442984411,ok,W160,W160_V_earlier_minus_Je_earlier
27,0.9995984891979763,ok,W160,W160_V_earlier_minus_Je_earlier
28,0.9917891338105096,ok,W160,W160_V_earlier_minus_Je_earlier
29,0.9971975227940895,ok,W160,W160_V_earlier_minus_Je_earlier
30,0.9869286204496396,ok,W160,W160_V_earlier_minus_Je_earlier
31,0.9907183892260488,ok,W160,W160_V_earlier_minus_Je_earlier
32,0.9998274591561468,ok,W160,W160_V_earlier_minus_Je_earlier
33,0.9988999410172859,ok,W160,W160_V_earlier_minus_Je_earlier
34,0.9999913817708391,ok,W160,W160_V_earlier_minus_Je_earlier
35,0.9966843250056208,ok,W160,W160_V_earlier_minus_Je_earlier
36,0.9984663000581155,ok,W160,W160_V_earlier_minus_Je_earlier
37,0.9997005050285127,ok,W160,W160_V_earlier_minus_Je_earlier
38,0.9962216902057793,ok,W160,W160_V_earlier_minus_Je_earlier
39,0.9684442487204082,ok,W160,W160_V_earlier_minus_Je_earlier
40,0.9966740197435874,ok,W160,W160_V_earlier_minus_Je_earlier
41,0.9778663525761447,ok,W160,W160_V_earlier_minus_Je_earlier
42,0.9985206035079115,ok,W160,W160_V_earlier_minus_Je_earlier
43,0.976261119643558,ok,W160,W160_V_earlier_minus_Je_earlier
44,0.9994630137262425,ok,W160,W160_V_earlier_minus_Je_earlier
0,0.9842463474380211,ok,W160,W160_P_earlier_minus_Jw_earlier
1,0.9987924664071518,ok,W160,W160_P_earlier_minus_Jw_earlier
2,0.9874967571022908,ok,W160,W160_P_earlier_minus_Jw_earlier
3,0.9998965447516571,ok,W160,W160_P_earlier_minus_Jw_earlier
4,0.9875042543074048,ok,W160,W160_P_earlier_minus_Jw_earlier
5,0.9962316048866966,ok,W160,W160_P_earlier_minus_Jw_earlier
6,0.9976179956270137,ok,W160,W160_P_earlier_minus_Jw_earlier
7,0.9998007050489987,ok,W160,W160_P_earlier_minus_Jw_earlier
8,0.9972899913670327,ok,W160,W160_P_earlier_minus_Jw_earlier
9,0.9860219123523736,ok,W160,W160_P_earlier_minus_Jw_earlier
10,0.9998153044912872,ok,W160,W160_P_earlier_minus_Jw_earlier
11,0.9977089708316629,ok,W160,W160_P_earlier_minus_Jw_earlier
12,0.9998390478362582,ok,W160,W160_P_earlier_minus_Jw_earlier
13,0.999999918952403,ok,W160,W160_P_earlier_minus_Jw_earlier
14,0.9898683314937956,ok,W160,W160_P_earlier_minus_Jw_earlier
15,0.9961623450155649,ok,W160,W160_P_earlier_minus_Jw_earlier
16,0.9282106652796311,ok,W160,W160_P_earlier_minus_Jw_earlier
17,0.985756571078819,ok,W160,W160_P_earlier_minus_Jw_earlier
18,0.9999057769086562,ok,W160,W160_P_earlier_minus_Jw_earlier
19,0.9995372204582968,ok,W160,W160_P_earlier_minus_Jw_earlier
20,0.9889497917584574,ok,W160,W160_P_earlier_minus_Jw_earlier
21,0.9967391876745441,ok,W160,W160_P_earlier_minus_Jw_earlier
22,0.9993705507696945,ok,W160,W160_P_earlier_minus_Jw_earlier
23,0.9988310781298114,ok,W160,W160_P_earlier_minus_Jw_earlier
24,0.9999058432909981,ok,W160,W160_P_earlier_minus_Jw_earlier
25,0.999959498979714,ok,W160,W160_P_earlier_minus_Jw_earlier
26,0.9899850519567741,ok,W160,W160_P_earlier_minus_Jw_earlier
27,0.9958043360939908,ok,W160,W160_P_earlier_minus_Jw_earlier
28,0.9991662743685327,ok,W160,W160_P_earlier_minus_Jw_earlier
29,0.9685631734295637,ok,W160,W160_P_earlier_minus_Jw_earlier
30,0.9966811878727535,ok,W160,W160_P_earlier_minus_Jw_earlier
31,0.9076004228839254,ok,W160,W160_P_earlier_minus_Jw_earlier
