window_id,object_A,object_B,A_peak_day,B_peak_day,delta_observed,delta_median,delta_q025,delta_q975,P_A_earlier,P_B_earlier,P_same_day,peak_order_decision,target_name,phase_group,phase_group_size,years_in_phase_group,group_role,targeted_best_direction,targeted_best_prob,targeted_order_level
W160,P,V,164.0,163.0,-1.0,-1.0,-9.0,7.0,0.32,0.55,0.13,B_peak_earlier_tendency,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W160,P,H,164.0,153.0,-11.0,0.0,-11.0,9.0,0.33,0.476,0.194,peak_order_unresolved,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W160,P,Je,164.0,161.0,-3.0,-3.0,-7.0,5.0,0.184,0.748,0.068,B_peak_earlier_tendency,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W160,P,Jw,164.0,163.0,-1.0,-3.0,-17.0,6.0,0.178,0.744,0.078,B_peak_earlier_tendency,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W160,V,H,163.0,153.0,-10.0,0.0,-10.0,8.0,0.494,0.394,0.112,peak_order_unresolved,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W160,V,Je,163.0,161.0,-2.0,-2.0,-7.0,6.0,0.268,0.662,0.07,B_peak_earlier_tendency,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W160,V,Jw,163.0,163.0,0.0,-3.0,-17.0,6.0,0.21,0.686,0.104,B_peak_earlier_tendency,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W160,H,Je,153.0,161.0,8.0,-3.0,-8.0,10.0,0.278,0.686,0.036,B_peak_earlier_tendency,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W160,H,Jw,153.0,163.0,10.0,-3.0,-18.0,9.524999999999977,0.232,0.716,0.052,B_peak_earlier_tendency,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
W160,Je,Jw,161.0,163.0,2.0,-2.0,-15.0,7.524999999999977,0.348,0.592,0.06,B_peak_earlier_tendency,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak,A_earlier,,insufficient
