window_id,object,observed_peak_day,bootstrap_peak_median,bootstrap_peak_q025,bootstrap_peak_q975,abs_error_median,abs_error_q75,abs_error_q90,abs_error_q975,support_class,included_in_tau_estimation,target_name,phase_group,phase_group_size,years_in_phase_group,group_role
W160,P,164.0,164.0,155.0,165.0,1.0,1.0,5.100000000000023,9.0,accepted_window,True,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,V,163.0,163.0,156.0,166.0,1.0,2.25,5.0,7.0,accepted_window,True,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,H,153.0,164.0,154.0,165.0,11.0,12.0,12.0,12.0,accepted_window,True,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,Je,161.0,161.0,157.0,165.0,1.0,2.0,4.0,5.0,accepted_window,True,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,163.0,161.0,146.0,167.0,3.0,13.0,14.0,17.0,weak_window,True,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,P,155.0,155.0,152.0,166.0,1.0,2.0,7.0,11.0,accepted_window,True,W160_P_late_minus_early_peak_influence,target_mode_low,15,1980;1982;1985;1989;1996;1999;2000;2004;2005;2007;2008;2009;2014;2018;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,V,154.0,155.0,152.0,157.0,1.0,1.0,2.0,3.5249999999999773,accepted_window,True,W160_P_late_minus_early_peak_influence,target_mode_low,15,1980;1982;1985;1989;1996;1999;2000;2004;2005;2007;2008;2009;2014;2018;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,H,153.0,161.0,152.0,167.0,8.0,12.25,13.0,14.0,accepted_window,True,W160_P_late_minus_early_peak_influence,target_mode_low,15,1980;1982;1985;1989;1996;1999;2000;2004;2005;2007;2008;2009;2014;2018;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,Je,163.0,163.0,154.0,167.0,1.0,2.0,3.0,9.0,accepted_window,True,W160_P_late_minus_early_peak_influence,target_mode_low,15,1980;1982;1985;1989;1996;1999;2000;2004;2005;2007;2008;2009;2014;2018;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,163.0,162.0,151.0,166.0,2.0,7.0,9.0,12.0,candidate_window,True,W160_P_late_minus_early_peak_influence,target_mode_low,15,1980;1982;1985;1989;1996;1999;2000;2004;2005;2007;2008;2009;2014;2018;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
