window_id,object_A,object_B,tau_sync_primary,tau_sync_q50,tau_sync_q75,tau_sync_q90,delta_observed,delta_median,delta_q025,delta_q975,P_within_tau_q50,P_within_tau_q75,P_within_tau_q90,synchrony_decision,tau_quality_flag,target_name,phase_group,phase_group_size,years_in_phase_group,group_role
W160,P,V,7.0,2.0,7.0,12.0,-1.0,-1.0,-9.0,7.0,0.504,0.918,0.996,synchrony_tendency,normal,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,P,H,7.0,2.0,7.0,12.0,-11.0,0.0,-11.0,9.0,0.626,0.744,0.99,synchrony_indeterminate,normal,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,P,Je,7.0,2.0,7.0,12.0,-3.0,-3.0,-7.0,5.0,0.39,0.976,0.992,synchrony_supported,normal,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,P,Jw,7.0,2.0,7.0,12.0,-1.0,-3.0,-17.0,6.0,0.38,0.602,0.676,synchrony_indeterminate,normal,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,V,H,7.0,2.0,7.0,12.0,-10.0,0.0,-10.0,8.0,0.564,0.852,0.998,synchrony_tendency,normal,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,V,Je,7.0,2.0,7.0,12.0,-2.0,-2.0,-7.0,6.0,0.416,0.976,0.988,synchrony_supported,normal,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,V,Jw,7.0,2.0,7.0,12.0,0.0,-3.0,-17.0,6.0,0.344,0.632,0.762,synchrony_indeterminate,normal,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,H,Je,7.0,2.0,7.0,12.0,8.0,-3.0,-8.0,10.0,0.232,0.834,0.992,synchrony_tendency,normal,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,H,Jw,7.0,2.0,7.0,12.0,10.0,-3.0,-18.0,9.524999999999977,0.326,0.61,0.688,synchrony_indeterminate,normal,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,Je,Jw,7.0,2.0,7.0,12.0,2.0,-2.0,-15.0,7.524999999999977,0.304,0.586,0.87,synchrony_indeterminate,normal,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
