window_id,object,selected_candidate_id,selected_peak_day,selected_window_start,selected_window_end,selected_role,support_class,selection_reason,excluded_candidates,early_secondary_candidates,late_secondary_candidates,target_name,phase_group,phase_group_size,years_in_phase_group,group_role
W160,P,CP001,164,154,168,within_system_window,accepted_window,system_relevant_first,CP002@154:candidate_window;CP003@135:candidate_window,CP003@135:candidate_window,,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,V,CP001,163,153,168,within_system_window,accepted_window,system_relevant_first,CP002@137:candidate_window,CP002@137:candidate_window,,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,H,CP001,153,143,163,front_or_early,accepted_window,system_relevant_first,CP002@134:candidate_window;CP003@165:candidate_window,CP002@134:candidate_window,,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,Je,CP001,161,151,168,within_system_window,accepted_window,system_relevant_first,CP002@137:candidate_window,CP002@137:candidate_window,,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,CP003,163,153,168,within_system_window,weak_window,system_relevant_first,CP001@149:candidate_window;CP002@130:unstable_window,CP002@130:unstable_window,,W160_P_late_minus_early_peak_influence,target_mode_high,15,1983;1990;1991;1992;1995;1997;1998;2010;2013;2016;2017;2019;2020;2022;2023,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,P,CP001,155,145,165,within_system_window,accepted_window,system_relevant_first,CP002@138:weak_window,CP002@138:weak_window,,W160_P_late_minus_early_peak_influence,target_mode_low,15,1980;1982;1985;1989;1996;1999;2000;2004;2005;2007;2008;2009;2014;2018;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,V,CP001,154,144,164,front_or_early,accepted_window,system_relevant_first,CP002@135:accepted_window,CP002@135:accepted_window,,W160_P_late_minus_early_peak_influence,target_mode_low,15,1980;1982;1985;1989;1996;1999;2000;2004;2005;2007;2008;2009;2014;2018;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,H,CP003,153,143,163,front_or_early,accepted_window,system_relevant_first,CP001@132:accepted_window;CP002@167:weak_window,CP001@132:accepted_window,,W160_P_late_minus_early_peak_influence,target_mode_low,15,1980;1982;1985;1989;1996;1999;2000;2004;2005;2007;2008;2009;2014;2018;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,Je,CP001,163,153,168,within_system_window,accepted_window,system_relevant_first,CP002@143:candidate_window,CP002@143:candidate_window,,W160_P_late_minus_early_peak_influence,target_mode_low,15,1980;1982;1985;1989;1996;1999;2000;2004;2005;2007;2008;2009;2014;2018;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,CP002,163,153,168,within_system_window,candidate_window,system_relevant_first,CP001@153:candidate_window,,,W160_P_late_minus_early_peak_influence,target_mode_low,15,1980;1982;1985;1989;1996;1999;2000;2004;2005;2007;2008;2009;2014;2018;2021,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,P,CP001,158,148,168,within_system_window,accepted_window,system_relevant_first,CP002@166:unstable_window;CP003@142:accepted_window;CP004@136:weak_window,CP003@142:accepted_window;CP004@136:weak_window,,W160_P_late_minus_early_peak_influence,target_mode_mid,15,1979;1981;1984;1986;1987;1988;1993;1994;2001;2002;2003;2006;2011;2012;2015,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,V,CP001,161,151,168,within_system_window,accepted_window,system_relevant_first,CP002@136:weak_window;CP003@142:weak_window,CP002@136:weak_window;CP003@142:weak_window,,W160_P_late_minus_early_peak_influence,target_mode_mid,15,1979;1981;1984;1986;1987;1988;1993;1994;2001;2002;2003;2006;2011;2012;2015,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,H,CP001,155,145,165,within_system_window,accepted_window,system_relevant_first,CP002@141:candidate_window;CP003@130:weak_window,CP002@141:candidate_window;CP003@130:weak_window,,W160_P_late_minus_early_peak_influence,target_mode_mid,15,1979;1981;1984;1986;1987;1988;1993;1994;2001;2002;2003;2006;2011;2012;2015,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,Je,CP002,155,145,165,within_system_window,weak_window,system_relevant_first,CP001@134:weak_window;CP003@149:weak_window,CP001@134:weak_window,,W160_P_late_minus_early_peak_influence,target_mode_mid,15,1979;1981;1984;1986;1987;1988;1993;1994;2001;2002;2003;2006;2011;2012;2015,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
W160,Jw,CP002,158,148,168,within_system_window,candidate_window,system_relevant_first,CP001@134:accepted_window,CP001@134:accepted_window,,W160_P_late_minus_early_peak_influence,target_mode_mid,15,1979;1981;1984;1986;1987;1988;1993;1994;2001;2002;2003;2006;2011;2012;2015,targeted_SVD_phase_group_multi_year_peak_not_single_year_peak
