window_id,target_pair,target_set,split_id,train_corr_a,train_corr_b,test_corr_a_to_b,test_corr_b_to_a,loading_corr_between_halves
W045,P-V,exploratory_full_pair,1,0.797696361785649,0.7427302301084451,0.22352285991283216,0.2174303822322837,0.05496857388515743
W045,P-V,exploratory_full_pair,2,0.7133646652968546,0.786356771535963,0.2961322257600049,0.21733677971530563,0.11281167556527996
W045,P-V,exploratory_full_pair,3,0.7857461582854209,0.7883697325898724,0.11757517213001707,0.05948766531108593,0.029966884413291865
W045,P-V,exploratory_full_pair,4,0.7929558853445392,0.8026346460413822,0.14387846469990748,0.11100186157905484,0.00350931111309183
W045,P-V,exploratory_full_pair,5,0.7467026770832341,0.8305333033527369,0.2737558129095771,0.21049623857261135,0.09225674727212702
W045,P-V,exploratory_full_pair,6,0.788238845735321,0.8238005747719203,0.21882279305927932,0.31533798145884956,0.16578219134324054
W045,P-V,exploratory_full_pair,7,0.7848801328666252,0.7632433904188136,0.1853217684389106,0.2152391497117079,0.10108030362093445
W045,P-V,exploratory_full_pair,8,0.7550995981864469,0.8625674132041958,-0.08948456740999904,-0.08538026654481284,0.1549245459282008
W045,P-V,exploratory_full_pair,9,0.8273588867385452,0.8153333653307754,0.3053998780233584,0.22108582815986008,0.15998125855971604
W045,P-V,exploratory_full_pair,10,0.8434276138306637,0.8599831669958092,0.19135250881769789,0.26218632538927206,0.15694612918407835
W045,P-V,exploratory_full_pair,11,0.7897012353097369,0.8314718825296824,0.23150812267605397,0.19820864513398834,0.08851103219429712
W045,P-V,exploratory_full_pair,12,0.8633340719882321,0.7726594308299766,0.021595349106146734,0.04424313974136987,0.024906952218491252
W045,P-V,exploratory_full_pair,13,0.7823909854586854,0.7813643684355298,0.09526844034226774,0.08704258030497558,0.023501877302523004
W045,P-V,exploratory_full_pair,14,0.751638339089015,0.8504286301651459,0.0013139067613942605,0.001301701794842882,0.0808910471472055
W045,P-V,exploratory_full_pair,15,0.860572398597303,0.8635540309867351,-0.11733164331656512,-0.07150694668228748,0.13508276559159554
W045,P-V,exploratory_full_pair,16,0.8558707420963461,0.7776462780477599,0.3147748780724774,0.21670064293103947,0.13117898092545646
W045,P-V,exploratory_full_pair,17,0.7770239510628725,0.7566335466596091,0.20661208826082855,0.30290128324844307,0.1217540794693853
W045,P-V,exploratory_full_pair,18,0.814339149131638,0.8294624118138043,0.04124364412960561,0.052447271718096995,0.042926473901336006
W045,P-V,exploratory_full_pair,19,0.809528603625959,0.7906101245693027,-0.11109730505671438,-0.08338678235862453,0.11969149674773917
W045,P-V,exploratory_full_pair,20,0.7913406877376574,0.7995472477007469,0.14905360313379531,0.13273227711083715,0.0020448751084424163
W045,P-V,exploratory_full_pair,21,0.8376008210183599,0.7546392639768604,0.031913662774300945,0.03875167926500604,0.04977387986723026
W045,P-V,exploratory_full_pair,22,0.7633771430332307,0.7853579056527118,0.23686646883587598,0.27999793071766166,0.11393425475583033
W045,P-V,exploratory_full_pair,23,0.8181806847234281,0.7306468285251857,0.1612254312070082,0.15956659204507606,0.01449158294955973
W045,P-V,exploratory_full_pair,24,0.7247236048892789,0.8383649477689356,-0.12298515774074437,-0.10626448261502962,0.17464050397204506
W045,P-V,exploratory_full_pair,25,0.8157570476869784,0.8419217227009103,0.12366346648674098,0.10876810890683551,0.02084711124628018
W045,P-V,exploratory_full_pair,26,0.8617860026144755,0.7347019396349839,0.17255008576456368,0.24288548135714072,0.07819179245690394
W045,P-V,exploratory_full_pair,27,0.8422716195416523,0.8127102460868794,0.13014283283823416,0.06884319047471174,0.006337338511414324
W045,P-V,exploratory_full_pair,28,0.8611276920727704,0.8323452178376691,-0.036187988045088645,-0.06293442945005616,0.1198174930073362
W045,P-V,exploratory_full_pair,29,0.8238282206443313,0.8335165853623357,0.09372671421842124,0.14658403188005284,0.0013591030654633443
W045,P-V,exploratory_full_pair,30,0.7612315627420987,0.8233509222455871,0.2509810127028877,0.15796690042796013,0.07350638164102312
W045,P-V,exploratory_full_pair,31,0.761708650976806,0.8472214090712434,0.12207938547127235,0.18264875602664882,0.02862884614768365
W045,P-V,exploratory_full_pair,32,0.8671068155675241,0.864952903062849,-0.015335598914442555,-0.02183452236503007,0.08881489723638965
W045,P-V,exploratory_full_pair,33,0.808352350700125,0.8107350097429006,-0.24522318048634248,-0.13694049191988975,0.207495707423468
W045,P-V,exploratory_full_pair,34,0.8428912592512464,0.8097613641792569,0.12430816366496161,0.1136786231345762,0.04331909341705979
W045,P-V,exploratory_full_pair,35,0.7894942353102159,0.8692042049796475,-0.18432654519778272,-0.08944812683345857,0.1446594613695381
W045,P-V,exploratory_full_pair,36,0.7826559601467169,0.715641508767678,0.1386406861387192,0.247783454802449,0.07245950488418934
W045,P-V,exploratory_full_pair,37,0.7603915059623326,0.789163178575995,0.013507021507567307,0.0086041350035104,0.04416174256371616
W045,P-V,exploratory_full_pair,38,0.8566603669970253,0.8020327766894432,0.04843966710554107,0.03061835180856754,0.0329522367814991
W045,P-V,exploratory_full_pair,39,0.835855950163169,0.807187658784209,0.02780758666777324,0.04914683315256765,0.05345373886876773
W045,P-V,exploratory_full_pair,40,0.7879977915929224,0.819141818792443,0.22510854681630538,0.19810025230756922,0.06261564179920227
W045,P-V,exploratory_full_pair,41,0.8659113358458186,0.7415692941404906,0.1410053972243365,0.21150430291039612,0.05459343588020591
W045,P-V,exploratory_full_pair,42,0.7927104471583849,0.86278794972391,-0.17387790357303984,-0.13155496062067779,0.19817046274333627
W045,P-V,exploratory_full_pair,43,0.8105349113559099,0.8110258159999981,0.07725867449212466,0.08158769682901407,0.0099178390916542
W045,P-V,exploratory_full_pair,44,0.8261677468411817,0.7454423869754124,-0.023072316020104414,-0.03964755544972671,0.11565991353743175
W045,P-V,exploratory_full_pair,45,0.8803501374389981,0.7683099685584417,-0.033364510415448335,-0.05404541300428538,0.11260551789565114
W045,P-V,exploratory_full_pair,46,0.8586287986363212,0.8074822873282198,0.12580136695821537,0.0866498178469895,0.0006574653677712247
W045,P-V,exploratory_full_pair,47,0.7812532935288354,0.8405349487816469,0.11882643701203821,0.07054995494959572,0.03154551254461155
W045,P-V,exploratory_full_pair,48,0.8640219023529622,0.7082942231426016,0.1176725453567133,0.1745351773711348,0.015674839440472776
W045,P-V,exploratory_full_pair,49,0.7797467831786291,0.8151724317485249,-0.03767785124110096,-0.03275286710968979,0.10592678384322249
W045,P-V,exploratory_full_pair,50,0.786164425810841,0.7982382380696827,0.18346335705689726,0.07915325318159677,0.03085250065493085
W045,P-V,exploratory_full_pair,51,0.8332398290982126,0.8987319696240145,-0.2600935709549896,-0.1909892860035088,0.24651146740615262
W045,P-V,exploratory_full_pair,52,0.8434670643287818,0.7919279011571618,-0.09769613046084642,-0.19795832517606168,0.15139394826458397
W045,P-V,exploratory_full_pair,53,0.8288333357009222,0.8050112405502332,0.15412552505114582,0.32433802261181,0.087188659613448
W045,P-V,exploratory_full_pair,54,0.8448026399176423,0.8074151660992996,0.36903273112166396,0.38542957359417945,0.1699276574667622
W045,P-V,exploratory_full_pair,55,0.7818456495064232,0.7611552099695945,0.1374756429902965,0.1274601816107944,0.011028985775444061
W045,P-V,exploratory_full_pair,56,0.8059925667234988,0.7921760031874243,0.12413965112329924,0.08101485807288265,0.007255673542297975
W045,P-V,exploratory_full_pair,57,0.8534508841331446,0.8792356325540035,-0.12462694557353149,-0.10294822908611127,0.1592396216925094
W045,P-V,exploratory_full_pair,58,0.7786067548182226,0.8124696094948209,0.1528133284301593,0.1577619772065729,0.03620216091255393
W045,P-V,exploratory_full_pair,59,0.8924516709409631,0.7949291007800999,0.10536951907809251,0.11214513038110983,0.01386314558166714
W045,P-V,exploratory_full_pair,60,0.8517597737965271,0.7823959986630901,0.1495868725646928,0.1477795060741867,0.03743278301896351
W045,P-V,exploratory_full_pair,61,0.7028270770415401,0.7906929391910902,-0.12965645539346907,-0.13008904253131112,0.16838330797996584
W045,P-V,exploratory_full_pair,62,0.8777607842558101,0.7437347176538147,0.08638789448157237,0.14252095387741887,0.013291159064114155
W045,P-V,exploratory_full_pair,63,0.8690004320250637,0.8161111529447191,0.019228395826550726,0.031020963744659437,0.0529838176839794
W045,P-V,exploratory_full_pair,64,0.7204682371829139,0.8418978612433211,0.32957691700900615,0.208651481501222,0.1479880397916412
W045,P-V,exploratory_full_pair,65,0.7998538700838037,0.7766661979883742,0.27041082387269755,0.2374786025203843,0.11713066443947265
W045,P-V,exploratory_full_pair,66,0.776174170522524,0.811292299558957,0.1957346768413894,0.11546585797775509,0.055108228798326914
W045,P-V,exploratory_full_pair,67,0.8312255648751684,0.7531680546664028,-0.009101902802518793,-0.012141975954341532,0.08386389653652708
W045,P-V,exploratory_full_pair,68,0.8907708644427511,0.6988968279628549,-0.006804007431995889,-0.011375987688493428,0.07765179971787123
W045,P-V,exploratory_full_pair,69,0.8041295497493517,0.7420298932222497,0.325930614552464,0.3013599880612697,0.16511351526227547
W045,P-V,exploratory_full_pair,70,0.7988247545628114,0.841966139002356,-0.04728527537538093,-0.07385097559758673,0.13247671293834742
W045,P-V,exploratory_full_pair,71,0.79760643079288,0.8350730410404783,0.07416933145247258,0.0611001799536324,0.017784544981840268
W045,P-V,exploratory_full_pair,72,0.7749785701543324,0.8208729167058784,0.09669499914468233,0.10280892983964991,0.009320697325480045
W045,P-V,exploratory_full_pair,73,0.830749426950199,0.7975233335313036,0.05656197625654444,0.037003178167755835,0.053383011493444966
W045,P-V,exploratory_full_pair,74,0.8284301026347801,0.8129508975775902,0.06552084962221268,0.04823429120607029,0.011757920953259095
W045,P-V,exploratory_full_pair,75,0.7836632796011281,0.7724390540054651,0.1956106393407541,0.2582078196500032,0.10073978049648831
W045,P-V,exploratory_full_pair,76,0.7969199278542031,0.7994230424952223,-0.04646168652477898,-0.04507108909502561,0.11466230948544129
W045,P-V,exploratory_full_pair,77,0.8040950449524024,0.8555371942555535,0.07717484566544398,0.08344903282217235,0.013758133008946124
W045,P-V,exploratory_full_pair,78,0.8104675895238157,0.8431135364267104,0.028998203637387216,0.04178586768229737,0.057563591436839444
W045,P-V,exploratory_full_pair,79,0.9034522367591745,0.7381183824371732,0.04442754501911872,0.03998679632177729,0.05120142072328569
W045,P-V,exploratory_full_pair,80,0.7583776901146884,0.7822344040694372,-0.007769373159365095,-0.011677963840338805,0.08557203514655866
W045,P-V,exploratory_full_pair,81,0.7704089348020234,0.8562282766295638,-0.07729846410200979,-0.11196703906215398,0.1502781590994496
W045,P-V,exploratory_full_pair,82,0.8445143855099742,0.8187351527751592,0.23589582758151115,0.15169583385844282,0.026501872480250915
W045,P-V,exploratory_full_pair,83,0.8085061301570954,0.8064118297481485,0.15370441636108265,0.14932450826340532,0.023728479035472504
W045,P-V,exploratory_full_pair,84,0.7815281636502762,0.6951521606042765,0.06469883362674551,0.07562122135046065,0.03394547407071341
W045,P-V,exploratory_full_pair,85,0.7916964650705409,0.7664783801661393,0.2594560540089729,0.195414619408963,0.08806533190638363
W045,P-V,exploratory_full_pair,86,0.8803550348981055,0.7701367342791019,-0.19964096028697437,-0.30656886209300366,0.24964045207191468
W045,P-V,exploratory_full_pair,87,0.8366191671050328,0.7998839552636661,0.13290828256641868,0.24764319076422917,0.049907617234779655
W045,P-V,exploratory_full_pair,88,0.7774386162040149,0.8740977846004917,0.0518284092034151,0.10979885655929127,0.02866039267891989
W045,P-V,exploratory_full_pair,89,0.8377699581449156,0.7780156853409406,0.014531384982432987,0.030864754331772878,0.04318727936828149
W045,P-V,exploratory_full_pair,90,0.8431816923004586,0.7734719472576784,0.1805654706066728,0.46322186207319255,0.13511073111432234
W045,P-V,exploratory_full_pair,91,0.7732019140593215,0.8101114641542249,0.07864144853023479,0.05043502512624233,0.010805638686058194
W045,P-V,exploratory_full_pair,92,0.800304681106499,0.7517503871040051,-0.006173732042426598,-0.0033285841754177718,0.05692166429088172
W045,P-V,exploratory_full_pair,93,0.8086045536252658,0.7778644786394838,0.3355664291987829,0.20942131516872242,0.14711653120280346
W045,P-V,exploratory_full_pair,94,0.8904462646729133,0.7003715569944917,0.03910728149639247,0.04380343956905525,0.04486991933978832
W045,P-V,exploratory_full_pair,95,0.9010562110706478,0.7663033071752733,-0.048525741799137434,-0.030793597430712798,0.11789489001791228
W045,P-V,exploratory_full_pair,96,0.863896991379021,0.8349448617410574,-0.09209023015281587,-0.03638565865459416,0.10926799424698776
W045,P-V,exploratory_full_pair,97,0.7686418612215745,0.8484991850072542,0.22035683821713373,0.2932367391849009,0.14786729437652715
W045,P-V,exploratory_full_pair,98,0.771570877341598,0.8311369389878058,0.17569707275824084,0.20640834151751739,0.08236644092988724
W045,P-V,exploratory_full_pair,99,0.8693303712271098,0.7906985773428588,-0.08350892500107165,-0.13600049451809273,0.1651462180254946
W045,P-V,exploratory_full_pair,100,0.744684028004826,0.7857441158170897,0.14480310879665365,0.20051325304626194,0.014957144809578072
W045,P-H,exploratory_full_pair,1,0.8678984364062754,0.8158805215949188,-0.28033103110910973,-0.3811703962584111,0.22476896097186513
W045,P-H,exploratory_full_pair,2,0.834970495663646,0.8265615878988867,-0.3930256706203459,-0.3304243068103309,0.22771979137427784
W045,P-H,exploratory_full_pair,3,0.8236918204726807,0.7897216264658222,-0.27391034045194795,-0.4401870666535909,0.2363638553251011
W045,P-H,exploratory_full_pair,4,0.8685398880056735,0.8368367823345576,-0.39477136832417836,-0.27319148138407845,0.22471189417855428
W045,P-H,exploratory_full_pair,5,0.8190470251059375,0.8963438894629544,-0.36912001283858525,-0.5906462553851948,0.2587212363655965
W045,P-H,exploratory_full_pair,6,0.8361489558139509,0.8506659793160183,-0.5490855223493539,-0.5124096494350182,0.4444968912338567
W045,P-H,exploratory_full_pair,7,0.9140025608730208,0.8609293347943918,-0.38757310682238266,-0.31238086879086197,0.20987695473006363
W045,P-H,exploratory_full_pair,8,0.8613476706825993,0.7764192459689568,-0.24708148329051066,-0.4280369411681366,0.21162545699348007
W045,P-H,exploratory_full_pair,9,0.8247054298829616,0.8041488518433131,-0.43210828030747134,-0.30182232481347954,0.3025598455060472
