window_id,target_pair,target_set,split_id,train_corr_a,train_corr_b,test_corr_a_to_b,test_corr_b_to_a,loading_corr_between_halves
W045,P-H,exploratory_full_pair,10,0.8252133408612826,0.8851865380300901,-0.32964517664820253,-0.12598261528519408,0.09023018812113377
W045,P-H,exploratory_full_pair,11,0.8343332029244477,0.759155096811454,-0.10161976103138927,-0.058275267683712294,0.03769466125742
W045,P-H,exploratory_full_pair,12,0.8562897618553813,0.7298085885418217,-0.33248328227954,-0.2440797970803452,0.16428721820749873
W045,P-H,exploratory_full_pair,13,0.8558656871893988,0.8474940251838288,-0.5701435991555328,-0.4527410616943803,0.4226058791888403
W045,P-H,exploratory_full_pair,14,0.8576094063626869,0.8713533323184673,-0.288757207245943,-0.33422821804578245,0.187475968142333
W045,P-H,exploratory_full_pair,15,0.8428201167513847,0.8528507173071934,-0.36956723468821406,-0.3091968423531126,0.2580570863418959
W045,P-H,exploratory_full_pair,16,0.8310230500271455,0.8342617846778038,-0.23615320426829084,-0.3493385955468835,0.2052855648442526
W045,P-H,exploratory_full_pair,17,0.7824673470250464,0.7952989608851709,-0.21095456602848875,-0.41021679705582254,0.2056961790612805
W045,P-H,exploratory_full_pair,18,0.8308419199760625,0.8759279244494699,-0.18711549586673681,-0.13864458484218586,0.1066563375639621
W045,P-H,exploratory_full_pair,19,0.8181764164404133,0.8513988069646964,-0.34643150578863063,-0.32493303446522104,0.24321243688574756
W045,P-H,exploratory_full_pair,20,0.7602046427197613,0.8502359814069503,-0.23053670735862541,-0.3255380822176232,0.21348687159935814
W045,P-H,exploratory_full_pair,21,0.8394689503897661,0.8366182134352204,-0.1294600796759289,-0.24083776396881845,0.07979340451286862
W045,P-H,exploratory_full_pair,22,0.813932680721887,0.8083946709647148,-0.47623894519094284,-0.3112071954512712,0.31533869030388384
W045,P-H,exploratory_full_pair,23,0.8281759662402198,0.8470174067159046,-0.4330637216250094,-0.33795868014206426,0.2895763447143098
W045,P-H,exploratory_full_pair,24,0.8442357928128175,0.9008596984720249,-0.2524581504529715,-0.5393159674638108,0.27100268578376924
W045,P-H,exploratory_full_pair,25,0.740358971466735,0.9100149654745735,-0.2619381265744048,-0.28910718033690364,0.23021938567686384
W045,P-H,exploratory_full_pair,26,0.8244135849283232,0.8577008087390182,-0.27764199364208014,-0.3667385106883008,0.2159689821419625
W045,P-H,exploratory_full_pair,27,0.8683655697721491,0.8731863500947626,-0.2742529136982538,-0.24959797937894543,0.17437633055314483
W045,P-H,exploratory_full_pair,28,0.7859659847841582,0.858549123313647,-0.3041491434581889,-0.4268835961661896,0.2547135612346931
W045,P-H,exploratory_full_pair,29,0.8311940791406374,0.7905934037448715,-0.42220863227600947,-0.33014168063568133,0.24785155793198138
W045,P-H,exploratory_full_pair,30,0.8048601638678157,0.8720715497304692,-0.26542624456327624,-0.34711159944842856,0.23607433552194151
W045,P-H,exploratory_full_pair,31,0.8370061323670976,0.8428318229425691,-0.32333232241688686,-0.29308742596675164,0.2156787827587095
W045,P-H,exploratory_full_pair,32,0.8539295615185454,0.775769846844873,-0.17190411025940355,-0.1573285442779539,0.09437489432931914
W045,P-H,exploratory_full_pair,33,0.8560300688044473,0.9078316891896627,-0.357338201521534,-0.3094197022910253,0.2617939908195576
W045,P-H,exploratory_full_pair,34,0.8170105885220378,0.8078919603852793,-0.34034618293243213,-0.4556219727547817,0.31497320067520607
W045,P-H,exploratory_full_pair,35,0.8734106380224999,0.808221151725246,-0.351424151333012,-0.4521226068804753,0.21669098798474512
W045,P-H,exploratory_full_pair,36,0.8791721274255241,0.8228189704842283,-0.4635365639867691,-0.742319324270393,0.4120818422528147
W045,P-H,exploratory_full_pair,37,0.9174038864120775,0.8791691471361315,-0.7018201333277252,-0.4858647165808305,0.39548547465876377
W045,P-H,exploratory_full_pair,38,0.8588667961885392,0.8754664617661468,-0.18991409022119868,-0.13758313323461563,0.11139063900326651
W045,P-H,exploratory_full_pair,39,0.7724985397522888,0.8290944491903912,-0.30709873216026123,-0.4140440835878381,0.27292019842125986
W045,P-H,exploratory_full_pair,40,0.9056389197057984,0.8773644984390221,-0.15097267629746608,-0.16693487389515396,0.11319790091101485
W045,P-H,exploratory_full_pair,41,0.8492306399200735,0.7433016028079076,-0.2364466466852496,-0.42427995034735544,0.269921338409379
W045,P-H,exploratory_full_pair,42,0.8712020203611288,0.7603176276449126,-0.09302703085758501,-0.12863667142400717,0.08099779933525565
W045,P-H,exploratory_full_pair,43,0.9163399172171741,0.8870768043175473,-0.21483083787745402,-0.21017513217119826,0.12809949711057178
W045,P-H,exploratory_full_pair,44,0.8154595644523374,0.8847157904634525,-0.22105502860190684,-0.25457817231088065,0.18522598527219145
W045,P-H,exploratory_full_pair,45,0.8509948266035204,0.7813068062076579,-0.32972987126751047,-0.45217599638288114,0.24457320910576807
W045,P-H,exploratory_full_pair,46,0.8541862664057838,0.8753868967756524,-0.3362054769224981,-0.3563304019505537,0.2416404014133747
W045,P-H,exploratory_full_pair,47,0.8198021517927239,0.8268870481001659,-0.2980533469395622,-0.431677309767568,0.24982783749223983
W045,P-H,exploratory_full_pair,48,0.8566128253429929,0.841318152944666,-0.39647066920694185,-0.28777624468499596,0.2739028254980017
W045,P-H,exploratory_full_pair,49,0.9157697144742281,0.7444705182074628,-0.4660568231862397,-0.35819551852818016,0.26441680551271235
W045,P-H,exploratory_full_pair,50,0.8227282089458166,0.824464610928933,-0.34227572181919985,-0.5280012296298682,0.356885907347627
W045,P-H,exploratory_full_pair,51,0.7233610318201085,0.8777856386888054,-0.21035003030585403,-0.2721893147816602,0.14676053160361238
W045,P-H,exploratory_full_pair,52,0.8765553941965142,0.7952432073668992,-0.44246746888492194,-0.2669671768693924,0.24822764989740106
W045,P-H,exploratory_full_pair,53,0.875024460889301,0.8276815172454642,-0.1187427971146561,-0.11553571377586472,0.05977555899384842
W045,P-H,exploratory_full_pair,54,0.8494182565830128,0.7894842789112176,-0.3978824935619307,-0.23983363181251205,0.23293565632319524
W045,P-H,exploratory_full_pair,55,0.850746282833093,0.8159644149787798,-0.34711139136727165,-0.3099004267189924,0.2734261860572523
W045,P-H,exploratory_full_pair,56,0.840910797469347,0.8665878005972107,-0.42573338856588877,-0.33529404310702715,0.32647394179371425
W045,P-H,exploratory_full_pair,57,0.7860693235290883,0.795495329948317,-0.23501733308892742,-0.29454514039583596,0.1943612440445858
W045,P-H,exploratory_full_pair,58,0.8513693031177615,0.8494461945817767,-0.41207154035510546,-0.3409784818175765,0.26180206769254744
W045,P-H,exploratory_full_pair,59,0.8870434296482547,0.8704100648499469,-0.30601803135050104,-0.3418766174098329,0.24313271828876942
W045,P-H,exploratory_full_pair,60,0.8595998222166459,0.8116853562242856,-0.272901877003463,-0.3771756556864613,0.2316934778378616
W045,P-H,exploratory_full_pair,61,0.8414651415956576,0.8472152459543937,-0.45876755901807914,-0.34085151273256914,0.12808835780498734
W045,P-H,exploratory_full_pair,62,0.8959496537223838,0.8041069560646726,-0.3707151511612959,-0.603899202863228,0.39397668216569265
W045,P-H,exploratory_full_pair,63,0.9009691998245101,0.8602222235463599,-0.44214669814259416,-0.6784050697826187,0.3922129697204218
W045,P-H,exploratory_full_pair,64,0.888179189452745,0.796750216831702,-0.2746625023192711,-0.22596163464951052,0.1716024864508532
W045,P-H,exploratory_full_pair,65,0.8201851870730213,0.8402957137107574,-0.2986105566272526,-0.5394942053777864,0.2804437914770942
W045,P-H,exploratory_full_pair,66,0.8411368671029291,0.8483176236988309,-0.25556952688802353,-0.21297280416373832,0.16310070675012583
W045,P-H,exploratory_full_pair,67,0.8307456611494789,0.8116807825999522,-0.5318152866702573,-0.34571229477025284,0.32817169402093815
W045,P-H,exploratory_full_pair,68,0.8107021255216341,0.8207597908246889,-0.16971546506534244,-0.19709301549985106,0.13370737608251926
W045,P-H,exploratory_full_pair,69,0.8330496844921988,0.7957533382451298,-0.1959160996448886,-0.23851954398721872,0.14864085354127937
W045,P-H,exploratory_full_pair,70,0.7908360699180136,0.8583170051631089,-0.4948373609925006,-0.46474278147041537,0.3695799494676964
W045,P-H,exploratory_full_pair,71,0.8320203013693024,0.9384687478174929,-0.582121056651737,-0.42186846780245457,0.3598725760390856
W045,P-H,exploratory_full_pair,72,0.8088334061259452,0.8794009341731867,-0.4317632833024266,-0.41001155380492393,0.33072960172556265
W045,P-H,exploratory_full_pair,73,0.8725222005667549,0.781134735373683,-0.30595111191683855,-0.2757902687788862,0.18036546502007572
W045,P-H,exploratory_full_pair,74,0.7710738951808269,0.8669631934937605,-0.31001315752443415,-0.42030162798372017,0.25601269011129957
W045,P-H,exploratory_full_pair,75,0.7360559827506529,0.8196789001316817,-0.2702942422547685,-0.30712704167590854,0.1700398854804005
W045,P-H,exploratory_full_pair,76,0.786192967798879,0.7868897969506456,-0.3208126980163701,-0.5248660854411739,0.34561745401135563
W045,P-H,exploratory_full_pair,77,0.8718271866709952,0.9119434084284002,-0.4281836547242191,-0.48168910959299294,0.28389841873170746
W045,P-H,exploratory_full_pair,78,0.7550882923396232,0.8679725922039643,-0.24024485530447842,-0.3013038467418927,0.18955406680202608
W045,P-H,exploratory_full_pair,79,0.8214361042545981,0.7903425745222057,-0.32990987607526345,-0.34282971833824527,0.20017023053042857
W045,P-H,exploratory_full_pair,80,0.872875842506596,0.8363860538854331,-0.507555652339354,-0.28653627977601326,0.2745178970344469
W045,P-H,exploratory_full_pair,81,0.8091049027784715,0.8253887944026044,-0.2067655958153385,-0.12208252548866506,0.12206023402197493
W045,P-H,exploratory_full_pair,82,0.8505726629518457,0.8512235623278623,-0.27501151602828594,-0.24265392665625118,0.21044711060799293
W045,P-H,exploratory_full_pair,83,0.8853189302578587,0.8233703063407648,-0.46911716521531505,-0.47476399611559583,0.34887345358266686
W045,P-H,exploratory_full_pair,84,0.8071998472094821,0.8802185281755126,-0.22776992617988936,-0.33341769363673407,0.15918771889285435
W045,P-H,exploratory_full_pair,85,0.865222926472665,0.7814461693539569,-0.34806002203451236,-0.4314858440055764,0.32697296610678617
W045,P-H,exploratory_full_pair,86,0.8329386642410656,0.9122450316245471,-0.49626076633791305,-0.42655451992822174,0.32200488788308684
W045,P-H,exploratory_full_pair,87,0.8472492936387879,0.7789215419239001,-0.3029655023228489,-0.5864552355102881,0.30898528696148897
W045,P-H,exploratory_full_pair,88,0.8848745546517168,0.8493031847609759,-0.32219828373862036,-0.30930254178989885,0.242121784082635
W045,P-H,exploratory_full_pair,89,0.9161106600823897,0.7945391097092419,-0.20512153306079167,-0.3753047487692214,0.21509849608254358
W045,P-H,exploratory_full_pair,90,0.7804070548818072,0.922737375618334,-0.139877307157288,-0.14431254482564307,0.07641736822522743
W045,P-H,exploratory_full_pair,91,0.8808090865307974,0.8734058411901973,-0.5454243279768975,-0.3577664647829083,0.29180549654722826
W045,P-H,exploratory_full_pair,92,0.7481669543426533,0.8528248974213245,-0.2813221709759503,-0.3799730807852768,0.2109098568301754
W045,P-H,exploratory_full_pair,93,0.7782601116153842,0.8467366106845232,-0.41333425368732146,-0.3381627296552545,0.2964112023698591
W045,P-H,exploratory_full_pair,94,0.8051700496163612,0.8717473528899835,-0.2379620141454759,-0.2610489999306367,0.1428513085799891
W045,P-H,exploratory_full_pair,95,0.677033787294762,0.8848953433679598,-0.2373262005164673,-0.33711463671825065,0.2021862985315307
W045,P-H,exploratory_full_pair,96,0.800327832081498,0.8756121954385369,-0.3797837194158195,-0.47362769526569665,0.26461617405432525
W045,P-H,exploratory_full_pair,97,0.8517039296573379,0.7730901962564808,-0.4474214171090339,-0.240369950572983,0.17389825363776526
W045,P-H,exploratory_full_pair,98,0.8725507807580011,0.8525510714168395,-0.2515140983763478,-0.20691128794656335,0.1380181103444202
W045,P-H,exploratory_full_pair,99,0.793280358443446,0.7949226556290241,-0.31700113050865053,-0.214147371742422,0.19250758394679976
W045,P-H,exploratory_full_pair,100,0.8114941916480288,0.8341121169680291,-0.3509291371458811,-0.23847421362630353,0.1885747876953879
W045,P-Je,exploratory_full_pair,1,0.8010327445782472,0.8721673097283417,-0.050488407848736226,-0.05184050257379679,0.01079925681481195
W045,P-Je,exploratory_full_pair,2,0.8861046473582209,0.85550044841427,-0.4777526717441766,-0.28507909190031655,0.2262422408640544
W045,P-Je,exploratory_full_pair,3,0.8492613983629684,0.8106179075332957,-0.1844103985893476,-0.3018373904483597,0.16076585695350384
W045,P-Je,exploratory_full_pair,4,0.8275390584140196,0.8650107185839899,0.06453532349997781,0.12709010764544043,0.0734224142133083
W045,P-Je,exploratory_full_pair,5,0.8549435910623192,0.8225876499913304,-0.001484376785067602,-0.0007364965085746514,0.01505160417468379
W045,P-Je,exploratory_full_pair,6,0.889425478238445,0.8192126865804621,0.05666051339698262,0.05807099496933897,0.038171733176273405
W045,P-Je,exploratory_full_pair,7,0.7810274212548789,0.8679405215391099,0.02981447964392151,0.04352776350297533,0.06372365599102209
W045,P-Je,exploratory_full_pair,8,0.8778900810300299,0.8046373786871522,0.04519755100268832,0.025972141376713304,0.015832338479975873
W045,P-Je,exploratory_full_pair,9,0.8402681559128503,0.809377047429546,0.44406607383943575,0.21087651704637206,0.2128720217066095
W045,P-Je,exploratory_full_pair,10,0.894261352512916,0.8029300074223079,-0.18128525110205226,-0.29206459788044586,0.12866763697122321
W045,P-Je,exploratory_full_pair,11,0.8077877659888925,0.8283875627220986,-0.2659906640307935,-0.34415924604831777,0.18973337995268189
W045,P-Je,exploratory_full_pair,12,0.8112558843202349,0.8832909311076648,-0.19232274322933007,-0.19217358981613628,0.11904224502652605
W045,P-Je,exploratory_full_pair,13,0.8903324379021351,0.8422340447120994,-0.00900815911099076,-0.01016782895387777,0.0003964173817746462
