window_id,year,object,peak_day,selected_candidate_id,selected_window_start,selected_window_end,selected_role,support_class,selection_reason,excluded_candidates,early_secondary_candidates,late_secondary_candidates,detector_status,peak_source,boundary_flag,missing_flag,quality_flag
W045,2020,Jw,45,CP002,35,55,within_system_window,unstable_window,system_relevant_first,CP001@31:unstable_window;CP003@20:unstable_window,CP003@20:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2021,P,39,CP002,29,49,front_or_early,unstable_window,system_relevant_first,CP001@55:unstable_window;CP003@15:unstable_window,CP003@15:unstable_window,CP001@55:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2021,V,49,CP003,39,59,late_or_catchup,unstable_window,system_relevant_first,CP001@34:unstable_window;CP002@28:unstable_window,CP002@28:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2021,H,53,CP003,53,53,late_or_catchup,unstable_window,system_relevant_first,CP001@28:unstable_window;CP002@17:unstable_window,CP001@28:unstable_window;CP002@17:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2021,Je,40,CP003,30,50,within_system_window,unstable_window,system_relevant_first,CP001@35:unstable_window;CP002@32:unstable_window;CP004@52:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2021,Jw,46,CP001,36,56,within_system_window,unstable_window,system_relevant_first,CP002@32:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2022,P,44,CP004,34,54,within_system_window,unstable_window,system_relevant_first,CP001@29:unstable_window;CP002@54:unstable_window;CP003@20:unstable_window,CP001@29:unstable_window;CP003@20:unstable_window,CP002@54:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2022,V,39,CP005,39,49,front_or_early,unstable_window,system_relevant_first,CP001@17:unstable_window;CP002@52:unstable_window;CP003@27:unstable_window;CP004@44:unstable_window,CP001@17:unstable_window;CP003@27:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2022,H,47,CP003,37,57,within_system_window,unstable_window,system_relevant_first,CP001@17:unstable_window;CP002@51:unstable_window;CP004@36:unstable_window;CP005@30:unstable_window,CP001@17:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2022,Je,49,CP001,39,59,late_or_catchup,unstable_window,system_relevant_first,CP002@30:unstable_window;CP003@16:unstable_window;CP004@39:unstable_window,CP003@16:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2022,Jw,49,CP002,39,59,late_or_catchup,unstable_window,system_relevant_first,CP001@38:unstable_window;CP003@27:unstable_window;CP004@19:unstable_window,CP003@27:unstable_window;CP004@19:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2023,P,47,CP004,37,57,within_system_window,unstable_window,system_relevant_first,CP001@38:unstable_window;CP002@53:unstable_window;CP003@16:unstable_window;CP005@29:unstable_window,CP003@16:unstable_window;CP005@29:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2023,V,46,CP004,36,46,within_system_window,unstable_window,system_relevant_first,CP001@54:unstable_window;CP002@36:unstable_window;CP003@23:unstable_window,CP003@23:unstable_window,CP001@54:unstable_window,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2023,H,41,CP003,31,51,within_system_window,unstable_window,system_relevant_first,CP001@52:unstable_window;CP002@25:unstable_window;CP004@15:unstable_window,CP002@25:unstable_window;CP004@15:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2023,Je,38,CP003,28,48,front_or_early,unstable_window,system_relevant_first,CP001@52:unstable_window;CP002@16:unstable_window;CP004@28:unstable_window,CP002@16:unstable_window;CP004@28:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W045,2023,Jw,48,CP001,38,58,within_system_window,unstable_window,system_relevant_first,CP002@23:unstable_window;CP003@34:unstable_window,CP002@23:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1979,P,79,CP001,69,89,within_system_window,unstable_window,system_relevant_first,CP002@91:unstable_window;CP003@67:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1979,V,78,CP001,68,88,within_system_window,unstable_window,system_relevant_first,CP002@90:unstable_window;CP003@66:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1979,H,73,CP002,63,83,front_or_early,unstable_window,system_relevant_first,CP001@65:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1979,Je,68,CP001,59,78,front_or_early,unstable_window,system_relevant_first,,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1979,Jw,77,CP002,67,87,within_system_window,unstable_window,system_relevant_first,CP001@66:unstable_window;CP003@91:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1980,P,84,CP001,74,92,within_system_window,unstable_window,system_relevant_first,CP002@79:unstable_window;CP003@72:unstable_window;CP004@68:unstable_window;CP005@62:unstable_window,CP005@62:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1980,V,67,CP001,59,77,front_or_early,unstable_window,system_relevant_first,,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1980,H,88,CP001,78,92,late_or_catchup,unstable_window,system_relevant_first,CP002@69:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1980,Je,84,CP002,74,92,within_system_window,unstable_window,system_relevant_first,CP001@70:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1980,Jw,85,CP001,75,92,within_system_window,unstable_window,system_relevant_first,CP002@64:unstable_window;CP003@76:unstable_window,CP002@64:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1981,P,82,CP001,72,92,within_system_window,unstable_window,system_relevant_first,CP002@65:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1981,V,80,CP001,70,90,within_system_window,unstable_window,system_relevant_first,CP002@65:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1981,H,79,CP001,69,89,within_system_window,unstable_window,system_relevant_first,CP002@66:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1981,Je,69,CP001,59,79,front_or_early,unstable_window,system_relevant_first,,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1981,Jw,85,CP002,85,85,within_system_window,unstable_window,system_relevant_first,CP001@71:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1982,P,83,CP001,73,92,within_system_window,unstable_window,system_relevant_first,CP002@70:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1982,V,82,CP001,72,92,within_system_window,unstable_window,system_relevant_first,CP002@71:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1982,H,81,CP001,71,91,within_system_window,unstable_window,system_relevant_first,CP002@63:unstable_window,CP002@63:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1982,Je,83,CP002,73,92,within_system_window,unstable_window,system_relevant_first,CP001@65:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1982,Jw,79,CP002,69,89,within_system_window,unstable_window,system_relevant_first,CP001@60:unstable_window,CP001@60:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1983,P,82,CP001,72,92,within_system_window,unstable_window,system_relevant_first,CP002@72:unstable_window;CP003@60:unstable_window,CP003@60:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1983,V,71,CP001,61,81,front_or_early,unstable_window,system_relevant_first,CP002@60:unstable_window,CP002@60:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1983,H,84,CP003,84,84,within_system_window,unstable_window,system_relevant_first,CP001@69:unstable_window;CP002@60:unstable_window,CP002@60:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1983,Je,85,CP003,75,92,within_system_window,unstable_window,system_relevant_first,CP001@63:unstable_window;CP002@75:unstable_window,CP001@63:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1983,Jw,82,CP002,72,92,within_system_window,unstable_window,system_relevant_first,CP001@61:unstable_window;CP003@67:unstable_window,CP001@61:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1984,P,78,CP001,68,88,within_system_window,unstable_window,system_relevant_first,CP002@64:unstable_window,CP002@64:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1984,V,76,CP003,66,86,within_system_window,unstable_window,system_relevant_first,CP001@88:unstable_window;CP002@60:unstable_window,CP002@60:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1984,H,86,CP002,76,92,within_system_window,unstable_window,system_relevant_first,CP001@72:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1984,Je,79,CP003,69,89,within_system_window,unstable_window,system_relevant_first,CP001@65:unstable_window;CP002@91:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1984,Jw,84,CP003,74,92,within_system_window,unstable_window,system_relevant_first,CP001@74:unstable_window;CP002@60:unstable_window,CP002@60:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1985,P,87,CP002,77,92,within_system_window,unstable_window,system_relevant_first,CP001@71:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1985,V,88,CP001,78,92,late_or_catchup,unstable_window,system_relevant_first,CP002@71:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1985,H,89,CP002,79,92,late_or_catchup,unstable_window,system_relevant_first,CP001@72:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1985,Je,79,CP001,69,89,within_system_window,unstable_window,system_relevant_first,CP002@60:unstable_window,CP002@60:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1985,Jw,79,CP001,69,89,within_system_window,unstable_window,system_relevant_first,,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1986,P,82,CP002,72,92,within_system_window,unstable_window,system_relevant_first,CP001@71:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1986,V,79,CP002,69,89,within_system_window,unstable_window,system_relevant_first,CP001@70:unstable_window;CP003@91:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1986,H,75,CP001,65,85,within_system_window,unstable_window,system_relevant_first,CP002@60:unstable_window,CP002@60:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1986,Je,77,CP002,67,87,within_system_window,unstable_window,system_relevant_first,CP001@61:unstable_window;CP003@87:unstable_window,CP001@61:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1986,Jw,91,CP001,81,92,late_or_catchup,unstable_window,system_relevant_first,CP002@67:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1987,P,80,CP001,70,90,within_system_window,unstable_window,system_relevant_first,CP002@70:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1987,V,75,CP003,65,85,within_system_window,unstable_window,system_relevant_first,CP001@90:unstable_window;CP002@69:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1987,H,76,CP003,66,86,within_system_window,unstable_window,system_relevant_first,CP001@89:unstable_window;CP002@65:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1987,Je,88,CP001,78,92,late_or_catchup,unstable_window,system_relevant_first,CP002@73:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1987,Jw,79,CP001,69,89,within_system_window,unstable_window,system_relevant_first,CP002@68:unstable_window;CP003@90:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1988,P,89,CP001,79,92,late_or_catchup,unstable_window,system_relevant_first,CP002@66:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1988,V,67,CP001,59,77,front_or_early,unstable_window,system_relevant_first,,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1988,H,79,CP002,69,89,within_system_window,unstable_window,system_relevant_first,CP001@66:unstable_window;CP003@90:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1988,Je,91,CP001,81,92,late_or_catchup,unstable_window,system_relevant_first,CP002@71:unstable_window;CP003@60:unstable_window,CP003@60:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1988,Jw,84,CP001,74,92,within_system_window,unstable_window,system_relevant_first,CP002@66:unstable_window;CP003@76:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1989,P,77,CP002,67,87,within_system_window,unstable_window,system_relevant_first,CP001@63:unstable_window,CP001@63:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1989,V,76,CP001,66,86,within_system_window,unstable_window,system_relevant_first,CP002@62:unstable_window;CP003@88:unstable_window,CP002@62:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1989,H,77,CP003,67,87,within_system_window,unstable_window,system_relevant_first,CP001@64:unstable_window;CP002@89:unstable_window,CP001@64:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1989,Je,80,CP003,70,90,within_system_window,unstable_window,system_relevant_first,CP001@64:unstable_window;CP002@88:unstable_window;CP004@74:unstable_window,CP001@64:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1989,Jw,86,CP002,86,86,within_system_window,unstable_window,system_relevant_first,CP001@61:unstable_window,CP001@61:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1990,P,74,CP001,64,84,front_or_early,unstable_window,system_relevant_first,CP002@63:unstable_window,CP002@63:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1990,V,78,CP002,68,88,within_system_window,unstable_window,system_relevant_first,CP001@67:unstable_window;CP003@90:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1990,H,74,CP001,64,84,front_or_early,unstable_window,system_relevant_first,CP002@89:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1990,Je,87,CP001,77,92,within_system_window,unstable_window,system_relevant_first,CP002@61:unstable_window;CP003@75:unstable_window,CP002@61:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1990,Jw,79,CP003,69,89,within_system_window,unstable_window,system_relevant_first,CP001@75:unstable_window;CP002@72:unstable_window;CP004@88:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1991,P,78,CP002,68,88,within_system_window,unstable_window,system_relevant_first,CP001@89:unstable_window;CP003@65:unstable_window;CP004@68:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1991,V,76,CP002,66,86,within_system_window,unstable_window,system_relevant_first,CP001@87:unstable_window;CP003@67:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1991,H,86,CP001,76,92,within_system_window,unstable_window,system_relevant_first,CP002@74:unstable_window;CP003@62:unstable_window,CP003@62:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1991,Je,76,CP002,66,86,within_system_window,unstable_window,system_relevant_first,CP001@68:unstable_window;CP003@87:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1991,Jw,82,CP001,72,92,within_system_window,unstable_window,system_relevant_first,CP002@71:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1992,P,82,CP001,72,92,within_system_window,unstable_window,system_relevant_first,CP002@73:unstable_window;CP003@60:unstable_window,CP003@60:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1992,V,79,CP002,69,89,within_system_window,unstable_window,system_relevant_first,CP001@66:unstable_window;CP003@89:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1992,H,80,CP003,70,90,within_system_window,unstable_window,system_relevant_first,CP001@65:unstable_window;CP002@91:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1992,Je,79,CP002,69,89,within_system_window,unstable_window,system_relevant_first,CP001@63:unstable_window,CP001@63:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1992,Jw,76,CP001,66,86,within_system_window,unstable_window,system_relevant_first,CP002@89:unstable_window;CP003@66:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1993,P,76,CP001,66,86,within_system_window,unstable_window,system_relevant_first,CP002@63:unstable_window,CP002@63:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1993,V,82,CP002,72,92,within_system_window,unstable_window,system_relevant_first,CP001@68:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1993,H,80,CP002,70,90,within_system_window,unstable_window,system_relevant_first,CP001@69:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1993,Je,82,CP002,72,92,within_system_window,unstable_window,system_relevant_first,CP001@70:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1993,Jw,83,CP002,73,92,within_system_window,unstable_window,system_relevant_first,CP001@76:unstable_window;CP003@65:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1994,P,81,CP001,71,91,within_system_window,unstable_window,system_relevant_first,CP002@68:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1994,V,83,CP002,73,92,within_system_window,unstable_window,system_relevant_first,CP001@66:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1994,H,83,CP002,73,92,within_system_window,unstable_window,system_relevant_first,CP001@66:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1994,Je,76,CP002,66,86,within_system_window,unstable_window,system_relevant_first,CP001@87:unstable_window;CP003@63:unstable_window,CP003@63:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1994,Jw,88,CP001,78,92,late_or_catchup,unstable_window,system_relevant_first,CP002@71:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1995,P,76,CP001,66,86,within_system_window,unstable_window,system_relevant_first,CP002@64:unstable_window,CP002@64:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1995,V,76,CP002,66,86,within_system_window,unstable_window,system_relevant_first,CP001@64:unstable_window,CP001@64:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1995,H,87,CP001,77,92,within_system_window,unstable_window,system_relevant_first,CP002@74:unstable_window;CP003@65:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1995,Je,86,CP001,76,92,within_system_window,unstable_window,system_relevant_first,CP002@62:unstable_window;CP003@66:unstable_window,CP002@62:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1995,Jw,88,CP001,78,92,late_or_catchup,unstable_window,system_relevant_first,CP002@70:unstable_window;CP003@65:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1996,P,79,CP002,69,89,within_system_window,unstable_window,system_relevant_first,CP001@62:unstable_window;CP003@87:unstable_window,CP001@62:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1996,V,86,CP002,76,92,within_system_window,unstable_window,system_relevant_first,CP001@74:unstable_window;CP003@63:unstable_window,CP003@63:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1996,H,82,CP001,72,92,within_system_window,unstable_window,system_relevant_first,CP002@76:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1996,Je,81,CP003,81,81,within_system_window,unstable_window,system_relevant_first,CP001@61:unstable_window;CP002@90:unstable_window,CP001@61:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1996,Jw,78,CP002,68,88,within_system_window,unstable_window,system_relevant_first,CP001@74:unstable_window;CP003@90:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1997,P,87,CP002,77,92,within_system_window,unstable_window,system_relevant_first,CP001@62:unstable_window;CP003@73:unstable_window,CP001@62:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1997,V,86,CP002,76,92,within_system_window,unstable_window,system_relevant_first,CP001@60:unstable_window;CP003@71:unstable_window,CP001@60:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1997,H,73,CP002,63,83,front_or_early,unstable_window,system_relevant_first,CP001@60:unstable_window,CP001@60:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1997,Je,87,CP002,77,92,within_system_window,unstable_window,system_relevant_first,CP001@65:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1997,Jw,77,CP002,67,87,within_system_window,unstable_window,system_relevant_first,CP001@86:unstable_window;CP003@64:unstable_window,CP003@64:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1998,P,86,CP001,76,92,within_system_window,unstable_window,system_relevant_first,CP002@70:unstable_window;CP003@60:unstable_window,CP003@60:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1998,V,84,CP002,74,92,within_system_window,unstable_window,system_relevant_first,CP001@69:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1998,H,82,CP001,72,92,within_system_window,unstable_window,system_relevant_first,,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1998,Je,87,CP001,77,92,within_system_window,unstable_window,system_relevant_first,CP002@66:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1998,Jw,82,CP002,72,92,within_system_window,unstable_window,system_relevant_first,CP001@70:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1999,P,83,CP002,73,92,within_system_window,unstable_window,system_relevant_first,CP001@70:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1999,V,69,CP001,59,79,front_or_early,unstable_window,system_relevant_first,,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1999,H,70,CP002,60,80,front_or_early,unstable_window,system_relevant_first,CP001@60:unstable_window,CP001@60:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1999,Je,75,CP002,65,85,within_system_window,unstable_window,system_relevant_first,CP001@90:unstable_window;CP003@64:unstable_window,CP003@64:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,1999,Jw,81,CP001,71,91,within_system_window,unstable_window,system_relevant_first,CP002@67:unstable_window;CP003@91:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2000,P,80,CP001,70,90,within_system_window,unstable_window,system_relevant_first,CP002@67:unstable_window;CP003@91:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2000,V,79,CP002,69,89,within_system_window,unstable_window,system_relevant_first,CP001@89:unstable_window;CP003@67:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2000,H,78,CP002,68,88,within_system_window,unstable_window,system_relevant_first,CP001@89:unstable_window;CP003@67:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2000,Je,69,CP001,59,79,front_or_early,unstable_window,system_relevant_first,,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2000,Jw,84,CP002,74,92,within_system_window,unstable_window,system_relevant_first,CP001@73:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2001,P,78,CP001,68,88,within_system_window,unstable_window,system_relevant_first,CP002@73:unstable_window;CP003@85:unstable_window;CP004@88:unstable_window;CP005@62:unstable_window,CP005@62:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2001,V,80,CP003,70,90,within_system_window,unstable_window,system_relevant_first,CP001@90:unstable_window;CP002@64:unstable_window;CP004@72:unstable_window,CP002@64:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2001,H,79,CP002,69,89,within_system_window,unstable_window,system_relevant_first,CP001@89:unstable_window;CP003@67:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2001,Je,85,CP002,75,92,within_system_window,unstable_window,system_relevant_first,CP001@74:unstable_window;CP003@63:unstable_window,CP003@63:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2001,Jw,78,CP003,78,78,within_system_window,unstable_window,system_relevant_first,CP001@90:unstable_window;CP002@68:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2002,P,78,CP002,68,88,within_system_window,unstable_window,system_relevant_first,CP001@70:unstable_window;CP003@64:unstable_window,CP003@64:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2002,V,71,CP001,61,81,front_or_early,unstable_window,system_relevant_first,CP002@60:unstable_window,CP002@60:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2002,H,78,CP001,68,88,within_system_window,unstable_window,system_relevant_first,CP002@61:unstable_window;CP003@67:unstable_window,CP002@61:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2002,Je,64,CP001,59,74,pre_window,unstable_window,fallback_no_system_relevant_candidate,,CP001@64:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2002,Jw,79,CP002,69,89,within_system_window,unstable_window,system_relevant_first,CP001@65:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2003,P,79,CP002,69,89,within_system_window,unstable_window,system_relevant_first,CP001@63:unstable_window;CP003@89:unstable_window,CP001@63:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2003,V,80,CP001,70,90,within_system_window,unstable_window,system_relevant_first,CP002@64:unstable_window,CP002@64:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2003,H,84,CP001,74,92,within_system_window,unstable_window,system_relevant_first,CP002@72:unstable_window;CP003@63:unstable_window,CP003@63:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2003,Je,79,CP003,69,89,within_system_window,unstable_window,system_relevant_first,CP001@89:unstable_window;CP002@70:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2003,Jw,82,CP001,72,92,within_system_window,unstable_window,system_relevant_first,CP002@68:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2004,P,85,CP002,75,92,within_system_window,unstable_window,system_relevant_first,CP001@73:unstable_window;CP003@63:unstable_window,CP003@63:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2004,V,74,CP002,64,84,front_or_early,unstable_window,system_relevant_first,CP001@62:unstable_window,CP001@62:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2004,H,79,CP001,69,89,within_system_window,unstable_window,system_relevant_first,CP002@64:unstable_window,CP002@64:unstable_window,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
W081,2004,Je,81,CP003,71,91,within_system_window,unstable_window,system_relevant_first,CP001@70:unstable_window;CP002@90:unstable_window,,,ok,v7_detector_zero_bootstrap,False,False,warning_support_class
