window_id,year,object_A,object_B,target_pair,target_set,peak_A,peak_B,delta_B_minus_A,order_label,quality_A,quality_B,pair_y_quality_flag
W081,1982,P,Jw,P-Jw,exploratory_full_pair,83.0,79.0,-4.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1982,V,H,V-H,exploratory_full_pair,82.0,81.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1982,V,Je,V-Je,exploratory_full_pair,82.0,83.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1982,V,Jw,V-Jw,priority,82.0,79.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1982,H,Je,H-Je,exploratory_full_pair,81.0,83.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1982,H,Jw,H-Jw,priority,81.0,79.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1982,Je,Jw,Je-Jw,exploratory_full_pair,83.0,79.0,-4.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1983,P,V,P-V,priority,82.0,71.0,-11.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1983,P,H,P-H,exploratory_full_pair,82.0,84.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1983,P,Je,P-Je,exploratory_full_pair,82.0,85.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1983,P,Jw,P-Jw,exploratory_full_pair,82.0,82.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W081,1983,V,H,V-H,exploratory_full_pair,71.0,84.0,13.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1983,V,Je,V-Je,exploratory_full_pair,71.0,85.0,14.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1983,V,Jw,V-Jw,priority,71.0,82.0,11.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1983,H,Je,H-Je,exploratory_full_pair,84.0,85.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1983,H,Jw,H-Jw,priority,84.0,82.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1983,Je,Jw,Je-Jw,exploratory_full_pair,85.0,82.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1984,P,V,P-V,priority,78.0,76.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1984,P,H,P-H,exploratory_full_pair,78.0,86.0,8.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1984,P,Je,P-Je,exploratory_full_pair,78.0,79.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1984,P,Jw,P-Jw,exploratory_full_pair,78.0,84.0,6.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1984,V,H,V-H,exploratory_full_pair,76.0,86.0,10.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1984,V,Je,V-Je,exploratory_full_pair,76.0,79.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1984,V,Jw,V-Jw,priority,76.0,84.0,8.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1984,H,Je,H-Je,exploratory_full_pair,86.0,79.0,-7.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1984,H,Jw,H-Jw,priority,86.0,84.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1984,Je,Jw,Je-Jw,exploratory_full_pair,79.0,84.0,5.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1985,P,V,P-V,priority,87.0,88.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1985,P,H,P-H,exploratory_full_pair,87.0,89.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1985,P,Je,P-Je,exploratory_full_pair,87.0,79.0,-8.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1985,P,Jw,P-Jw,exploratory_full_pair,87.0,79.0,-8.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1985,V,H,V-H,exploratory_full_pair,88.0,89.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1985,V,Je,V-Je,exploratory_full_pair,88.0,79.0,-9.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1985,V,Jw,V-Jw,priority,88.0,79.0,-9.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1985,H,Je,H-Je,exploratory_full_pair,89.0,79.0,-10.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1985,H,Jw,H-Jw,priority,89.0,79.0,-10.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1985,Je,Jw,Je-Jw,exploratory_full_pair,79.0,79.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W081,1986,P,V,P-V,priority,82.0,79.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1986,P,H,P-H,exploratory_full_pair,82.0,75.0,-7.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1986,P,Je,P-Je,exploratory_full_pair,82.0,77.0,-5.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1986,P,Jw,P-Jw,exploratory_full_pair,82.0,91.0,9.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1986,V,H,V-H,exploratory_full_pair,79.0,75.0,-4.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1986,V,Je,V-Je,exploratory_full_pair,79.0,77.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1986,V,Jw,V-Jw,priority,79.0,91.0,12.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1986,H,Je,H-Je,exploratory_full_pair,75.0,77.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1986,H,Jw,H-Jw,priority,75.0,91.0,16.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1986,Je,Jw,Je-Jw,exploratory_full_pair,77.0,91.0,14.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1987,P,V,P-V,priority,80.0,75.0,-5.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1987,P,H,P-H,exploratory_full_pair,80.0,76.0,-4.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1987,P,Je,P-Je,exploratory_full_pair,80.0,88.0,8.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1987,P,Jw,P-Jw,exploratory_full_pair,80.0,79.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1987,V,H,V-H,exploratory_full_pair,75.0,76.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1987,V,Je,V-Je,exploratory_full_pair,75.0,88.0,13.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1987,V,Jw,V-Jw,priority,75.0,79.0,4.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1987,H,Je,H-Je,exploratory_full_pair,76.0,88.0,12.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1987,H,Jw,H-Jw,priority,76.0,79.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1987,Je,Jw,Je-Jw,exploratory_full_pair,88.0,79.0,-9.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1988,P,V,P-V,priority,89.0,67.0,-22.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1988,P,H,P-H,exploratory_full_pair,89.0,79.0,-10.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1988,P,Je,P-Je,exploratory_full_pair,89.0,91.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1988,P,Jw,P-Jw,exploratory_full_pair,89.0,84.0,-5.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1988,V,H,V-H,exploratory_full_pair,67.0,79.0,12.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1988,V,Je,V-Je,exploratory_full_pair,67.0,91.0,24.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1988,V,Jw,V-Jw,priority,67.0,84.0,17.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1988,H,Je,H-Je,exploratory_full_pair,79.0,91.0,12.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1988,H,Jw,H-Jw,priority,79.0,84.0,5.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1988,Je,Jw,Je-Jw,exploratory_full_pair,91.0,84.0,-7.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1989,P,V,P-V,priority,77.0,76.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1989,P,H,P-H,exploratory_full_pair,77.0,77.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W081,1989,P,Je,P-Je,exploratory_full_pair,77.0,80.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1989,P,Jw,P-Jw,exploratory_full_pair,77.0,86.0,9.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1989,V,H,V-H,exploratory_full_pair,76.0,77.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1989,V,Je,V-Je,exploratory_full_pair,76.0,80.0,4.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1989,V,Jw,V-Jw,priority,76.0,86.0,10.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1989,H,Je,H-Je,exploratory_full_pair,77.0,80.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1989,H,Jw,H-Jw,priority,77.0,86.0,9.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1989,Je,Jw,Je-Jw,exploratory_full_pair,80.0,86.0,6.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1990,P,V,P-V,priority,74.0,78.0,4.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1990,P,H,P-H,exploratory_full_pair,74.0,74.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W081,1990,P,Je,P-Je,exploratory_full_pair,74.0,87.0,13.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1990,P,Jw,P-Jw,exploratory_full_pair,74.0,79.0,5.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1990,V,H,V-H,exploratory_full_pair,78.0,74.0,-4.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1990,V,Je,V-Je,exploratory_full_pair,78.0,87.0,9.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1990,V,Jw,V-Jw,priority,78.0,79.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1990,H,Je,H-Je,exploratory_full_pair,74.0,87.0,13.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1990,H,Jw,H-Jw,priority,74.0,79.0,5.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1990,Je,Jw,Je-Jw,exploratory_full_pair,87.0,79.0,-8.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1991,P,V,P-V,priority,78.0,76.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1991,P,H,P-H,exploratory_full_pair,78.0,86.0,8.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1991,P,Je,P-Je,exploratory_full_pair,78.0,76.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1991,P,Jw,P-Jw,exploratory_full_pair,78.0,82.0,4.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1991,V,H,V-H,exploratory_full_pair,76.0,86.0,10.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1991,V,Je,V-Je,exploratory_full_pair,76.0,76.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W081,1991,V,Jw,V-Jw,priority,76.0,82.0,6.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1991,H,Je,H-Je,exploratory_full_pair,86.0,76.0,-10.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1991,H,Jw,H-Jw,priority,86.0,82.0,-4.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1991,Je,Jw,Je-Jw,exploratory_full_pair,76.0,82.0,6.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1992,P,V,P-V,priority,82.0,79.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1992,P,H,P-H,exploratory_full_pair,82.0,80.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1992,P,Je,P-Je,exploratory_full_pair,82.0,79.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1992,P,Jw,P-Jw,exploratory_full_pair,82.0,76.0,-6.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1992,V,H,V-H,exploratory_full_pair,79.0,80.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1992,V,Je,V-Je,exploratory_full_pair,79.0,79.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W081,1992,V,Jw,V-Jw,priority,79.0,76.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1992,H,Je,H-Je,exploratory_full_pair,80.0,79.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1992,H,Jw,H-Jw,priority,80.0,76.0,-4.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1992,Je,Jw,Je-Jw,exploratory_full_pair,79.0,76.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1993,P,V,P-V,priority,76.0,82.0,6.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1993,P,H,P-H,exploratory_full_pair,76.0,80.0,4.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1993,P,Je,P-Je,exploratory_full_pair,76.0,82.0,6.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1993,P,Jw,P-Jw,exploratory_full_pair,76.0,83.0,7.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1993,V,H,V-H,exploratory_full_pair,82.0,80.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1993,V,Je,V-Je,exploratory_full_pair,82.0,82.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W081,1993,V,Jw,V-Jw,priority,82.0,83.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1993,H,Je,H-Je,exploratory_full_pair,80.0,82.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1993,H,Jw,H-Jw,priority,80.0,83.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1993,Je,Jw,Je-Jw,exploratory_full_pair,82.0,83.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1994,P,V,P-V,priority,81.0,83.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1994,P,H,P-H,exploratory_full_pair,81.0,83.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1994,P,Je,P-Je,exploratory_full_pair,81.0,76.0,-5.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1994,P,Jw,P-Jw,exploratory_full_pair,81.0,88.0,7.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1994,V,H,V-H,exploratory_full_pair,83.0,83.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W081,1994,V,Je,V-Je,exploratory_full_pair,83.0,76.0,-7.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1994,V,Jw,V-Jw,priority,83.0,88.0,5.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1994,H,Je,H-Je,exploratory_full_pair,83.0,76.0,-7.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1994,H,Jw,H-Jw,priority,83.0,88.0,5.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1994,Je,Jw,Je-Jw,exploratory_full_pair,76.0,88.0,12.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1995,P,V,P-V,priority,76.0,76.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W081,1995,P,H,P-H,exploratory_full_pair,76.0,87.0,11.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1995,P,Je,P-Je,exploratory_full_pair,76.0,86.0,10.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1995,P,Jw,P-Jw,exploratory_full_pair,76.0,88.0,12.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1995,V,H,V-H,exploratory_full_pair,76.0,87.0,11.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1995,V,Je,V-Je,exploratory_full_pair,76.0,86.0,10.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1995,V,Jw,V-Jw,priority,76.0,88.0,12.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1995,H,Je,H-Je,exploratory_full_pair,87.0,86.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1995,H,Jw,H-Jw,priority,87.0,88.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1995,Je,Jw,Je-Jw,exploratory_full_pair,86.0,88.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1996,P,V,P-V,priority,79.0,86.0,7.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1996,P,H,P-H,exploratory_full_pair,79.0,82.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1996,P,Je,P-Je,exploratory_full_pair,79.0,81.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1996,P,Jw,P-Jw,exploratory_full_pair,79.0,78.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1996,V,H,V-H,exploratory_full_pair,86.0,82.0,-4.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1996,V,Je,V-Je,exploratory_full_pair,86.0,81.0,-5.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1996,V,Jw,V-Jw,priority,86.0,78.0,-8.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1996,H,Je,H-Je,exploratory_full_pair,82.0,81.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1996,H,Jw,H-Jw,priority,82.0,78.0,-4.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1996,Je,Jw,Je-Jw,exploratory_full_pair,81.0,78.0,-3.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1997,P,V,P-V,priority,87.0,86.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1997,P,H,P-H,exploratory_full_pair,87.0,73.0,-14.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1997,P,Je,P-Je,exploratory_full_pair,87.0,87.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W081,1997,P,Jw,P-Jw,exploratory_full_pair,87.0,77.0,-10.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1997,V,H,V-H,exploratory_full_pair,86.0,73.0,-13.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1997,V,Je,V-Je,exploratory_full_pair,86.0,87.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1997,V,Jw,V-Jw,priority,86.0,77.0,-9.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1997,H,Je,H-Je,exploratory_full_pair,73.0,87.0,14.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1997,H,Jw,H-Jw,priority,73.0,77.0,4.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1997,Je,Jw,Je-Jw,exploratory_full_pair,87.0,77.0,-10.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1998,P,V,P-V,priority,86.0,84.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1998,P,H,P-H,exploratory_full_pair,86.0,82.0,-4.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1998,P,Je,P-Je,exploratory_full_pair,86.0,87.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1998,P,Jw,P-Jw,exploratory_full_pair,86.0,82.0,-4.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1998,V,H,V-H,exploratory_full_pair,84.0,82.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1998,V,Je,V-Je,exploratory_full_pair,84.0,87.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1998,V,Jw,V-Jw,priority,84.0,82.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1998,H,Je,H-Je,exploratory_full_pair,82.0,87.0,5.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1998,H,Jw,H-Jw,priority,82.0,82.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W081,1998,Je,Jw,Je-Jw,exploratory_full_pair,87.0,82.0,-5.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1999,P,V,P-V,priority,83.0,69.0,-14.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1999,P,H,P-H,exploratory_full_pair,83.0,70.0,-13.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1999,P,Je,P-Je,exploratory_full_pair,83.0,75.0,-8.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1999,P,Jw,P-Jw,exploratory_full_pair,83.0,81.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1999,V,H,V-H,exploratory_full_pair,69.0,70.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1999,V,Je,V-Je,exploratory_full_pair,69.0,75.0,6.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1999,V,Jw,V-Jw,priority,69.0,81.0,12.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1999,H,Je,H-Je,exploratory_full_pair,70.0,75.0,5.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1999,H,Jw,H-Jw,priority,70.0,81.0,11.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,1999,Je,Jw,Je-Jw,exploratory_full_pair,75.0,81.0,6.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2000,P,V,P-V,priority,80.0,79.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2000,P,H,P-H,exploratory_full_pair,80.0,78.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2000,P,Je,P-Je,exploratory_full_pair,80.0,69.0,-11.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2000,P,Jw,P-Jw,exploratory_full_pair,80.0,84.0,4.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2000,V,H,V-H,exploratory_full_pair,79.0,78.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2000,V,Je,V-Je,exploratory_full_pair,79.0,69.0,-10.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2000,V,Jw,V-Jw,priority,79.0,84.0,5.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2000,H,Je,H-Je,exploratory_full_pair,78.0,69.0,-9.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2000,H,Jw,H-Jw,priority,78.0,84.0,6.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2000,Je,Jw,Je-Jw,exploratory_full_pair,69.0,84.0,15.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2001,P,V,P-V,priority,78.0,80.0,2.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2001,P,H,P-H,exploratory_full_pair,78.0,79.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2001,P,Je,P-Je,exploratory_full_pair,78.0,85.0,7.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2001,P,Jw,P-Jw,exploratory_full_pair,78.0,78.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W081,2001,V,H,V-H,exploratory_full_pair,80.0,79.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2001,V,Je,V-Je,exploratory_full_pair,80.0,85.0,5.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2001,V,Jw,V-Jw,priority,80.0,78.0,-2.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2001,H,Je,H-Je,exploratory_full_pair,79.0,85.0,6.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2001,H,Jw,H-Jw,priority,79.0,78.0,-1.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2001,Je,Jw,Je-Jw,exploratory_full_pair,85.0,78.0,-7.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2002,P,V,P-V,priority,78.0,71.0,-7.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2002,P,H,P-H,exploratory_full_pair,78.0,78.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W081,2002,P,Je,P-Je,exploratory_full_pair,78.0,64.0,-14.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2002,P,Jw,P-Jw,exploratory_full_pair,78.0,79.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2002,V,H,V-H,exploratory_full_pair,71.0,78.0,7.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2002,V,Je,V-Je,exploratory_full_pair,71.0,64.0,-7.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2002,V,Jw,V-Jw,priority,71.0,79.0,8.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2002,H,Je,H-Je,exploratory_full_pair,78.0,64.0,-14.0,B_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2002,H,Jw,H-Jw,priority,78.0,79.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2002,Je,Jw,Je-Jw,exploratory_full_pair,64.0,79.0,15.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2003,P,V,P-V,priority,79.0,80.0,1.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2003,P,H,P-H,exploratory_full_pair,79.0,84.0,5.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2003,P,Je,P-Je,exploratory_full_pair,79.0,79.0,0.0,same_day,warning_support_class,warning_support_class,warning_peak_quality
W081,2003,P,Jw,P-Jw,exploratory_full_pair,79.0,82.0,3.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
W081,2003,V,H,V-H,exploratory_full_pair,80.0,84.0,4.0,A_earlier,warning_support_class,warning_support_class,warning_peak_quality
