scope,object,config_id,candidate_id,point_day,bootstrap_strict_fraction,bootstrap_match_fraction,bootstrap_near_fraction,bootstrap_no_match_fraction,median_bootstrap_matched_peak_score,median_bootstrap_abs_offset_days,object_support_class,sensitivity_group,changed_factor,changed_value,input_source,smoothed_fields_path,bootstrap_status
V_only,V,SMOOTH5_DET_WIDTH_24,CP001,16,0.671,0.748,0.027,0.225,12.75847163603975,1.0,object_weak_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_24,CP002,27,0.496,0.703,0.089,0.208,14.084440400524874,3.0,object_weak_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_24,CP003,45,0.852,0.988,0.007,0.005,30.620460096640294,1.0,object_strong_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_24,CP004,68,0.52,0.695,0.161,0.144,32.4607433361946,2.0,object_weak_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_24,CP005,78,0.436,0.877,0.111,0.012,36.45150669097462,3.0,object_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_24,CP006,96,0.899,0.943,0.027,0.03,18.611635321351493,1.0,object_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_24,CP007,114,0.716,0.924,0.072,0.004,33.53081838542846,2.0,object_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_24,CP008,136,0.704,0.774,0.123,0.103,16.81633823593925,1.0,object_weak_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_24,CP009,143,0.346,0.418,0.399,0.183,17.15519652065659,7.0,object_unstable_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
V_only,V,SMOOTH5_DET_WIDTH_24,CP010,161,0.809,0.875,0.065,0.06,55.020409842584876,1.0,object_candidate,smooth5_detector_width,detector_width,24,smooth5,D:\easm_project01\foundation\V1\outputs\baseline_smooth5_a\preprocess\smoothed_fields.npz,run
