field,raw_nan_fraction,smoothed_nan_fraction,clim_nan_fraction,anom_nan_fraction
precip,0.0,0.02185792349726776,0.02185792349726776,0.02185792349726776
u200,0.0,0.02185792349726776,0.02185792349726776,0.02185792349726776
z500,0.0,0.02185792349726776,0.02185792349726776,0.02185792349726776
v850,0.0,0.02185792349726776,0.02185792349726776,0.02185792349726776
