window,source,target,source_family,target_family,positive_peak_lag,positive_peak_signed_r,positive_peak_abs_r,negative_peak_lag,negative_peak_signed_r,negative_peak_abs_r,lag0_signed_r,lag0_abs_r,p_pos_surrogate,q_pos_within_window,q_pos_global,T_pos_null95,strength_excess,strength_ratio,statistical_support,strength_tier,same_day_coupling_flag,direction_label,lead_lag_label,lead_lag_group,failure_reason,risk_note,suggested_reverse_direction,sample_status
T3_expand17,V_strength,P_main_band_share,V,P,3,0.13810961189655124,0.13810961189655124,-4,-0.07774830354983929,0.07774830354983929,0.06721448969898212,0.06721448969898212,0.3046953046953047,0.4224766829808847,0.4224766829808847,0.24584779798087045,-0.1077381860843192,0.5617687570555243,not_supported,not_supported,False,no_directional_signal,lead_lag_no_not_supported,lead_lag_no,positive_lag_not_supported,,,ok
T3_expand17,V_strength,P_south_band_share_18_24,V,P,4,-0.2565739412697878,0.2565739412697878,-3,0.08468503405660827,0.08468503405660827,-0.027078354385529208,0.027078354385529208,0.03996003996003996,0.1402852466682254,0.1402852466682254,0.24725027632614247,0.00932366494364531,1.0377094217332508,marginal,moderate_above_null,False,direction_not_assessed_as_strict_due_to_marginal_stat_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,marginal_statistical_support,marginal,,ok
T3_expand17,V_strength,P_main_minus_south,V,P,4,0.2025816876463601,0.2025816876463601,-4,-0.08702407630694704,0.08702407630694704,0.05645115536913371,0.05645115536913371,0.0969030969030969,0.24475524475524474,0.24475524475524474,0.23494802274322693,-0.032366335096866844,0.8622404448483494,not_supported,not_supported,False,no_directional_signal,lead_lag_no_not_supported,lead_lag_no,positive_lag_not_supported,,,ok
T3_expand17,V_strength,P_spread_lat,V,P,4,0.24888813322862657,0.24888813322862657,-3,-0.058090258059526306,0.058090258059526306,0.045676414375584014,0.045676414375584014,0.03396603396603397,0.12454212454212456,0.12454212454212456,0.2273062752847485,0.02158185794387807,1.0949461598314534,marginal,moderate_above_null,False,direction_not_assessed_as_strict_due_to_marginal_stat_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,marginal_statistical_support,marginal,,ok
T3_expand17,V_strength,P_north_band_share_35_45,V,P,4,0.26295512760758216,0.26295512760758216,-4,-0.07236165118716324,0.07236165118716324,0.12245906256442497,0.12245906256442497,0.022977022977022976,0.10692010692010692,0.10692010692010692,0.22568099834674443,0.03727412926083773,1.1651629048696799,marginal,moderate_above_null,False,direction_not_assessed_as_strict_due_to_marginal_stat_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,marginal_statistical_support,marginal,,ok
T3_expand17,V_strength,P_north_minus_main_35_45,V,P,5,0.07694295544083396,0.07694295544083396,-4,0.023371674531837465,0.023371674531837465,0.016515522278985367,0.016515522278985367,0.5844155844155844,0.6272299129441987,0.6272299129441987,0.23058013150018516,-0.1536371760593512,0.3336929116148595,not_supported,not_supported,False,no_directional_signal,lead_lag_no_not_supported,lead_lag_no,positive_lag_not_supported,,,ok
T3_expand17,V_strength,P_total_centroid_lat_10_50,V,P,3,0.2996006727033443,0.2996006727033443,-4,-0.0930230350333929,0.0930230350333929,0.12814064520789212,0.12814064520789212,0.007992007992007992,0.06593406593406594,0.06593406593406594,0.23251292856137445,0.06708774414196983,1.2885333927754528,supported,strong_above_null,False,clear_X_leads_Y_moderate,lead_lag_yes_clear,lead_lag_yes,,,,ok
T3_expand17,V_strength,P_main_28_35_mean,V,P,1,0.19600131748769,0.19600131748769,-1,0.1546494911209394,0.1546494911209394,0.18711094631113118,0.18711094631113118,0.0979020979020979,0.24475524475524474,0.24475524475524474,0.2237768207224362,-0.0277755032347462,0.8758785510265256,not_supported,not_supported,False,no_directional_signal,lead_lag_no_not_supported,lead_lag_no,positive_lag_not_supported,,,ok
T3_expand17,V_strength,P_south_10_25_mean,V,P,4,-0.31794780009927726,0.31794780009927726,-4,0.15047701983348305,0.15047701983348305,-0.09530577165225945,0.09530577165225945,0.006993006993006993,0.06072874493927125,0.06072874493927125,0.2377294957473739,0.08021830435190336,1.3374352185441403,supported,strong_above_null,False,direction_uncertain,lead_lag_ambiguous_direction_uncertain,lead_lag_ambiguous,direction_difference_not_stable,direction_uncertain,,ok
T3_expand17,V_strength,P_scs_10_20_mean,V,P,3,-0.2602202600525895,0.2602202600525895,-4,0.1471792953477869,0.1471792953477869,-0.10239907076408701,0.10239907076408701,0.023976023976023976,0.10692010692010692,0.10692010692010692,0.2316092270890479,0.028611032963541616,1.1235314901877436,marginal,moderate_above_null,False,direction_not_assessed_as_strict_due_to_marginal_stat_support,lead_lag_ambiguous_marginal_statistical_support,lead_lag_ambiguous,marginal_statistical_support,marginal,,ok
